question,A,B,C,D,E,answer,explanation
"<p>What is the current through the diode?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq11_1009_1.gif""/></p>",1 mA,0.975 mA,0.942 mA,0.0 mA,,A,
<p>Electrons in the outermost orbit or shell of an atom are called</p>,free electrons,negative ions,valence electrons,conduction band electrons,,C,
<p>Shunting the ac component away from the load is the task of a:</p>,transformer,filter,regulator,rectifier,,B,
<p>A <i>pn</i> junction allows current flow when</p>,the <i>p</i>-type material is more positive than the <i>n</i>-type material,the <i>n</i>-type material is more positive than the <i>p</i>-type material,both the <i>n</i>-type and <i>p</i>-type materials have the same potential,there is no potential on the <i>n</i>-type or <i>p</i>-type materials,,A,
"<p>What is the current through the zener diode?<br/><br/><img alt=""mcq11_1011_1.gif"" src=""/_files/images/basic-electronics/complete/mcq11_1011_1.gif""/></p>",0 mA,7 mA,8.3 mA,13 mA,,B,
"<p>When a diode is forward biased, the voltage across it</p>",is directly proportional to the current,is inversely proportional to the current,is directly proportional to the source voltage,remains approximately the same,,D,
<p>Why is heat produced in a diode?</p>,due to current passing through the diode,due to voltage across the diode,due to the power rating of the diode,due to the PN junction of the diode,,A,
<p>The arrow in the schematic symbol of a diode points to</p>,"the <i>n</i>-type material, which is called the anode","the <i>n</i>-type material, which is called the cathode","the <i>p</i>-type material, which is called the anode","the <i>p</i>-type material, which is called the cathode",,C,
<p>The diode schematic arrow points to the:</p>,trivalent-doped material,positive axial lead,anode lead,cathode lead,,D,
"<p>When checking a diode, low resistance readings both ways indicate the diode is:</p>",open,satisfactory,faulty,not the problem,,C,
"<p>In a diode schematic, the anode is represented by a(n):</p>",triangle,vertical line,zig-zag line,element indicator,,A,
<p>An IC regulator receives an overload; it will:</p>,shut down,compensate for heat,provide more voltage,sample and adjust,,A,
"<p>With full-wave rectification, current through the load resistor must be:</p>",in opposite directions,to the external load,from the reverse biased diode,in the same direction,,D,
"<p>A characteristic curve is the result of a current versus voltage plot of diode activity, which begins at the:</p>",3rd quadrant,current plot,graph origin,voltage plot,,C,
<p>Rectifier output polarity depends upon:</p>,cycles of input,capacitor polarity,half or full wave,diode installation,,D,
"<p>With a 12 V supply, a silicon diode, and a 370-ohm resistor in series, what voltage will be dropped across the diode?</p>",0.3 V,0.7 V,0.9 V,1.4 V,,B,
"<p>If the frequency of the applied ac signal to a half-wave rectifier is 60 Hz, the frequency of the pulsating dc output will be</p>",30 pps,60 pps,90 pps,120 pps,,B,
"<p>What is the peak output voltage for this half-wave rectifier?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq11_1015_1.gif""/></p>",1 V,7.8 V,10.9 V,15.6 V,,B,
<p>Thermal shutdown occurs in an IC regulator if:</p>,power dissipation is too high,internal temperature is too high,current through the device is too high,load resistance increases,,B,
<p>The conduction band is closest to the valence band in</p>,semiconductors,conductors,insulators,The distance is the same for all of the above.,,A,
<p>What is the percent of regulation if V<sub>nl</sub> = 20 V and V<sub>fl</sub> = 19.8 V?</p>,0%,1%,.1%,5%,,B,
"<p>With a half-wave rectified voltage across the load resistor, load current flows for what part of a cycle?</p>",0 degrees,90 degrees,180 degrees,360 degrees,,C,
<p>Which of the following circuits would require the least amount of filtering?</p>,A half-wave rectifier,A full-wave rectifier,A bridge rectifier,A full-wave rectifier and a bridge rectifier,,D,
"<p>What is wrong with this circuit?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq11_1012_1.gif""/></p>",The zener is open.,The zener is shorted.,nothing,not enough data,,A,
<p>The voltage where current may start to flow in a reverse-biased <i>pn</i> junction is called the</p>,breakdown voltage,barrier potential,forward voltage,biasing voltage,,A,
<p>Providing a constant output regardless of ac input or load resistance changes is the function of a:</p>,transformer,filter,regulator,rectifier,,C,
<p>When a diode is destroyed it has infinite impedance. When damaged by heat it will probably:</p>,short,conduct more,conduct less,open,,A,
<p>The area at the junction of <i>p</i>-type and <i>n</i>-type materials that has lost its <b><i>majority carriers</i></b> is called the</p>,barrier potential,depletion region,<i>n</i> region,<i>p</i> region,,B,
<p>DC power should be connected to forward bias a diode as follows:</p>,"– anode, + cathode","– cathode, – anode","+ anode, – cathode","+ cathode, + anode",,C,
<p>At any given time in an <b><i>intrinsic</i></b> piece of semiconductor material at room temperature</p>,electrons drift randomly,recombination occurs,holes are created,All of the above,,D,
"<p>In a power supply diagram, which block indicates a pulsating dc output?</p>",transformer,filter,rectifier,regulator,,C,
<p>List three diode packages:</p>,"clip package, DIP, small current package","DIP, small current package, large current package","small current package, large current package, and SIP","small current package, large current package, clip package",,D,
<p>The mimicking of an open/closed switch by a diode allows alternating current to be:</p>,rectified,regulated,controlled,attenuated,,A,
