question,A,B,C,D,E,answer,explanation
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq11_1006_1.gif""/></p>
<p>If the switch is moved to position 1 in the given circuit, how long will it take for the current to reach its maximum value?</p></p>","72.5 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/>s","532 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/>s","610 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/>s","833 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/>s",,B,
"<p>When a transformer secondary lead has been connected to a middle loop that is not an end connector, it is called a:</p>",multiple-tapped secondary,center-tapped secondary,multiple winding secondary,single winding secondary,,B,
"<p>A 24 V peak source is connected across a 900 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/>H inductor. If the frequency of the source is 22 kHz, what is the reactive power?</p>",2.3 VAR,4.6 VAR,9.3 VAR,0 VAR,,A,
<p>What is the permeability of machine steel?</p>,1.1 x 10<sup>−4</sup>,5.65 x 10<sup>−4</sup>,6.9 x 10<sup>−3</sup>,8.8 x 10<sup>−3</sup>,,B,
<p>What will happen when an inductor's magnetic field collapses?</p>,Current will double.,Voltage will be induced.,A new field will expand.,Counter emf will be high.,,B,
"<p>With a square wave input, an RL differentiator circuit with an output across the inductor will produce what type of waveform?</p>",dc,short time-duration pulses,exponential-shaped pulses,only a phase shift,,B,
"<p>How long until the current is at a maximum?<br/><br/><img alt=""mcq8_1032_1.gif"" src=""/_files/images/basic-electronics/complete/mcq8_1032_1.gif""/></p>","0 <img align=""absmiddle"" alt=""mu.jpg"" src=""/_files/images/basic-electronics/complete/mu.jpg""/>s","5 <img align=""absmiddle"" alt=""mu.jpg"" src=""/_files/images/basic-electronics/complete/mu.jpg""/>s","15 <img align=""absmiddle"" alt=""mu.jpg"" src=""/_files/images/basic-electronics/complete/mu.jpg""/>s","25 <img align=""absmiddle"" alt=""mu.jpg"" src=""/_files/images/basic-electronics/complete/mu.jpg""/>s",,B,
"<p>Find V<sub>R</sub> and V<sub>L</sub>.<br/><br/><img alt=""mcq8_1034_1.gif"" src=""/_files/images/basic-electronics/complete/mcq8_1034_1.gif""/></p>","V<sub>R</sub> = 41.6 V, V<sub>L</sub> = 78.4 V","V<sub>R</sub> = 48 V, V<sub>L</sub> = 110 V","V<sub>R</sub> = 56 V, V<sub>L</sub> = 106 V","V<sub>R</sub> = 60 V, V<sub>L</sub> = 60 V",,C,
"<p>If 360 V<sub>ac</sub> is the output of a 300-turn secondary winding, what is the input voltage when the primary winding has 150 turns?</p>",2.4 V<sub>ac</sub>,150 V<sub>ac</sub>,180 V<sub>ac</sub>,720 V<sub>ac</sub>,,C,
"<p>When a magnet enters a coil and a voltage is induced, the process is known as:</p>",an alternation,self-inductance,counter emf,flux linkage,,D,
<p>What term is used to describe the action of magnetic flux from one circuit that cuts across the conductors of another circuit?</p>,self-inductance,rectification,mutual inductance,magnetism,,C,
<p>Reactance in an inductive circuit will:</p>,increase with frequency,decrease with frequency,be independent from frequency,depend on the value of X<sub>C</sub>,,A,
<p>A turns ratio of 5 for a transformer implies:</p>,more primary turns than secondary turns,more secondary current than primary current,larger source impedance than load impedance,more secondary turns than primary turns,,D,
<p>A practical inductor</p>,has inductance,has winding resistance,has winding capacitance,all of the above,,D,
"<p>When current in an inductor starts to change, it cannot react instantly due to:</p>",fixed coil resistance,eddy current generation,applied emf of the circuit,the counter emf of the coil,,D,
"<p>What is the approximate time for a complete decay of 400 mA of inductor current, when R = 10 ohms and L = 20 H?</p>",10 seconds,8 seconds,4 seconds,2 seconds,,A,
<p>A utility pole transformer used to supply a residential customer with two phases uses:</p>,two phases on the primary,a center tap on the secondary,a separate ground for each phase,a small coefficient of coupling,,B,
"<p>What is the inductive reactance?<br/><br/><img alt=""mcq8_1033_1.gif"" src=""/_files/images/basic-electronics/complete/mcq8_1033_1.gif""/></p>","5.2 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","7.5 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","1.3 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","7.5 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,D,
<p>When a coil collapses the induced circuit current will:</p>,be in the same direction,go to zero,aid counter emf buildup,be in the opposite direction,,A,
"<p>When a rate of one ampere per second causes an induced voltage of one volt, the unit of measure is</p>",a lenz,an ohm,a farad,a henry,,D,
"<p>If you wanted to decrease the inductance of a coil, you might increase the:</p>",number of turns,permeability of the core,spacing between turns,area of the coil,,C,
<p>The output phase for a transformer is:</p>,in phase with the input,out of phase with the input,dependent on the direction of the primary and secondary windings,dependent on the frequency of the primary source,,C,
<p>Opposition to current flow without the dissipation of energy is called:</p>,resistance,inductive reactance,counter emf,impedance,,B,
"<p>With 100 V<sub>ac</sub> applied to the primary of a transformer so that it draws 500 mA, what will be the 300 V<sub>ac</sub> secondary current?</p>",1500 mA,200 mA,167 mA,150 mA,,C,
<p>Which coil would be used as a step-up transformer primary if coil number 1 has 100 more turns than coil number 2?</p>,The coil windings must be the same.,coil 1,The coil ratio is too small.,coil 2,,D,
"<p>Find I<sub>R</sub> and I<sub>L</sub>.<br/><br/><img alt=""mcq8_1035_1.gif"" src=""/_files/images/basic-electronics/complete/mcq8_1035_1.gif""/></p>","I<sub>R</sub> = 50 mA, I<sub>L</sub> = 109 mA","I<sub>R</sub> = 150 mA, I<sub>L</sub> = 9 mA","I<sub>R</sub> = 50 mA, I<sub>L</sub> = 151 mA","I<sub>R</sub> = 150 mA, I<sub>L</sub> = 53 mA",,D,
<p>When the transformer secondary is not loaded:</p>,secondary voltage increases,no secondary current flows,no secondary voltage is present,secondary current increases,,B,
"<p>What is the current rise after 2 time constants if <i>V<sub>s</sub></i> = 12 V dc, <i>R</i> = 60 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>, and the inductor is rated at 24 mH?</p>",79.9 mA,126.4 mA,173.0 mA,198.6 mA,,C,
<p>What is the total inductance of a 5 H and a 100 mH coil connected in parallel?</p>,4.76 mH,33.3 mH,98.0 mH,150.0 mH,,C,
<p>A transformer is used:</p>,to couple electric energy from one dc circuit to another,to couple electric energy from an ac circuit to a dc circuit,to couple electric energy from a dc circuit to an ac circuit,to couple electric energy from one ac circuit to another,,D,
<p>Which of the following is NOT one of the three major types of fixed inductor?</p>,air core,ferrite core,magnesium core,iron core,,C,
<p>What is the impedance of a 1 kHz series RL circuit when R and X<sub>L</sub> are both 1000 ohms?</p>,500 ohms,1000 ohms,1414 ohms,2000 ohms,,C,
<p>What is remanence?</p>,reactance,reluctance,retentitivity,resistance,,C,
"<p>When an electromagnet reaches maximum strength, it is considered to be:</p>",in field condition,at saturation,inhibited,at field strength,,B,
<p>You could decrease the time constant of an <i>RL</i> circuit by</p>,adding a resistor in parallel with the circuit resistance,adding an inductor in series with the circuit inductance,decreasing the amplitude of the input voltage,exchanging the position of the resistor and inductor in the circuit,,B,
<p>Indication of transformer primary and secondary voltage relationships is accomplished by:</p>,color-coded wires,dot notation,"black, rather than gray, casings",winding ratios,,B,
"<p>As a generator armature passes the 270 degree point, the induced voltage is:</p>",at maximum negative,between maximum negative and zero,at maximum positive,between zero and maximum positive,,A,
"<p>A value of ""ten to the eighth power magnetic lines of force"" is for the term:</p>",field,flux,coulomb,weber,,D,
<p>A change of one ampere per second in an inductor that induces a voltage of one volt is considered as which unit value?</p>,a lenz,an ohm,a farad,a henry,,D,
<p>What is the name of the part inside a relay that is moved by the action of the electromagnet?</p>,armature,conductor,contacts,solenoid,,A,
"<p>If the primary of a 4:1 turns transformer dissipates 5 W, what is the secondary power?</p>",5.0 W,1.25 pW,9.5 W,20.0 mW,,A,
<p>The unit of flux density is:</p>,magnetomotive force,a weber,a maxwell,a tesla,,D, tesla or weber/m2 is the unit of flux density 
"<p>When used as a filter, an inductor is</p>",placed in series with the load and aids any current changes,placed in parallel with the load and aids any current changes,placed in parallel with the load and opposes any current changes,placed in series with the load and opposes any current changes,,D,
<p>A loaded transformer will achieve mutual induction when:</p>,secondary current increase causes a primary current decrease,primary current is increased by an increase in secondary current,primary current is decreased by an increase in secondary current,secondary current decrease causes a primary current increase,,B,
<p>Which transformer turns ratio is needed to match two 16-ohm parallel devices to an output of 22.2 ohms?</p>,1.38:1,1.67:1,0.72:1,0.60:1,,D,
<p>A transformer will have:</p>,primary and secondary windings,primary and secondary current,primary wattage producing secondary current,different frequencies for the primary and secondary,,A,
<p>What is the phase angle of a 24 V<sub>ac</sub> parallel RL circuit when R = 45 ohms and X<sub>L</sub> = 1100 ohms?</p>,0.001 degrees,2.300 degrees,87.600 degrees,89.900 degrees,,B,
<p>A winding of wire can be called</p>,an inductor,a coil,a choke,All of the above,,D,
<p>What happens when moving expanding lines of force encounter a conductor?</p>,Current increases.,Voltage is induced.,Resistance is reduced.,Power is increased.,,B,
<p>Fixed transformers have:</p>,a center-tapped secondary,multiple windings,turns ratios that cannot be changed,a multiple-tapped secondary,,C,
"<p>In a B-H curve, magnetizing force is equal to:</p>","<img align=""absmiddle"" alt=""mcq8_1001_1.gif"" src=""/_files/images/basic-electronics/complete/mcq8_1001_1.gif""/>",H = I × N,ampere-turns per weber,webers per square meter,,A,
<p>Which of the following represents a true equivalent of an inductor?</p>,An inductance in series with a resistance and a capacitance,A capacitance in parallel with the series combination of a resistance and an inductance,An inductance in parallel with the series combination of a resistance and a capacitance,The only quality a real inductor has is inductance.,,B,
"<p>In a transformer, what will happen to the primary current if the secondary magnetic field increases?</p>",I<sub>p</sub> will increase.,I<sub>p</sub> will be canceled.,I<sub>p</sub> will remain the same.,I<sub>p</sub> will decrease.,,A,
<p>The time required for one weber of flux to cut a conductor and produce one volt is:</p>,one revolution,one second,one millisecond,four revolutions,,B,
"<p>What is the maximum source current for a transformer rated at 10 kVA, 1000/500 60 Hz?</p>",2 A,5 A,10 A,20 A,,D,
"<p>What is the total inductance assuming no mutual inductance?<br/><br/><img alt=""mcq8_1031_1.gif"" src=""/_files/images/basic-electronics/complete/mcq8_1031_1.gif""/></p>",0 mH,0.69 mH,12 mH,24 mH,,B,
<p>A voltage is induced in a transformer secondary winding by the action of the:</p>,secondary magnetic field,primary turns ratio,primary magnetic field,secondary counter emf,,C,
<p>What is electromagnetism?</p>,the magnetic field generated around a conductor when a current passes through it,the magnetic field generated in a conductor by an external voltage,the voltage caused by a magnetic field in a conductor,the current generated by an external magnetic field,,A,
<p>Counter emf or induced voltage is:</p>,inversely proportional to the change in current,directly proportional to the change in time,directly proportional to the inductance in henrys,inversely proportional to the inductance in henrys,,C,
<p>What are the properties that determine the inductance of a coil?</p>,"Length of wire, number of turns, type of core material, length of core","Number of turns, type of wire, length of core, and cross-sectional area of core","Type of core material, number of turns, cross-sectional area of core, and length of core","Type of core material, type of wire, number of turns, and cross-sectional area of core",,C,
"<p>An inductor is in series with a voltage source, an open switch, and a resistor. The instant the switch is closed, the inductor acts like</p>",a short,an open,a resistor,a voltage source,,B,
"<p>What is the phase angle between the source voltage and current, when a 100 mH inductor with a reactance of 6 k<img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>, and a 1 k<img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/> resistor are in series with a source?</p>",0.1 degrees,9.0 degrees,61.0 degrees,81.0 degrees,,D,
<p>When a load is not connected to the secondary of a transformer:</p>,primary current is zero,primary current is inversely proportional to primary impedance,secondary voltage is zero,secondary voltage is proportional to primary impedance,,B,
