question,choices,answer
"Is the interference coming from other communications channels?","[""Jitter"",""Crosstalk"",""RFI"",""EMI""]",1
"What is the reference noise level?","[""10 pW"",""0 dBm"",""1mW"",""-90 dBm""]",3
"What is the unit of noise power of psophometer?","[""pWp"",""dBa"",""dBm"",""dBrn""]",0
"A large emission of hydrogen from the sun that affects communications.","[""Solar flare"",""Cosmic disturbance"",""Ballistic disturbance"",""Solar noise""]",0
"Atmospheric noise is known as _______noise.","[""static"",""cosmic"",""solar"",""lunar""]",0
"Standard design reference for environmental noise temperature.","[""300K"",""290K"",""32\u02daF"",""212\u02daF""]",1
"Absolute temperature in Kelvin.","[""\u02daC + 273"",""\u02daC + 75"",""\u02daC + 19"",""\u02daC + 290""]",0
"If bandwidth is doubled, the signal power is _________.","[""not changed"",""quadrupled"",""tripled"",""doubled""]",0
"Name one or more sources of noise bearing on electronic communications.","[""Steam boiler"",""Galaxies"",""Internal combustion engine"",""Both B and C""]",3
"The transmitter technique adopted to reduce the noise effect of the preceding question is called","[""noise masking"",""anitnoise"",""noise killing"",""preemphasis""]",3
"Deemphasis in the receiver in effect attenuates modulating signal components and noise in what frequency range?","[""dc"",""low"",""intermediate"",""high""]",3
"Atmospheric noise or static is not a great problem","[""at frequencies below 20 MHz"",""at frequencies below 5 MHz"",""at frequencies above 30 MHz"",""at frequencies above 1 MHz""]",2
"What is the proper procedure for suppressing electrical noise in a mobile station?","[""Apply shielding and filtering where necessary"",""Insulate a all plain sheet metal surfaces from each other"",""Apply anti-static spray liberally to all nonmetallic"",""Install filter capacitors in series with all dc wiring""]",0
"Where is the noise generated that primarily determines the signal-to-noise ratio in a VHF (150MHz) marine-band receiver?","[""Man-made noise"",""In the atmosphere"",""In the receiver front end"",""In the ionosphere""]",2
"The difference between signal strength at a given point and a reference level is________.","[""power"",""dBm"",""level"",""ratio""]",2
"Interfering effect of noise, C message weighted, is _________.","[""dBa"",""dBm"",""dBmc"",""dB""]",2
"F1A weighting refers to ___________.","[""-90 dBm"",""dBrnc0"",""dBrnc"",""F1A handset""]",2
"Reading a 58 dBrnC on your Western Electric 3A test set at a +7 test point is equal to ______ dBrnc0.","[""58"",""51"",""65"",""27""]",1
"Reading a 58 dBrn, at a +7 test point is equal to ________ dBa0.","[""26"",""65"",""51"",""46""]",3
"A reading of -50 dBm on the disturbing pair, and -80 on the disturbed pair equals _____ dB of crosstalk coupling.","[""20"",""30"",""60"",""25""]",1
"Power is __________.","[""actual amount of power reference to 1mW"",""logarithmic ratio of two powers"",""definite amount of energy per time period"",""current flow per time period""]",2
"15 dBa F1A weighted, equals ___________.","[""-90 dBm"",""-82 dBm"",""-85 dBm"",""-70 dBm""]",3
"You are measuring noise in a voice channel with a Lenkurt 601A, F1A weighting network and a flat meter. Your meter reads -47dBm. What is this reading in dBa?","[""77 dBa"",""35 dBa"",""38 dBa"",""32 dBa""]",2
"You are measuring noise at a +3 dB level point, using the Lenkurt 601A, F1A weighting network, and a flat meter. The meter reading is -57dBm. This is ________dBa0.","[""20"",""15"",""25"",""17""]",2
"A measurement of -75 dBm, C-message weighted, would be _________ dBrnc.","[""8"",""7"",""9"",""15""]",3
"Your Western Electric 3A test set meter reading is -23 dBm at at test point level of -8 dB. This is ______ dBrnc0.","[""75"",""29"",""30"",""31""]",0
"At what power level does a 1 KHz tone cause zero interference (144 weighted)?","[""90 dB"",""90 dBm"",""-90 dB"",""-90 dBm""]",3
"Reference noise is ___________.","[""a 1000 Hz, -90 dBm tone"",""a noise that creates the same interfering effect as a 1000 Hz, \u201390 dBm tone"",""a noise that creates zero dBrn in a voice channel"",""B and C above""]",3
"A practical dBrn measurement will almost always in a _______ number.","[""positive"",""negative"",""imaginary"",""fractional""]",0
"What is the reference level for noise measurement, F1A weighted?","[""-90 dBm"",""-82 dBm"",""-67 dBm"",""-85 dBm""]",3
"What is the reference tone level for dBrn?","[""-90 dBm"",""-82 dBm"",""-67 dBm"",""-85 dBm""]",0
"What is the reference tone level for dBa?","[""-90 dBm"",""-82 dBm"",""-67 dBm"",""-85 dBm""]",3
"Atmospheric noise becomes less severe at frequencies","[""above 30 MHz"",""below 30 MHz"",""above 3000 kHz"",""below 3000 kHz""]",0
"Indicate the noise whose sources are in category different from that of the other three?","[""Solar noise"",""Cosmic noise"",""Atmospheric noise"",""Galactic noise""]",2
"Indicate the false statement.","[""Industrial noise is usually of the impulse type"",""Static is caused by lightning discharges in thunderstorms and other natural electric disturbances occurring in the atmosphere"",""Distant stars are another source of man-made noise"",""Fluorescent lights are another source of man-made noise""]",2
"Which of the following is not a source of industrial noise?","[""Automobile ignition"",""Sun"",""Electric Motors"",""Leakage from high voltage line""]",1
"Indicate the false statement","[""The noise generated in a resistance or the resistive component of any impedance is random."",""Random noise power is proportional to the bandwidth over which is measured"",""A random voltage across the resistor does not exist"",""All formula referring to random noise are applicable only to the value of such noise.""]",2
"The value of the resistor creating thermal noise is doubled. The noise power generated is therefore.","[""halved"",""quadrupled"",""doubled"",""unchanged""]",3
"Indicate the false statement.","[""HF mixer are generally noisier than HF amplifiers."",""Impulse noise voltage is dependent on bandwidth"",""Thermal noise is independent of the frequency at which is measured."",""Industrial noise is usually of the impulse type.""]",1
"An amplifier operating over the frequency range of 455 to 460 kHz has a 200 kΩ input resistor. What is the RMS noise voltage at the input to this amplifier if the ambient temperature is 17˚C ?","[""40 \u00b5V"",""4.0 \u00b5V"",""400 \u00b5V"",""4.0 mV""]",1
"The first stage of a two-stage amplifier has a voltage gain of 10, a 600 Ω input resistor, a 1600 Ω equivalent noise resistance and 27 kΩ output resistor. For the second stage, these values are 25, 81 kΩ, 19 kΩ, and 1 MΩ, respectively. Calculate the equivalent input-noise resistance of this two stage amplifier.","[""2,518 k\u2126"",""2,518 \u2126"",""251.8 \u2126"",""12,518 \u2126""]",1
"The noise output of a resistor is amplified by a noiseless amplifier having a gain of 60 and a bandwidth of 20 kHz. A meter connected at the output of the amplifier reads 1 mV RMS. If the bandwidth of the amplifier is reduced to 5 kHz, its gain remaining constant, what does the meter read now?","[""0.5 mV"",""0.5 \u00b5V"",""5.0 mV"",""5.0 \u00b5V""]",0
"The front-end of a television receiver, having a bandwidth of 7 Mhz, and operating at a temperature of 27˚C , consists of an amplifier having a gain of 15 followed by a mixer whose gain is 20. The amplifier has a 300 Ω input resistor and a shot noise equivalent resistance of 500 Ω; for the mixer, these values are 2.2 kΩ and 13.5 kΩ respectively, and the load resistance of the mixer is 470 kΩ. Calculate the equivalent noise resistance for this television receiver.","[""8760 \u2126"",""875 \u2126"",""8.76 \u2126"",""0.876 \u2126""]",1
"One of the following is not a useful quantity for comparing the noise performance receivers.","[""Input noise voltage"",""Equivalent noise resistance"",""Noise temperature"",""Noise figure.""]",0
"Indicate the false statement. Noise figure is defined as","[""the ratio of the S\/N power supplied at the input terminal of a receiver or amplifier to the S\/N power supplied to the output or load resistor"",""noise factor expressed in decibels"",""an unwanted form of energy tending to interfere with the proper and easy reception and reproduction of wanted signals"",""S\/N of an ideal system divided by S\/N at the output of the receiver or amplifier under test, both working at the same temperature over the same bandwidth and fed from the same source""]",2
"Calculated the noise figure of the amplifier whose Req equals 2518 Ω (RT=600 Ω) if its driven by a generator whose output impedance is 50 Ω.","[""39.4"",""3.94"",""394"",""0.394""]",0
"Calculate the noise figure of the receiver whose RF amplifier has an input resistance of 1000 Ω and an equivalent shot-noise resistance of 2000 Ω, a gain of 25 and load resistance of 125 kΩ. Given that the bandwidth is 1.0 MHz and the temperature is 20˚C, and that the receiver is connected to an antenna with an impedance of 75 Ω.","[""30.3"",""3.03"",""303"",""0.303""]",0
"A receiver connected to an antenna whose resistance is 50 Ω has an equivalent noise resistance of 30 Ω. Calculate its equivalent noise temperature if the noise figure is equal to 1.6.","[""17.4 K"",""174 K"",""1.74 K"",""17 K""]",1
"Most internal noise comes from","[""Shot noise"",""Transit-time noise"",""Thermal agitation"",""Skin effect""]",2
"Which of the following is not a source of external noise?","[""Thermal agitation"",""Auto ignition"",""The sun"",""Fluorescent lights""]",0
"Noise can be reduced by","[""widening the bandwidth"",""narrowing the bandwidth"",""increasing temperature"",""increasing transistor current levels""]",1
"Noise at the input to the receiver can be as high as several","[""microvolts"",""milivolts"",""volts"",""kilo volts""]",0
"Which circuit contributes most of the noise in a receiver?","[""IF amplifier"",""Demodulator"",""AF amplifier"",""Mixer""]",3
"Which noise figure represents the lowest noise in receiver?","[""1.6 dB"",""2.1 dB"",""2.7 dB"",""3.4 dB""]",0
"The transistor with the lowest noise figure in the microwave region is a","[""MOSFET"",""Dual-gate MOSFET"",""JFET"",""MESFET""]",3
"What is the noise voltage across a 300Ω input resistance to a TV set with a 6 MHz bandwidth and temperature of 30˚C?","[""2.3 \u00b5V"",""3.8 \u00b5V"",""5.5 \u00b5V"",""5.4 \u00b5V""]",2
"Which of the following types of noise becomes of great importance at frequencies?","[""Shot noise"",""Random noise"",""Impulse noise"",""Transit-time noise""]",3
"The solar cycle repeats the period of great electrical disturbance approximately every","[""11 years"",""10 years"",""9 years"",""8 years""]",0
"The square of the thermal noise voltage generated by a resistor is proportional to","[""its resistance"",""its temperature"",""the bandwidth over which it is measured"",""All of the above""]",3
"Noise occurring in the presence of signal resulting from a mismatch between the exact value of an analog signal and the closet available quantizing step in a digital coder.","[""Quantizing noise"",""Thermal noise"",""Impulse noise"",""Crosstalk""]",0
"Noise consisting of irregular pulses of short duration and relatively high amplitude,","[""Quantizing noise"",""Tone interference"",""Impulse noise"",""Cross talk""]",2
"Noise that occurs via capacitive or inductive coupling in a cable.","[""Crosstalk"",""Quantizing noise"",""Reference noise"",""Tone interference""]",0
"Sources of impulse noise induced in communication channels.","[""Erroneous digital coding bit caused by an error on a transmission facility"",""Transients due to relay operation"",""Crosstalk from dc signaling systems"",""All of these""]",3
"Crosstalk due to incomplete suppression of sidebands or to intermodulation of two or more frequency-multiplexed channels which is unintelligible is classified as","[""Impulse noise"",""Thermal noise"",""Quantizing noise"",""Miscellaneous noise""]",3
"___________ is device that measures the internal open circuit voltage of an equivalent noise generator having an impedance of 600 Ω and delivering noise power to a 600 Ω load.","[""Psophometer"",""Barometer"",""Reflectometer"",""Voltmeter""]",0
"External noise originating outside the solar system","[""Cosmic noise"",""Solar noise"",""Thermal noise"",""Lunar noise""]",0
"A noise whose source is within the solar system.","[""Solar noise"",""Thermal noise"",""Cosmic noise"",""Johnson Noise""]",0
"The total noise power present in a 1-Hz bandwidth .","[""Noise density"",""Noise figure"",""Noise limit"",""Noise intensity""]",0
"Which of the following is not a way of minimizing if not eliminating noise?","[""Use redundancy"",""Increase transmitted power"",""Reduce signaling rate"",""Increase channel bandwidth""]",3
"What is the primary cause of atmospheric noise?","[""Thunderstorm"",""Lightning"",""Thunderstorm and lightning"",""Weather condition""]",1
"What do you call the noise coming from the sun and stars?","[""Black-body noise"",""Space noise"",""Galactic noise"",""All of these""]",1
"The major cause of atmospheric or static noise are","[""Thunderstorms"",""Airplanes"",""Meteor showers"",""All of these""]",0
"Which of the following low noise transistors is commonly used at microwave frequencies?","[""MOSFET"",""GASFET"",""MESFET"",""JFET""]",2
"Man-made noise is caused by","[""Lightning discharge"",""Solar eruptions"",""Distant stars"",""Arc discharges in electrical machines""]",3
"Cosmic noise is produced by","[""Lightning discharge"",""Solar eruption"",""Distant stars"",""Industrial electrical discharges""]",2
"One of the following type of noise becomes of great importance in high frequencies. It is the","[""Shot noise"",""Random noise"",""Impulse noise"",""Transit-time noise""]",3
"Indicate the false statement","[""HF mixers are generally noisier than HF amplifiers"",""Impulse noise voltage is independent of bandwidth"",""Thermal noise is independent of the frequency at which it is measured"",""Industrial noise is usually of the impulse type""]",1
"The value of a resistor creating noise is doubled. The noise power generated is therefore","[""Halved"",""Quadrupled"",""Doubled"",""Unchanged""]",3
"One of the following is not useful for comparing the noise performance of receivers","[""Input noise voltage"",""Equivalent noise resistance"",""Noise temperature"",""Noise figure""]",0
"Indicate the noise whose source is in a category different from that","[""Solar noise"",""Cosmic noise"",""Atmospheric noise"",""Galactic noise""]",2
"Considered as the main source of an internal noise","[""Flicker"",""Thermal agitation"",""Device imperfection"",""Temperature change""]",1
"Convert noise factor of 4.02 to equivalent noise temperature. Use 300K for environmental temperature","[""876K"",""900K"",""906K"",""875K""]",2
"Atmospheric noise is less severe at frequencies above","[""10 GHz"",""30 MHz"",""1 GHz"",""Audio level""]",1
"The most common unit of noise measurement in white noise voltage testing","[""NPR"",""dBrn"",""dBW"",""dBm""]",0
"What is the major cause of atmospheric or static noise?","[""Meteor showers"",""Sunspots"",""Airplanes"",""Thunderstorms""]",3
"Background noise is the same as the following EXCEPT","[""Impulse noise"",""Thermal noise"",""White noise"",""Gaussian noise""]",0
"Noise is caused by the thermal agitation of electrons in resistance","[""White noise"",""Thermal noise"",""Johnson\u2019s noise"",""All of these""]",3
"The unit of noise power of psophometer","[""dBa"",""pWp"",""dBm"",""dBm0""]",1
"Extra-terrestrial noise is observable at frequencies from","[""0 to 20 KHz"",""Above 2 GHz"",""8 MHz to 1.43 GHz"",""5 to 8 GHz""]",2
"What signal-to-noise ratio is required for satisfactory telephone services?","[""50 dB"",""30 dB"",""40 dB"",""20 dB""]",0
"A diode generator is required to produce 12 micro V of noise in a receiver with an input impedance of 75 ohms and a noise power bandwidth of 200 KHz. Determine the current through the diode in milliamperes.","[""0.4 A"",""298 mA"",""0.35 A"",""300 mA""]",0
"The equivalent noise temperature of the amplifier is 25K. What is the noise figure?","[""0.4 A"",""298 mA"",""0.35 A"",""300 mA""]",0
"The resistor R1 and R2 are connected in series at 300 K and 400 K temperature respectively. If R1 is 200 ohms and R2 is 300 ohms, find the power produced at the load (RL = 500 ohms) over a bandwidth of 100 KHz.","[""0.05 nanowatts"",""0.2 nanowatts"",""0.5 femtowatts"",""2.0 femtowatts""]",2
"The random unpredictable electric signals from natural causes, both internal and external to the system is known as","[""Distortion"",""Noise"",""Distortion"",""Interference""]",1
"Given a factor of 10, what is the noise figure in dB?","[""20 dB"",""10 dB"",""50 dB"",""40 dB""]",1
"The signal in a channel is measured to be 23 dBm while noise in the same channel is measured to be 23 dBm while noise in the same channel is measured to be 9 dBm. The signal to noise ratio therefore is","[""32 dB"",""5 dB"",""-14 dB"",""14 dB""]",3
"If voltage is equal to twice its original value, what is its corresponding change in dB?","[""3 dB"",""6 dB"",""9 dB"",""12 dB""]",1
"NIF stand for","[""Non-intrinsic noise figure"",""Narrow interference figure"",""Noise improvement factor"",""Noise interference figure""]",2
"Two resistors rated 5 ohms and 10 ohms are connected in series and are at 27 degrees Celsius. Calculate their combined thermal noise voltage for a 10 KHz bandwidth.","[""0.05 millivolts"",""0.5 millivolts"",""0.05 microvolts"",""0.005 microvolts""]",2
"What is the reference frequency of CCITT psophometric noise measurement?","[""800 Hz"",""1500 Hz"",""3400 Hz"",""1000 Hz""]",0
"A three-stage amplifier is to have an overall noise temperature no greater than 70K. The overall gain of the amplifier is to be at least 45 dB. The amplifier is to be built by adding a low-noise first stage with existing characteristics as follows: stage 2 has 20 dB power gain and 3 dB noise figure. Stage 3 has 15 dB power gain and 6 dB noise figure. Calculate the maximum noise figure (in dB) that the first stage can have.","[""0.267 dB"",""0.56 dB"",""1.235 dB"",""0.985 dB""]",1
"A transistor has measured S/N power of 60 at its input and 19 at its output. Determine the noise figure of the transistor.","[""5 dB"",""10 dB"",""2.5 dB"",""7.5 dB""]",0
"Which does not affect noise in a channel?","[""None of these"",""Bandwidth"",""Temperature"",""Quantizing level""]",3
"Reference noise temperature","[""70\u00b0F"",""30\u00b0C"",""290K"",""25\u00b0C""]",2
"Industrial noise frequency is between","[""200 to 3000 MHz"",""15 to 160 MHz"",""0 to 10 kHz"",""20 GHz""]",1
"Noise from random acoustic or electric noise that has equal per cycle over a specified total frequency band","[""Thermal noise"",""White noise"",""Gaussian noise"",""All of these""]",3
"A transistor amplifier has a measured S/N power of 100 at its input and 20 at its output. Determine the noise figure of the transistor.","[""14 dB"",""7 dB"",""-6 dB"",""-3 dB""]",1
"What does the noise weighing curve show?","[""Noise signals measured with a 144 handsets"",""Power levels of noise found in carrier systems"",""The interfering effect of other frequencies in a voice channel compared with a reference frequency of one kilohertz"",""Interfering effects of signals compared with a 3-KHz tone""]",2
"The signal power of the input to an amplifier 100 microW and the noise power is 1 microW. At the output, the signal power is 1 W and the noise power is 40 mW. What is the amplifier noise figure?","[""-6 dB"",""9 dB"",""6 dB"",""-3 dB""]",2
"In measuring noise in a voice channel at a -4 dB test point level, the meter reads -70 dBm (F1A weighted), convert the reading into pWp.","[""53"",""93"",""63"",""83""]",2
"An amplifier with 20 dB gain is connected to another with 10 dB gain by means of a transmission line with a loss of 4 dB. If a signal with a power level of -14 dBm were applied to the system, calculate the power output.","[""14 dBm"",""-12 dB"",""-20 dB"",""12 dBm""]",3
"Two resistors, R1 and R2 have temperatures of 300K and 400K, respectively. What is the noise power if the two resistors are connected in series at 10 MHz bandwidth?","[""96.6 fW"",""55.2 fW"",""41.4 fW"",""88.36 fW""]",0
"Determine the shot noise for a diode with a forward bias of 1.40 mA over an 80 kHz bandwidht. (q = 1.6 x 10^-9 C)","[""6 nA"",""3 mA"",""12 nA"",""15 nA""]",0
"The total noise power present in a 1 – Hz bandwidth","[""Noise density"",""Noise figure"",""Noise limit"",""Noise intensity""]",0
"An amplifier with an overall gain of 20 dB is impressed with a signal whose power level is 1 watt. Calculate the output power in dBm.","[""50 dBm"",""150 dB"",""80 dBm"",""100 dBm""]",0
"What is the effect on the signal to noise ratio of a system (in dB) if the bandwidth is doubled considering all other parameters to remain unchanged except the normal thermal noise only. The S/N will be","[""Increased by a factor of 2"",""Decreased by \u00bd its value"",""Increased by a factor of 4"",""Decreased to \u00bc its value""]",1
"Express the ratio in decibels of noise power ratio 50 is to 10 watts.","[""7 dB"",""21 dB"",""14 dB"",""3.5 dB""]",0
"What do you call the noise coming from the sun and stars?","[""Black-body noise"",""Space noise"",""Galactic noise"",""All of these""]",1
"A satellite has a noise figure of 1.6 dB. Find its equivalent noise temperature.","[""139K"",""192K"",""291K"",""129K""]",3
"What is the primary cause of atmospheric noise?","[""Thunderstorm"",""Lightning"",""Thunderstorm and lightning"",""Weather condition""]",1
"In a microwave communications system, determine the noise power in dBm for an equivalent noise bandwidth of 10 MHz.","[""-104 dBm"",""-114 dBm"",""-94 dBm"",""-174 dBm""]",0
"The solar cycle repeats the period if great electrical disturbance approximately every","[""11 years"",""10 years"",""9 years"",""8 years""]",0
"What does a power difference of –3 dB mean?","[""A loss of one third of the power"",""A loss of one-half of the power"",""A loss of 3 watts of power"",""No significant change""]",1
"A gain of 60 dB is the same as a gain of","[""10 volts\/volt"",""100 volts\/volt"",""1000 volts\/volt"",""10,000 volts\/volt""]",2
"______ is mathematically equal to the logarithm to the base ten of the power ratio P1 over P2.","[""bel"",""dB"",""bel\/10"",""dB\/2""]",0
"Noise that is produced by the active components within the receiver.","[""Thermal"",""External"",""Internal"",""White""]",2
"Noise due to random variation in the arrival of charge carriers at the output electrode of an active device","[""Shot"",""Impulse"",""Thermal"",""Dynamic""]",0
"A network has a loss of 20 dB. What power ratio corresponds to this loss","[""0.01"",""0.1"",""10"",""100""]",0
"A receiver connected to an antenna whose resistance is 60 ohms has an equivalent noise resistance of 40 ohms. Calculate the receiver’s noise figure in decibels and its equivalent noise temperature.","[""1.67 &amp; 194\u00b0K"",""2.23 &amp; 194\u00b0K"",""1.67 &amp; 174\u00b0K"",""2.23 &amp; 194\u00b0K""]",3
"_____ Noise is the most prevalent noise found in urban areas and is normally caused by the arc discharge from automobile or aircraft ignition systems, induction motors, switching gears, high voltage lines and the like.","[""Industrial"",""Johnson"",""Flicker"",""Mixer""]",0
"The noise figure of a totally noiseless device is","[""Unity"",""Infinity"",""Zero"",""100""]",0
"Indicate the noise whose source is in a category different from that of the other three.","[""Solar"",""Cosmic"",""Atmospheric"",""Galactic""]",2
"The ratio(in dB) of the power of a signal at point to the power of the same signal at the reference point.","[""Transmission Level Point"",""Noise Figure"",""S\/N Ratio"",""Neper""]",0
"A network has a power gain of –3 dB. If the input power is 100 watts, the output power is","[""50 watts"",""55 watts"",""60 watts"",""62 watts""]",0
"Which of the following types of noise becomes of great importance at high frequencies?","[""Shot"",""Random"",""Impulse"",""Transmit time""]",3
"The input current of a network is 190 µA and the output is 1.3 µA. The loss in decibels is","[""20.2"",""21.6"",""28.6"",""43.3""]",3
"If a network connected in series have a gain of -0.5 dB, -0.3 dB, –2 dB and 6.8 dB, the overall gain is","[""2 dB"",""\u20132 dB"",""4 dB"",""\u20134 dB""]",2
"What is the gain, in dB, if the output to input ratio is 1000.","[""20"",""30"",""40"",""10""]",1
"The following characteristics of noise except","[""Unwanted energy"",""Predictable in character"",""Present in the channel"",""Due to any cause""]",1
"The equivalent noise temperature of the amplifier is 25 °K what is the noise figure?","[""10.86"",""1.086"",""0.1086"",""1.86""]",2
"A receiver connected to an antenna whose resistance is 50 ohms has an equivalent noise resistance of 30 ohms. What is the receiver’s noise temperature?","[""464\u00b0K"",""754\u00b0K"",""400\u00b0K"",""174\u00b0K""]",3
"A theoretical antenna has a gain of 1dB. Its gain in nepers is","[""8.686"",""0.1151"",""6.868"",""0.5111""]",1
"What is the equivalent output of a circuit in dBm, if it has an output of 10 watts?","[""10 dBm"",""30 dBm"",""20 dBm"",""40 dBm""]",3
"An amplifier with an input resistance of 1000 ohms is operating over a 4 MHz bandwidth. Calculate the rms voltage if the amplifier is operating at 27°C.","[""8.14 nV"",""8.14 uV"",""6.6 nV"",""6.6 uV""]",1
"The value of a resistor creating thermal noise is doubled. The noise power generated is therefore","[""Halved"",""Quadrupled"",""Doubled"",""Unchanged""]",3
"One of the following is not a useful quantity for comparing the noise performance of receivers.","[""Input noise voltage"",""Equivalent noise resistance"",""Noise temperature"",""Noise figure""]",0
"Any unwanted form of energy that tends to interfere with the wanted signal is called","[""Noise"",""Spectrum"",""Radiation"",""Absorption""]",0
"The correct symbol for decibel is","[""DB"",""dB"",""Db"",""db""]",1
"_____ is the noise created outside the receiver.","[""Internal"",""External"",""Shot"",""Industrial""]",1
"_____ is the noise created by man.","[""Solar"",""Industrial"",""Extraterrestrial"",""Galactic""]",1
"A voltage change that is equal to twice its original value correspond to a change of","[""3 dB"",""6 dB"",""9 dB"",""10 dB""]",1
"Indicate the voltage level in dB with reference to one volt. This unit is used in video or TV measurement","[""dBW"",""dBk"",""dBm"",""dBV""]",3
"which of the following is not an actual amount of power?","[""dB"",""dBm"",""dBw"",""dBk""]",0
"In noise analysis, the reference temperature is","[""75K"",""250K"",""290K"",""300K""]",2
"Noise from distant panels, stars, galaxies and other celestial objects are called","[""Cosmic"",""Extraterrestrial"",""Galactic"",""Black body""]",1
"Indicate which one of the following types of noise does not occur in transistors","[""Shot noise"",""Flicker noise"",""Partition noise"",""Resistance noise""]",2
"Which of the following is not a source of space noise","[""Sun"",""Star"",""Lightning"",""Black body""]",2
"Noise that is due to the random and rapid motion of the charge carriers inside a resistive component.","[""Johnson"",""Thermal Agitation"",""White"",""All of the above""]",3
"Indicate the false statement. The square of the thermal noise voltage generated by a resistor is proportional to","[""Its resistance"",""Its temperature"",""Boltzmann\u2019s Constant"",""The bandwidth over which it is measured""]",1
"In a communication system, noise is likely to affect the signal","[""At the transmitter"",""In the channel"",""In the information source"",""At the destination""]",1
"The noise power generated by a resistor is proportional to","[""Temperature"",""Bandwidth"",""a and b"",""None of these""]",2
"Thermal noise is also known as","[""Gaussian Noise"",""White Noise"",""Johnson noise"",""All of the above""]",3
"This type of noise has a power spectrum which decreases with increasing frequency. It is most important at low frequencies from 0 to about 100 Hz).","[""Shot noise"",""Flicker noise"",""Diode noise"",""BJT noise""]",1
"Industrial noise extends up to what frequency?","[""500 MHz"",""500 GHz"",""500 THz"",""500 KHz""]",0
"Impulse Noise is","[""A function of current"",""A shot duration pulse"",""Dependent of frequency"",""Dependent of temperature""]",1
"When the power ratio of the output to input of a circuit is 200. What is the gain in dB?","[""23"",""46"",""\u201323"",""\u201346""]",0
"What is the reference level for random noise measurement, FIA weighted?","[""\u201382 dBm"",""\u201390 dBm"",""\u201385 dBm"",""\u2013 77 dBm""]",1
"A 10 dB pad has an output level of -3 dBm. The level at the input is:","[""13 dBm"",""-7 dBm"",""1 dBm"",""7 dBm""]",3
"The sum of three signals of 45dBm each is ______ dBm.","[""45"",""135"",""20"",""50""]",3
"It is characterized by high amplitude peaks of short duration in the total noise spectrum","[""Intermodulation voice"",""Impulse noise"",""Dropout"",""Phase hits""]",1
