question,choices,answer
"A waveguide assembly that lets the radar transmitter and receiver share an antenna is called","[""Translator"",""Diplexer"",""Flip-flop"",""duplexer""]",3
"________________ is a graph wherein the terrain in which the microwave beam should traverse.","[""Topograph"",""Radio path profile"",""Fresnel graph"",""Net path graph""]",1
"The Fresnel zone is the circular zone about the _______ path.","[""Reflected"",""Direct"",""Diffracted"",""Refracted""]",1
"The radius in the circular zone is in the first Fresnel zone when the reflected path is _______ longer than the direct path.","[""\u03bb\/2"",""\u03bb"",""\u03bb\/4"",""\u03bb\/8""]",0
"At __________ of the first Fresnel zone is a condition where there is no gain and no loss.","[""0.5"",""0.6"",""0.7"",""0.8""]",1
"The weakest signal the receiver could accept to be considered satisfactory.","[""Threshold"",""Fade margin"",""RSL"",""NPL""]",0
"The frequency band from 8 to 12 GHz is known as the band.","[""C"",""Ku"",""X"",""Ka""]",2
"The difference between the Received Signal Level and the FM Improvement Threshold","[""System Gain"",""Noise Threshold"",""Fade Margin"",""Reliability""]",2
"A Fade Margin of 28 dB has a reliability of","[""99%"",""99.9%"",""99.99%"",""99.999%""]",1
"Topographical maps are used for microwave communications systems design because _________ are shown, thereby elevations are known.","[""Latitudes"",""Longitudes"",""Contour lines"",""Scales""]",2
"The dominant mode in a rectangular waveguide.","[""TEM"",""TE1,1"",""TE1,0"",""TM1,1""]",2
"The velocity of a resultant wave as it travels through the waveguide.","[""Speed of light"",""Group velocity"",""Phase velocity"",""Incident velocity""]",1
"The principal mode for a circular waveguide.","[""TE1,0"",""TM2,0"",""TE1,1"",""TEM""]",2
"A type of waveguide that reduces the cutoff wavelength, increases bandwidth and allows for a variation of the characteristics impedance.","[""Ridge"",""Rectangular"",""Tee"",""Twisted""]",0
"The subscript which indicates the number of λ/2’ s along the waveguide height.","[""m"",""n"",""a"",""b""]",1
"The international equivalent of the TE mode","[""H"",""E"",""Z"",""TEM""]",0
"The smallest free space wavelength that is just unable to propagate in the waveguide under given conditions.","[""Guide"",""Phase"",""Cut-off"",""Group""]",2
"The characteristic wave impedance of a waveguide in the TE mode is _______ that of the TM mode.","[""Equal to"",""Higher than"",""Lower than"",""NOTA""]",1
"The following are methods of exciting waveguides except","[""Slot coupling"",""Antennas"",""Flanges"",""Direct coupling""]",2
"Higher order mode-waveguides are not used in practice because they have ______ cut-off frequencies.","[""Low"",""High"",""Indeterminate"",""Fixed""]",1
"Indicate which of the following cannot be followed by the word “waveguide”","[""Elliptical"",""Flexible"",""Coaxial"",""Ridged""]",2
"A piston attenuator is a","[""Vane attenuator"",""Waveguide below cut-off"",""Mode filter"",""Flap attenuator""]",1
"Which of the following waveguide tuning components is not easily adjustable?","[""Screw"",""Stub"",""Iris"",""Plunger""]",2
"Which of the following is not a waveguide termination component?","[""Tapered pyramid"",""Post"",""Tapered resistance card"",""Stepped resistance card""]",1
"The following are gases used for LASER’s except","[""Helium"",""Neon"",""Argon"",""ruby""]",3
"Also known as the optical maser","[""Ruby maser"",""LASER"",""Quantum mechanics"",""GaAs maser""]",1
"Paramagnetic means _____________ magnetic","[""Almost"",""Fully"",""Slightly"",""Electro""]",2
"Tuning the ruby maser is done by adjusting the _________ to alter the energy level of the ferrous chromium.","[""Electric field"",""Magnetic field"",""Pumping of electrons"",""Electromagnetic field""]",1
"To overcome the very narrow bandwidth in ruby maser, _______ is used.","[""Magnetron"",""TWT"",""IMPATT diode"",""Gunn diode""]",1
"The following are applications of masers except","[""Radio astronomy"",""Radio telescope"",""Radar"",""ET communications""]",2
"A parametric amplifier is a device which amplifies signal by varying the","[""Resistance"",""Reactance"",""Magnetic field"",""Electric field""]",1
"The following are parts of the parametric amplifier except","[""Idling circuit"",""Pump circuit"",""Tuned circuit"",""Filter circuit""]",3
"The number of cavities in a magnetron used in practice.","[""4"",""6"",""8"",""10""]",2
"Changing the anode voltage to change the velocity of the electrons in a magnetron tube","[""Frequency pushing"",""Frequency pulling"",""Strapping"",""Pumping""]",0
"The lowest frequency that will propagate through the waveguide while operating in a particular mode.","[""Critical frequency"",""Cut-off frequency"",""MUF"",""UHF""]",1
"The mode of a waveguide where there is no component of magnetic field in the direction of propagation","[""TE"",""TM"",""H"",""TEM""]",1
"The following are slow wave structures used to retard the RF field in a TWT except","[""Helix"",""Attenuator"",""Waveguide coupled cavity"",""None of the above""]",1
"A rectangular waveguide is 5.1 cm by 2.4 cm. The cut-off frequency for the dominant mode is","[""2.94 GHz"",""6.25 GHz"",""664 MHz"",""57.7 GHz""]",0
"Calculate the cut-off wavelength, the guide wavelength and the characteristic impedance of a circular waveguide whose internal diameter is 4 cm for a 10 GHz signal propagated in it in the dominant mode. (kr = 1.84)","[""6.83 cm, 3 cm, 420 \u1ffc"",""3 cm , 6.83 cm, 420 \u1ffc"",""6.83 cm, 3.34 cm, 420 \u1ffc"",""6.83 cm, 3.34 cm, 338 \u1ffc""]",2
"A wave is propagated in a parallel plane waveguide. The frequency is 6 GHz and the plane separation is 3 cm. The cut-off wavelength for the dominant mode, the group and phase velocities are","[""5 cm, 166 Mm\/sec,543 Mn\/sec"",""6 cm, 166 Mm\/sec,543 Mn\/sec"",""6 cm, 543 Mm\/sec,166 Mn\/sec"",""5 cm, 543 Mm\/sec,166 Mn\/sec""]",1
"If the MTBF of a communication circuit is 20,000 hours and its MTTR is 5 hours, what is its unavailability?","[""0.00025"",""99.975%"",""0.25 %"",""00.975%""]",0
"What would be the ERP, in watts if the transmitter output is 30 dBm and the transmission line loss is 20 dB and the antenna connected to it has a power gain of 60 dB?","[""10,000 watts"",""1000 watts"",""100 watts"",""10 watts""]",0
"Also referred to as the Transferred Electron Device","[""Magnetron"",""TWT"",""Gunn diode"",""APD""]",2
"Also known as the Esaki diode","[""Gunn"",""Tunnel"",""IMPATT"",""PIN diode""]",1
"The following are negative resistance amplifiers except","[""Tunnel"",""Gunn"",""IMPATT"",""PIN diode""]",3
"Regarded as the oldest semiconductor device","[""Shottky Barrier diode"",""PIN diode"",""Point contact diode"",""Triode""]",2
"Also called the hot electron diode","[""PIN diode"",""ESBAR"",""APD"",""Gunn diode""]",1
"Also called tunnel rectifiers","[""Backward diode"",""Schottky barrier diode"",""APD"",""PIN diode""]",0
"Varactors are variable __________ diode.","[""Reactance"",""Capacitance"",""Inductance"",""Resistance""]",1
"Diodes designed to store energy in their capacitance during forward bias and generates harmonics in the reverse bias.","[""Step recovery"",""Gunn"",""APD"",""IMPATT""]",0
"A cross between the TWT and the magnetron in its operation","[""CFA"",""BWO"",""EIA"",""Twystron""]",0
"The following are parts of a multicavity klystron except","[""Buncher cavity"",""Catcher cavity"",""Cathode"",""Attenuator""]",3
"The very first microwave transistors","[""GaAs FET"",""Si BJT"",""MIC"",""NOTA""]",1
"The most common microwave FET which is also known as the MESFET","[""Dual GaAs FET"",""Si BJT"",""MIC"",""Schottky Barrier Gate""]",3
"It looks like a shorter, thicker TWT","[""CFA"",""BWO"",""EIA"",""Twystron""]",1
"A Twystron is a hybrid combination of","[""TWT and Magnetron"",""TWT and Klystron"",""TWT and Ubitron"",""TWT and gyrotron""]",1
"A multicavity klystron with interconnected multigap cavities","[""TWT"",""Twystron"",""EIA"",""Gyrotron""]",2
"SAW propagate in","[""GaAs"",""InP"",""Stripline"",""Quartz crystal""]",3
"The output from a laser is monochromatic; this means that it is","[""Infrared"",""Narrow beam"",""Polarized"",""Single frequency""]",3
"The ruby laser differs from the ruby maser in that the former","[""Does not require pumping"",""Needs no resonator"",""Is an oscillator"",""Produces much lower powers""]",2
"The transmission system using two ground planes","[""Microstrip"",""Elliptical waveguide"",""Parallel wire line"",""Stripline""]",3
"A BWO is based on the","[""Rising sun magnetron"",""CFA"",""Coaxial magnetron"",""TWT""]",3
"One of the following is unlikely to be used as a pulsed device","[""Multicavity klystron"",""BWO"",""CFA"",""TWT""]",1
"A microwave tube amplifier uses an axial magnetic field and a radial electric field","[""Reflex klystron"",""Coaxial magnetron"",""TW magnetron"",""CFA""]",3
"The attenuator is used in the TWT to","[""Help bunching"",""Prevent oscillation"",""Prevent saturation"",""Increase gain""]",1
"The glass tube of a TWT may be coated with aquadag to","[""Help focusing"",""Provide attenuation"",""Improve bunching"",""Increase gain""]",1
"The cavity magnetron uses strapping to","[""Prevent mode jumping"",""Prevent cathode back heating"",""Ensure bunching"",""Improve the phase focusing effect""]",0
"Compared with equivalent transmission lines, 3-GHz waveguides (indicate false statement)","[""Are less lossy"",""Can carry higher powers"",""Are less bulky"",""Have lower attenuation""]",2
"Indicate the false statement. When the free-space wavelength of a signal equals the cut-off wavelength of the guide","[""The group velocity of the signal becomes zero"",""The phase velocity of the signal becomes infinite"",""The characteristic impedance of the guide becomes infinite"",""The wavelength within the waveguide becomes infinite""]",2
"A disadvantage of microstrip with respect to stripline circuits is that the former","[""Do not lend themselves to printed-circuit techniques"",""Are more likely to radiate"",""Are bulkier"",""Are more expensive and complex to manufacture""]",1
Rat-race,"[""E-plane T"",""Hybrid ring"",""Magic T"",""A PIN diode is""]",1
"A PIN diode is","[""A metal semiconductor point-contact diode"",""A microwave mixer diode"",""Often used as a microwave detector"",""Suitable for use as a microwave switch""]",3
"For handling high powers, the best transmission medium is","[""Stripline"",""Microstrip"",""Rectangular waveguide"",""Coaxial line""]",2
"The pulse frequency is equal to","[""Duty cycle\/pulse width"",""The reciprocal of the pulse repetition rate"",""Pulse width x peak power\/average power"",""All of these""]",0
"In a radar set, a blocking oscillator can be used to","[""Act as the local oscillator converter stage"",""Provide the sweep voltage for the PPI tube"",""Produce a trigger pulse for the transmitter"",""As a single local oscillator converter stage""]",2
"The intensity of the echoes (target definition) on a PPI display is determined by the","[""Radio frequency"",""Pulse frequency and antenna rotation rate"",""Duty cycle"",""Average power""]",1
"A duplexer circuit allows a transmitter and a receiver to operate from the same antenna with virtually no interaction. This circuit may be replaced by a (an)","[""loss waveguide"",""circulator"",""isolator"",""gyrator""]",1
"Which of the following frequencies are used by a class-C Emergency Position-Indicating Radio Beacon (E.P.I.R.B)?","[""156.65 MHz"",""121.5 MHz"",""156.76 MHz and 156.8 MHz"",""All of these""]",2
"The repetition rate of a pulsed radar system indicates the","[""Frequency of the range-marker oscillator"",""Reciprocal of the duty cycle"",""Number of target echoes received on one second"",""Frequencies of the duty cycle""]",3
"The radar set, sensitivity-time control circuit","[""Controls the width of the magnetron pulse"",""Is used to increase sea return"",""Can reduce sea-return response"",""Discriminates between targets that are very close together.""]",2
"Which of the following is the ferrite device that buffers a microwave source from the effects of a varying load, and thereby prevents the formation of standing waves?","[""Circulator"",""Duplexer"",""Isolator"",""Diplexer""]",2
"Pulsed radar sets are primarily used to find the","[""Target\u2019s range and bearing"",""Size and speed of a target"",""Speed and course of a target"",""Target\u2019s range of speed""]",0
"Which of the following factors is mainly concerned in the design of an antenna system for pulsed radar set?","[""Duty cycle"",""Radio frequency"",""Pulse frequency"",""Pulse length""]",1
"In a radar set receivers, an ac AFC system may be used to","[""Automatically maintain the correct magnetron frequency"",""Keep the IF stages on frequency"",""Maintain the desired klystron frequency"",""Provide automatic control of receiver gain""]",2
"The input signal is introduced into the traveling-wave tube at the","[""Cathode"",""Anode"",""Cathode end of the helix"",""Collector end of the helix""]",2
"The display on the PPI scope of a radar set will have greater intensity under the following conditions","[""Higher antenna rotation speeds"",""Lower pulse repetition rate"",""Lower antenna rotation speeds"",""Both lower antenna rotation speeds and higher pulse repetition""]",3
"The operating frequency of loran C lies within the","[""LF band"",""VLF band"",""MF band"",""HF band""]",0
"The PPI tubes have an aquadag coating on the inside of the tube. The purpose of this coating is","[""To act as the second anode"",""To shield the tube magnetically"",""To decelerate the electron beam"",""To deflect the electron beam""]",0
"A traveling-wave tube Is used at frequencies in the order of","[""30 MHz"",""300 MHz"",""8000 MHz"",""100 MHz""]",2
"The main benefit of using microwaves is","[""Lower-cost equipment"",""Simpler equipment"",""Greater transmission distances"",""More spectrum space for signals""]",3
"Radio communication are regulated in the Philippines by the","[""DOTC"",""KBP"",""NTC"",""Department of Defense""]",2
"Which of the following is not a disadvantage of microwaves?","[""Higher-cost equipment"",""Line-of-sight transmission"",""Conventional components are not usable"",""Circuits are more difficult to analyze""]",0
"Which of the following is a microwave frequency?","[""1.7 MHz"",""750 MHz"",""0.98 GHz"",""22 GHz""]",3
"Which of the following is not a common microwave application?","[""Radar"",""Mobile radio"",""Telephone"",""Satellite communications""]",1
"Coaxial cable is not widely used for long microwave transmission lines because of its","[""High loss"",""High cost"",""Large size"",""Excessive radiation""]",0
"Stripline and microstrip transmission lines are usually made with","[""Coax"",""Parallel wires"",""Twisted pair"",""PCBs""]",3
"The most common cross section of a waveguide is a","[""Square"",""Circle"",""Triangle"",""Rectangle""]",3
"A rectangular waveguide has a width of 1 inch and a height of 0.6 in. Its cutoff frequency is","[""2.54 GHz"",""3.0 GHz"",""5.9 GHz"",""11.8 GHz""]",2
"A waveguide has a cutoff frequency of 17 GHz. Which of the following signals will not be passed by the waveguide?","[""15 GHz"",""18 GHz"",""22 GHz"",""255 GHz""]",0
"Signal propagation in a waveguide is by","[""Electrons"",""Holes"",""Electric and magnetic fields"",""Air pressure""]",2
"When the electric field in a waveguide is perpendicular to the direction of wave propagation, the mode is said to be","[""Vertical polarization"",""Horizontal polarization"",""Transverse electric"",""Transverse magnetic""]",3
"The dominant mode in most rectangular waveguide is","[""TE 1.0"",""TE 1.2"",""TM 0.1"",""TM 1.1""]",0
"A magnetic field is introduced into waveguide by a","[""Probe"",""Dipole"",""Stripline"",""Capacitor""]",0
"A half-wavelength, close section of a waveguide that acts as a parallel resonant circuit is known as a(n)","[""Half-wave section"",""Cavity resonator"",""LCR circuit"",""Directional coupler""]",1
"Decreasing the volume of a cavity causes its resonant frequency to","[""Increase"",""Decrease"",""Remain the same"",""Drop to zero""]",1
"__________ is a popular microwave mixer diode.","[""Gunn"",""Varactor"",""Hot carrier"",""IMPATT""]",2
"Varactor and step-recovery diodes are widely used in what type of circuit?","[""Amplifier"",""Oscillator"",""Frequency multiplier"",""Mixer""]",2
"Which diode is a popular microwave oscillator?","[""IMPATT"",""Gunn"",""Varactor"",""Schottky""]",1
"Which type of diodes does not ordinarily operate with reverse bias?","[""Varactor"",""IMPATT"",""Snap-off"",""Tunnel""]",3
"Low-power Gunn diodes are replacing","[""Reflex klystrons"",""TWTs"",""Magnetrons"",""Varactor diodes""]",0
"Which of the following is not a microwave tube?","[""Traveling-wave tube"",""Cathode-ray tube"",""Klystron"",""Magnetron""]",1
"In a klystron amplifier, velocity modulation of the electron beam is produced by the","[""Collector"",""Catcher cavity"",""Cathode"",""Buncher cavity""]",1
"A reflex klystron is used as a(n)","[""Amplifier"",""Oscillator"",""Mixer"",""Frequency multiplier""]",1
"For proper operation, a magnetron must be accompanied by a","[""Cavity resonator"",""Strong electric field"",""Permanent magnet"",""High dc voltage""]",2
"The operating frequency of klystrons and magnetrons is set by the","[""Cavity resonators"",""DC supply voltage"",""Input signal frequency"",""Number of cavities""]",0
"A magnetron is used only as a/an","[""Amplifier"",""Oscillator"",""Mixer"",""Frequency multiplier""]",1
"A common application for magnetron is in","[""Radar"",""Satellites"",""Two-way radio"",""TV sets""]",0
"In a TWT, the electron beam is density-modulated by a","[""Permanent magnet"",""Modulation transformer"",""Helix"",""Cavity resonator""]",2
"The main advantage of a TWT over a klystron for microwave amplification is","[""Lower cost"",""Smaller size"",""Higher power"",""Wider bandwidth""]",3
"High-power TWTs are replacing what in microwave amplifiers?","[""MESFETs"",""Magnetrons"",""Klystrons"",""IMPATT diodes""]",2
"The most widely used microwave antenna","[""Half-wave dipole"",""Parabolic"",""Hyperbolic"",""Horn""]",3
"______________ is a measure of reliability expressed as the average number of hours between successive failures.","[""MTBF"",""MTTR"",""Downtime"",""Outage time""]",0
"An active microwave radio repeater that can provide drops and inserts.","[""Broadband repeater"",""Baseband repeater"",""IF repeater"",""RF repeater""]",1
"If the correction factor k equals 4/3 of the earth’s curvature, the microwave beam would have a curvature that is ___________ than that of the earth.","[""More"",""Less"",""Equal"",""Not related""]",0
