question,choices,answer
"It is the ability of the local oscillator in a receiver to oscillate either above or below the selected radio frequency carrier by an amount equal to the intermediate frequency throughout the entire radio frequency brand.","[""tracking"",""mixing"",""heterodyning"",""tuning""]",0
"The difference between the actual local oscillator frequency and the desired frequency is called ________.","[""mixing error"",""gang error"",""tracking error"",""quantizing error""]",2
"What technique is used to prevent tracking error?","[""using RLC circuit"",""using tuned circuit"",""using three-point tracking"",""using ganged capacitors""]",2
"a crystal lattice filter has a crystal frequencies pf 27.5 and 27.502MHz. The bandwidth is approximately","[""2 kHz"",""3 kHz"",""27.501 MHz"",""55.502 MHz""]",0
"___________ is any frequency other than selected radio frequency carrier that, if allowed to enter a receiver and mix it with local oscillator, will produce a cross-product frequency that is equal to the intermediate frequency","[""image frequency"",""intermediate frequency"",""aliasing frequency"",""ghost""]",0
"It is a equivalent to a second radio frequency that will produce an IF that will interfere with the IF from the desired radio frequency.","[""aliasing frequency"",""image frequency"",""interference"",""intermediate frequency""]",1
"An SSB generator has a sideband filter centered at 3.0 MHz. The modulating signal is 3 kHz. To produce both upper and lower sidebands, the following carrier frequencies must be produced:","[""2.7 and 3.3 MHz"",""3.3 and 3.6 MHz"",""2997 and 3003 kHz"",""3000 and 3003 kHz""]",2
"It is a numerical measure of the ability of the preselector to reject the image frequency.","[""image frequency rejection ratio"",""noise figure"",""numerical aperture"",""signal-to-noise ratio""]",0
"_________ occurs when a receiver picks up the same station at two nearby points on the receiver tuning dial.","[""spurious pointing"",""under coupling"",""double spotting"",""optimal coupling""]",2
"It is caused by poor front-end selectivity or inadequate image frequency rejection.","[""optimal coupling"",""double spotting"",""spurious pointing"",""under coupling""]",1
"It is a high-gain, low noise, tuned amplifier that, when used is the first active encountered by the receiver signal.","[""mixer"",""local oscillator"",""RF amplifier"",""detector""]",2
"It is a high performance microwave receiver at the input stage. In the RF section of optimize their noise figure.","[""high-power amplifier"",""low noise amplifier"",""buffer amplifier"",""local oscillator""]",1
"A balanced modulator used to demodulates a SSB signal is called","[""transponder"",""product detector"",""converter"",""modulator""]",1
"Which of the following is not the other name of a balanced modulator?","[""balanced mixer"",""product detector"",""product modulator"",""none of these""]",3
"________ amplifiers are relatively high gain tuned amplifiers that are very similar to RF amplifiers, except that it operates over a relatively narrow, fixed frequency band.","[""IF amplifiers"",""low-noise amplifiers"",""buffer amplifiers"",""high-power amplifier""]",0
"Type of tuned circuit where both the primary and secondary sides of the transformer are tuned tank circuits","[""RLC tuned circuit"",""double-tuned circuit"",""single-tuned circuit"",""LC tuned circuit""]",1
"Frequency translation is done with a circuit called _______.","[""summer"",""multiplier"",""filter"",""mixer""]",3
"Low noise RF amplifiers use what type biasing?","[""class A"",""class B"",""class AB"",""class C""]",0
"Its purpose is to down-convert the incoming radio frequencies to intermediated frequencies.","[""local oscillator"",""RF amplifier"",""detector"",""mixer""]",3
"It is a non-linear amplifier similar to modulator, except that the output is turned to different between the RF and local oscillator frequencies.","[""RF amplifier"",""local oscillator"",""mixer"",""detector""]",2
"Mixing for frequency conversion is the same as","[""rectification"",""AM"",""linear summing"",""filtering""]",1
"The most common technique used for coupling IF amplifiers","[""resistive coupling"",""inductive coupling"",""capacitive coupling"",""direct coupling""]",1
"When the modulation index of an AM wave doubled, the antenna current is also doubled. The AM system being used is","[""single-sideband, full carrier (H3E)"",""vestigial sideband (C3F)"",""single sideband, suppressed carrier (J3E)"",""double sideband, full carrier (A3E)""]",2
"The ability of a coil to induce a voltage within its own windings is called","[""mutual inductance"",""coefficient coupling"",""self- inductance"",""inductance""]",2
"If the carrier of a 100 percent modulated AM wave is suppressed the percentage power saving will be","[""50"",""150"",""100"",""66.66""]",3
"The ability of one coil to induce a voltage in another coil is called _________.","[""coefficient coupling"",""mutual inductance"",""inductance"",""self-inductance""]",1
"Which of the following cam be used as a mixer?","[""balanced modulator"",""FET"",""diode modulator"",""all of the above""]",3
"It is the ratio of the secondary flux to primary flux","[""Q factor"",""coefficient coupling"",""self-inductance"",""coefficient of modulation""]",1
"Type of coupling where the secondary voltage is relatively low and the bandwidth is narrow.","[""tight coupling"",""optimum coupling"",""loose coupling"",""critical coupling""]",2
"An AM signal, transmitted information is contained within the","[""carrier"",""modulating signal"",""sidebands"",""envelope""]",2
"Type of coupling which has high gain and a broad bandwidth","[""optimum coupling"",""tight coupling"",""double coupling"",""loose coupling""]",1
"It is the point where the reflected resistance is equal to primary resistance and the Q of the primary tank circuit is halved and the bandwidth doubled.","[""critical coupling"",""tight coupling"",""loose coupling"",""optimum coupling""]",0
"The desired output from a mixer is usually selected with a","[""phase-shift circuit"",""crystal filter"",""resonant circuit"",""transformer""]",2
"It is caused by the reactive element of the reflected impedance being significant enough to change the resonant frequency of the primary tuned circuit.","[""optimum coupling"",""critical coupling"",""double peaking"",""flux linkage""]",2
"IF transformers come as specially designed tuned circuits in groundable metal packages called _______.","[""IF cans"",""IF container"",""IF strip"",""IF tetrapack""]",0
"The AM detector is sometimes called _______.","[""first detector"",""third detector"",""second detector"",""fourth detector""]",2
"The mixer is sometimes called _________.","[""first detector"",""third detector"",""second detector"",""fourth detector""]",0
"The two inputs to a mixer are the signal to be translated and a signal from","[""modulator"",""filter"",""antenna"",""local oscillator""]",3
"AM demodulator is commonly called _________.","[""phase detector"",""peak detector"",""frequency detector"",""transistor detector""]",1
"A type of detector that detects the shape of the input envelope","[""peak detector"",""phase detector"",""diode detector"",""shape detector""]",3
"The ratio of the peak modulating signal voltage to the peak carrier voltage is referred to as","[""voltage ratio"",""decibels"",""modulation index"",""mix factor""]",2
"A circuit that automatically increases the receiver gain for weak RF input levels and automatically decreases the receiver gain when a strong RF signal is received.","[""automatic volume control"",""automatic frequency control"",""automatic gain control"",""automatic phase control""]",2
"Which is not a type of AGC?","[""simple AGC"",""forward AGC"",""delayed AGC"",""complex AGC""]",3
"The value Vmax and Vmin as read from AM wave on an oscilloscope are 3.0 and 2.8. The percentage of modulation is","[""10 percent"",""41.4 percent"",""80.6 percent"",""93.3 percent""]",2
"Amplitude modulation is used for broadcasting because","[""it is more noise immune than other modulation systems"",""compared to other systems it requires less transmitting power"",""its use avoids receiver complexity"",""no other modulation system can provide the necessary bandwidth for high fidelity""]",2
"Type of AGC that prevents the AGC feedback voltage from reaching the RF or IF amplifiers until the RF level exceeds a predetermined magnitude.","[""forward AGC"",""delayed AGC"",""complex AGC"",""simple AGC""]",1
"A circuit with a purpose to quiet a receiver in the absence of a received signal.","[""automatic gain control"",""automatic frequency control"",""squelch circuit"",""automatic volume control""]",2
"A section of a audio stage of a receiver that removes sporadic, high amplitude noise transients of short duration, such as impulse noise.","[""squelch circuit"",""clampers"",""clippers"",""peak detector""]",2
"A circuit that detects the occurrence of a high-amplitude, short duration noise spike then mutes the receiver by shutting off a portion of the receiver of the duration of the pulse.","[""squelch circuit"",""limiter"",""clamper"",""blanking circuit""]",3
"The opposite modulation is","[""reverse modulation"",""downward modulation"",""unmodulation"",""demodulation""]",3
"For good image-frequency rejection, what is the desired value of the intermediate frequency?","[""relatively low IF"",""very low IF"",""relatively high IF"",""very high IF""]",2
"With high-gain selective amplifiers that are stable and easily neutralized. what is the desired value of intermediate frequency?","[""low IF"",""medium IF"",""high IF"",""very high IF""]",0
"It is defined as the ratio of the demodulated signal level at the output receiver to the RF signal level at the input to the receiver.","[""received signal level"",""figure of merit"",""effective radiated power"",""net receiver gain""]",3
"It is the process of modifying the characteristic of one signal in accordance with some characteristic of another signal.","[""multiplexing"",""mixing"",""modulation"",""summing""]",2
"The imaginary line on the carrier waveform of the amplitude modulated signal is called __________.","[""sidebands"",""envelope"",""spurious emission"",""information""]",1
"Indicate the false statement regarding the advantages of the phase cancellation method of obtaining SSB over the filter method is false:","[""more channel space available"",""transmitter circuits must be stable, giving better spectrum"",""the signal is more noise resistant"",""much less power is required for the same signal strength""]",1
"Indicate which one of the following advantages of the phase cancellation method of obtaining SSB over the filter method is false:","[""switching from one sideband to the other simpler"",""it is possible to generated SSB at any frequency"",""SSB with lower audio frequencies present can be generated."",""There are more balanced modulators, therefore the carrier is suppressed better""]",3
"The most commonly used filters is SSB generation are","[""mechanical"",""RC"",""LC"",""low-pass""]",0
"One of the following cannot be used to remove the unwanted sideband in SSB. This is the","[""filter system"",""phase-shift method"",""third method"",""balanced modulator""]",3
"R3E modulation is sometimes used to","[""allow the receiver to have a frequency synthesizer"",""simplify the frequency stability problem in reception"",""reduce the power that must be transmitted"",""reduce the bandwidth required for transmission""]",1
"To provide two or more voice circuits with the same carrier, it is necessary to use","[""ISB"",""carrier reinsertion"",""SSB with pilot carrier"",""Lincomplex""]",0
"A type of AGC is similar to conventional AGC except that the receive signal is monitored closer to the front end of the receiver and the correction voltage is fed forward to the IF amplifiers","[""ISB"",""delayed AGC"",""complex AGC"",""simple AGC""]",1
"Having an information signal change some characteristics of a carrier signal is called","[""multiplexing"",""modulation"",""duplexing"",""linear mixing""]",1
"A circuit that compensates for minor variations in the received RF signal level","[""automatic volume control"",""automatic frequency control"",""automatic gain control"",""automatic phase control""]",2
"Which of the following is not true about AM?","[""the carrier amplitude varies"",""the carrier frequency remains constant"",""the carrier frequency changes"",""the information signal amplitude changes the carrier amplitude""]",2
"A modulator circuit performs what mathematical operation on its two inputs?","[""addition"",""multiplication"",""division"",""square root""]",1
"If m is greater than 1, what happens?","[""normal operation"",""carrier drops to 0"",""information signal is distorted"",""nothing happens""]",2
