question,choices,answer
"What are the basic elements of communications system?","[""Source, transmission channel, transmitter"",""Transmitter, receiver, transmission channel"",""Information, transmission channel, receiver"",""Sender and receiver""]",1
"________ is the transmission of printed material over telephone lines.","[""Internet"",""Data communication"",""Telegraphy"",""Facsimile""]",3
"________ is a continuous tone generated by the combination of two frequencies of 350 Hz and 440 Hz used in telephone sets.","[""DC tone"",""Ringing tone"",""Dial tone"",""Call waiting tone""]",3
"________ are unidirectional amplifiers having 20-25 decibel gain that are placed about 75 km apart used to compensate for losses along the telephone line.","[""VF repeaters"",""Loading coils"",""Loop extenders"",""Echo suppressors""]",0
"________ is a component in the telephone set that has the primary function of interfacing the handset to the local loop.","[""Resistor"",""Capacitor"",""Varistor"",""Induction coil""]",3
"Pulse dialing has ________ rate.","[""20 pulses\/min"",""10 pulses\/min"",""10 pulses\/sec"",""80 pulses\/sec""]",2
"________ is a telephone wire that connects two central offices.","[""2-wire circuit"",""Trunk line"",""Leased line"",""Private line""]",1
"The central switching office coordinating element for all cell sites that has cellular processor and a cellular switch. It interfaces with telephone company zone offices, control call processing and handle billing activities.","[""MTSO"",""Cell site"",""PTSN"",""Trunk line""]",0
"________ in a cellular system performs radio-related functions for cellular site.","[""Switching system"",""Base station"",""Operation and support system"",""Mobile station""]",1
"A technology used to increase the capacity of a mobile phone system.","[""Frequency re-use"",""Cell splitting"",""TDM"",""FDM""]",0
"In a transmission line, if the SWR or maximum current to a minimum current ratio of 2:1, the ratio of the maximum voltage to the minimum voltage is","[""1:4"",""4:1"",""1:2"",""2:1""]",3
"Transmission lines are either balanced or unbalanced with respect to","[""Negative terminal"",""Input"",""Ground"",""Positive terminal""]",2
"The load is properly matched with the transmission line if the standing wave ratio is equal to","[""50"",""10"",""5"",""1""]",3
"The radiation resistance of a quarter wave antenna is","[""49 ohms"",""288 ohms"",""72 ohms"",""144 ohms""]",2
"A radio transmission line of 500 ohms impedance is to be connected to an antenna having an impedance of 200 ohms. What is the impedance of a quarter wave matching line?","[""300"",""316"",""316.5"",""361""]",1
"The VSWR for a line terminated in its Zo is","[""0"",""1"",""1.5"",""Infinity""]",1
"Which of the following is used to measure SWR?","[""Multimeter"",""Reflectometer"",""Spectrum analyzer"",""Oscilloscope""]",1
"A 75 – j50 ohm load is connected to a coaxial transmission line of Zo = 75 ohms at 10 GHz. The best method of matching consists in connecting","[""A short circuited stub at the load"",""A capacitance at some specific distance from the load"",""An inductance at the load"",""A short-circuited stub at some specific distance from the load""]",3
"For a two-wire line, Zo is higher when","[""The wire size is small with respect to the spacing of the conductors"",""The spacing is varied in accordance with the frequency"",""The D:d ratio is smaller"",""The wire is large with respect to the spacing of the conductors""]",0
"A resultant wave due to the combination of incident and reflected wave","[""Electromagnetic wave"",""Sine wave"",""Standing wave"",""Current""]",2
"For transmission line load matching over a range of frequencies, it is best to use a","[""Balun"",""Broadband directional coupler"",""Double stub"",""Single stub""]",2
"If the load impedance matches the characteristic impedance of the line, there are _____ standing waves.","[""More"",""Less"",""No"",""Ten(10)""]",2
"VSWR stands for","[""Voltage sending wave ratio"",""Voltage receiving wave ratio"",""Very small wave radiation"",""Voltage standing wave ratio""]",3
"Reflections on a transmission line can occur when","[""Impedance of the source and load are matched"",""Impedance of the source and the load are mismatched"",""Resonance conditions are obtained"",""Power transfer between source and load is maximum""]",1
"A transmission line with characteristic impedance (Zo) of 300 ohms is terminated in a resistance load (RI). If by measurement, the minimum and maximum voltage through the load are 12 and 20 micro volts, respectively, what is the SWR?","[""1.67"",""0.6"",""6.7"",""3.67""]",0
"A measure of the mismatched between line and load impedance is called as","[""Reflection coefficient"",""Standing wave ratio"",""Loss"",""Standing waves""]",1
"Transmission lines when connected to antenna have","[""Capacitive load"",""Resistive load whose resistance is less than characteristic impedance"",""Resistive load at the resonant frequency"",""Resistive load whose resistance is greater than the characteristic impedance of the line""]",2
"At matched condition, SWR is equal to","[""Zero"",""One"",""100"",""Infinite""]",1
"An HF transmission line has a characteristic impedance of 600 ohms and is terminated by an antenna. The SWR along the line when the antenna impedance is 500 ohms is","[""1.2:1"",""1:2.1"",""2:1"",""1:2""]",0
"A characteristic of an infinite transmission line is that","[""The impedance in equals impedance out"",""It carries waves at the velocity of light"",""It can be connected to mismatched loads"",""The impedance varies with the length of the line""]",0
"A quarter wave transmission line shorted at the end:","[""Has the characteristics of parallel tuned circuit"",""Has the characteristics of a series tuned circuit"",""Has a minimum current at the end"",""Reflects a low impedance to the supply""]",0
"The outer conductor of a coaxial transmission line is usually grounded at the:","[""Input and output"",""Output only"",""Input only"",""Point of infinite resistance""]",0
"A certain feedline has a high SWR. It can be caused by:","[""Matching the load to the line"",""Use of non-resonant line"",""An impedance mismatched"",""Excessive transmitter output""]",2
"If the input impedance of an antenna is 300 ohms and it is fed with a 600 ohm balanced transmission line, the SWR on the line is","[""4"",""3"",""2"",""0.5""]",2
"A radio transmission line of 300 ohms impedance to be connected to an antenna having an input impedance of 150 ohms. The impedance if a quarter wave matching line is ___ ohms","[""212"",""450"",""600"",""150""]",0
"The ratio of the reflected voltage to the incident voltage on the transmission line is termed as","[""Standing waves"",""Standing wave ratio"",""Loss"",""Reflection coefficient""]",3
"Indicate the three types of transmission line energy losses","[""Radiation, I^2R and dielectric Heating"",""Conductor heating, dielectric heating and radiation resistance"",""I2R, RL and temperature"",""Dielectric separation insulation breakdown and radiation""]",0
"Termination means","[""Load connected to the output end of a transmission line"",""Result of disconnecting a line from a transmitter"",""Looking back impedance of a line with no load"",""Result of cutting both ends of a conductor""]",0
"When transmission line uses ground return, it is called a/n _____ line.","[""Ungrounded"",""Unbalanced"",""Grounded"",""Balanced""]",1
"Permeability is the measure of superiority of a material over a vacuum as a path of magnetic lines of force. The permeability of free space is equal to _____ henry/meter","[""1.257 x 10^-6"",""1.527 x 10^-6"",""7.251 x 10^-6"",""5.217\u00d710^-6""]",0
"The most commonly used transmission line is a","[""Coax"",""Single line"",""Three-wire line"",""Two-wire balanced line""]",3
"The characteristic impedance of a transmission line does not depend upon its","[""Length"",""Conductor diameter"",""Conductor spacing"",""Thickness of armor""]",3
"What is the impedance of a balance 4-wire with a diameter of 0.25 cm and spaced 2.5 cm apart using an insulator with a dielectric constant of 2.56?","[""100 ohms"",""65 ohms"",""75 ohms"",""50 ohms""]",0
"It is required to match a 73-ohm antenna to a 600 ohm polyethylene coaxial feeder line, with a velocity factor of 0.66 by means of a quarter wave matching a transformer. At a frequency of 150 MHz, the impedance of the matching section is____ ohms.","[""150.28"",""310.5"",""209.28"",""450.82""]",2
"If the terminating impedance is exactly equal to the characteristic impedance of the transmission line, the return loss is____","[""Zero"",""Infinity"",""One"",""Negative""]",0
"The characteristic impedance of a transmission line is the impedance measured at the ____ when its length is infinite.","[""Shorted end of the line"",""Midsection"",""Input"",""Output""]",2
"The characteristic impedance of a transmission line is 70 ohms and has a load of 35 ohms. The SWR and reflection coefficient are _____ and _____ respectively","[""1 and 0.333"",""1 and 0.666"",""2 and 0.666"",""2 and 0.333""]",3
"It is required to match a 200 ohm load to a 300 ohm transmission line to reduce the SWR and attain resonance. A quarter wave transformer used, directly connected to the load has a Zo of ____ ohms.","[""245"",""425"",""524"",""254""]",0
"What quarter wave transformer will match a 100 ohm-line to an antenna whose value is 175 ohms?","[""150 ohms"",""137.5 ohms"",""132.29 ohms"",""16.58 ohms""]",2
"The mismatch between antenna and transmission line impedance cannot be corrected by","[""Adjusting antenna length"",""Using an LC network"",""Using a balun"",""Adjusting the length of the transmission line""]",1
"A pattern of voltage and current variation along a transmission line not terminated in its characteristic impedance is called","[""An electric field"",""Radio waves"",""Standing waves"",""Magnetic field""]",2
"The most desirable value of SWR on a transmission line is","[""0"",""1"",""2"",""Infinity""]",1
"In transmission lines, the most desirable reflection coefficient is","[""Zero"",""0.5"",""1"",""Infinity""]",0
"At very high frequencies, transmission lines are used as _____.","[""Tuned circuits"",""Antennas"",""Insulators"",""Resistors""]",0
"What is the reflection coefficient of a 100 ohm characteristic impedance line and a 300 ohm load?","[""0.25"",""0.3"",""0.5"",""0.75""]",2
"The minimum voltage along a transmission line is 260 volts, while the maximum is 390 volts. The SWR is","[""0.67"",""1.0"",""1.2"",""1.5""]",3
"A single conductor running from the transmitter to the antenna","[""RG-8\/U"",""Single line wire"",""Twin-lead"",""Microstrip""]",1
"What characteristic impedance is needed to match a 50-ohm line to a 300 ohm-load?","[""221 ohms"",""122 ohms"",""212 ohms"",""112 ohms""]",1
"Indicate the false statement. The SWR on a transmission line is infinity; the line is terminated in","[""Short circuit"",""A complex impedance"",""An open circuit"",""A pure reactance""]",1
"The velocity factor of a transmission line","[""Depends on the dielectric constant of the material used"",""Increases the velocity along the transmission line"",""Is governed by the skin effect"",""Is higher for a solid dielectric than for air""]",0
"What is the characteristic impedance of a single wire with diameter d = 0.25 mm placed at the center between grounded parallel planes separated by 1 mm apart. The wire is held by a material with a velocity factor of 0.75","[""85 ohms"",""63 ohms"",""50 ohms"",""75 ohms""]",3
"Coaxial lines are used on those system operating ________.","[""Above 10 GHz"",""At 300 MHz"",""Above 10 KHz"",""Below 2 GHz""]",3
"Referred to the dielectric constant of a transmission line material","[""Inductance and capacitance"",""Velocity factor"",""Characteristic impedance"",""Propagation velocity""]",1
"The main advantage of the two-hole directional coupler is","[""Low directional coupling"",""Poor directivity"",""High SWR"",""Narrow bandwidth""]",3
"To couple a coaxial line to a parallel-wire line, it is best to use a","[""Slotted line"",""Balun"",""Directional coupler"",""Quarter-wave transformer""]",1
"What is the meaning of the term velocity factor of a transmission line?","[""The index of shielding for coaxial cable"",""The velocity of the wave on the transmission line multiplied by the velocity of light in a vacuum"",""The ratio of the characteristic impedance of the line to the terminating impedance"",""The velocity of the wave on the transmission line divided by the velocity of light in a vacuum""]",1
"A transmission line consisting of two conductors that have equal resistance per unit length.","[""Unbalance line"",""Open-wire line"",""Balanced line"",""Coaxial line""]",2
"Which if the following is not a common transmission line impedance?","[""50 \u03a9"",""75 \u03a9"",""120 \u03a9"",""300 \u03a9""]",2
"Which of the following determines the characteristics of a transmission line?","[""Inductance"",""Capacitance"",""Physical dimensions"",""Length""]",2
"In the study of transmission cable, twin lead is also referred to as a ______ .","[""Twisted pair"",""Double cable"",""Ribbon cable"",""Open pair""]",2
"A 50 Ω coax is connected to a 73 Ω the SWR is","[""0.685"",""1"",""1.46"",""2.92""]",2
"A ratio expressing the percentage of incident voltage reflected on a transmission line is known as the","[""Velocity factor"",""Standing-wave ratio"",""Reflection coefficient"",""Line efficient""]",2
"Three feet is one wavelength at a frequency of","[""100 MHz"",""164 MHz"",""300 MHz"",""328 MHz""]",3
"An open quarter-wave line at the operating frequency acts like a(n)","[""Series resonant circuit"",""Parallel resonant circuit"",""Capacitor"",""Inductor""]",0
"A shorted half-wave line at the operating frequency acts like a(n)","[""Capacitor"",""Inductor"",""Series resonant circuit"",""Parallel resonant circuit""]",2
"At UHF and microwave frequencies, transmission lines are commonly used as","[""Antenna"",""Coupler"",""Resonant circuit"",""Transformer""]",2
"The transmission medium subjects the transmitted signal to be","[""Modulated"",""Amplified"",""Attenuated"",""Boosted""]",2
"Transmission line is a two-wire cable that connects the transmitter to the antenna or the antenna to the receiver. The purpose of the transmission line is to","[""Amplify the RF signal"",""Modulate the signal"",""Carry the RF energy for the desired distance"",""All of the above""]",2
"These conductors are uniformly spaced by insulators. They have low losses at low medium frequencies and are economical to construct and maintained","[""Coaxial cables"",""Open-wire transmission lines"",""Optical cables"",""Waveguides""]",1
"To prevent radiation losses and interference from external sources, the inner conductor of this transmission line is completely enclosed with a metal sheath or braid","[""Coaxial cable"",""Open-wire transmission lines"",""Optical cables"",""Waveguides""]",0
"The term “balanced line” means that","[""Both conductors carry currents that flow in opposite directions"",""Conductors present equal capacitance to ground"",""One conductor is connected to ground"",""Both A and B""]",3
"The characteristic impedance of a transmission line is determined by:","[""Its operating frequency"",""Its length"",""Its physical size and arrangement"",""The signal applied at the input terminal""]",2
"The disturbance parameters of the transmission line are: the series resistance; the series inductance; the shunt capacitance and the shunt conductance. What parameter was determined due to dielectric losses?","[""Series resistance"",""Series inductance"",""Shunt capacitance"",""Shunt conductance""]",3
"Shunt capacitance was determined due to:","[""Conductors were closed to each other"",""The length and diameter of the conductors"",""Dielectric loses"",""Flux linkages""]",0
"Series resistances was determined due to:","[""Conductors were closed to each other"",""The length and diameter of the conductors"",""Dielectric losses"",""Flux linkages""]",1
"At radio frequencies was determined due to:","[""Characteristic"",""Inductive reactance is much larger than the shunt conductance"",""Capacitive reactance is much larger than the shunt conductance"",""Both b and c""]",3
"Determine the characteristic impedance of a transmission line which has a capacitance of 30 pF/m and an inductance of 75 nH/m","[""5 \u03a9"",""50 \u03a9"",""500 \u03a9"",""5 K \u03a9""]",1
"If a charge in the dielectric material decreases the capacitance, the characteristic impedance is","[""Kept constant"",""Decreased"",""Increased"",""Halved""]",2
"________ is the Out-of-Band signaling between Toll Central Offices (Bell System Standard).","[""3, 825 Hz"",""3, 700 Hz"",""2, 600 Hz"",""800 Hz""]",1
"In a telephone system, the customer’s telephone directory numbering is from 000 to 999, what is the capacity of a telephone system numbering from 000 to 999?","[""100 lines"",""1000 lines"",""10, 000 lines"",""100, 000 lines""]",1
"If the SWR is infinite, what type of load transmission line has?","[""Purely reactive"",""Purely resistive"",""Purely capacitive"",""Purely inductive""]",0
"Not more than _______ digits make up an international telephone number as recommended by CCITT REC. E. 161.","[""8"",""10"",""11"",""12""]",3
"One (1) Erlang is equal to _______.","[""360 CCS"",""36 CCS"",""3.6 CCS"",""100 CCS""]",1
"Standard tariff for flat rate telephone service beyond the normal flat rate in that area.","[""WATS"",""OTLP"",""TIP"",""DTWX""]",0
"The standard analog telephone channel bandwidth.","[""300 \u2013 3400 Hz"",""1200 Hz"",""200 \u2013 3200 Hz"",""300 \u2013 3000 Hz""]",0
"Type of switching in which a pair of wire from the telephone set terminates in a jack and the switch is supervised by an operator.","[""Crossbar switching"",""Manual switching"",""Electronic switching"",""Step-by-step switching""]",1
"Every time when the telephone is idle, the handset is in the _______ state.","[""On-hook"",""Off-hook"",""Busy"",""Spare""]",0
"_______ is a component in the telephone set that has the primary function of compensating for the local loop length.","[""Resistor"",""Varistor"",""Capacitor"",""Induction coil""]",1
"What kind of receiver is used in conventional telephone handset?","[""Carbon"",""Electromagnetic"",""Ceramic"",""Capacitor""]",1
"A voice-grade circuit using the PTN ha an ideal passband of","[""0 to 4 Hz"",""0 to 4 MHz"",""0 to 4 kHz"",""0 to 4 GHz""]",2
"________ is the minimum-quality circuit available using the PTN.","[""Basic voice grade (VG)"",""Basic voice channel (VC)"",""Basic voice band (VB)"",""Basic telephone channel""]",0
"Direct distance dialing (DDD) network is called","[""Private-line network"",""PT network"",""Dial-up network"",""Trunk network""]",2
"What is the advantage of sidetone?","[""Transmission efficiency is increased"",""Speaker increases his voice resulting in a strengthened signal"",""No dissipation of energy in the balancing network"",""Assure the customer that the telephone is working""]",3
"________ is a special service circuit connecting two private branch exchanges (PBX).","[""Phantom line"",""Tie trunk"",""Tandem trunk"",""Private line""]",1
"The published rates, regulation, and descriptions governing the provision of communications service for public use.","[""Toll rate"",""Tariff"",""Bulk billing"",""Detailed billing""]",1
"What is the power loss of a telephone hybrid?","[""1 dB"",""2 dB"",""3 dB"",""6 dB""]",2
"Telephone channel has a band-pass characteristic occupying the frequency range of _______.","[""300 \u2013 400 Hz"",""300 \u2013 3400 Hz"",""300 \u2013 3000 Hz"",""300 \u2013 2700 Hz""]",1
"The first Strowger step-by-step switch was used in _______.","[""1875"",""1890"",""1897"",""1913""]",2
"What is the phase delay of an 800 Hz voice signal if the phase shift is 15 degrees?","[""52 \u03bcsec"",""1.25 \u03bcsec"",""83.33 \u03bcsec"",""26 \u03bcsec""]",0
"What is the CCITT recommendation for a preparation of loss plan, a variable loss plans and a fixed loss plan?","[""G.133"",""G.141"",""G.132"",""G.122""]",3
"What is the diameter of a copper wire to be used in a 16 km loop with a dc loop resistance of 100 ohms/km?","[""0.838 mm"",""0.465 mm"",""1.626 mm"",""2.159 mm""]",1
"What kind of cell is appropriate for load management, fast moving mobiles and low-usage areas?","[""Pico cells"",""Micro cells"",""Nano cells"",""Umbrella cells""]",3
"In cellular networks, standard base station antennas are placed by _______.","[""adaptive array"",""flat plate antenna"",""dipole array"",""focused antenna""]",0
"What is the basis of the first generation wireless local loop?","[""Digital cellular technology"",""Analogue cellular technology"",""PSTN"",""AMPS technology""]",1
"When the calling party hears a “busy” tone on his telephone, the call is considered","[""lost"",""disconnected"",""completed"",""incomplete""]",2
"Short-circuited stubs are preferred to open circuited stubs because the latter are","[""more difficult to make and connect"",""made of a transmission line with a different characteristic impedance"",""liable to radiate"",""incapable of giving a full range of reactances""]",2
"What is the ratio of the reflected voltage to the incident voltage?","[""VSWR"",""ISWR"",""SWR"",""Coefficient of reflection""]",3
"One method of determining antenna impedance.","[""Sub matching"",""Trial and error"",""Smith chart"",""Quarter-wave matching""]",3
"________ is a single conductor running from the transmitter to the antenna.","[""Single-wire line"",""Microstrip"",""Twin-lead"",""Coaxial line""]",0
"Coaxial cable impedance is typically _______.","[""150 to 300 ohms"",""50 to 75 ohms"",""30 to 45 ohms"",""300 to 600 ohms""]",1
"Waveguide becomes compulsory above what frequencies?","[""Above 3 GHz"",""Above 10 kHz"",""At 300 MHz"",""Above 10 GHz""]",0
"Nominal voice channel bandwidth is _______.","[""20 to 30 kHz"",""0 to 3 kHz"",""4 kHz"",""55 kHz above""]",2
"Echo suppressors are used on all communications system when the round trip propagation time exceeds _______.","[""50 ms"",""30 ms"",""100 ms"",""1 ms""]",0
"A radio transmission line of 300 ohms impedance is to be connected to an antenna having an input impedance of 150 ohms. What is the impedance of a quarter-wave matching line?","[""212 ohms"",""250 ohms"",""200 ohms"",""150 ohms""]",0
"Quarter-wavelength line is used as _______.","[""impedance transformer"",""lecher line"",""transmission line"",""harmonic suppressor""]",0
"The transmission lines which can convey electromagnetic waves only in higher modes is usually called","[""coaxial cable"",""waveguide"",""power lines"",""twisted wire of telephone line""]",1
"Why is nitrogen gas sometimes used in waveguide?","[""To increase the distributed capacitance"",""To keep the waveguide dry"",""To reduce the skin effect at the walls of the guide"",""To raise the guide\u2019s wave impedance""]",1
"The apparent speed of propagation along a waveguide based on the distance between wavefronts along the walls of the guide is called","[""group velocity"",""phase velocity"",""normal velocity"",""abnormal velocity""]",1
"How do you couple in and out of a waveguide?","[""Wrap a coil of wire around one end of the waveguide"",""Insertion of an E-probe into the waveguide"",""Insertion of an H-loop into the waveguide"",""Both B and C""]",3
"A rectangular waveguide is operating in the dominant TE10 mode. The associated flux lines are established","[""transversely across the narrow dimension of the waveguide"",""transversely across the wide dimension of the waveguide"",""in the metal walls parallel to the direction of propagation"",""in the metal walls perpendicular to the direction of propagation""]",0
"For dominant mode of a rectangular waveguide, the distance between two instantaneous consecutive positions of maximum field intensity (in a direction parallel to the walls of the waveguide) is referred to as half of the","[""free-space wavelength"",""cutoff wavelength in the wide dimension"",""guide wavelength"",""group wavelength""]",2
"The guide wavelength, in a rectangular waveguide is","[""equal to the free-space wavelength at the cutoff frequency"",""equal to the free-space wavelength for the same signal frequency"",""less than the free-space wavelength at the cut-off frequency"",""greater than the free-space wavelength at the same signal frequency""]",3
"Using the TE10 mode, microwave power can only be transmitted in free rectangular guide provided","[""the wider dimension is less than one-half of the wavelength in free space"",""the narrow dimension is less than one-quarter of the wavelength in free space"",""the wide dimension is greater than one-half of the guide wavelength"",""the wide dimension is greater than one-half of the wavelength in free space""]",3
"If the signal frequency applied to a rectangular guide is increased and the dominant mode is employed","[""the free space wavelength is increased"",""the phase velocity increased"",""the guide wavelength is increased"",""the group velocity, Vg, is increased""]",3
"If a 6 GHz signal is applied to a rectangular waveguide and the reflection angle is 20o, what is the value of the guide wavelength?","[""6.10 cm"",""5.32 cm"",""4.78 cm"",""5.00 cm""]",1
"The inner dimensions of a rectangular wavelength are 1.75 cm by 3.5 cm. The cutoff wavelength for the dominant mode is","[""1.75 cm"",""3.5 cm"",""7.0 cm"",""0.4375 cm""]",2
"A signal whose wavelength is 3.5 cm is being propagated along a guide whose inner dimensions are 2 cm by 4 cm. What is the value of the guide wavelength?","[""3.12 cm"",""3.89 cm"",""3.57 cm"",""6.30 cm""]",1
"If a rectangular waveguide is to be excited in the dominant mode, the E-probe should be inserted","[""at the sealed end"",""at a distance of one quarter \u2013wavelength from the sealed end"",""at a distance of one-half wavelength from the sealed end"",""at a distance of three-quarters of a wavelength from the sealed end""]",1
"A quarter-wave line is connected to an RF generator and is shorted out at the far end. What is the input impedance to the line generator?","[""A low value of resistance"",""A high value of resistance"",""A capacitive resistance which is equal in the value to the line\u2019s surge impedance"",""An inductive resistance which is equal to the value to the line\u2019s surge impedance""]",1
"If the SWR on a transmission line has a high value, the reason could be","[""an impedance mismatch between the line and the load"",""that the line is non-resonant"",""a reflection coefficient of zero at the load"",""that the load is matched to the line""]",0
"If a quarter-wave transmission line is shorted at one end","[""there is minimum current at the shorted end"",""the line behaves as a parallel-tuned circuit in relation to the generator"",""the line behaves as a series-tuned circuit in relation to the generator"",""there is a minimum voltage at the shorted end""]",1
"A 50-ohm transmission line is feeding an antenna which represents a 50 ohm resistive load. To shorten the line, the length must be","[""any convenient value"",""an odd multiple of three quarters of a wavelength"",""an odd multiple of half a wavelength"",""an even multiple of a quarter of a wavelength""]",0
"The outer conductor of the coaxial cable is usually grounded","[""at the beginning and at the end of the cable"",""only at the beginning of the cable and only at the end of the cable"",""only at the end of the cable"",""at the middle of the cable""]",0
"A feature of an infinite transmission line is that","[""its input impedance at the generator is equal to the line\u2019s surge impedance"",""its phase velocity is greater than the velocity of light"",""no RF current will be drawn from the generator"",""the impedance varies at different positions on the line""]",0
"When the surge impedance of a line is matched to a load, the line will","[""transfer maximum current to the load"",""transfer maximum voltage to the load"",""transfer maximum power to the load"",""have a VSWR equal to zero""]",2
"A lossless line is terminated by a resistive load which is not equal to the surge impedance. If the value of the reflection coefficient is 0.5, the VSWR is","[""2"",""3"",""4"",""15""]",1
"Ratio of the mismatch between the antenna and the transmitter power.","[""Standing wave pattern"",""Reflection coefficient"",""SWR"",""Index of refraction""]",2
"Emission designation for a facsimile.","[""H3E and A4E"",""R3E and A4E"",""F4E and J3E"",""F3C and A3E""]",3
"Commonly used telephone wire.","[""AWG #19"",""AWG #18"",""AWG #30"",""AWG #33""]",0
"What is the distance traveled by a wave in the time of one cycle?","[""Frequency"",""Hop"",""Wavelength"",""Crest""]",2
"The velocity factor is inversely proportional with respect to the _______.","[""square of the dielectric constant"",""square root of the dielectric constant"",""dielectric current"",""square root of refractive index""]",1
