question,choices,answer
"DCE and DTE","[""Means \u201cdigital communications equipment\u201d and \u201cdigital termination equipment\u201d"",""Are connected by either two or four wires"",""Refer to the modem and the computer or terminal, respectively"",""Any one of the above""]",2
"The correctness and the accuracy of the transmitted message content is","[""Verified by the modem"",""Determined by the sender and receiver, not by the communications system"",""Ensured by use of digital techniques"",""None of the above""]",1
"Serial printers","[""Are used to transmit grain prices"",""Are faster than CRT terminals, and offer more flexibility"",""Print one character at a time"",""Usually use serial interfaces""]",2
Ergonomics,"[""Involves the interface between people and machines, such as terminals"",""Is the application of ergo-economics to communications"",""Utilizes three-level ergo-coding for transmission over certain channels"",""All of the above""]",0
"Serial and parallel transmission","[""Differ in how many bits are transferred per character"",""Are used in synchronous and asynchronous systems, respectively"",""Both a and b"",""Differ in whether the bits are on separate wires or on one""]",3
"Asynchronous transmission","[""Is less efficient than synchronous, but simpler"",""Is much faster than synchronous transmission"",""Is another name for isochronous transmission"",""none of these""]",0
"The amount of uncertainty in a system of symbols is also called","[""Bandwidth"",""Loss"",""Entropy"",""Quantum""]",2
"Redundancy measures","[""Transmission rate of a system"",""How likely symbols are to be repeated"",""Time between failures"",""System cost""]",1
"Loading refers to the addition of","[""Resistors"",""Capacitors"",""Bullets"",""Inductance""]",3
"Transmission of binary signals requires","[""Less bandwidth than analog"",""More bandwidth than analog"",""The same bandwidth as analog"",""Cannot be compared with the transmission of analog signals""]",1
"RS-232, RS-449, RS-530, V.24, and X.21 are examples of","[""Standard for various types of transmission channels"",""Standard for interfaces between terminal and modems"",""Standards for between modems and transmission facilities"",""Standards for end-to-end performance of data communications system""]",1
"What is one principal difference between synchronous and asynchronous transmission?","[""The bandwidth required is different"",""The pulse heights are different"",""The clocking is mixed with the data in asynchronous"",""The clocking is derived from the data in synchronous transmission""]",3
"Synchronous modems cost more than asynchronous modems because","[""They are larger"",""They must contain clock recovery circuits"",""The production volume is larger"",""They must operate on a larger bandwidth""]",1
"The scrambler in a synchronous modem is in the","[""Control section"",""Receiver section"",""Transmitter section"",""Terminal section""]",2
"Binary codes are sometimes transformed in modems into","[""Hexadecimal"",""Huffman codes"",""Gray code"",""Complementary codes""]",2
"The digital-to-analog converter in a synchronous modem sends signals to the","[""Modulator"",""Transmission line"",""Terminal"",""Equalizer""]",3
"The transmission signal coding method for T1 carrier is called","[""Binary"",""NRZ"",""Bipolar"",""Manchester""]",2
"The receiver equalizer in a synchronous modem is called","[""A compromise equalizer"",""A statistical equalizer"",""An adaptive equalizer"",""An impairment equalizer""]",2
"Communications protocols always have a","[""Set of symbols"",""Start of header"",""Special flag symbol"",""BCC""]",0
"The Baudot code uses how many bits per symbol?","[""9"",""7"",""5"",""8""]",2
"How many messages may be acknowledged on a BiSync link?","[""1"",""2"",""4"",""8""]",0
"Which code set is used to BiSync when using VRC/LRC but not operating in transparency mode","[""EBCDIC"",""ASCII"",""SBT"",""Fieldata""]",1
"One primary difference between Digital Data Communications Message Protocol (DDCMP) and Synchronous Data Link Control (SDLC) is","[""DDCMP does not have a transparent mode"",""SDLC does not use a CRC"",""DDCMP has a message header"",""DDCMP does not require special hardware to find the beginning of a message""]",3
"Which of the following transmission systems provides the highest data rate to an individual device?","[""Voice band modem"",""Local area network"",""Computer bus"",""Digital PBX""]",2
"Which of the following systems provides the longest digital transmission distances?","[""Voiceband modem"",""Local area network"",""Computer bus"",""Digital PBX""]",0
"Which of the following is a characteristic of a LAN?","[""Parallel transmission"",""Unlimited expansion"",""Low cost access for low bandwidth channels"",""Application independent interfaces""]",3
"Which of the following transmission media is not readily suitable to CSMA operation?","[""Radio"",""Optical fibers"",""Coaxial cable"",""Twisted pair""]",1
"Which of the following functions is not provided as part of the basic Ethernet design?","[""Access control"",""Addressing"",""Automatic retransmission of a message"",""Multiple virtual networks""]",2
"Which of the following is not a useful property of a Manchester line code for an Ethernet?","[""Continuous energy"",""Continuous clock transmissions"",""No dc component"",""No signal change at a 1 to 0 transition""]",3
"Which of the following data communications functions is generally provided for in a LAN?","[""Data link control"",""Applications processing"",""Flow control"",""Routing""]",0
"The purpose of a preamble in an Ethernet is","[""Clock synchronization"",""Error checking"",""Collision avoidance"",""Broadcast""]",3
"Which of the following is possible in a token-passing bus network?","[""Unlimited number of stations"",""Unlimited distances"",""Multiple time division channels"",""In-service expansion""]",3
"Which of the following is not possible in a token-passing loop network?","[""Unlimited number of stations"",""Unlimited distances"",""Multiple time division channels"",""In-service expansion""]",0
"Which of the following LAN architectures can be expanded to the greatest total system bandwidth?","[""Digital PBX"",""CSMA\/CD baseband system"",""Token-passing network"",""Broadband cable system""]",0
"Which of the following systems is the most capable of servicing a wide range of applications?","[""Digital PBX"",""CSMA\/CD baseband system"",""Token-passing network"",""Broadband cable system""]",0
"Which of the following cannot be provided in a broadband LAN?","[""Frequency agile modems"",""Closed-circuit TV"",""Voice circuits"",""Fiber optics transmission""]",3
"Which of the following is not possible in a digital PBX using twisted pair transmission?","[""Computer port concentration"",""64-kbps data circuits"",""High-speed file transfers"",""Transmission up to several thousand feet""]",2
"Which of the following is not a motivation in digitizing a voice signal in the telephones of a digital PBX?","[""Simplified control signalling"",""Lower cost telephones"",""Fewer wire pairs"",""Multiplexed voice and data channels""]",1
"The electrical state of the control leads in a serial interface is a concern of","[""The physical layer protocol"",""The data link-layer protocol"",""The network-layer protocol"",""None of the above""]",0
"The X.25 standard specifies a","[""Technique for dial access"",""Technique for start-stop data"",""Data bit rate"",""DTE\/DCE interface""]",3
"The X.25 standard is","[""Required for all packet switching networks"",""A recommendation of the CCITT"",""A complete description of a public data network"",""Used by all packet terminals""]",1
"A protocol is a set of rules governing a time sequence of events that must take place","[""Between peers"",""Between non-peers"",""Across an interface"",""None of the above""]",0
"The X.25 standard for packet networks is analogous to","[""PBX standards for a telephone network"",""Handset standards for a telephone"",""Local loop standards for a telephone network"",""Switching standards for a telephone network""]",2
"The OSI reference model defines the functions for seven layers of protocols","[""Including the user and communications medium"",""Not including the user or communications medium"",""Including the communications medium but not the user"",""Including the user but not the communications medium""]",1
"The X.25 standard covers how many OSI layers?","[""Three"",""Four"",""Seven"",""None""]",0
"A data packet is a packet header together with","[""A network layer"",""An administrative layer"",""User data"",""A packet switch""]",2
"The X.25 standard specifies how many separate protocol layers at the serial interface gateway?","[""8"",""2"",""4"",""3""]",3
"In X.25 network layer protocol, the data packets normally contain","[""One octet of header plus data"",""Two octets of header plus data"",""Three octets of header plus data"",""Four octets of header plus data""]",2
"What is the category of data transmission if the binary pulse is maintained for the entire bit time?","[""Return to zero"",""Bipolar"",""Unipolar"",""Non \u2013 return to zero""]",0
"Which medium is the most widely used in LANs?","[""Twin Lead"",""Fiber \u2013 optic cable"",""Twisted Pair"",""Coax""]",3
"These are used for transmission of PCM encoded time – division multiplexed digital signal.","[""I carriers"",""E carriers"",""A carriers"",""T carriers""]",3
"Which of the following is not a typical FDM application?","[""Telemetry"",""Stereo broadcasting"",""Telephone"",""Secure communications""]",3
"A LAN device that is used to interconnect two networks that use different protocols and formats.","[""Gateways"",""Routers"",""Bridges"",""Hubs""]",0
"A pulse modulation technique as the width of a constant amplitude pulse is varied proportional to the amplitude of the analog signal at the time the signal is sampled.","[""Pulse Width Modulation"",""Pulse Length Modulation"",""Pulse Duration Modulation"",""All of these""]",3
"The FDM telephone systems accommodate many channels by","[""Increasing the multiplexer size"",""Using many final carriers"",""Narrowing the bandwidth of each"",""Using multiple levels of multiplexing""]",3
"It is the transmittal of digitally modulated analog signals (carrier) between two or more points in a communications system.","[""Digital modulation"",""Digital transmission"",""Data communications"",""Pulse modulation""]",0
"Indicate which of the following systems is digital.","[""Pulse-position modulation"",""Pulse-code modulation"",""Pulse\u2013width modulation"",""Pulse-frequency modulation""]",1
"Classification of protocol that interprets a frame of data as a group of successive bit combined into predetermined pattern of fixed length, usually 8 bits each.","[""Character-oriented protocols"",""Byte-oriented protocols"",""Bit-oriented protocols"",""Character and Byte-oriented protocols""]",3
"Dividing the data block by a constant produces a remainder that is used for error detection. It is called the","[""Vertical redundancy check"",""Horizontal redundancy check"",""Block check character"",""Cyclic redundancy check""]",3
"Which of the following is not a benefit of spread spectrum?","[""Jam \u2013 proof"",""Security"",""Immunity of fading"",""Noise proof""]",3
"Converting analog signals to digital is done by sampling and ___________.","[""Quantizing"",""Companding"",""Pre \u2013 emphasis"",""Mixing""]",0
"It is a process of converting an infinite number of possibilities to a finite number of conditions.","[""Sampling"",""Coding"",""Quantization"",""Aliasing""]",2
"In T1, it is equal to the reciprocal of the sample rate","[""Slot Time"",""Transmission time"",""Frame time"",""Bit rate""]",2
"What is the final output of a multiplexer?","[""Baseband"",""Composite baseband"",""Information"",""Composite carrier""]",1
"The baud rate","[""is always equal to the bit transfer rate"",""is equal to twice the bandwidth of an ideal channel"",""is not equal to the signaling rate"",""is equal to one \u2013 half the bandwidth of an ideal channel""]",1
"Bit errors in data transmission are usually caused by","[""equipment failures"",""typing mistakes"",""noise"",""poor S\/N ratio at receiver""]",2
"A digital modulation technique which is a form of constant – amplitude angle modulation similar to standard frequency modulation except the modulating signal is binary signal that varies between two discreet voltage levels.","[""QAM"",""ASK"",""PSK"",""FSK""]",3
"Start and stop bits, respectively, are","[""Mark, space"",""Space, mark"",""Space, space"",""Mark, mark""]",1
"It is the processing of analog signals using digital methods and includes band limiting and signals with filters, amplitude equalization, and phase shifting","[""Digital communications"",""Digital Signal Processing"",""Data communications"",""Carrier recovery method""]",1
"It is a network access method used primarily with LANs configured in a ring topology using either baseband or broadband transmission formats","[""Ethernet"",""Token passing"",""Token ring"",""Token bus""]",1
"A small telephone switching system that can be used as a LAN is called","[""Ring"",""WAN"",""UART"",""PBX""]",3
"The most common method used for sampling voice signals in PCM systems","[""unnatural sampling"",""flat top sampling"",""natural sampling"",""free sampling""]",1
"In PCM, it converts the PAM sampled to parallel PCM codes","[""Analog-to-Digital converter"",""Digital-to-analog converter"",""Pre-emphasis circuit"",""Compander""]",0
"The OSI layer that provides the control functions necessary to establish, manage and terminated the connections as required to satisfy the user request.","[""Application layer"",""Network layer"",""Session layer"",""Physical layer""]",2
"In PAM demultiplexing, the receiver clock is derived from","[""standard radio station WWV"",""a highly accurate internal oscillator"",""the PAM signal itself"",""the 60 Hertz power line""]",2
"It is also known as digital modulation","[""Digital transmission"",""Digital sampling"",""Digital radio"",""Data transmission""]",2
"Time – division multiplex","[""can be used with PCM only"",""combines five groups into supergroup"",""stacks 24 channels in adjacent frequency slots"",""interleaves pulses belonging to different transmissions""]",3
"It is a numerical indication of how efficiently a PCM code is utilized","[""Coding efficiency"",""Companding"",""Pre-emphasis"",""Dynamic Range""]",0
"Type of PCM which is designed to take advantage of the sample-to-sample redundancies in the typical speech waveform","[""Single \u2013 bit PCM code"",""Pulse Code Modulation"",""Differential PCM"",""Delta modulation""]",2
"The Basic Rate Interface (BRI) of ISDN has a total bit rate of _____.","[""192 kbps"",""148 kbps"",""64 kbps"",""1.544 Mbps""]",0
"A form of angle – modulated, constant amplitude digital modulation similar to conventional phase modulation except its input is binary digital signal and there are limited numbers of output phase possible.","[""ASK"",""PSK"",""FSK"",""QAM""]",1
"The main circuit in a PSN generator is ____.","[""XOR"",""Multiplexer"",""Shift register"",""Mixer""]",2
"The circuit that performs demultiplexing in an FDM system is _____.","[""Op \u2013 Amp"",""Bandpass filter"",""Discriminator"",""Subcarrier oscillator""]",2
"__________ defines how a user gets control of the channel so as to allow transmission.","[""channel access"",""collision detection"",""collision avoidance"",""carrier sense""]",0
"The fastest LAN topology is the","[""ring"",""bus"",""star"",""square""]",1
"It is a the symmetrical expectation of the bit error rate in the system","[""probability of errors"",""error detection"",""error control"",""bit error rate""]",0
"It is simply the data rate at which serial PCM bits are clocked out of the PCM encoder onto the transmission line.","[""line speed"",""baud rate"",""output rate"",""bit rate""]",0
"A quantizing is _______.","[""Multiplexer"",""Demultiplexer"",""A\/D converter"",""D\/A converter""]",2
"Refers to the rate of change of a signal on a transmission medium after encoding and modulation have occurred","[""baud rate"",""phase shift"",""bit rate"",""frequency deviation""]",0
"The magnitude difference between adjacent steps in quantization is called __________.","[""Quantum"",""Step size"",""Resolution"",""Any of these""]",3
"It is a set of rules implementing and governing an orderly exchange of data between layers of two devices, such as line control units and front – end processors.","[""Data Link Protocol"",""Network Protocol"",""Point to Point Protocol"",""File Transfer Protocol""]",0
"A signaling system in which each letter of the alphabet is represented by a different symbol is not used because","[""it would be too difficult for an operator to memorize"",""it is redundant"",""noise would introduce too many errors"",""too many pulses per letter are required""]",2
"A modulation process that involves conversion of a waveform from analog to digital form by means of coding.","[""PDM"",""PCM"",""PLM"",""PAM""]",1
"What is the bandwidth required to transmit at a rate of 10 Mbps in the presence of a 28-bd S/N ratio?","[""1.075 MHz"",""10 MHz"",""5 MHz"",""10.5 MHz""]",0
"The slope of the analog signal is greater than the delta modulator can maintain","[""overload distortion"",""granular noise"",""slope overload"",""peak limiting""]",2
"A scheme in which several channels are interleaved and then transmitted together is known as","[""Frequency division multiplex"",""Time division multiplex"",""a group"",""a supergroup""]",1
"The best frequency demodulator is the","[""PLL discriminator"",""Pulse-averaging discriminator"",""Foster-Seeley discriminator"",""Radio detector""]",0
"The circuit switch is a _______ switch.","[""See \u2013 through"",""Transparent"",""Vague"",""Opaque""]",1
"A carrier recovery is needed with","[""FSK"",""BPSK"",""DPSK"",""QAM""]",2
"The Hartley – Shannon theorem sets a limit on the","[""highest frequency that may be sent over a given channel"",""maximum capacity of a channel with a given noise level"",""maximum number of coding levels in a channel with a given noise level"",""maximum number of quantizing levels in a channel of a given bandwidth""]",1
"The phase relationship between signaling elements for BPSK is the optimum signaling format and occurs only when two binary signal levels are allowed and when one signal is the exact negative of the other.","[""Antipodal signaling"",""Carrier recovery"",""Squaring loop"",""Phase referencing""]",0
"Pulse – amplitude modulation signals are multiplexed by using","[""Subcarrier"",""Bandpass filters"",""A\/D converters"",""FET switches""]",3
"It is the ratio of the transmission bit rate to the minimum bandwidth required for a particular modulation scheme.","[""Bandwidth efficiency"",""Spectral efficiency"",""Information density"",""All of these""]",3
"Ethernet is baseband transmission system designed by _____.","[""Thomas Murray and Robert Metcalfe"",""David Boggs and Thomas Murray"",""Thomas Murray and Emile Baudot"",""Robert Metcalfe and David Boggs""]",3
"It is a system where the digital signals are placed directly on the coaxial cable.","[""Broadband"",""Baseband"",""CSMA\/CD"",""Token ring""]",1
"A basic group B","[""Occupies the frequency range from 60 to 108 kHz"",""Consists of erect channels only"",""Is formed at the group translating equipment"",""Consists of 5 supergroups""]",0
"Which of the following is not primarily type of data communications?","[""a telephone"",""teletype"",""telegraph"",""CW""]",0
"Packets which is self – contained and travels through the network independent of other packets of the same message by whatever means available.","[""Packet"",""Frame"",""Datagram"",""Data""]",2
"Transmitting the data signal directly over the medium is referred to as","[""baseband"",""broadband"",""ring"",""bus""]",0
"The main reason that serial transmission is preferred to parallel transmission is that?","[""serial is faster"",""serial requires only a single channel"",""serial requires multiple channels"",""parallel is too expensive""]",3
"Which of the following is not a LAN?","[""PBX system"",""Hospital system"",""Office building system"",""Cable TV system""]",3
"A modulation technique where data rates in excess of 56 kbps can be achieved over telephone circuits","[""ASK"",""Trellis Code Modulation"",""GSK"",""Any of these""]",1
"It is how the primary designates the secondary as the designation of recipient of data.","[""Line turnaround"",""Selection"",""Line control"",""Control Protocol""]",1
"It is the process of compressing and expanding and is a means of improving the dynamic range of communications system.","[""Pre-emphasis"",""Filtering"",""De-emphasis"",""Companding""]",3
"The supergroup pilot is","[""applied to each multiplexing bay"",""used to regulate the gain of individual repeaters"",""applied at each adjustable equalizer"",""fed in at a GTE""]",3
"The time it takes to transmit one TDM frame is called _________.","[""Slot time"",""Frame time"",""Transmission time"",""Any of these""]",1
"It is the thermal noise power normalized to 1-Hz bandwidth","[""power density ratio"",""thermal noise"",""noise power density"",""ambient temperature noise""]",2
"It is the procedure used to decide which device has the permission to transmit at any given time","[""Flow control"",""Sequence control"",""Line control"",""Framing""]",2
"Any rounded – off errors in the transmitted signal are reproduced when the code is converted back to analog in the receiver.","[""Aperture error"",""Quantization error"",""Aperture distortion"",""Slope overload""]",1
"The biggest disadvantage of PCM is","[""its inability to handle analog signals"",""the high error rate which is quantizing noise introduces"",""its incompatibility with TDM"",""the large bandwidths that are required for it""]",3
"T1 stands for","[""Transmission one"",""Telecommunication one"",""Telex one"",""Transmission line one""]",0
"Involves compression in the transmitter after the input sample has been converted to a linear PCM code and then expansion in the receiver prior to PCM coding.","[""analog companding"",""A \u2013 law companding"",""Digital companding"",""U \u2013 law companding""]",2
"Mark and space refer respectively to","[""dot and dash"",""message and interval"",""binary 1 and binary 0"",""on and off""]",2
"Variation of biphase that is used for encoding SMPTE time code data and for recording on video tapes","[""Biphase \u2013 M"",""B8Z"",""Manchester"",""UPNRZ""]",0
"Pulse width modulation may be generated","[""by differentiating pulse position modulation"",""with a monostable multivibrator"",""by integrating the signal"",""with a free running multivibrator""]",1
"The ISDN channel D designates _____ which contains control information.","[""Data"",""Flow"",""Control"",""Bearer""]",0
"A transmission of binary data which involves the transmission of two non – zero voltage level","[""Unipolar"",""Polar"",""Bipolar"",""Non \u2013 return to zero""]",2
"Switching systems","[""improve the efficiency of data transfer"",""are not used in data systems"",""require additional lines"",""are limited to small data networks""]",0
"It involves converting standard logic levels to a form more suitable to telephone transmission lines","[""Transmission line encoding"",""Physical line encoding"",""Digital line encoding"",""Multiplexing""]",2
"The primary advantage of digital transmission","[""economical"",""reliability"",""noise immunity"",""efficiency""]",2
"Part of the PCM system that prevents aliasing or foldover distortion","[""Bandpass filter"",""Anti \u2013 foldover distortion"",""Anti \u2013 aliasing"",""Any of these""]",3
"It is defined as the process of transforming messages or signals in accordance with a definite set of rules.","[""Quantizing"",""Sampling"",""Coding"",""Decoding""]",2
"The PCM code for each channel occupies a fixed time slot called","[""Frame time"",""Baud"",""Transmission time"",""Epoch""]",3
"The building block of a parity or BCC generator is _________.","[""Shift register"",""XOR"",""2 \u2013 to \u2013 4 level converter"",""UART""]",1
"An IC that contains A/D and D/A converters, companders, and parallel-to-serial converters is called a","[""Codec"",""Data converter"",""Multiplexer"",""Modem""]",0
"Data communications refers to the transmission of","[""voice"",""video"",""computer data"",""all of the above""]",2
"The number of amplitude, frequency, or phase changes that take place per second is known as the","[""data rate in bits per second"",""frequency of operation"",""speed limit"",""baud rate""]",3
"The basic modulator and demodulator circuits in PSK are","[""PLLs"",""Balanced modulators"",""Shift registers"",""Linear summers""]",1
"What is the result if the input of ADC is changing while performing conversion?","[""Aperture error"",""Overload distortion"",""Aliasing"",""Aperture distortion""]",3
"Information capacity is convenient to express as","[""baud"",""bits"",""dot length"",""bits per second or bps""]",3
"Which medium is the least susceptible to noise?","[""twin lead"",""fiber \u2013 optic cable"",""twisted pair"",""coax""]",1
"The RS – 232 interface","[""interconnects data sets and the transmission circuits"",""uses several different connectors"",""permits custom wiring of signal lines to the connector pins as desired"",""all of the above""]",0
"The ISDN channel B designates _________.","[""Bearer"",""Data"",""Control"",""Flow""]",0
"Data transmission of the character at a time with start and stop bits is known as what type of transmission?","[""asynchronous"",""serial"",""synchronous"",""parallel""]",0
"Sampling technique that when the tops of the sample pulses retain their natural shape during the sample interval","[""unnatural sampling"",""flat top sampling"",""natural sampling"",""free sampling""]",2
"A modem converts","[""Analog signals to digital"",""Digital signals to analog"",""Digital signals to analog and vice-versa"",""None of these""]",2
"What is the type of mastergroup used for low – capacity microwave systems?","[""A600"",""U600"",""L600"",""L400""]",2
"An FDM hierarchy which is formed by frequency – division multiplexing five groups containing 12 channels each for a combined bandwidth of 240 kHz.","[""Supergroup"",""Group"",""Mastergroup"",""Jumbogroup""]",0
"The result whenever the sampling rate is less than twice the highest audio frequency","[""peak limiting"",""overload distortion"",""alias"",""quantizing noise""]",2
"The most critical and difficult part of receiving a direct – sequence spread spectrum signal is","[""Frequency synthesis"",""Synchronism"",""PSN code generation"",""Carrier recovery""]",1
"An FDM hierarchy which is formed by frequency – division multiplexing 10 super groups together for a combined capacity of 600 voice band message channels","[""Supergroup"",""Group"",""Mastergroup"",""Jumbogroup""]",2
"It is the transmittal of digital signals between to or more points in a communication system.","[""Digital transmittal"",""Digital communications"",""Digital radio"",""Data communications""]",0
"It is logically equivalent to making telephone call through the DDD network except no direct end-to-end connection is made","[""Normal call"",""Completed call"",""Logical call"",""Virtual call""]",3
