question,choices,answer
"Television camera pickup tube is called","[""Vidicon"",""Image orthicon"",""Plumbicon"",""All of the above""]",3
"The television picture tube magnetic fields can be used for","[""Beam focusing"",""Beam deflection"",""Beam production"",""Beam modulation""]",3
"What is the purpose of an indirectly-heated cathode in a cathode ray tube?","[""Beam focusing"",""Beam deflection"",""Beam production"",""Beam modulation""]",2
"Video modulation for television is","[""Amplitude modulation"",""Frequency modulation"",""Vestigial sideband"",""Both amplitude modulation and vestigial sideband""]",3
"Audio modulation for television is","[""Amplitude modulation"",""Frequency modulation"",""Vestigial sideband"",""Both amplitude modulation and vestigial sideband""]",1
"What is the maximum frequency deviation for audio modulation in TV transmission?","[""25 kHz"",""30 kHz"",""50 kHz"",""75 kHz""]",0
"The video carrier and the audio carrier are separated by ____ MHz.","[""4.5"",""5.5"",""6.5"",""7.5""]",0
"In a practical image scanned at the NTSC rate, the spectrum will include components clustered at the fundamentals and harmonics of _____ kHz","[""15.75"",""30"",""12.25"",""45.5""]",0
"Brightness of an image is known as","[""Radiance"",""Chrominance"",""Reflectance"",""Luminance""]",3
"The colors at the vertices of the color triangle are referred to as","[""Primary"",""White"",""Desaturated"",""All of the above""]",0
"A color signal which originate in the camera itself with color television pickup?","[""Red"",""Green"",""Blue"",""All of these""]",3
"What are the three separate signals derived from a matrix in a color TV transmitter?","[""Y, I and Q"",""P, D and Q"",""M, N and O"",""R, S and T""]",0
"Range of a VHF television transmitter","[""54 \u2013 98 MHz"",""54 \u2013 216 MHz"",""54 \u2013 128 MHz"",""54 \u2013 166 MHz""]",1
"Range of a UHF television transmitter","[""470 \u2013 670 MHz"",""470 \u2013 770 MHz"",""470 \u2013 890 MHz"",""470 \u2013 980 MHz""]",2
"What is the width of an AM broadcast channel?","[""30 kHz"",""25 kHz"",""15 kHz"",""200 kHz""]",0
"The following are designations of service areas of AM broadcast station, except:","[""Primary"",""Secondary"",""Tertiary"",""Intermittent""]",2
"The following are parts of the AM broadcast day, except:","[""Daytime"",""Night time"",""Mid-day"",""Experimental period""]",2
"Why is it desirable to have broadcast antennas on marshy land?","[""For better reflection"",""For ground wave radiation"",""For greater absorption"",""For sky wave propagation""]",1
"What is another name for a console pot?","[""Attenuator"",""Gain control"",""Fader"",""Any of these""]",3
"The highest peaks of modulation in AM should be held between what two percentages?","[""85 \u2013 100%"",""65 \u2013 70%"",""50 \u2013 75%"",""75 \u2013 90%""]",0
"What is the name of the second transmitter used when a station operates 24 hours a day?","[""Alternate"",""Reserve"",""Spare"",""Diversity""]",0
"What is a combo operator?","[""Announcer"",""Disk jockey"",""Engineer"",""All of these""]",3
"What term is used to indicate intercom operation in a broadcast station?","[""Communication"",""Talk-back"",""Respond"",""Remote talk""]",1
"What does a red light glowing in a studio indicate?","[""Off the air"",""Floating"",""Experimental"",""On the air""]",3
"What is the attenuator which controls the the output of the program amplifier called?","[""Master gain control"",""Auxiliary gain control"",""Reserve frequency control"",""Auxiliary frequency control""]",0
"The following are important operational requirements during a broadcast, except:","[""Timing"",""Modulation"",""Fidelity"",""AF amplitude""]",1
"What are the names of two unbalanced pads used in broadcasting?","[""T and L"",""K and P"",""R and I"",""H and L""]",0
"What is the advantage of using balanced lines in audio systems?","[""Receive balanced sound"",""Improve fidelity"",""Reduce noise pickup"",""Improve carrier level""]",2
"What is the advantage of using T-pad attenuators over potentiometers?","[""Better energy conversion"",""Better attenuation"",""Match impedance better"",""Any of these""]",2
"What device is used to make up for the high-frequency losses in long AF lines?","[""Signal booster"",""Noise suppressor"",""Line equalizer"",""Compander""]",2
"What is another term meaning “operating power”","[""Licensed power"",""Sideband power"",""Audio power"",""Harmonic power""]",0
"What does maximum rated carrier power referred to?","[""Buffer amplifier power rating"",""Intermediate amplifier power rating"",""Speech amplifier power rating"",""Final-amplifier power rating""]",3
"When are equipment tests made?","[""Mid-day"",""Daytime"",""Night time"",""Experimental period""]",3
"What is the maximum allowable distortion at 80% modulation?","[""3%"",""4%"",""5%"",""6%""]",2
"On what are proof-of-performance tests in broadcasting made?","[""Omnidirectional antennas"",""Directive antennas"",""High gain antennas"",""Any of these""]",1
"Within what limits must the antenna current ratios of a directional antenna be held?","[""3%"",""5%"",""4%"",""1%""]",1
"What monitor is required at the operating position in a broadcast station?","[""Frequency"",""Modulation"",""Fidelity"",""Carrier""]",1
"What monitor may also give an indication of carrier amplitude regulation?","[""Modulation"",""Carrier"",""Fidelity"",""Frequency""]",0
"What device can give the most accurate instantaneous peak-of-modulation indications?","[""Spectrum analyzer"",""Fourier analyzer"",""CRT oscilloscope"",""Frequency probe""]",2
"The item required in program log?","[""Identification"",""Program description"",""Sponsors and network name"",""All of these""]",3
"The item required in an operating log?","[""Antenna power and programs on-off"",""EBS tests"",""Antenna lights and meter readings"",""Any of these""]",3
"The item required in a maintenance log?","[""Meter replacements"",""Antenna current checks"",""Light inspection and experimental period operation"",""Any of these""]",3
"What is the minimum time broadcast station logs must be held?","[""One year"",""Two years"",""Three years"",""Five years""]",1
"What class operator has no restrictions on technical work in a broadcast station?","[""1st phone"",""2nd phone"",""3rd phone"",""4th phone""]",0
"What classes of operators are restricted on technical work in a broadcast station?","[""3rd phone"",""2nd phone"",""4th phone"",""2nd and 3rd phone""]",3
"If improper transmitter indications are given at the remote-control point, what should be done?","[""First phone operator to transmitter"",""Second phone operator to transmitter"",""Third phone operator to transmitter"",""Fourth phone to transmitter""]",0
"How often must IDs be made in a broadcast station?","[""Quarter of an hour"",""Half an hour"",""On the hour"",""On the day""]",2
"Where must station license be posted?","[""Tower"",""Modulators"",""Transmitter"",""Receiver""]",2
"Where operator licenses must be posted?","[""Operating desk"",""Operating position"",""Operating console"",""Anywhere""]",1
"What device is usually used today to measure the frequency of a broadcast station?","[""Multivibrators"",""Counter"",""Ripper"",""Wave meter""]",1
"What does EBS stand for?","[""Electronic Broadcast System"",""Emergency Broadcast System"",""Electronic Base Station"",""Emergency Base Station""]",1
"How often must EBS tests be made?","[""Weekly"",""Daily"",""Monthly"",""Yearly""]",0
"What must non-EBS station have?","[""EBS signal monitor"",""EAN signal monitor"",""EAT signal monitor"",""CPCS signal monitor""]",1
"What stylus material is used in broadcast station?","[""Ruby"",""Gamet"",""Emerald"",""Diamond""]",3
"What advantage is there to having heavy turntables?","[""Constant speed"",""Less vibration"",""Rumble"",""All of these""]",3
"What is the width of recording tapes?","[""0.5 inch"",""0.75 inch"",""0.125 inch"",""1 inch""]",2
"What frequency is used to erase tapes?","[""Supersonic"",""Subsonic"",""Ultrasonic"",""Infrasonic""]",0
"What tape speed produces highest fidelity of audio?","[""20 in\/sec"",""15 in\/sec"",""10 in\/sec"",""5 in \/sec""]",1
"What should be used to clean recording heads?","[""Methanol"",""Ethyl Alcohol"",""Isopropyl alcohol"",""Rubbing alcohol""]",2
"What impedance is usually used with broadcast microphones?","[""All of these"",""150 ohms"",""250 ohms"",""600 ohms""]",0
"In what log is antenna-light information entered?","[""Maintenance log"",""Program log"",""Operating log"",""Logging log""]",0
"What was the name of the first TV camera tube?","[""Vidicon"",""Iconoscope"",""Image orthicon"",""Kinescope""]",1
"Which camera tube requires electron multipliers?","[""Vidicon"",""Iconoscope"",""Image orthicon"",""Kinescope""]",2
"The colors found around the perimeter of the color triangle are said to be","[""Saturated"",""Dark"",""Light"",""Monochrome""]",0
"At what position on the color triangle will saturated yellow be located?","[""Between red and blue"",""Between red and green"",""Between blue and green"",""At the center""]",1
"What is the phase difference between the I and Q color signal carriers?","[""0\u00b0"",""45\u00b0"",""60\u00b0"",""90\u00b0""]",3
"_____ is the most effective filter for separating luminance and chrominance frequency components.","[""Low pass"",""Band pass"",""Notch"",""Comb""]",3
"The chrominance processing circuits can be deactivated when monochrome broadcasts are received by the","[""Color killer"",""SAW filter"",""NOT gate"",""All of the above""]",0
"What is the standard video level, in percent PEV, for blanking?","[""25 %"",""0 %"",""12.5 %"",""75 %""]",3
"What is the percent video level, in percent PEV, for black?","[""0 %"",""25 %"",""12.5 %"",""70 %""]",3
"What is the standard video level, in percent PEV, for white?","[""0 %"",""12.5 %"",""25 %"",""70 %""]",0
"One should first perform _____ before a convergence setup is performed.","[""Gray tracking"",""Screen setting"",""Alignment"",""Degaussing""]",3
"If there are too many harmonics, one should check the","[""Coupling"",""Tuning of circuits"",""Shielding"",""Any of these""]",3
"In transmitter amplifier design, an even-order harmonics can be prevented or reduced by","[""Using a push-pull amplifier"",""Operating class C"",""Operating class AB"",""All of these""]",0
"The vertical and horizontal pulses are separated at the","[""Sync separator"",""AFC"",""High voltage"",""AGC""]",0
"The reason why buffer stage is included in a transmitter is to","[""Present a constant load to the oscillator stage"",""Present a low impedance to the oscillator stage"",""Stop the oscillator from generating parasitic oscillations"",""All of these""]",0
"Where is the operating position of a radio station?","[""On the bridge"",""At the control point"",""At the location of the receiver"",""At the location of the transmitter""]",0
"The alignment of the three color guns to a common point is known as","[""Blooming"",""Confetti"",""Demodulation"",""Convergence""]",3
"A _____ is equivalent to 525 scanning lines","[""Field"",""Frame"",""Cycle"",""Interface set""]",1
"A _____ represents one set of 262 ½ scanning lines","[""Field"",""Frame"",""Cycle"",""Interface set""]",0
"The number of scanning lines is _____ per second","[""14750"",""15570"",""15750"",""16550""]",2
"Picture frames are repeated at the rate of _____ per second","[""25"",""30"",""40"",""50""]",1
"Lack of raster is an indication of no","[""AGC"",""High voltage"",""Video signal"",""Television signal""]",1
"The sound and video signals are separated at the _____ of the TV receiver","[""IF stage"",""Video amplifier"",""Video detector"",""Burst separator""]",2
"The presence of color bars is an indication that there is a problem in the _____ circuit","[""Horizontal"",""Reactor"",""Burst separator"",""Chroma amplifier""]",1
"Type of emission produced when a frequency modulated transmitter is modulated by a TV signal","[""A3F"",""F3F"",""A3C"",""F3C""]",1
"What is emission A3F?","[""RTTY"",""SSB"",""TV"",""Modulated CW""]",2
"What is emission F3F?","[""Facsimile"",""Modulated CW"",""Television"",""RTTY""]",2
"Cause of slow rising white “hum bars” is the television","[""Pad filter"",""Bad rectifier"",""Bad picture tube"",""High voltage transformer""]",0
"Adjusting the _____ may eliminate color confetti","[""Color chroma amplifier"",""Color killer"",""Color detector"",""Color oscillator""]",1
"Video signal amplitude determine the picture quality called","[""Chrominance"",""Brightness"",""Contrast"",""Luminance""]",2
"Part of broadcast day from midnight to local sunrise","[""Daytime"",""Experimental"",""Nighttime"",""Dawntime""]",1
"Part of broadcast day from local sunset to local sunrise","[""Dawntime"",""Nighttime"",""Daytime"",""Experimental""]",1
"What causes snow in television?","[""High Q in the tuned circuit"",""Excessive gain"",""Random noise in the signal"",""Insufficient wave traps""]",2
"Vestigial sideband is known as _____ type of emission","[""CF3"",""C3F"",""B8E"",""A3E""]",1
"Vestigial sideband modulation is commonly used in","[""TV broadcasting"",""Monaural broadcasting"",""Stereo broadcasting"",""HF point-to-point communications""]",0
"Which of the following filters block FM radio band for TV channels (2 to 13)?","[""High-pass filter"",""Low-pass filter"",""Band pass filter"",""Band-reject filter""]",3
"The FM broadcast band is from","[""535 to 1600 kHz"",""30 to 300 kHz"",""88 to 108 MHz"",""300 to 2000 MHz""]",2
"The type of emission used by standard AM radio broadcast","[""A5C"",""A0"",""A3"",""F3""]",2
"The standard AM radio broadcast belongs to which frequency band?","[""MF"",""HF"",""VHF"",""LF""]",0
"When were UHF channels (14 – 83) of television added?","[""1902"",""1945"",""1947"",""1952""]",3
"When was colored TV standards established in the United States?","[""1904"",""1945"",""1953"",""1960""]",2
"What synchronizes the horizontal line of the TV picture tube?","[""HFC"",""HSC"",""HAFC"",""All of these""]",2
"A measure of how well the receiver can respond to every weak signals/","[""Selectivity"",""Sensitivity"",""Fidelity"",""Quality factor""]",1
"What is the allowable frequency deviation of a commercial FM broadcast band?","[""15 kHz"",""75 kHz"",""5 kHz"",""100 kHz""]",1
"The final amplifier of either FM or AM transmitter is operated as","[""Class A"",""Class B"",""Class C"",""Class D""]",2
"Standard AM broadcasting use _____ for greater and efficient coverage","[""Circular polarized wave antenna"",""Horizontal polarized wave antenna"",""Both vertical and horizontal polarized wave antenna"",""Vertical polarized wave antenna""]",3
"Receiver sensitivity means","[""The frequency allocation of the system"",""Input impedance of the receiver"",""The ability of picking up weak signal"",""The power to deliver the information""]",2
"The main functions of the RF amplifier in a superheterodyne receiver is to","[""Provide improved tracking"",""Permit better adjacent-channel rejection"",""Improve the rejection of the image frequency"",""All of these""]",2
"Local oscillator of a broadcast receiver always tunes to a frequency higher than the incoming frequency in order","[""To help the image frequency rejection"",""To allow easy tracking"",""To allow adequate frequency coverage without switching"",""All of these""]",2
"Type of filter used in TV receivers that separates the chroma signal from the colorplexed video signal but leaves intact the Y-component","[""Comb filter"",""Bandpass filter"",""Color filter"",""Low pass filter""]",0
"What is the first letter-symbol for emission of unmodulated carrier?","[""A"",""N"",""H"",""F""]",1
"The frequency range for cable TV channel T-13","[""23.75 \u2013 29.75 MHz"",""60 \u2013 66 MHz"",""41.75 \u2013 47.55 MHz"",""5.75 \u2013 11.75 MHz""]",0
"Channel 8 frequency range allocation in cable TV","[""54 \u2013 60 MHz"",""66 \u2013 72 MHz"",""180 \u2013 186 MHz"",""204 \u2013 210 MHz""]",2
"The _____ of a television system is a measure of its ability to delineate picture detail","[""Contrast"",""Resolution"",""Hue"",""Pixels""]",1
"CCIR standards for the internal exchange of programmes on film for television used","[""Rec 265-6"",""Rec 407-4"",""Rec 408-5"",""Rec 450-1""]",0
"CCIR transmission standards for FM sound broadcasting at VHF","[""Rec 601.2"",""Rec 501.2"",""Rec 500.4"",""Rec 450.1""]",3
"ISO Rec 23 in 1976 is the standard for","[""Recorded characteristics for magnetic sound records on full cost 16 mm motion picture film"",""Projector usage of 16 mm motion picture films for direct front projector"",""Camera usage of 35 mm motion picture film"",""Camera usage of 16 mm motion picture film""]",2
"International broadcasting (short wave) uses frequency between _____ accordance with international agreements","[""7012 and 26100 kHz"",""6409 and 26100 kHz"",""5950 and 26100 kHz"",""10950 and 26100 kHz""]",2
"Which of the following station below is a regional channel?","[""Class I-A"",""Class II-D"",""Class III-B"",""Class IV""]",2
"The permissible power in kW of station II-A during nighttime is","[""0.25 \u2013 50"",""10 \u2013 50"",""1 \u2013 5"",""None of these""]",0
"The television frequency which are now allocated to the land mobile services","[""806 and 192 MHz"",""800 and 806 MHz"",""668 and 674 MHz"",""776 and 782 MHz""]",0
"Numerical frequency band designation of channel 9","[""488 \u2013 494 MHz"",""530 \u2013 536 MHz"",""632 \u2013 638 MHz"",""186 \u2013 192 MHz""]",3
"Cable TV systems originate from","[""Germany"",""Dallas, Texas"",""Pennsylvania"",""Japan""]",2
"A term applied to third and higher order products, which can greatly degrade the performance of a system","[""Composite triple beat"",""Single dual mode"",""Field strength"",""Noise""]",0
"A station similar to a translator station in terms of equipment and service area but is permitted to originate originate programming from virtually any source","[""DME"",""LPTV"",""HDTV"",""ITFS""]",1
"Three stations are licensed to eligible educational entities for the distribution of program material to students enrolled in instructional curricula","[""Translator"",""LPTV"",""HDTV"",""ITFS""]",3
"ITFS means","[""International Television Frequency Standard"",""Instructional Telephone Frequency Service"",""Instructional Television Fixed Service"",""International telecommunications Frequency Standard""]",2
"MDS means","[""Multipoint Distribution Service"",""Multipoint Digital Service"",""Maritime Data Standards"",""Multipoint Drop Standards""]",0
"Direct broadcast satellite based allocation","[""12.2 \u2013 12.7 GHz downlink"",""17.3 \u2013 17.8 GHz for uplink"",""3.7 \u2013 4.2 GHz for downlink"",""12.2 \u2013 12.7 GHz for downlink and 17.3 \u2013 17.8 GHz for uplink""]",3
"What is the channel number of an FM station with 88.1 MHz carrier?","[""201"",""202"",""203"",""204""]",0
"What is the carrier frequency of an FM station with channel number of 300?","[""107.5 MHz"",""101.1 MHz"",""107.9 MHz"",""99.5 MHz""]",2
"If an FM station has an effective radiated power of 100 kW then it is under what class?","[""Class A"",""Class B"",""Class C"",""Class D""]",2
"The video signal amplitude determines the quality of the picture otherwise known as","[""Hue"",""Luminance"",""Chrominance"",""Contrast""]",3
"_____ is defined as to “send out in all direction”","[""Broadcast"",""Announce"",""Media"",""All of these""]",0
"The ultimate Dolby surround system is the","[""Dolby NR"",""Dolby Prologic"",""dBx"",""hall matrix""]",1
"With vertical retrace time of 635 us, the number of complete horizontal lines scanned during vertical flyback is","[""10"",""20"",""30"",""63""]",0
"One-half line spacing between the start positions for scanning even and odd fields produces","[""Linear scanning"",""Linear pairing"",""Fishtailing"",""Exact interlacing""]",3
"In facsimile transmission, if the drum diameter is 60 mm and scanning pitch is 0.1 mm, calculate the index of cooperation using IEEE recommendation.","[""1885"",""600"",""1900"",""984""]",0
"In the interlaced frame, alternate lines are skipped during vertical scanning because the","[""Trace is slower than retrace"",""Vertical scanning frequency is doubled from the 30-Hz frame rate to the 60-Hz field rate"",""Horizontal scanning is slower than vertical scanning"",""Frame has the aspect ratio of 4:3""]",1
"With ten percent for horizontal flyback, this time equals","[""10 us"",""5 us"",""6.4 us"",""83 us""]",2
"Which of the following is not true?","[""Line pairing indicates poor interlacing"",""People will look tall and thin on square raster on the picture tube screen"",""A person can appear to have one shoulder wider than the other because of nonlinear horizontal scanning"",""The keystone effect produces a square raster""]",3
"The width of a vertical sync pulse with its serrations includes the time of","[""6 half lines or 3 lines"",""Three half lines"",""Five lines"",""Five half lines""]",0
"Sawtooth generator circuits produce scanning raster, but the sync pulse are needed for","[""Linearity"",""Timing"",""Keystoning"",""Line pairing""]",1
"Which of the following frequencies is wrong?","[""15, 750 90 Hz for horizontal sync and scanning"",""60 Hz for vertical sync and scanning"",""31, 500 Hz for equalizing pulses and serrations in the vertical sync pulse"",""31, 500 Hz for the vertical scanning frequency""]",3
"The modulated picture carrier wave includes the composite video signal as the","[""Average carrier level"",""Symmetrical envelope of amplitude variations"",""Lower sideband without upper sideband"",""Upper envelope without the lower envelope""]",1
"Which of the following statements is true?","[""Negative transmission means the carrier amplitude decrease for black"",""Negative transmission means the carrier amplitude decreases for white"",""Vestigial sideband transmission means both upper and lower sidebands are transmitted for all modulating frequencies"",""Vestigial sideband transmission means the modulated picture carrier signal has only the upper envelope""]",1
"With 2 MHz video signal modulating the picture carrier for channel $ (66 to 72 MHz), which of the following is transmitted?","[""66- MHZ carrier and 68-MHz upper side frequency"",""71.75 MHz carrier, with 69- and 73- MHz carrier"",""67.25-MHz carrier, with 65.25- and 69.25- MHz side frequencies"",""67.25 MHz carrier and 69.25 MHz upper side frequency""]",3
"With 0.5 MHz video signal modulating the picture carrier,","[""Both upper and lower side frequencies are transmitted"",""Only the upper side frequency is transmitted"",""Only the lower side frequency is transmitted"",""No side frequency are transmitted""]",0
"In all standard television broadcast channels he difference between picture and sound carrier frequencies is","[""0.25 MHz"",""1.25 MHz"",""4.5 MHz"",""6 MHz""]",2
"The difference between sound carrier frequencies in two adjacent channels equals","[""0,25 MHz"",""1.25 MHz"",""4.5 MHz"",""6 MHz""]",3
"With 7% black setup, maximum black in picture corresponds to what percent amplitude in the modulated carrier signal?","[""5"",""68"",""75"",""95""]",1
"Line-of-sight transmission is a characteristic of propagation for the","[""VHF and UHF bands"",""VHF bands but not the UHF band"",""Low radio frequencies below a MHz"",""AM picture signal but not the FM sound signal""]",0
"In channel 14, 3.58 MHz color signal is transmitted at the frequency of","[""471.25 MHz"",""473.25 MHz"",""474.83 MHz"",""475. 25 MHz""]",2
"The difference between the sound carrier and color subcarrier frequencies is","[""4.5 MHz"",""1.25 MHz"",""0.92 MHz"",""0.25 MHz""]",2
"Brightness variations of the picture information are in which signal?","[""I"",""Q"",""Y"",""R-Y""]",2
"The hue 1800 out of phase with red is","[""Cyan"",""Yellow"",""Green"",""Blue""]",0
"Greater peak-to-peak amplitude of the 3.58-MHz chrominance signal indicates more","[""White"",""Yellow"",""Hue"",""Saturation""]",3
"The interesting beat frequency of 920 kHz is between the 3.58-MHz color subcarrier and","[""4.5- MHz intercarrier sound"",""Picture carrier"",""Lower adjacent sound"",""Upper adjacent picture""]",0
"The hue of color sync phase is","[""Red"",""Cyan"",""Blue"",""Yellow-green""]",3
"Which signal has color information for 1.5 MHz bandwidth?","[""I"",""Y"",""R \u2013 Y"",""B \u2013 Y""]",0
"Which of the following is false?","[""I video hues are orange or cyan"",""The transmitter matrix output includes Y, I and Q video"",""A three-gun picture tube can serve as a matrix"",""A full saturated color is mostly white""]",3
"The color with the most luminance is","[""Red"",""Yellow"",""Green"",""Blue""]",1
"What is the hue of the color 90 degrees leading sync burst phase?","[""Yellow"",""Cyan"",""Blue"",""Orange""]",1
"The average voltage value of the 3.58 MHZ modulated chrominance signal is","[""Zero for most colors"",""Close to black for yellow"",""The brightness of the color"",""The saturation of the color""]",2
"The IF value for the color in receivers, for any station, is","[""0.5 MHz"",""1.5 MHz"",""3.58 MHz"",""4.5 MHz""]",2
"If the 3.58 MHz C amplifier in the receiver does not operate, the result will be","[""No color"",""No red"",""Too much blue"",""Too much yellow""]",0
"Which of the following is not tuned to 3.58 MHz?","[""Burst amplifier"",""Video preamplifier"",""Chroma amplifier"",""Color demodulator input""]",1
"When B – Y and Y signal are combined, the result is","[""Blue video"",""3.58 MHz chroma"",""Red video"",""Green video""]",0
"The phase angle between B – Y and R – Y is","[""180\u00b0"",""57\u00b0"",""0\u00b0"",""90\u00b0""]",3
"Which of the following applies for a monochrome program?","[""Chroma amplifier on"",""Y video amplifier off"",""Color killer on"",""Picture tube off""]",2
"The manual color control is generally in which circuit?","[""Red video output"",""Y video output"",""Chroma bandpass amplifier"",""R \u2013 Y demodulator""]",2
"The contrast control is generally in which circuit","[""Red video output"",""Y video output"",""Chroma bandpass amplifier"",""R \u2013 Y demodulator""]",1
"If the color oscillator does not operate, the result will be","[""No picture"",""No color"",""Incorrect hues"",""No color sync""]",1
"The hue of the color sync burst phase is","[""Red"",""Blue"",""Magenta"",""Yellow-green""]",3
"The balance for Y video signals to the three guns in the picture tube is set by the","[""Drive controls"",""Contrast control"",""Screen control"",""Color control""]",0
"The voltage wave shape in the output of the vertical amplifier is a","[""Trapezoid"",""Sawtooth"",""Rectangle"",""Square""]",0
"An auto transformer in the vertical output circuit","[""Steps up voltage for the scanning coils"",""Isolates the scanning coils for B+ voltage in the primary"",""Isolates the oscillator and output stages"",""Does not isolate the secondary from dc voltage in the primary""]",3
"Vertical flyback pulses at the plate of the vertical output tube are for retrace blanking at the picture tube","[""Cathode"",""Control grid"",""Screen grid"",""Anode""]",0
"The top of the picture is stretched with too much height. To correct this","[""Vary the vertical hold control"",""Reduce height with the vertical linearity control"",""Increase height with the size control"",""Replace the vertical oscillator tube""]",1
"Peak-to-peak sawtooth scanning current in the vertical coils can be","[""0.7 mA"",""0.7 A"",""50 A"",""150 uA""]",1
"A push-pull amplifier in the vertical output circuit","[""Usually operates class C"",""Can use PNP and NPN transistor"",""Cannot be used"",""Generally uses two beam-power pentodes""]",1
"Which stage is not necessary for producing horizontal output?","[""Horizontal oscillator"",""Horizontal amplifier"",""Damper"",""Horizontal AFC""]",3
"The frequency of the sawtooth current in the horizontal amplifier is","[""60 Hz"",""10500 Hz"",""15750 Hz"",""70 kHz""]",2
"When the horizontal amplifier is conducting peak plate current, the electron scanning beam is at the","[""Left edge of the raster"",""Right edge of the raster"",""Center of trace"",""Center of flyback""]",1
"What is the maximum transmitting power permitted an amateur station in beacon operation?","[""10 W PEP output"",""100 W PEP output"",""500 W PEP output"",""1500 W PEP output""]",1
