question,A,B,C,D,E,answer,explanation
<p>The final step in the device programming sequence is ________.</p>,compiling,downloading,simulation,synthesis,,B,
"<p>Most look-up tables in field-programmable gate arrays (FGPAs) use ________ inputs, resulting in ________ possible outputs.</p>","4,16","8,16","4,12","6,12",,A,
<p>What is the defining difference between microprocessor/DSP systems and other digital systems?</p>,The digital system follows a programmed sequence of instructions that the designer specified.,The microprocessor follows a programmed sequence of instructions that the designer specified.,The digital system is faster.,The microprocessor/DSP is faster.,,A,
<p>Why have PLDs taken over so much of the market?</p>,One PLD does the work of many ICs.,The PLDs are cheaper.,Less power is required.,All of the above,,D,
<p>CLB is the acronym for ________.</p>,Configurable Logic Block,Configurable Logic Buffer,Critical Logic Buffer,Constant Logic Buffer,,A,
<p>What can the GAL22V10 do that the GAL16V8 cannot?</p>,It has an extra-large array.,It is in-system programmable.,It has twice the special function pins.,All of the above,,B,
"<p><p>The output of this circuit is always ________.</p>
<p><img src=""/_files/images/digital-electronics/digital-fundamentals/mcq11_00800.gif""/></p></p>",1,0 ,A,"<span style=""text-decoration:overline"">A</span>",,D,
<p>A circuit that implements a combinational logic function by storing a list of output values that correspond to all possible input combinations is a(n) ________.</p>,output logic macrocell,look-up table,parallel logic expander,logic element,,B,
<p>By adding an OR gate to a simple programmable logic device (SPLD) the foundation for a(n) ________ is made possible.</p>,PAL,PLA,CPLD,EEPROM,,A,
<p>What does the Altera FLEX10K PLD use in place of AND and OR arrays?</p>,"Nothing, it uses AND and OR arrays.",Look-up tables,SRAM-based memory,HPLD architecture,,B,
<p>PIA is an acronym for ________.</p>,Programmable Interface Array,Post Integrated Array,Programmable Input Array,Programmable Interconnect Array,,D,
<p>Which one of the following is an embedded function of the Stratix II FPGA?</p>,AND-OR logic,Programmable SOP,Digital signal processing,None of the above,,C,
"<p>In an OLMC, where does the FMUX signal go?</p>",OMUX,D flip-flop,Matrix,PAL,,C,
<p>Which of the following testing procedures has one or more external moving parts?</p>,Bed-of-nails,Flying probe,EXTEST,Boundary scan,,B,
"<p>Field-programmable gate arrays (FGPAs) use ________ memory technology, which is ________.</p>","DRAM, nonvolatile","SRAM, nonvolatile","SRAM, volatile","RAM, volatile",,C,
<p>A PAL16L8 has:</p>,10 inputs and 8 outputs.,8 inputs and 8 outputs.,16 inputs and 16 outputs.,16 inputs and 8 outputs.,,A,
<p>Now many times can a GAL be erased and reprogrammed?</p>,0,At least 100,At least 1000,"Over 10,000",,B,
<p>MPGA stands for:</p>,mass produced gated array.,Morgan-Phillips gated array.,memory programmed ROM.,mask programmed ROM.,,D,
<p>Which of the following increases the number of product terms by borrowing unused product from other macrocells?</p>,Shared expander,Parallel expander,Series expander,Slice expander,,B,
<p>Which is a mode of operation of the GAL16V8?</p>,Simple mode,Complex mode,Registered mode,All of the above,,D,
<p>Which of the following testing procedures uses the JTAG IEEE standard?</p>,Bed-of-nails,Flying probe,EXTEST,Boundary scan,,D,
<p>The macrocells in a PAL/GAL are located ________.</p>,after the programmable AND arrays,ahead of the programmable AND arrays,at the input terminals,at the output terminals,,A,
<p>The content of a simple programmable logic device (PLD) consists of:</p>,fuse-link arrays,thousands of basic logic gates,advanced sequential logic functions,thousands of basic logic gates and advanced sequential logic functions,,D,
<p>Which is a major digital system category?</p>,Standard logic devices,ASICs,Microprocessor/DSP devices,All of the above,,D,
<p>What is the input/output pin configuration of the GAL22V10?</p>,10 output pins and 12 input pins,2 special-purpose pins,8 pins that are either inputs or outputs,All of the above,,A,
"<p><p>The output of this circuit is always ________.</p>
<p><img src=""/_files/images/digital-electronics/digital-fundamentals/mcq11_00700.gif""/></p></p>",1,0  ,A,"<span style=""text-decoration:overline"">A</span>",,C,
<p>What does a dot mean when placed on a PLD circuit diagram?</p>,A point that is programmable,A point that cannot change,An intersection of logic blocks,An input or output point,,B,
<p>FPGA is the acronym for ________.</p>,Flexible Programming [of] Generic Assemblies,Field Programmable Generic Array,Field Programmable Gate Array,Field Programmer's Gate Assembly,,C,
<p>How many combinations are handled in an LUT?</p>,4,8,16,32,,C,
<p>Which of the following is true?</p>,Altera uses PAL architecture and Xilinx uses PLA architecture.,Altera uses PLA architecture and Xilinx uses PAL architecture.,Altera and Xilinx both use PAL architecture.,Altera and Xilinx both use PLA architecture.,,A,
<p>What is the status of a tristate output buffer on a MAX7000S family device?</p>,It is permanently enabled or disabled.,It is controlled by one of the two global output enable pins.,It is controlled by other inputs or functions generated by other macrocells.,All of the above,,D,
<p>GAL is an acronym for ________.</p>,Generic Array Logic,General Array Logic,Giant Array Logic,Generic Analysis Logic,,A,
<p>What gives a GAL its flexibility?</p>,Its speed,Its reprogrammable EPROM,Its large logic arrays,Its programmable OLMCs,,D,
<p>What programmable technology is used in FPGA devices?</p>,SRAM,FLASH,Antifuse,All of the above,,D,
<p>What is an EPM7128S?</p>,An Altera MAX7000S CPLD,An Altera UP2,A DeVry eSOC,A BSR PL DT-2,,A,
<p>An SPLD listed as 22V10 has ________.</p>,"10 inputs, 10 outputs, and requires a 22 V power source","11 inputs, 11 outputs, and requires a 10 V power source",22 inputs and 10 outputs,10 inputs and 22 outputs,,C,
<p>The Altera MAX 7000 series ________.</p>,uses an E<sup>2</sup>PROM process technology,can have between 2 and 16 LABS and I/O control blocks,is available with DC supply voltages between 2.5 V and 5 V,all of the above,,D,
<p>A macrocell basically contains ________.</p>,a programmable AND-OR gate array and some input buffers,an OR-gate array and some output logic,an AND-OR gate array and some output logic,licensed programming,,B,
<p>The complex programmable logic device (CPLD) features a(n) ________ type of memory.</p>,volatile,nonvolatile,EPROM,volitile EPROM,,B,
<p>How many macrocells are in a MAX700S LAB?</p>,8,16,32,64,,B,
<p>Which is not a type of PLD?</p>,SPLD,HPLD,CPLD,FPGA,,B,
<p>An SPLD listed as 16H8 would have ________.</p>,active-HIGH outputs,active-LOW outputs,variable-level outputs,latches at the outputs,,A,
<p>Which type of PLD could be used to program basic logic functions?</p>,PLA,PAL,CPLD,all the above,,D,
<p>The complex programmable logic device (CPLD) contains several PAL-type simple programmable logic devices (SPLDs) called:</p>,macrocells,microcells,AND/OR arrays,fuse-link arrays,,A,
<p>Which is not a part of a GAL16V8's OLMC?</p>,TSMUX,OMUX,FMUX,PSMUX,,D,
<p>What is PROM?</p>,SPLD,QPLD,HPLD,PLD,,D,
<p>A slice consists of ________.</p>,only two logic cells,between 2 and 8 logic cells,up to 16 logic cells,a single CLB,,A,
<p>Product terms are the outputs of which type of gate within a PLD array?</p>,OR,XOR,AND,flip-flop,,C,
