question,choices,answer
"Evaluate the first derivative of the implicit function: 4x<sup>2</sup> + 2xy + y<sup>2</sup> = 0","[""(4x + y) \/ (x + y)"",""\u2013[(4x + y) \/ (x + y)]"",""(4x \u2013 y) \/ (x + y)"",""\u2013[(4x + y) \/ (x \u2013y)]""]",1
"Find the derivative of (x + 5) / (x<sup>2</sup> – 1) with respect to x.","[""DF(x) = (-x<sup>2<\/sup> \u2013 10x \u2013 1) \/ (x<sup>2<\/sup> \u2013 1)<sup>2<\/sup>"",""DF(x) = (x<sup>2<\/sup> + 10x \u2013 1) \/ (x<sup>2<\/sup> \u2013 1)<sup>2<\/sup>"",""DF(x) = (x<sup>2<\/sup> \u201310x \u2013 1) \/ (x<sup>2<\/sup> \u2013 1)<sup>2<\/sup>"",""DF(x) = (-x<sup>2<\/sup> \u201310x + 1) \/ (x<sup>2<\/sup> \u2013 1)<sup>2<\/sup>""]",0
"If a simple constant, what is the derivative of y = xa?","[""a xa \u2013 1"",""(a \u2013 1)x"",""xa \u2013 1"",""ax""]",0
"Find the derivative of the function 2x<sup>2</sup> + 8x + 9 with respect to x.","[""Df(x) = 4x \u2013 8"",""Df(x) = 2x + 9"",""Df(x) = 2x + 8"",""Df(x) = 4x + 8""]",3
"What is the first derivative dy/dx of the expression (xy)<sup>x</sup> = e?","[""\u2013 y(1 + ln xy) \/ x"",""0"",""\u2013 y(1 \u2013 ln xy) \/ x<sup>2<\/sup>"",""y\/x""]",0
"Given the equation: y = (e ln x)<sup>2</sup>, find y’.","[""ln x"",""2 (ln x) \/ x"",""2x"",""2 e ln x""]",2
"Find the derivatives with respect to x of the function √(2 – 3x<sup>2</sup>)","[""-2x<sup>2<\/sup> \/ \u221a(2 \u2013 3x<sup>2<\/sup>)"",""-3x \/ \u221a(2 \u2013 3x<sup>2<\/sup><strong>)<\/strong>"",""-2x<sup>2<\/sup> \/ \u221a(2 + 3x<sup>2<\/sup>)"",""-3x \/ \u221a(2 + 3x<sup>2<\/sup>)""]",1
"Differentiate ax<sup>2</sup> + b to the ½ power.","[""-2ax"",""2ax"",""2ax + b"",""ax + 2b""]",1
"Find dy/dx if y = ln √x","[""\u221ax \/ ln x"",""x \/ ln x"",""1 \/ 2x"",""2 \/ x""]",2
"Evaluate the differential of tan Ѳ.","[""ln sec \u0472 d\u0472"",""ln cos \u0472 d\u0472"",""sec \u0472 tan \u0472 d\u0472"",""sec<sup>2<\/sup> \u0472 d\u0472""]",3
"If y = cos x, what is dy/dx?","[""sec x"",""\u2013sec x"",""sin x"",""\u2013sin x""]",3
"Find dy/dx: y = sin (ln x2).","[""2 cos (ln x<sup>2<\/sup>)"",""2 cos (ln x<sup>2<\/sup>) \/ x"",""2x cos (ln x<sup>2<\/sup>)"",""2 cos (ln x<sup>2<\/sup>) \/ x<sup>2<\/sup>""]",1
"The derivative of ln (cos x) is:","[""sec x"",""\u2013sec x"",""\u2013tan x"",""tan x""]",2
"Find the derivative of arc cos 4x with respect to x.","[""-4 \/ [1 \u2013 (4x)^2]^2"",""-4 \/ [1 \u2013 (4x)]^0.5"",""4 \/ [1 \u2013 (4x)^2]^0.5"",""-4 \/ [(4x)^2 \u2013 1]^0.5""]",1
"What is the first derivative of y = arc sin 3x.","[""\u2013[3 \/ (1 + 9x<sup>2<\/sup>)]"",""3 \/ (1 + 9x<sup>2<\/sup>)"",""\u2013[3 \/ \u221a(1 \u2013 9x<sup>2<\/sup>)]"",""3 \/ \u221a(1 \u2013 9x<sup>2<\/sup>)""]",3
"If y = x (ln x), find d<sup>2</sup>y / dx<sup>2</sup>.","[""1 \/ x<sup>2<\/sup>"",""-1 \/ x"",""1 \/ x"",""-1 \/ x<sup>2<\/sup>""]",2
"Find the second derivative of y = x – 2 at x = 2.","[""96"",""0.375"",""-0.25"",""-0.875""]",1
"Given the function f(x) = x<sup>3</sup> – 5x + 2, find the value of the first derivative at x = 2, f’ (2).","[""7"",""3x<sup>2<\/sup> \u2013 5"",""2"",""8""]",0
"Given the function f(x) = x to the 3rd power – 6x + 2, find the value of the first derivative at x = 2, f’(2)","[""6"",""3x<sup>2<\/sup> \u2013 5"",""7"",""8""]",0
"Find the partial derivatives with respect to x of the function: xy<sup>2</sup> – 5y + 6.","[""y<sup>2<\/sup> \u2013 5"",""xy \u2013 5y"",""y<sup>2<\/sup>"",""2xy""]",2
"Find the point in the parabola y<sup>2</sup> = 4x at which the rate of change of the ordinate and abscissa are equal.","[""(1, 2)"",""(2, 1)"",""(4, 4)"",""(-1, 4)""]",0
"Find the slope of the line tangent to the curve y = x<sup>3</sup> – 2x + 1 at x = 1.","[""1"",""\u00bd"",""1\/3"",""\u00bc""]",0
"Determine the slope of the curve x<sup>2</sup> + y<sup>2</sup> – 6x – 4y – 21 = 0 at (0, 7).","[""3\/5"",""-2\/5"",""-3\/5"",""2\/5""]",0
"Find the slope of the tangent to a parabola y = x<sup>2</sup> at a point on the curve where x = ½.","[""0"",""1"",""\u00bc"",""-1\/2""]",1
"Find the slope of the ellipse x<sup>2</sup> + 4y<sup>2</sup> – 10x + 16y + 5 = 0 at the point where y = -2 + 80.5 and x = 7.","[""-0.1654"",""-0.1538"",""-0.1768"",""-0.1463""]",2
"Find the slope of the tangent to the curve y = x<sup>4</sup> – 2x<sup>2</sup> + 8 through point (2, 16).","[""20"",""1\/24"",""24"",""1\/20""]",2
"Find the slope of the tangent to the curve y<sup>2</sup> = 3x<sup>2</sup> + 4 through point (-2, 4)","[""-3\/2"",""3\/2"",""2\/3"",""-2\/3""]",0
"Find the slope of the line whose parametric equations are x = 4t + 6 and y = t – 1.","[""-4"",""\u00bc"",""4"",""-1\/4""]",1
"What is the slope of the curve x<sup>2</sup> + y<sup>2</sup> – 6x + 10y + 5 = 0 at (1, 0).","[""2\/5"",""5\/2"",""-2\/5"",""-5\/2""]",0
"Find the slope of the curve y = 6(4 + x)<sup>½</sup> at (0, 12).","[""0.67"",""1.5"",""1.33"",""0.75""]",1
"Find the acute angle that the curve y = 1 – 3x<sup>2</sup> cut the x-axis.","[""77\u00b0"",""75\u00b0"",""79\u00b0"",""120\u00b0""]",0
"Find the angle that the line 2y – 9x – 18 = 0 makes with the x-axis.","[""74.77\u00b0"",""4.5\u00b0"",""47.77\u00b0"",""77.47\u00b0""]",3
"Find the equation of the tangent to the curve y = x + 2x<sup>1/3</sup> through point (8, 12)","[""7x \u2013 6y + 14 = 0"",""8x + 5y + 21 = 0"",""5x \u2013 6y \u2013 15 = 0"",""3x \u2013 2y \u2013 1 = 0""]",0
"What is the radius of curvature at point (1, 2) of the curve 4x – y<sup>2</sup> = 0?","[""6.21"",""5.21"",""5.66"",""6.66""]",2
"Find the radius of curvature at any point of the curve y + ln (cos x) = 0.","[""cos x"",""1.5707"",""sec x"",""1""]",2
"Determine the radius of curvature at (4, 4) of the curve y<sup>2</sup> – 4x = 0.","[""24.4"",""25.4"",""23.4"",""22.4""]",3
"Find the radius of curvature of the curve x = y<sup>3</sup> at (1, 1)","[""4.72"",""3.28"",""4.67"",""5.27""]",3
"The chords of the ellipse 64x<sup>2</sup> + 25y<sup>2</sup> = 1600 having equal slopes of 1/5 are bisected by its diameter. Determine the equation of the diameter of the ellipse.","[""5x \u2013 64y = 0"",""64x \u2013 5y = 0"",""5x + 64y = 0"",""64x + 5y = 0""]",3
"The sum of two positive numbers is 50. What are the numbers if their product is to be the largest possible.","[""24 and 26"",""28 and 22"",""25 and 25"",""20 and 30""]",2
"A triangle has variable sides x, y, z subject to the constraint such that the perimeter is fixed to 18 cm. What is the maximum possible area for the triangle?","[""15.59 cm<sup>2<\/sup>"",""18.71 cm<sup>2<\/sup>"",""17.15 cm<sup>2<\/sup>"",""14.03 cm<sup>2<\/sup>""]",0
"A farmer has enough money to build only 100 meters of fence. What are the dimensions of the field he can enclose the maximum area?","[""25 m x 25 m"",""15 m x 35 m"",""20 m x 30 m"",""22.5 m x 27.5 m""]",0
"Find the minimum amount of tin sheet that can be made into a closed cylinder having a volume of 108 cu. inches in square inches.","[""125.50"",""127.50"",""129.50"",""123.50""]",0
"A box is to be constructed from a piece of zinc 20 sq. in by cutting equal squares from each corner and turning up the zinc to form the side. What is the volume of the largest box that can be constructed?","[""599.95 cu in."",""592.59 cu in."",""579.50 cu in."",""622.49 cu in.""]",1
"A poster is to contain 300 (cm square) of printed matter with margins of 10 cm at the top and bottom and 5 cm at each side. Find the overall dimensions if the total area of the poster is minimum.","[""27.76 cm, 47.8 cm"",""20.45 cm, 35.6 cm"",""22.24 cm, 44.5 cm"",""25.55 cm, 46.7 cm""]",2
"A normal window is in the shape of a rectangle surmounted by a semi-circle. What is the ratio of the width of the rectangle to the total height so that it will yield a window admitting the most light for a given perimeter?","[""1"",""1\/2"",""2"",""2\/3""]",0
"Determine the diameter of a closed cylindrical tank having a volume of 11.3 cu m. to obtain minimum surface area.","[""1.22"",""1.64"",""2.44"",""2.68""]",2
"The cost fuel in running a locomotive is proportional to the square of the speed and is $25 per hour for a speed of 25 miles per hour. Other costs amount to $100 per hour, regardless of the speed. What is the speed which will make the cost per mile a minimum?","[""40 mph"",""55 mph"",""50 mph"",""45 mph""]",2
"The cost of C of a product is a function of the quantity x of the product: C(x) = x<sup>2</sup> – 400x + 50. Find the quantity for which the cost is minimum.","[""1000"",""1500"",""2000"",""3000""]",2
"An open top rectangular tank with square bases is to have a volume of 10 cu. m. The materials for its bottom is to cost P15 per square meter and that for the sides, P6 per square meter. Find the most economical dimensions for the tank.","[""1.5 m x 1.5 m x 4.4 m"",""2 m x 2 m x 2.5 m"",""4 m x 4 m x 0.6 m"",""3 m x 3 m x 1.1 m""]",1
"A boatman is at A which is 4.5 km from the nearest point B on a straight shore BM. He wishes to reach in minimum time at point C situated on the shore 9 km from B. How far from C should he land if he can row at the rate of 6 kph and can walk at the rate of 7.5 kph.","[""4.15 km"",""3.0 km"",""3.25 km"",""4.0 km""]",1
"A fencing is limited to 20 ft. length. What is the maximum rectangular area that can be fenced in using two perpendicular corner sides of an existing wall?","[""120 ft<sup>2<\/sup>"",""100 ft<sup>2<\/sup>"",""140 ft<sup>2<\/sup>"",""190 ft<sup>2<\/sup>""]",1
"The cost per hour of running a motor boat is proportional to the cube of the speed. At what speed will the boat run against a current of 8 km/hr in order to go a given distance most economically?","[""10 kph"",""13 kph"",""11 kph"",""12 kph""]",3
"Given a cone of diameter x and altitude of h. What percent is the volume of the largest cylinder which can inscribed in the cone to the volume of the cone?","[""44%"",""46%"",""56%"",""65%""]",0
"At any distance x from the source of light, the intensity of illumination varies directly as the intensity of the source and inversely as the square of x. Suppose that there is a light at A, and another at B, the one at B having an intensity 8 times that of A. The distance AB is 4 m. At what point from A on the line AB will the intensity of illumination be least?","[""2.15 m"",""1.33 m"",""1.50 m"",""1.92 m""]",2
"A wall “h” meters high is 2 m away from the building. The shortest ladder that can reach the building with one end resting on the ground outside the wall is 6 m. How high is the wall in meters?","[""2.34"",""2.24"",""2.44"",""2.14""]",1
"The coordinates (x, y) in feet of a moving particle P are given by x = cost – 1 and y = 2sint – 1, where t is the time in seconds. At what extreme rates in fps is P moving along the curve?","[""3 and 2"",""3 and 1"",""2 and 0.5"",""2 and 1""]",3
"A statue 3 m high is standing on a base of 4 m high. If an observer’s eye is 1.5 m above the ground, how far should he stand from the base in order that the angle subtended by the statue is a maximum?","[""3.41 m"",""3.51 m"",""3.71 m"",""4.41 m""]",2
"A man walks across a bridge at the rate of 5 fps as a boat directly beneath him at 10 fps. If the bridge is 10 feet above the boat, how fast are the man and the boat separating 1 second later?","[""8 fps"",""8.25 fps"",""8.33 fps"",""8.67 fps""]",2
"An LRT train 6 m above the ground crosses a street at 9 m/s at the instant that a car approaching at a speed of 4 m/s is 12 m up the street. Find the rate of the LRT train and the car separating one second later.","[""3.64 m\/s"",""3.94 m\/s"",""4.24 m\/s"",""4.46 m\/s""]",0
"Water is flowing into a conical cistern at the rate of 8 m<sup>3</sup>/min. If the height of the inverted cone is 12 m and the radius of its circular opening is 6 m. How fast is the water level rising when the water is 4 m deep?","[""0.64 m\/min"",""0.56 m\/min"",""0.75 m\/min"",""0.45 m\/min""]",0
"Water is pouring into conical vessel 15 cm deep and having a radius of 3.75 cm across the top. If the rate at which the water rises is 2 cm/sec, how fast is the water flowing into the conical vessel when the water is 4 cm deep?","[""2.37 m<sup>3<\/sup>\/sec"",""5.73 m<sup>3<\/sup>\/sec"",""6.28 m<sup>3<\/sup>\/sec"",""4.57 m<sup>3<\/sup>\/sec""]",2
"Water is pouring into a swimming pool. After t hours, there are t + √t gallons in the pool. At what rate is the water pouring into the pool when t = 9 hours?","[""7\/6 gph"",""8\/7 gph"",""6\/5 gph"",""5\/4 gph""]",0
"A helicopter is rising vertically from the ground at a constant rate of 4.5 meters per second. When it is 75 m off the ground, a jeep passed beneath the helicopter traveling in a straight line at a constant rate of 80 kph. Determine how fast the distance between them changing after 1 second.","[""12.34 m\/sec"",""11.10 m\/sec"",""10.32 m\/sec"",""9.85 m\/sec""]",2
"A balloon is released from the ground 100 meters from an observer. The balloon rises directly upward at the rate of 4 meters per second. How fast is the balloon receding from the observer 10 seconds later?","[""1.68 m\/sec"",""1.36 m\/sec"",""1.55 m\/sec"",""1.49 m\/sec""]",3
"A balloon is rising vertically over a point A on the ground at the rate of 15 ft./sec. A point B on the ground level with and 30 ft. from A. When the balloon is 40 ft. from A, at what rate is its distance from B changing?","[""13 ft\/sec"",""15 ft\/sec"",""12 ft\/sec"",""10 ft\/sec""]",2
"Car A moves due East at 30 kph at the same instant car B is moving S 30° E , with a speed of 60 kph. The distance from A to B is 30 km. Find how fast is the distance between them separating after one hour.","[""36 kph"",""38 kph"",""40 kph"",""45 kph""]",3
"A car starting at 12:00 noon travels West at a speed of 30 kph. Another car starting from the same point at 2:00 PM travels North at 45 kph. Find how (in kph) fast the two are separating at 4:00 PM?","[""49 kph"",""51 kph"",""53 kph"",""55 kph""]",1
"Two railroad tracks are perpendicular to each other. At 12:00 PM there is a train at each track approaching the crossing at 50 kph, one being 100 km and the other 150 km away from the crossing. How fast in kph is the distance between the two trains changing at 4:00 PM?","[""67.08 kph"",""68.08 kph"",""69.08 kph"",""70.08 kph""]",0
"Water is running into a hemispherical bowl having a radius of 10 cm at a constant rate of 3 cm<sup>3</sup>/min. When the water x cm. deep, the water levels is rising at the rate of 0.0149 cm/min. What is the value of x?","[""3"",""2"",""4"",""5""]",2
"What is the allowable error in measuring the edge of the cube that is intended to hold 8 cu. m., if the error of the computed volume is not to exceed 0.03 cu. m?","[""0.002 m"",""0.003 m"",""0.0025 m"",""0.001 m""]",2
"A standard cell has an emf “E” of 1.2 volts. If the resistance “R” of the circuit is increasing at the rate of 0.03 ohm/sec, at what rate is the current “I” changing at the instant when the resistance is 6 ohms? Assume Ohm’s law E = IR.","[""-0.002 amp\/sec"",""0.004 amp\/sec"",""-0.001 amp\/sec"",""0.003 amp\/sec""]",2
"The number of newspaper copies distributed is given by <strong>C = 50t<sup>2</sup> – 200t + 10000</strong>, where t is in years. Find the minimum number of copies distributed from 1995 to 2002.","[""9850"",""9800"",""10200"",""7500""]",1
"Where P is the profit and x is unit of production. Determine the maximum profit.","[""190000"",""200000"",""250000"",""550000""]",1
"The cost C of a product is a function of the quantity x of the product is given by the relation: <strong>C(x) = x<sup>2</sup> – 4000x + 50</strong>. Find the quantity for which the cost is a minimum.","[""3000"",""2000"",""1000"",""1500""]",1
"If y = x to the 3rd power – 3x. find the maximum value of y.","[""0"",""-1"",""1"",""2""]",3
"Divide 120 into two parts so that product of one and the square of the other is maximum. Find the numbers.","[""60 &amp; 60"",""100 &amp; 20"",""70 &amp; 50"",""80 &amp; 40""]",3
"If the sum of two numbers is C, find the minimum value of the sum of their squares.","[""C<sup>2<\/sup> \/ 2"",""C<sup>2<\/sup> \/ 4"",""C<sup>2<\/sup> \/ 6"",""C<sup>2<\/sup> \/ 8""]",0
"A certain travel agency offered a tour that will cost each person P 1500.00 if not more than 150 persons will join, however the cost per person will be reduced by P 5.00 per person in excess of 150. How many persons will make the profit a maximum?","[""75"",""150"",""225"",""250""]",2
"Two cities A and B are 8 km and 12 km, respectively, north of a river which runs due east. City B being 15 km east of A. a pumping station is to be constructed (along the river) to supply water for the two cities. Where should the station be located so that the amount of pipe is a minimum?","[""3 km east of A"",""4 km east of A"",""9 km east of A"",""6 km east of A""]",3
"A boatman is at A, which is 4.5 km from the nearest point B on a straight shore BM. He wishes to reach, in minimum time, a point C situated on the shore 9 km from B. How far from C should he land if he can row at the rate of 6 Kph and walk at the rate of 7.5 Kph?","[""1 km"",""3 km"",""5 km"",""8 km""]",1
"The shortest distance from the point (5, 10) to the curve x<sup>2</sup> = 12y is:","[""4.331"",""3.474"",""5.127"",""6.445""]",2
"A statue 3 m high is standing on a base of 4 m high. If an observer’s eye is 1.5 m above the ground, how far should he stand from the base in order that the angle subtended by the statue is a maximum?","[""3.41 m"",""3.51 m"",""3.71 m"",""4.41 m""]",2
"An iron bar 20 m long is bent to form a closed plane area. What is the largest area possible?","[""21.56 square meter"",""25.68 square meter"",""28.56 square meter"",""31.83 square meter""]",3
"A Norman window is in the shape of a rectangle surmounted by a semi-circle. What is the ratio of the width of the rectangle to the total height so that it will yield a window admitting the most light for a given perimeter?","[""1"",""2\/3"",""1\/3"",""\u00bd""]",0
"A rectangular field is to be fenced into four equal parts. What is the size of the largest field that can be fenced this way with a fencing length of 1500 feet if the division is to be parallel to one side?","[""65,200"",""62,500"",""64,500"",""63,500""]",1
"The sum of two numbers is 12. Find the minimum value of the sum of their cubes.","[""644"",""432"",""346"",""244""]",1
"A printed page must contain 60 sq.m. of printed material. There are to be margins of 5 cm. on either side and the margins of 3 cm. on top and bottom. How long should the printed lines be in order to minimize the amount of paper used?","[""10"",""18"",""12"",""15""]",0
"A school sponsored trip will cost each student 15 pesos if not more than 150 students make the trip. However, the cost will be reduced by 5 centavos for each student in excess of 150. How many students should make the trip in order for the school to receive the largest group income?","[""250"",""225"",""200"",""195""]",1
"A rectangular box with square base and open at the top is to have a capacity of 16823 cu.cm. Find the height of the box that requires minimum amount of material required.","[""16.14 cm"",""14.12 cm"",""12.14 cm"",""10.36 cm""]",0
"A closed cylindrical tank has a capacity of 576.56 cubic meters. Find the minimum surface area of the tank.","[""218.60 cubic meters"",""412.60 cubic meters"",""516.32 cubic meters"",""383.40 cubic meters""]",3
"If the area of the rectangle is maximum, find the value of y.","[""8"",""7"",""9"",""6""]",3
"Compute the maximum area of the rectangle.","[""30 sq. units"",""70 sq. units"",""90 sq. units"",""40 sq. units""]",0
"At what point from the intersection of the x and y axes will the farthest vertex of the rectangle be located along the x axis so that its area is maximum.","[""9 units"",""7 units"",""8 units"",""6 units""]",2
"A wall 2.245 m high, is “x” meters away from a building. The shortest ladder that can reach the building with one end resting on the ground outside the wall is 6 m. What is the value of x?","[""2 m"",""4 m"",""6 m"",""8 m""]",0
"With only 381.7 square meter of materials, a closed cylindrical tank of maximum volume. What is to be the height of the tank in m?","[""7 m"",""9 m"",""11 m"",""13 m""]",1
"If the hypotenuse of a right triangle is known, what is the ratio of the base and the altitude of the right triangle when its area is maximum?","[""1:1"",""1:2"",""1:3"",""1:4""]",0
"What is the maximum length of the perimeter if the hypotenuse of a right triangle is 5 m long?","[""12.08 m"",""15.09 m"",""20.09 m"",""8.99 m""]",0
"An open top rectangular tank with square bases is to have a volume of 10 cubic meters. The material for its bottom is to cost 15 cents per square meter and that for the sides 6 cents per square meter. Find the most economical dimension for the tank.","[""2 x 2 x 2.5"",""2 x 5 x 2.5"",""2 x 3 x 2.5"",""2 x 4 x 2.5""]",0
