question,A,B,C,D,E,answer,explanation
"<p>In order to start up, a feedback oscillator requires</p>",negative feedback less than 1.,positive feedback greater than 1.,unity feedback equal to 1.,no feedback.,,B,
"<p>This circuit is a ________ oscillator. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq14_03400.gif""/></p></p>",phase-shift,Wien bridge,Colpitts,Hartley,,C,
"<p><p>Refer to this figure. If C<sub>1</sub> increases in value, the resonant frequency will</p>
<p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq16_1013_1.jpeg""/></p></p>",increase.,decrease.,remain the same.,,,B,
<p>What is the ratio of the input impedance with series feedback to that without feedback?</p>,"1 + <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/>A","<img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/>A","<img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/>",1,,A,
"<p>The amplifier is unstable if the Nyquist curve plotted encloses (encircles) the –1 point, and it is stable otherwise.</p>",True,False,,,,A,
<p>Which of the following oscillators is (are) tuned oscillators?</p>,Colpitts,Hartley,Crystal,All of the above,,D,
<p>What is the ratio of the output impedance with series feedback to that without feedback?</p>,1,"1 + <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/>A","<img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/>A",A,,B,
"<p><p>Refer to the given figure. This circuit is known as</p>
<p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq16_1007_1c.jpeg""/></p></p>",a Clapp oscillator.,an Armstrong oscillator.,a Colpitts oscillator.,a Hartley oscillator.,,D,
"<p><p>Refer to the given figure. This circuit is known as</p>
<p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq16_1007_1a.jpeg""/></p></p>",a Clapp oscillator.,an Armstrong oscillator.,a Colpitts oscillator.,a Hartley oscillator.,,C,
"<p><p>Refer to this figure. Determine the frequency of oscillation, if any.</p>
<p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq16_1017_1.jpeg""/></p></p>",131 Hz,262 Hz,2.62 kHz,none,,A,
"<p>Referring to this figure, calculate the amplification gain where the op-amp gain (A) is 200,000, R<sub>1</sub> = 1.5 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, and R<sub>2</sub> = 400 <img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq14_01200.gif""/></p></p>",4.25,4.50,4.75,5.00,,C,
"<p>Referring to this figure, calculate the voltage gain with feedback A<sub>vf</sub>. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq14_01300.gif""/></p></p>",–4.85,–4.20,–4.17,–4.00,,C,
<p>One condition for positive feedback is that the phase shift around the feedback loop must be ________°.</p>,0,90,180,45,,A,
"<p>At what phase shift is the magnitude of <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/>A at its minimum in the Nyquist plot?</p>",90º,180º,270º,0º,,D,
"<p>Determine the output impedance with feedback for a voltage-series feedback having A = –100, R<sub>1</sub> = 15 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, Ro = 20 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, and a feedback of <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/> = –0.25.</p>","0.2 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>","392.16 <img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>","1.82 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>","769.23 <img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>",,D,
"<p>Determine the voltage gain with feedback for a voltage-series feedback having A = –100, R<sub>1</sub> = 15 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, R<sub>o</sub> = 20 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, and a feedback of <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/> = –0.25.</p>",3.85,–3.85,–9.09,9.09,,B,
"<p>Calculate the resonant frequency of this Wien bridge oscillator if R<sub>1</sub> = 25 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, R<sub>2</sub> = 40 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, C<sub>1</sub> = 0.001 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>F, and C<sub>2</sub> = 0.002 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>F. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq14_03000.gif""/></p></p>",1560.3 Hz,1779.4 Hz,3120.7 Hz,3558.8 Hz,,D,
<p>The Nyquist plot combines the two Bode plots of gain versus frequency and phase shift versus frequency on a single plot.</p>,True,False,,,,A,
"<p>Calculate the resonant frequency of this oscillator. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq14_02900.gif""/></p></p>",1560.34 Hz,3120.70 Hz,4681.07 Hz,6241.37 Hz,,A,
"<p>What is the total phase shift requirement, around the feedback loop, for a phase-shift oscillator?</p>",90°,180°,270°,360°,,D,
<p>An input signal is needed for an oscillator to start.</p>,True,False,,,,B,
"<p>Referring to this figure, calculate the amplification gain with feedback for the following circuit values: R<sub>1</sub> = 80 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, R<sub>2 </sub>= 20 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, R<sub>o</sub> = 10 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, R<sub>D</sub> = 61 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, and g<sub>m</sub> = 4000 μS. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq14_01100.gif""/></p></p>",–4.36,–4.25,–6.35,–20.85,,A,
<p>The lead-lag circuit in the Wien-bridge oscillator has a resonant frequency at which the attenuation is</p>,1/2.,1/4.,1/3.,1/5.,,C,
<p>The start-up gain of an oscillator must be ________ one.</p>,equal to,less than,greater than,,,C,
"<p><p>Refer to this figure. What is the duty cycle, if any?</p>
<p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq16_1017_1.jpeg""/></p></p>",16.3%,54.5%,86.9%,none,,B,
"<p>In the IC phase-shift oscillator, what should the ratio of feedback resistor R<sub>f</sub> to R<sub>1</sub> be?</p>",Zero,Greater than –29,Less than 29,Any value,,B,
"<p>At series resonance, the impedance of a crystal is</p>",minimum.,maximum.,equal.,zero.,,A,
"<p>For frequencies up to 1 MHz, the ________ is the most widely used type of sinusoidal RC oscillator.</p>",Wien-bridge,phase-shift,twin-T,,,A,
<p>The twin-T oscillator produces a ________ response.</p>,low-pass,high-pass,band-pass,band-stop,,D,
<p>What is the typical value of quality factor for crystal oscillators?</p>,"20,000",1000,100,10,,A,
<p>Which of the following improvements is (are) a result of the negative feedback in a circuit?</p>,Higher input impedance,Better stabilized voltage gain,Improved frequency response,All of the above,,D,
"<p><p>Refer to the given figure. This circuit is known as</p>
<p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq16_1007_1b.jpeg""/></p></p>",a Clapp oscillator.,an Armstrong oscillator.,a Colpitts oscillator.,a Hartley oscillator.,,A,
"<p>In the Wien bridge oscillator, which of the following is (are) frequency-determining components?</p>",R<sub>1</sub> and R<sub>2</sub>,C<sub>1</sub> and C<sub>2</sub>,"R<sub>1</sub>, R<sub>2</sub>, C<sub>1</sub>, and C<sub>2</sub>",None of the above,,C,
"<p>Determine the input impedance with feedback for a voltage-series feedback having A = –100, R<sub>1</sub> = 15 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, R<sub>o</sub> = 20 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, and a feedback of <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/> = –0.25.</p>","110 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>","290 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>","390 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>","510 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>",,C,
<p>A certain oscillator has a tap on the inductor in the tank circuit. This oscillator is probably</p>,a Colpitts oscillator.,a Clapp oscillator.,a crystal oscillator.,a Hartley oscillator.,,D,
"<p>At parallel resonance, the impedance of a crystal is</p>",minimum.,maximum.,equal.,zero.,,B,
"<p><p>Refer to this figure. Assuming it is configured as an oscillator and if you desired to reduce the duty to less than 50%, the following circuit change would need to be made.</p>
<p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq16_1017_1.jpeg""/></p></p>",Reduce the size of R<sub>1</sub>.,Reduce the size of R<sub>2</sub>.,Increase the size of R<sub>1</sub>.,Connect a diode in parallel with R<sub>1</sub>.,,D,
"<p>Calculate the f<sub>r</sub> of a lead-lag network if R<sub>1</sub> = R<sub>2</sub> = 6.8 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, and C<sub>1</sub> = C<sub>2</sub> = 0.05 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>F.</p>",468 Hz,4.68 kHz,46.8 kHz,468 kHz,,A,
<p>Which of the following is (are) feedback?</p>,Voltage-series,Voltage-shunt,Current-series,All of the above,,D,
<p>What is the relationship between the series and parallel resonant frequencies of a quartz crystal?</p>,They are equal.,Parallel resonant frequency is approximately 1 kHz higher than series resonant frequency.,Series resonant frequency is approximately 1 kHz higher than parallel resonant frequency.,none of the above,,B,
<p>An op-amp integrator has a square-wave input. The output should be</p>,a sine wave.,a triangle wave.,a square wave.,pure dc.,,B,
<p>The frequency distortion arising because of varying amplifier gain with frequency is considerably reduced in a negative-voltage feedback amplifier circuit.</p>,True,False,,,,A,
