question,choices,answer
"The current from that semiconductor device when it is reversed biased.","[""maximum forward current"",""maximum forward gate current"",""holding current"",""leakage current""]",3
"What is the range of the turn-on times in high-power SCR devices?","[""30 \u00b5s to 100 \u00b5s"",""10 \u00b5s to 25 \u00b5s"",""5 \u00b5s to 8 \u00b5s"",""1 \u00b5s to 5 \u00b5s""]",0
"You need to design a relaxation oscillator circuit. The most likely device to use might be","[""an SCR."",""a UJT."",""a triac."",""a 4-layer diode.""]",1
"The ___________ can be externally programmed to turn on at a desired anode-to-gate voltage level.","[""UJT"",""PUT"",""SCR"",""SCS""]",1
"It is the minimum current which must pass through a circuit in order for it to remain in the ‘ON’ state.","[""leakage current"",""ac current"",""holding current"",""switching current<b><\/b>""]",2
"What is that value of current below which the SCR switches from the conduction state to the forward blocking region under stated conditions?","[""Holding current"",""Forward current <b><\/b>"",""Reverse current"",""Trigger current""]",0
"A diac is turned on by","[""breakover voltage"",""gate current<b><\/b>"",""gate voltage"",""anode current""]",0
"You have a light-dimmer circuit using an SCR. In testing the circuit, you find that IG = 0 mA and the light is still on. You conclude that the trouble might be one of the following:","[""the SCR is open."",""the switch is faulty."",""the gate circuit is shorted."",""this is normal; nothing is wrong.""]",3
"Which equation defines the intrinsic standoff ratio (η) of UJTs?","[""RB1 \/ (RB1 + RB2)"",""(RB1 + RB2) \/ RB1<b><\/b>"",""(RB1 + RB2) \/ RB2"",""RB1 + RB2""]",0
"The voltage across an SCR when it is turned on is about","[""0.5 V"",""0.1 V"",""1 V"",""5 V""]",2
"The typical turn-off time of an SCR is about","[""20 to 40 \u03bcs"",""5 to 40 \u03bcs"",""1 to 5 \u03bcs"",""15 to 25 \u03bcs""]",1
"Which of the following devices has the smallest turn-off time?","[""SCR"",""GTO"",""SCS"",""LASCR""]",1
"A triac is equivalent to two SCRs","[""in parallel"",""in inverse-parallel"",""in series"",""in inverse-series""]",1
"It is the phase angle relative to the power line at which point the gate is fired to commit the anode to conduct to the cathode","[""right angle"",""reverse angle"",""conduction angle"",""firing angle<b><\/b>""]",2
"It is the total resistance of the silicon bar from one end to another with emitter terminal open.","[""gate resistance"",""base resistance"",""emitter resistance"",""interbase resistance""]",3
"Holding current of a thyristor is:","[""Less than latching current"",""More than latching current"",""Equal to latching current"",""Zero""]",1
"An SCR is a solid state equivalent of which tube?","[""Triode"",""Gas-filled triode"",""Pentode"",""Tetrode""]",1
"What is the typical turn-on time of an SCR?","[""1 \u03bcs"",""5 \u03bcs"",""10 \u03bcs"",""3 \u03bcs""]",0
"An SCR is a solid state equivalent of which tube?","[""Triode"",""Gas-filled triode"",""Pentode"",""Tetrode""]",1
"When the temperature increases, the inter-base resistance of a UJT","[""Remains unchanged"",""Increases"",""Decreases"",""is zero""]",1
"When checking a good SCR or TRIAC with an ohmmeter it will:","[""show high resistance in both directions"",""show low resistance with positive on anode and negative on cathode, and high resistance when reversed"",""show high resistance with negative on anode and positive on cathode, and low resistance when reversed"",""show low resistance in both directions""]",0
"The UJT may be used as","[""an amplifier"",""a rectifier"",""a sawtooth generator"",""a multivibrator""]",2
"A resistor connected across the gate and cathode of an SCR in a circuit increases its","[""<i>dv\/dt<\/i> rating"",""Holding current"",""Noise Immunity"",""Turn-off time""]",2
"AC power in a load can be controlled by connecting","[""two SCRs in series"",""two SCRs in parallel"",""two SCRs in parallel opposition"",""two SCRs in series opposition""]",2
"An SCR combines the feature of","[""a rectifier and resistance"",""a rectifier and capacitor"",""a rectifier and transistor"",""a rectifier and inductor""]",0
"The three terminals of a triac are","[""drain, source, gate"",""two main terminals and a gate terminal"",""cathode, anode and gate"",""anode, source, gate""]",1
"A triac can pass a portion of __________ half cycle through the load","[""only positive"",""only negative"",""both positive and negative"",""neither positive nor negative""]",2
"When the SCR is OFF, the current in the circuit is","[""exactly zero"",""large leakage current"",""small leakage current"",""thermal current<b><\/b>""]",2
"What is a three terminal device used to control large current to a load?","[""SCR"",""SCS"",""GTO"",""Thyristor""]",0
"What Greek word which means “switch”?","[""Ristor"",""Trans"",""Thy"",""Thyristor<b><\/b>""]",2
"The ____________ can conduct current in either direction and is turned on when a breakover voltage is exceeded.","[""SCR"",""Diac"",""SCS"",""Triac""]",1
"A resistor connected across the gate and cathode of an SCR increases its:","[""Turn off time"",""Holding current"",""Noise immunity"",""dv\/dt rating<b><\/b>""]",1
"Like an SCR, it is also a four layer device but with a gate connected to the N-region adjacent to the anode.","[""TRIAC"",""PUT"",""DIAC"",""SCS""]",1
"An SCR is made of silicon and not germanium because silicon.","[""is inexpensive"",""has low leakage current"",""is mechanically strong"",""is tetravalent""]",1
"The triac is fundamentally a/an ____________ with a gate terminal for controlling the turn-on conditions of the bilateral device in either direction.","[""SCR"",""Quadric"",""Shockley Diode"",""Diac""]",3
"An opto-isolator contains ___________.","[""an infrared LED"",""a photodetector"",""both an infrared LED and a photodetector"",""None of the above""]",2
"Which of the following devices is unquestionably of the greatest interest today?","[""SCR"",""GTO"",""LASCR"",""SCS""]",0
"In a UJT maximum value of charging resistance is associated with:","[""Peak point"",""Valley point<b><\/b>"",""Any point between peak and valley point"",""After the valley point""]",0
"When the firing angle of SCR is increased, its output","[""decreases"",""increases"",""remains unchanged"",""doubles""]",0
"What are the primary methods of controlling electrical power?","[""by using manual switches and rheostats"",""by using variable reactance and transformers"",""by using electronic switches, such as diodes, transistors thyratrons, and thyristors"",""all of the above""]",3
"Common method(s) of controlling electrical power with reactance","[""switching a tapped inductor"",""using a saturable reactor"",""by a matching transformer"",""A and B above""]",3
"A reactive device used in controlling electrical power by using two windings on a common iron core. The control winding is supplied with small dc-current which causes the reactance of large ac-winding to change accordingly.","[""tapped inductor"",""saturable reactor"",""auto transformer"",""LVDT""]",1
"A saturable reactor with regenerative feedback.","[""tapped inductor"",""auto transformer"",""LVDT"",""magnetic amplifier""]",3
"Thyratrons in industrial electronics refers to ____________.","[""a gas-filled diode"",""a vacuum tube"",""gas-filled triode"",""an electron triode""]",2
"An electronic switch that has the highest single-device current capacity and can withstand overloads better.","[""Thyristors"",""ignitrons"",""SCR"",""triac""]",1
"A semiconductor, electronic switch that has the highest single-device current rating","[""thyristor"",""triac"",""SCR"",""Quadric""]",2
"The purpose of installing thyrectors across the incoming power lines to the speed control system is to ___________.","[""cause the motor to caution"",""protect drive circuits from high voltage transient surges"",""increase the counter emf"",""allow the field winding current to continue flowing""]",1
"Semiconductor devices equivalent to thyratrons are generally called","[""thyrector"",""thyristor"",""diac"",""ignitron""]",1
"Using electronic devices as switches, what is(are) the general methods of controlling electrical power?","[""phase control"",""zero-voltage switching"",""static switching"",""all of the above""]",3
"Which power control switching method that greatly generates RFI or EMI and is therefore limited to low-frequency applications?","[""phase control"",""zero-voltage switching"",""inverter control"",""static switching""]",0
"One of the electronic semiconductor devices known as diac, function as","[""four terminal multi-directional switch"",""two terminal bi-directional switch"",""two terminal unidirectional switch"",""three terminal bi-directional switch""]",1
"Which of the trigger diodes has the highest holding voltage?","[""bidirectional-trigger diac"",""bidirectional-diode-thyristor diac"",""Shockley diode"",""thyrector""]",0
"General term of electronic devices used to control or trigger large-power switching devices.","[""thyristor"",""thyrector"",""break-over devices"",""triggering devices""]",2
"A break-over device that is basically a diode.","[""thyristor"",""thyrector"",""thyratron"",""triggering diode""]",3
"A four-element solid state device that combi9nes the characteristics of both diodes and transistors","[""varactor"",""zener diode"",""tunnel diode"",""SCR""]",3
"The most popular thyristor used in electrical power controllers","[""SCR"",""triac"",""SCS"",""PUT""]",0
"Find the two stable operating conditions of an SCR.","[""Conducting and non-conducting"",""Oscillating and quiescent"",""NPN conduction and PNP conduction"",""Forward conducting and reverse conducting""]",0
"How do you stop conduction during which SCR is also conducting?","[""remove voltage gate"",""increase cathode voltage"",""interrupt anode current"",""reduce gate current""]",2
"How do we turn “ON” or trigger an SCR?","[""by making the gate (G) positive with respect to its cathode (K)"",""by making the gate (G) positive with respect to its anode (A)"",""by making the cathode more positive with respect to the anode"",""A and C above""]",0
"What is true about SCRs after they are being switched “ON”?","[""The anode (A) to cathode (K) continues to conduct even if the gate triggering voltage is removed."",""The gate (G) must be provided with the required holding current to continue its conduction."",""A small holding voltage at the gate is required for a continuous conduction."",""B and C above""]",0
"The voltage across the anode (A) and cathode (K) terminals of an SCR when conducting.","[""holding voltage"",""breakdown voltage"",""breakback voltage"",""trigger voltage""]",0
"The minimum amount of current needed for an SCR to conduct continuously.","[""holding current"",""triggering current"",""threshold current"",""average sustaining current""]",0
"What is(are) the condition(s) in triggering SCR?","[""The gate voltage must be equal to or greater than the triggering voltage."",""The gate current must be equal to or greater than the triggering current."",""The anode (A) must be positive with respect to the cathode."",""all of the above""]",3
"The voltage decreased across the anode (A) and cathode (K) of an SCR from non-conducting state to conducting state.","[""holding voltage"",""forward breakdown voltage"",""triggering voltage"",""breakback voltage""]",3
"An SCR rated 10 A is used as the controlling switch in a circuit powered by 50Vdc. When the SCR fires ON, its anode (A) to cathode (K) voltage was observed to be 2 V. Calculate the breakback voltage of the SCR.","[""25 Vdc"",""32 Vdc"",""41 Vdc"",""48 Vdc""]",3
"The needed voltage at the gate of an SCR before it conducts.","[""minimum-gate trigger voltage"",""maximum-gate trigger voltage"",""minimum-gate peak-inverse voltage"",""maximum-gate peak-inverse voltage""]",0
"What is(are) the gate limitation(s) of SCRs and triacs?","[""maximum-gate power dissipation"",""maximum-gate peak-inverse voltage"",""maximum-gate trigger current and voltage"",""all of the above""]",3
"How can we extend the rating of SCRs?","[""by external cooling"",""by external circuitry"",""by connecting them in series\/parallel"",""all of the above""]",3
"Use of heat sinks, forced air, and water cooling are examples of external cooling in SCRs and other devices. Which of these is the only recommended to be used for the largest power dissipating device?","[""metal heat sinks"",""forced air"",""water cooling"",""A and B above""]",2
"How can we increase the forward-voltage blocking capability of SCRs?","[""by connecting them in series"",""by connecting them in parallel"",""by cascading them"",""by connecting back to back in parallel""]",0
"In connecting two SCRs in series, during “OFF” state, the voltage source must be properly shared between them, but due to devices’ differences, there might be unequal voltages across each SCR. How do we equalize these voltages?","[""by installing a snubber circuit"",""by adding a gate-to-cathode resistor"",""by shunting a capacitor across the anode (A) and cathode (K) of each SCR"",""by using a blocking-equalizing resistor""]",3
"What is true regarding blocking-equalizing resistors in SCRs connected in series?","[""Blocking-equalizing resistors are shunted across each SCR."",""The value of these resistors is about 10% of the value of the blocking resistance of the SCR it is shunted with."",""These resistors increases the leakage current towards the load."",""All of the above""]",3
"A circuit used for voltage equalization during ON-OFF switching action of SCRs in series.","[""snubber circuit"",""crow-bar"",""clipper"",""clamper""]",0
"When a high current is needed, SCRs are connected in parallel. The problem with paralleled SCRs is, when they are not perfectly matched, one will conduct first before the other and carries the full-load current that is for sure greater than its maximum rating. To avoid this situation, both SCRs should be turned ON at the same time. How can we do this?","[""by using high triggering gate voltage"",""by using a gate-triggering transformer"",""by using reactors"",""all of the above are possible""]",3
"In controlling electrical power using phase control method with SCR/triac being the active device, what do we call the period of the cycle before the device switches to conduction?","[""trigger time"",""trigger delay time"",""firing frequency"",""firing delay angle""]",3
"How many times per second does an SCR is turned ON and OFF when it is operated in a full-wave phase control at a line frequency of 60 Hz?","[""30 times"",""60 times (HV)"",""90 times"",""120 times (FW)""]",3
"A three terminal device that behaves roughly like SCR, except that it can conduct current in either direction when at ON.","[""thyristor"",""SUS"",""SBS"",""GTO""]",2
"What is the difference between a triac and a silicon bilateral switch (SBS)?","[""An SBS is usually used as breakover device, while a triac is a load controlling device."",""An SBS is for low voltage applications, while a triac is generally for high voltage applications."",""An SBS has better and stable symmetrical-firing voltage than a triac."",""all of the above""]",3
"A triac can be triggered ON by the application of a","[""positive voltage at the gate with respect to MT1"",""negative voltage at the gate with respect to MT1"",""positive or negative gate voltage with respect to MT2"",""all of the above are correct""]",3
"Which are the three terminals of a TRIAC?","[""Gate, anode 1 and anode 2"",""Gate, source and sink"",""Base, emitter and collector"",""Emitter, base 1 and base 2""]",0
"What are the three terminals of a triac?","[""anode 1 (A1), anode 2 (A2) and gate (G)"",""mainterminal 1 (MT1), mainterminal 2 (MT2), and gate (G)"",""anode (A), cathode (K) and gate (G)"",""both A and B are acceptable""]",3
"A silicon bilateral switch may be considered as s small power triac, and has three terminals namely,","[""anode 1 (A1), anode 2 (A2) and gate (G)"",""mainterminal 1 (MT1), mainterminal 2 (MT2), and gate (G)"",""anode (A), cathode (K) and gate (G)"",""both A and B are acceptable""]",3
,"[""UJT"",""GTO"",""SBS"",""SUS""]",3
"Silicon unilateral switches (SUSs) generally have a breakover voltage of 8 V, however, this value can be altered by normally connecting a zener diode. How is the diode installed?","[""across the gate (G) and cathode (K) terminals, with the diode\u2019s anode at the gate"",""anode to anode, cathode to cathode"",""diode\u2019s cathode to SUS\u2019s anode and diode\u2019s anode to SUS\u2019s cathode"",""diode\u2019s cathode to SUS\u2019s gate and diode\u2019s anode to SUS\u2019s cathode""]",3
"A silicon unilateral switch (SUS) has a forward breakover voltage of 8 V. a zener diode is connected between its gate and cathode terminals with the diode’s cathode at SUS’s gate. If the zener voltage is 3.9 V, what is the new forward breakover voltage of the device?","[""0.49 V"",""2.05 V"",""4.50 V"",""11.9 V""]",2
"Thyristor whose characteristic curve closely resembles that of SCR’s and SUS’s, except that its forward breakover voltage (+VBO) is not alterable, for the device has no gate terminal.","[""diac"",""thyrector"",""UJT"",""Shockley diode""]",3
"What will happen to the forward breakdown or breakover voltage of SCRs and triacs if the gate current is increased?","[""will decrease"",""will also increase"",""will not change"",""will either increase or decrease, it depends on their current coefficient""]",0
"A UJT or unijunction transistor is a three terminal breakover-type switching device. Its three terminals are called base 1, base 2, and emitter. Though this is a transistor and has base and emitter terminals, this operates very different from a BJT and is not used as a linear amplifier. Its applications are for","[""timers and oscillators"",""signal generators"",""triggering control for SCRs and triacs"",""all of the above""]",3
"For a unijunction transistor (UJT) to witch ON","[""the base 1 voltage should be greater than the peak voltage"",""the base 2 voltage should be greater than the peak voltage"",""the emitter voltage should be greater than the peak voltage"",""the voltage between the emitter and base 1 should be greater than the peak voltage when emitter being more positive""]",3
"Semiconductor devices with inherent ON-OFF behavior and has no linear operating regions are called thryistors. Examples are SCRs, triacs, SUSs, SBSs, Shockley diodes, diacs, PUTs, and SCSs. In selecting thyristors for a particular application, which of the statement below is generally desirable?","[""thyristors with high current and voltage ratings"",""thyristors with high holding current\/voltage"",""faster thyristors"",""thyristors with high breakback-voltage""]",3
"Why does thyristors with high breakback voltage desirable?","[""it dissipates less power"",""it generates less heat"",""it is more efficient"",""all of the above""]",3
"Portion in the welding process interval during which the welding current is flowing is called ____________.","[""cool sub-interval"",""released interval"",""squeeze interval"",""heat sub-interval""]",3
"In automatic welding system, basically there are how many intervals?","[""2"",""5"",""10"",""15""]",1
"In automatic welding what do you call the first interval wherein the material to be welded are held together?","[""squeeze interval"",""weld interval"",""hold interval"",""standby interval""]",0
"After the squeeze interval, what comes next in an automatic welding system?","[""squeeze interval"",""weld interval"",""hold interval"",""standby interval""]",1
"During the welding or weld interval, when a welding current is flowing the system is said to be at","[""weld interval"",""cool subinterval"",""heat subinterval"",""hold interval""]",2
"The portion of the weld interval during which the current is absent","[""cool subinterval"",""heat subinterval"",""hold interval"",""standby interval""]",0
"After the welding interval, it goes to _________ interval wherein the electrode pressure is maintained on the metal surfaces.","[""cool subinterval"",""heat subinterval"",""hold interval"",""standby interval""]",2
"Next to hold interval is __________ interval in automatic welding system.","[""squeeze"",""cool"",""standby"",""release""]",3
"After the release interval in automatic welding, the system will go to","[""cool interval"",""squeeze interval"",""standby interval"",""hold interval""]",2
"Refers to the system that has no feedback and is not self correcting","[""Close-loop system"",""Coal slurry system"",""Feed forward control system"",""Open-loop system""]",3
"The system is ____________ if a position servo system does not respond to small changes in the input.","[""under stabilized"",""underdamped"",""stabilized"",""overdamped""]",3
"What is the purpose of using a differential synchro instead of a regular synchro?","[""Handles more signals only"",""Performs addition and subtraction function only"",""Differential synchros can handle more signals and also performs addition and subtraction function"",""Handles two signals only""]",2
"Industrial circuit or system that is not self-correcting","[""open-loop"",""closed-loop"",""system with feed back"",""non-servo""]",0
"What do you call a circuit or system that is self-correcting?","[""open-loop"",""closed-loop"",""system without feed back"",""servo""]",1
"Open-loop in control system means:","[""it has no feedback"",""it is not self-correcting"",""it is not self-regulating"",""all are correct""]",3
"In control system, closed-loop means:","[""it has feedback"",""it is self-correcting"",""it is self-regulating"",""all are correct""]",3
"When a closed-loop system is used to maintain physical position it is referred as","[""gyro system"",""feedback system"",""servo system"",""differential system""]",2
"In closed-loop system, what do you call the difference in the measured value and the set value or desired value?","[""error"",""differential voltage"",""potential difference"",""threshold""]",0
"Error signal in closed-system is also known as","[""difference signal"",""deviation"",""system deviation"",""all are correct""]",3
"In a closed-loop control system, when the error signal is zero the system is at","[""null"",""saturation"",""cut-off"",""halt""]",0
"The small error signal or system deviation where the system cannot correct anymore","[""threshold"",""holding"",""offset"",""bias""]",2
"A good closed-loop control system has the following characteristics","[""with very small offset signal or voltage"",""quick response"",""highly stable"",""all are correct""]",3
"In control system, the manner in which the controller reacts to an error is termed as","[""mode of operation"",""type of operation"",""mode of control"",""reaction style""]",2
"What are the general basic modes of control in control system?","[""On-Off"",""Proportional"",""Proportional plus integral"",""Proportional plus derivative""]",3
"Mode of control wherein the controller has only two operating states. This mode is also known as bang-bang control.","[""On-Off"",""Proportional"",""Proportional plus integral"",""Proportional plus derivative""]",0
"____________ is a mode of control wherein the controller has a continuous range of possible position, not just two as in bang-bang control.","[""On-Off"",""Proportional"",""Proportional plus integral"",""Proportional plus derivative""]",1
"Proportional mode of control wherein the controller is not only considering the magnitude of the error signal but as well as the time that is has persisted.","[""On-Off"",""Proportional"",""Proportional plus integral *"",""Proportional plus derivative""]",2
"Proportional mode of control wherein the controller is not only considering the magnitude of the error signal but as well as its rate of change.","[""Proportional"",""Proportional plus integral"",""Proportional plus derivative *"",""Proportional plus integral plus derivative""]",2
"What is (are) being considered in Proportional plus Integral plus Derivative (PID) mode of control?","[""error signal magnitude"",""error signal period of occurrence"",""error signal rate of change"",""all are considered *""]",3
"If On-Off mode of control is the simplest, what is its opposite or the most complex?","[""Proportional"",""Proportional plus integral"",""Proportional plus derivative"",""Proportional plus integral plus derivative *""]",3
"The __________ are two of the most common mechanical configuration of industrial robots.","[""Spherical and pneumatic"",""Articulated arm and cylindrical *"",""Spherical and hydraulic"",""Jointed-arm and electric""]",1
"One advantage of hydraulic actuator in industrial robots include _____________.","[""great force capability handling heavy loads *"",""lower operating cost than the other type"",""low initial cost than the other type"",""clean-no oil leaks""]",0
"____________ includes tow of the actuator type used in industrial robots.","[""Pneumatic and Jointed-arm"",""Hydraulic and Pneumatic"",""Electric and Spherical"",""Hydraulic and Cylindrical""]",1
"weak signal.","[""hydraulic"",""electro"",""synchro"",""servo""]",3
"A programmable, multifunction manipulator designed to move materials, parts, tools or specific devices.","[""Industrial robot"",""Android"",""Actuator"",""End effector""]",0
"The technology for automations","[""avionics"",""cryogenics"",""cryotronics"",""robotics""]",3
"What is(are) the common mechanical configurations for industrial robots?","[""articulated-arm or jointed-arm"",""spherical configuration"",""cylindrical configuration"",""all of these""]",3
"The number of axis a robot is free to move is called","[""freedom axis"",""degrees of freedom"",""movement degrees"",""mechanical axis""]",1
"Actuators used in industrial robots","[""electric motors"",""fluid motors"",""fluid cylinders"",""all of these are correct""]",3
"Which of the actuators that has the greatest force capability?","[""electric"",""hydraulic fluid"",""pneumatic"",""magnetic""]",1
"Actuator that requires the highest initial cost:","[""electric"",""hydraulic"",""pneumatic"",""magnetic""]",1
"Robot actuator that has the highest operating cost:","[""electric"",""hydraulic"",""pneumatic"",""magnetic""]",1
"The most messy robot actuator:","[""electric"",""hydraulic"",""pneumatic"",""magnetic""]",1
"Advantages of electric actuators:","[""Lower initial cost than either hydraulic or pneumatic"",""Much lower operating cost than hydraulic"",""Accurate positioning and good velocity control"",""All of these are correct""]",3
"Advantages of pneumatic actuators:","[""lower initial and operating cost than hydraulic actuators"",""Clean, no oil leaks"",""Quick response"",""All are correct""]",3
"Advantages of hydraulic actuators","[""Great holding strength when stopped"",""Accurate positioning and good velocity control"",""Intrinsically safe in flammable environment such as painting"",""All of these are correct""]",3
"Disadvantages of pneumatic actuators:","[""Weak force capability"",""Not so much holding strength when stopped as compared to hydraulic system"",""Accurate positioning and velocity control is impossible"",""All of these are correct""]",3
"Disadvantages of electric actuators in industrial robots:","[""Less force capability as compared to hydraulic system"",""Very little holding strength when stopped which causes a heavy load to sag"",""Usually requires mechanical brakes"",""All are correct""]",3
"A robot software or program that produces only two-position motion for a given robot axis.","[""positive-stop"",""point-to-point"",""continuous-path"",""hard interrupt""]",0
