question,A,B,C,D,E,answer,explanation
"<p>In the input RC circuit of a single-stage BJT, by how much does the base voltage lead the input voltage at the cutoff frequency in the low-frequency region?</p>",About 0º,45º,About 90º,None of the above,,B,
<p>What is the normalized gain expressed in dB for the cutoff frequencies?</p>,–3 dB,+3 dB,–6 dB,–20 dB,,A,
"<p>Which of the low-frequency cutoffs determined by C<sub>S</sub>, C<sub>C</sub>, or C<sub>E</sub> will be the predominant factor in determining the low-frequency response for the complete system?</p>",lowest,middle,highest,None of the above,,C,
"<p>Determine the break frequency for this circuit. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq09_02000.gif""/></p></p>",15.915 Hz,159.15 Hz,31.85 Hz,318.5 Hz,,B,
<p>What is the ratio of the common logarithm of a number to its natural logarithm?</p>,0.435,2,2.3,3.2,,C,
<p>Which of the following configurations does (do) not involve the Miller effect capacitance?</p>,Common-emitter,Common-base,Common-collector,All of the above,,B,
<p>What magnitude voltage gain corresponds to a decibel gain of 50?</p>,31.6238,316.228,3162.38,31623.8,,B,
<p>By what other name(s) are the cutoff frequencies in a frequency response plot called?</p>,Corner frequency,Break frequency,Half-power frequency,All of the above,,D,
<p>The ________-frequency response of a transformer-coupled system is calculated primarily by the stray capacitance between the turns of the primary and secondary windings.</p>,low,mid,high,,,C,
<p>log<sub>e</sub>a = ________ log10<sup>a</sup></p>,2.3,2.718,e,1.414,,A,
"<p>In the hybrid <img src=""/_files/images/electronic-devices-and-circuit-theory/pi.gif""/> or Giacoletto model, which one of the following does r<sub>b</sub> include?</p>",Base spreading resistance,Base contact,Base bulk,All of the above,,D,
<p>What is the ratio of the output voltage to the input voltage at the cutoff frequencies in a normalized frequency response plot?</p>,0.25,0.50,0.707,1,,C,
<p>Which of the following statements is true for a square-wave signal?</p>,It is composed of both even and odd harmonics.,It is composed only of odd harmonics.,It is composed only of even harmonics.,The harmonics waveforms are also square waves.,,B,
<p>A change in frequency by a factor of ________ is equivalent to 1 decade.</p>,2,10,5,20,,B,
<p>Which of the following capacitors is (are) included in C<sub>i</sub> for the high-frequency region of a BJT or FET amplifier?</p>,"Input wiring capacitance <img src=""/_files/images/electronic-devices-and-circuit-theory/mca09_0290a.gif""/>","The transition capacitance (<img src=""/_files/images/electronic-devices-and-circuit-theory/mca09_0290b.gif""/>)","Miller capacitance <img src=""/_files/images/electronic-devices-and-circuit-theory/mca09_0290c.gif""/>",All of the above,,D,
"<p>In the input RC circuit of a single-stage BJT, by how much does the base voltage lead the input voltage for frequencies much larger than the cutoff frequency in the low-frequency region?</p>",About 0º,45º,About 90º,None of the above,,A,
"<p>In the ________-frequency region, the capacitive elements of importance are the interelectrode (between terminals) capacitances internal to the active device and the wiring capacitance between the leads of the network.</p>",low,mid,high,,,C,
<p>What is the ratio of the output power to the input power at the cutoff frequencies in a normalized frequency response plot?</p>,0.25,0.50,0.707,1,,B,
