question,choices,answer
"If ax<sup>3</sup> + bx<sup>2</sup> + cx + d is divided by x – 2, then the reminder is equal to","[""a \u2013 b + c \u2013 d"",""8a + 4b + 2c + d"",""-8a + 4b -2c + d"",""a + b + c + d""]",1
"A committee of 6 teachers is to be formed from 5 male teachers and 8 female teachers. If the committee is selected at random, what is the probability that it has an equal number of male and female teachers?","[""140\/429"",""150\/429"",""160\/429"",""170\/429""]",0
"The range of the function f(x) = -|x – 2| – 3 is","[""y \u2265 2"",""y \u2264 -3"",""y \u2265 -3"",""y \u2264 -2""]",1
"What is the period of the function f(x) = 3sin<sup>2</sup>(2x + Pi/4)?","[""3Pi"",""2Pi"",""Pi\/2"",""Pi\/3""]",2
"It is known that 3 out of 10 television sets are defective. If 2 television sets are selected at random from the 10, what is the probability that 1 of them is defective?","[""1\/15"",""1\/10"",""1\/2"",""1\/3""]",0
"In a triangle ABC, angle B has a size of 50°, angle A has a size of 32° and the length of side BC is 150 units. The length of side AB is","[""232"",""280"",""260"",""270""]",1
"For the remainder of the division of x<sup>3</sup> – 2x<sup>2</sup> + 3kx + 18 by x – 6 to be equal to zero, k must be equal to","[""1"",""5"",""-9"",""-10""]",2
"It takes pump (A) 4 hours to empty a swimming pool. It takes pump (B) 6 hours to empty the same swimming pool. If the two pumps are started together, at what time will the two pumps have emptied 50% of the water in the swimming pool?","[""1 hour 12 minutes"",""1 hour 20 minutes"",""2 hours 30 minutes"",""3 hours""]",0
"The graph of r = 10 cos(Θ) , where r and Θ are the polar coordinates, is","[""a circle"",""an ellipse"",""a horizontal line"",""a hyperbola""]",0
"If (2 – i)*(a – bi) = 2 + 9i, where <em>i</em> is the imaginary unit and a and b are real numbers, then a equals","[""2"",""1"",""0"",""-1""]",3
"Lines L1 and L2 are perpendicular that intersect at the point (2, 3). If L1 passes through the point (0, 2), then line L2 must pass through the point","[""(0 , 3)"",""(1 , 1)"",""(3 , 1)"",""(5 , 0)""]",2
"In a plane there are 6 points such that no three points are collinear. How many triangles do these points determine?","[""8"",""10"",""18"",""12""]",2
"In a circle with a diameter of 10 meters, a regular five pointed star touching its circumference is inscribed. What is the area of the part not covered by the star?","[""60.42"",""40.58"",""40.68"",""50.47""]",3
"Find the area of a hexagon with a square having an area of 72 sq. cm. inscribed in a circle which is inscribed in a hexagon.","[""124.71 sq. cm."",""150.26 sq. cm."",""150.35 sq. cm."",""130.77 sq. cm.""]",0
"The tangent and a secant are to a circle from the same external point. If the tangent is 6 inches and the external segment of the secant is 3 inches, compute the length of the secant.","[""10"",""13"",""12"",""14""]",2
"Two circles with radii 8 and 3 m are tangent to each other externally. What is the distance between the points of tangency of one of their common external tangencies?","[""7.8 m"",""9.8 m"",""10.7 m"",""6.7 m""]",1
"The diameters of the two circles that are tangent internally are 18 and 8, respectively. What is the length of the tangent segment from the center of the larger circle to the smaller circle?","[""2"",""4"",""3"",""5""]",2
"Three identical circles are tangent to each other externally. If the area of the curvilinear triangle enclosed between the points of tangency of the 3 circles is 16.13 cm<sup>2</sup>, compute the radius of each circle.","[""10 cm"",""13 cm"",""9 cm"",""15 cm""]",0
"A semi – circle of radius 14 cm is bent to form a rectangle whose length is 1 cm more than its width. Find the area of the rectangle.","[""323.75 cm<sup>2<\/sup>"",""322.32 cm<sup>2<\/sup>"",""233.57 cm<sup>2<\/sup>"",""233.75 cm<sup>2<\/sup>""]",0
"A swimming pool is constructed in the shape of two partially overlapping circles, each of radius 9 m. If the center each circle lies on the circumference of the other, find the perimeter of the swimming pool.","[""85.7 m"",""75.4 m"",""56.5 m"",""96.8 m""]",1
"The length of the side of a rhombus is 5 cm. If the shorter diagonal is of length 6 cm. What is the area of the rhombus?","[""24 cm<sup>2<\/sup>"",""14 cm<sup>2<\/sup>"",""18 cm<sup>2<\/sup>"",""25 cm<sup>2<\/sup>""]",0
"Two squares each of 12 cm sides overlap each other such that the overlapping region is a regular polygon. Determine the area of the overlapping region thus formed.","[""110.9 cm<sup>2<\/sup>"",""119.3 cm<sup>2<\/sup>"",""121.5 cm<sup>2<\/sup>"",""117.4 cm<sup>2<\/sup>""]",1
"The side of a regular pentagon is 25 cm. If the radius of its inscribed circle is 15 cm, find the area of the pentagon.","[""937.5 cm<sup>2<\/sup>"",""784.6 cm<sup>2<\/sup>"",""825.75 cm<sup>2<\/sup>"",""857.65 cm<sup>2<\/sup>""]",0
"The capacities of two hemispherical tanks are in the ratio 64:125. If 4.8 kg of paint is required to paint the outer surface of the smaller tank, then how many kilograms of paint would be needed to paint the outer surface of the larger tank?","[""8.5 kg"",""6.7 kg"",""7.5 kg"",""9.4 kg""]",2
"A wooden cone of altitude 10 cm is to be cut into two parts of equal weight. How far from the vertex should the cut parallel to the base be made?","[""6.65 cm"",""3.83 cm"",""7.94 cm"",""8.83 cm""]",2
"Find the value of x in (x + 1)/3 + 2x/4 = 47 – 2x","[""16.47"",""12.87"",""18.27"",""20.17""]",0
"Evaluate: 64^x . 4^y","[""256^(xy)"",""4^(x +3y)"",""64^(x +3y)"",""4^(3x + y)""]",3
"Evaluate: y = (((4*5^(2n+1))-3)-10*5^(2n-1))/2*5^(2n)","[""y = 5^n"",""y = 9"",""y = 5^2n"",""y = 18""]",2
"Give the factors of a^2 – x^2","[""2a \u2013 2x"",""(a + x)(a \u2013 x)"",""(a +x)(a + x)"",""2x \u2013 2a""]",0
"Factor the expression x^2 + 6x + 8 as completely as possible","[""(x + 4)(x + 2)"",""(x \u2013 4)(x + 2)"",""(x \u2013 4)(x \u2013 2)"",""(x + 6)(x + 2)""]",0
"Find the value of k so that 4x^2 + 6x + k is a perfect square","[""36"",""2.5"",""9"",""2.25""]",0
"If <em>p – q = 5</em> and pq = (k/2), then <em>p^2 + q^2</em> equals","[""k"",""25k"",""25 + k"",""k\/25""]",2
"Simplify: sqrt(ab/(ab)^(1/3))","[""(ab)^(1\/3)"",""(ab)^1(1\/2)"",""ab\/(ab)^(1\/2)"",""(ab)\/(ab)^(1\/3)""]",3
"If x to the 3/4 power equals 8, x equals","[""-9"",""6"",""9"",""16""]",3
"Solve for x: sqrt((x+2)(sqrt(2x+3)))-3 = 0","[""3"",""23"",""3 and 23"",""20""]",0
"If f(x) = 2x^2+ 2x + 4, What is f(2)?","[""4x + 2"",""16"",""x^2 + x + 2"",""8""]",1
"If n is any possible integer, when (n – 1)(n – 2)(n – 3)……(3)(2)(1) = ?","[""e^(n \u2013 1)"",""(n \u2013 1)!"",""n!"",""(n \u2013 1)^n""]",2
"What is the least common multiple of 15 and 18?","[""3"",""5"",""90"",""270""]",2
"What is the lowest common factor of 10 and 32?","[""320"",""2"",""180"",""90""]",1
"The numbers 12 and 16 has the greatest common divisor of","[""2"",""4"",""6"",""192""]",1
"The polynomial x^3+ 4x^2 – 3x + 8 is divided by x – 5, then the remainder is,","[""175"",""140"",""218"",""200""]",2
"Find the quotient of 3x^5 – 4x^3+ 2x^2+ 36x + 48 divided by x^3 – 2x^2 + 6","[""3x^2 \u2013 4x \u2013 8"",""3x^2 + 4x + 8"",""3x^2 \u2013 6x \u2013 8"",""3x^2 + 6x \u2013 8""]",3
"Find the remainder if we divide 4y^3+ 16y^ 2+ 6y -4 by (2y + 3)","[""10"",""11"",""15"",""13""]",2
"Given: <em>f(x) = (x + 3)(x – 4) + 4</em>. When <em>f(x)</em> is divided by <em>(x – k),</em> the remainder is <strong>k</strong>. Find: <strong>k</strong>","[""2"",""4"",""6"",""8""]",1
"The expression x^4 + ax^3 +5x^2 + bx + 6 when divided by (x – 2) leaves a remainder of 16 and when divided by (x + 1) leaves a remainder of 10. Find a and b.","[""a = 5, b = 7"",""a = -5, b = 7"",""a = -5, b = -7"",""a = 5, b = -7""]",1
"The mean of x and y is a, the mean of y and z is b and the mean of x and z is c. What is the mean of x, y and z?","[""(a + b + c)\/3"",""(a + b + c)\/2"",""(a + b + c)\/(a*b*c)"",""(a*b*c)\/(a + b + c)""]",2
"Find the mean proportional of 4 and 36","[""72"",""24"",""12"",""20""]",2
"The arithmetic mean of 80 numbers is 55. If two numbers namely 250 and 850 are removed, what is the arithmetic mean of the remaining numbers?","[""42.31"",""50"",""38.62"",""57.12""]",2
"The arithmetic mean of 6 numbers is 17. If two numbers are added to the progression, the new set of numbers will have an arithmetic mean of 19. What are the two numbers if their difference is four?","[""21, 25"",""23, 27"",""8, 12"",""16, 20""]",2
"In the equation x^2 + x = 0, one root is x equal to","[""1"",""5"",""1\/4"",""None of these""]",3
