question,A,B,C,D,E,answer,explanation
<p>The purpose of series quadrature windings in amplidyne is to</p>,neutralize the effect of armature reaction,reduce commutation difficulties,increase the gain,increase response time,,A,
"<p>For the transport lag G(<i>j</i>ω) = <i>e</i><sup><i>-j</i>ωT</sup>, the phase angle</p>",is constant,varies linearly with frequency,varies linearly with low frequencies only,values as per square law,,B,
"<p>In classical analogue, torque is analogous to</p>",current,voltage,charge,voltage gradient,,B,
"<p>The pole zero plot of the given figure is for<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/35-383.png""/></p>",non-minimum phase function,minimum phase function,all pass function,either (b) or (c),,A,
"<p>For the function G(<i>s</i>) = <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-11.png""/> the poles are at</p>",<i>s</i> = 0 and <i>s</i> = ∞,"<i>s</i> = j2<i>n</i><span class=""symbol"">p</span> where <i>n</i> = 0, 1, 2","<i>s</i> = ± <i>j</i>2<i>n</i><span class=""symbol"">p</span> where <i>n</i> = 0, 1, 2..",none of the above.,,C,
<p>Which dc servomotor has minimum inertia?</p>,Slotted armature construction,Surface wound armature,Surface wound with stationary rotor,Either (a) or (b),,C,
<p>Gas flow resistance is defined as</p>,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/15-70-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/15-70-2.png""/>",(change in gas pressure difference) x (change in gas flow rate),none of the above,,A,
"<p>Examine the following statements <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">A small size hydraulic actuator can develop good torque.</li><li style=""padding-top:10px;"">It is easy to maintain a hydraulic system leak proof.</li><li style=""padding-top:10px;"">Both linear and rotatary hydraulic actuators are available.</li><li style=""padding-top:10px;"">Hydraulic power is more easily available than electric power.</li></ol> Which of the above statements are correct?</p>",all,1 and 2 only,1 and 3 only,"2, 3 and 4 only",,C,
"<p>The given figure shows a constant current source driving a parallel RC circuit. It is equivalent to<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/33-352.png""/></p>",a lag network,a lead network,a lag-lead network,either (a) or (b),,A,
"<p>Consider the following statements regarding negative feedback <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">It increases system gain</li><li style=""padding-top:10px;"">It improves sensitivity</li><li style=""padding-top:10px;"">It improves system stability</li></ol> Which of these are not correct?</p>",all,"1, 2","1, 3",1 only,,D,
<p>Which of the following are applications of position control systems?</p>,Control of sheet and metal thickness in hot rolling mill,Missile guidance of ships,Radar tracking system,All of the above,,D,
"<p>The system in the given figure has<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/36-394.png""/></p>",good gain and phase margins,good gain margin and poor phase margin,poor gain and phase margins,poor gain margin but good phase margin,,B,
<p><p><b>Assertion (A):</b>  Increasing the system gain improves steady state behaviour but may result in instability.</p><p><b>Reason (R):</b> A compensator is inserted into a system to ensure specified performance.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,B,
<p><p><b>Assertion (A):</b>  Inverse Laplace transform can be found from P(<i>s</i>) by inversion integral.</p><p><b>Reason (R):</b> The function f(<i>t</i>) is assumed to be zero for <i>t</i> &lt; 0.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,B,
<p>For a second order system delay time <i>t<sub>d</sub></i> is the time required to reach</p>,half the final value for the very first time,the final value for the very first time,90% of the final value for the very first time,none of the above,,A,
<p>Coulomb friction is</p>,the force of sliding friction between dry surfaces,the force of friction between moving surfaces separated by viscous fluid,the force required to initiate motion between two contacting surfaces,all of the above,,A,
"<p>A feedback amplifier has forward gains A<sub>1</sub>, A<sub>2</sub> and feedback factor β as shown in signal flow graph of the given figure. Because of feedback as shown in signal noise ratio at output will<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/23-193.png""/></p>",increase,decrease,be unaffected,depend on value of β,,C,
"<p>For the system in the given figure <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/24-211.png""/>. Then steady state error is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/24-211-.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/24-211-1.png""/>",K,Zero,1,,C,
<p>The damping ratio of a pair of complex poles when expressed in terms of angle θ measured from <i>j</i>ω axis equal to</p>,sin θ,cos θ,tan θ,cot θ,,A,
<p><p><b>Assertion (A):</b>  Derivative control action is also called rate control and has an anticipatory character.</p><p><b>Reason (R):</b> Derivative control amplifies noise signals.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,B,
"<p><p><b>Assertion (A):</b>  When a PID controller is added to a system, the peak overshoot to step input cannot be determined easily.</p><p><b>Reason (R):</b> Use of PID controller introduces a zero in the forward path.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,A,
"<p>For the system shown in the given figure the time response to unit step input is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-231.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-231-1.png""/>",<i>c(t)</i> = T(1 - <i>e<sup>-t/T</sup>)</i>,<i>c(t)</i> = 1 - <i>e<sup>-t/T</sup></i>,<i>c(t)</i> = T <i>e<sup>-t/T</sup></i>,,C,
<p>The slope of log magnitude asymptote changes by - 40 dB/ decade at a certain frequency and the error between asymptote and actual curve is - 6 dB. This means that</p>,a double pole is present,a pair of complex conjugate poles is present,either a double pole or a pair of complex conjugate poles is present,either a pole or zero at that frequency is present,,A,
<p>Friction forces acts in a direction</p>,opposite to that of velocity,same as that of velocity,at right angle to that of velocity,partly opposite and partly at right angle to the direction of velocity,,A,
<p><p><b>Assertion (A):</b>  Integral control action is sometimes called reset control.</p><p><b>Reason (R):</b> Reset rate is expressed as number of repeats per unit time.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,B,
"<p>The polar plot in the given figure is for G(<i>j</i>ω) =<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-372.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-369-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-372-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-372-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-372-4.png""/>",,C,
<p>In some on-off controllers a differential gap is provided</p>,to make the manufacture process easier,to prevent too often frequent operation of controller,both (a) and (b),neither (a) nor (b),,B,
"<p>If <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/19-132.png""/> there are</p>",two poles of G(<i>s</i>) in the left half plane,two poles of G(<i>s</i>) in the right half plane,three poles of G(<i>s</i>) in the right half plane,four poles of G(<i>s</i>) in the right half plane,,B,
<p>In Bode analysis the correction at corner frequency is 3 dB.</p>,True,False,,,,A,
<p>The transfer function G(<i>s</i>) of a PID controller is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-273-1.png""/>",K [1 + T<i><sub>t</sub></i><i>s</i> + T<i><sub>d</sub></i><i>s</i>],"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-273-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-273-4.png""/>",,A,
<p>In a proportional plus integral control action</p>,proportional gain K<i><sub>p</sub></i> is adjustable but integral time T<i><sub>i</sub></i> is constant,proportional gain K<i><sub>p</sub></i> is adjustable but integral time T<i><sub>i</sub></i> is adjustable,both proportional gain K<i><sub>p</sub></i> and integral time T<i><sub>i</sub></i> are adjustable,both proportional gain K<i><sub>p</sub></i> and integral time T<i><sub>i</sub></i> are constant,,C,
"<p>An RLC series circuit has<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/27-257.png""/><br/>If poles <i>p</i><sub>1</sub> and <i>p</i><sub>1</sub>* are close to <i>j</i>ω axis, then</p>",resonant frequency is high,Q is high,bandwidth is large,Q is low,,C,
<p>A reactance function</p>,has a pole at origin,has a zero at origin,may have a pole or zero at origin,has a pole or zero at origin and a pole or zero at infinity,,D,
"<p>Given figure shows a magnitude Bode plot. The transfer function for this plot is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-262.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-262-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-262-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-262-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-262-4.png""/>",,C,
