question,A,B,C,D,E,answer,explanation
<p>Separators are generally used in air compressor installations</p>,before the intercooler,after the intercooler,between the aftercooler and receiver,before first stage suction,,C,
"<p>If the flow of air through the compressor is perpendicular to its axis, then it is a</p>",reciprocating compressor,centrifugal compressor,axial flow compressor,turbo compressor,,B,
"<p>In air compressors, free air delivery means the</p>",actual volume of the air delivered by the compressor when reduced to normal temperature and pressure conditions,volume of air delivered by the compressor,volume of air sucked by the compressor during its suction stroke,none of the above,,A,
"<p>The propulsive power of the rocket is (where <i>v</i><sub>1</sub> = Jet velocity, and <i>v</i><sub>2</sub> = Air-craft velocity)</p>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/378-148-1.png""/>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/378-148-2.png""/>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/378-148-3.png""/>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/378-148-4.png""/>",,A,
<p>The gas in cooling chamber of a closed cycle gas turbine is cooled at</p>,constant volume,constant temperature,constant pressure,none of these,,C,
<p>A 3 m<sup>3</sup>/min compressor means that it</p>,compresses 3 m<sup>3</sup>/min of standard air,compresses 3 m<sup>3</sup>/ min of free air,delivers 3 m<sup>3</sup>/ min of compressed air,delivers 3 m<sup>3</sup>/ min of compressed air at delivery pressure,,B,
<p>The compression ratio for the compressor is always __________ unity.</p>,equal to,less than,more than,,,C,
<p>The assumption made in two stage compression with intercooler is that</p>,there is no pressure drop in the intercooler,the compression in both the cylinders is polytropic,the suction and delivery of air takes place at constant pressure,all of the above,,D,
"<p>With the decrease in compression ratio, the volumetric efficiency</p>",does not change,increases,decreases,,,B,
<p>The volume of air delivered in a medium capacity air compressor per unit time is</p>,0.1 to 1.2 m<sup>3</sup>/s,0.15 to 5 m<sup>3</sup>/s,above 5 m<sup>3</sup>/s,none of these,,B,
"<p>In a closed cycle gas turbine, the air is compressed</p>",isothermally,polytropically,isentropically,none of these,,C,
"<p>In a single stage, single acting reciprocating air compressor, without clearance volume, the workdone is minimum during</p>",isothermal compression,isentropic compression,polytropic compression,none of these,,A,
<p>A simple turbo-jet engine is basically a gas turbine engine equipped with a propulsive nozzle and diffuser.</p>,Agree,Disagree,,,,A,
"<p>If the flow of air through the compressor is parallel to its axis, then the compressor is</p>",reciprocating compressor,centrifugal compressor,axial flow compressor,turbo-compressor,,C,
<p>The volumetric efficiency of the compressor is defined as the ratio of volume of free air delivery per stroke to the swept volume of the piston.</p>,Yes,No,,,,A,
<p>A centrifugal compressor is an axial flow compressor.</p>,Correct,Incorrect,,,,B,
<p>A compressor must be driven by some prime mover.</p>,Agree,Disagree,,,,A,
"<p>If the clearance ratio for a reciprocating air compressor is '<i>K</i>', then its volumetric efficiency is given by</p>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/373-82-1.png""/>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/373-82-2.png""/>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/373-82-3.png""/>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/373-82-4.png""/>",,B,
<p>Volumetric efficiency of a compressor decreases with __________ in compression ratio.</p>,decrease,increase,,,,B,
<p>The overall thermal efficiency of an ideal gas turbine plant is (where <i>r</i> = Pressure ratio)</p>,<i>r</i><sup>γ - 1</sup>,1 - <i>r</i><sup>γ - 1</sup>,"<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/380-175-2.png""/>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/380-175-1.png""/>",,C,
<p>The speed of rotary air compressor is __________ as compared to reciprocating air compressor.</p>,high,low,,,,A,
"<p>When air is to be compressed at a high pressure, then it is advantageous to use</p>",single stage compression,multi-stage compression without intercooling,multi-stage compression with intercooling,none of these,,C,
<p>The absolute pressure of air at the outlet of a compressor is called</p>,back pressure,critical pressure,discharge pressure,none of these,,C,
<p>The degree of reaction is usually kept __________ for all types of axial flow compressors.</p>,0.2,0.3,0.4,0.5,,D,
<p>Standard air is the air at __________ and relative humidity of 36 percent.</p>,0.1 bar and 20° C,1 bar and 20° C,0.1 bar and 40° C,1 bar and 40° C,,B,
"<p>In a single stage, single acting reciprocating air compressor without clearance volume, the workdone is maximum during</p>",isothermal compression,isentropic compression,polytropic compression,none of these,,B,
<p>The compressor capacity is defined as the</p>,actual volume of the air delivered by the compressor when reduced to normal temperature and pressure conditions,volume of air delivered by the compressor,volume of air sucked by the compressor during its suction stroke,none of the above,,B,
"<p>In <i>n</i><sub>1</sub> and <i>n</i><sub>2</sub> are the indices of compression for the first and second stage of compression, then the ratio of workdone on the first and second stages (<i>W</i><sub>1</sub>/<i>W</i><sub>2</sub>) with perfect intercoooing is given by</p>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/372-68-1.png""/>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/372-68-2.png""/>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/372-68-3.png""/>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/372-68-4.png""/>",,B,
<p>The operation of the reciprocating air motor is similar to reciprocating air compressor.</p>,True,False,,,,B,
