question,A,B,C,D,E,answer,explanation
<p>A transistor may fail due to</p>,open weld at the wire leads to the semi-conductor,short circuit caused by momentary overloads,overheating due to circuit failures,any of the above,,D,
"<p>In a P-N-P transistor, with normal bias, the emitter junction</p>",is always reverse biased,offers very high resistance,offers a low resistance,remains open,,C,
<p>In a tuned class C power amplifier the quiescent value of collector to emitter voltage is equal to (V<sub>CC</sub> denotes collector battery voltage)</p>,V<sub>CC</sub>,0.5 V<sub>CC</sub>,0.25 V<sub>CC</sub>,either (b) or (c),,A,
<p>Volt equivalent temperature in a PN Junction diode is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/332-509-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/332-509-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/332-509-3.png""/>",11600 T,,A,
<p>Primary advantage of a crystal oscillator is that</p>,it can oscillate at any frequency,it gives a high O/P voltage,its frequency of oscillation remains almost constant,it operates on a very low dc supply voltage,,C,
<p>The conversion or collector circuit efficiency is a measure</p>,how successfully the active device converts D.C. power to A.C. signal power,how much distortion in output is reduced with respect to input,how successfully the active device converts A.C. power to D.C. signal power,none of the above,,A,
"<p>A transistor amplifier is operating in class A mode. If a transformer is connected for impedance matching, the efficiency will</p>",increase,decrease,not be affected,increase or decrease,,A,
<p>The pinch-off voltage is the drain voltage on the shorted gate drain curve above which the drain current becomes</p>,almost negligible,very high,almost constant,highly variable,,C,
<p>Which of the following plot can be used to show the input volt-ampere characteristics of a common-emitter configuration?</p>,V<sub>BE</sub> versus <i>i</i><sub>B</sub> for constant values of V<sub>CE</sub>,V<sub>CE</sub> versus <i>i</i><sub>C</sub> for constant values of I<sub>B</sub>,V<sub>CE</sub> versus <i>i</i><sub>C</sub> for constant values of I<sub>E</sub>,None of the above,,A,
<p>A transconductance amplifier has</p>,high input impedance and low output impedance,low input impedance and high output impedance,high input and output impedance,low input and output impedance,,C,
<p>The signal input to a given amplifier is made up of 100 mΩ signal power and 1 mΩ noise power. The amplifier contributes an additional 100 mΩ of noise and has a power gain of 20 dB. The output signal-to-noise ratio is</p>,100,50,10,5,,B,
<p>In order to protect a MOSFET against damage from any stray voltage at the gate</p>,grounding rings are provided,terminals are shorted,source terminal is earthed during transit,none of these,,C,
<p>A capacitor input filter relies on</p>,average detection,peak detection,both (a) and (b),neither (a) nor (b),,B,
<p>RECTIFIER : OSCILLATOR ::</p>,Capacitance : Inductance,Series resonance : Parallel resonance,DC : AC,Regulation : Efficiency,,D,
<p>A voltage doubler circuit uses</p>,two diodes,two capacitors,two diodes and two capacitors,none of the above,,C,
<p>Which amplifier will be preferred for highest gain?</p>,Darlington's pair,Single stage amplifier,Cascade amplifier,Depends on the circuitry,,C,
<p>Which of the following are synonymous?</p>,MOSFET and IGEFT,FET and JFET,JFET and MOSFET,P-N-P and N-P-N,,A,
<p>Which of the following contributes to harmonics distortion in amplifiers?</p>,Positive feedback,Presence of noise,Defective active device,Non-linearity in active device,,D,
<p>Which of the following couplings may cause unwanted clamping?</p>,Resistive,Inductive,Capacitive,Both (a) or (b),,C,
<p>The name field effect is related to the __________ layers of a JFET.</p>,depletion,drain,source,gate,,A,
"<p>If input frequency is 50 Hz, the frequency of output wave in a half wave diode rectifier circuit is</p>",25 Hz,50 Hz,100 Hz,200 Hz,,B,
"<p>For an amplifier, the coupling method which gives the highest gain in</p>",impedance coupling,transformer coupling,capacitance coupling,resistance coupling,,B,
<p>An ideal op-amp can amplify dc signals</p>,True,False,,,,A,
"<p>Consider the following statements :<br/>The lower cut off frequencies of an RC coupled amplifier depend on <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">input and output coupling capacitor</li><li style=""padding-top:10px;"">emitter by pass capacitors</li><li style=""padding-top:10px;"">junction capacitances</li></ol> Which of the above are correct?</p>",1 only,2 only,1 and 2,2 and 3,,A,
"<p><p><b>Assertion (A):</b>  In a circuit using FET, gate is approximately at dc ground</p><p><b>Reason (R):</b>  Self bias stabilizes the quiescent operating point against changes in JFET parameters</p></p>",Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,B,
<p>The Darlington pair consists of the following two stages</p>,CE and CC,both CE,both CC,CE and CB,,C,
"<p>Figure represents<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/341-639-1.png""/></p>",Adder,Multiplier,Subtractor,Log Amplifier,,C,
<p>Which of the amplifier circuits using junction transistors has the best gain?</p>,Common emitter,Common base,Common collector,All above has the same gain,,A,
"<p>To obtain very high input and O/P impedance in a feedback amplifier, the type of feedback utilized</p>",voltage series,current series,voltage shunt,current shunt,,B,
<p>The thermal resistance of a BJT is about</p>,100° C/W,200° C/W,20° C/W,2° C/W,,B,
<p>Oscillator with best frequency stability is</p>,Crystal oscillator,Phase shift oscillator,Clapp oscillator,Hartley oscillator,,A,
<p>The IF amplifier in a superheterodyne receiver is</p>,single-stage single-timed amplifier,two stage of single tuned amplifier,double tuned amplifier,class-C amplifier,,B,
"<p>Examine the circuit of figure and the following statements<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/314-200-1.png""/> <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">V<sub><i>s</i></sub> is more than the zener breakdown voltage.</li><li style=""padding-top:10px;"">I<sub>L</sub> = I<sub>1</sub> - I<sub>2</sub>.</li><li style=""padding-top:10px;"">R<sub><i>s</i></sub> is less than zener nominal resistance.</li></ol> Which of the above statements are correct?</p>","1, 2, 3","1, 2",1 only,2 and 3,,B,
<p>The approximate value of input impedance of CE amplifier with emitter resistance R<sub>E</sub> is given by</p>,<i>h</i><sub><i>ie</i></sub> + A<sub><i>i</i></sub> R<sub>E</sub>,<i>h</i><sub><i>ie</i></sub> + (1 + <i>h</i><sub><i>fe</i></sub>) R<sub>E</sub>,<i>h</i><sub><i>ie</i></sub>,(1 + <i>h</i><sub><i>fe</i></sub>) R<sub>E</sub>,,C,
<p>The advantage of using crystal oscillator is that it</p>,requires low d.c. supply voltage,works at high frequency,gives high output voltage,gives constant frequency of oscillations,,D,
<p>A transistor will operate in inverted region when</p>,emitter junction is forward biased and collector junction is reverse biased,emitter junction is reverse biased and collector junction is forward biased,emitter junction as well as collector junction are forward biased,emitter junction as well as collector junction are reverse biased,,B,
<p>Cross-over distortion behaviour is a characteristic of</p>,class A output stage,class B output stage,class AB output stage,common base output stage,,B,
