question,A,B,C,D,E,answer,explanation
<p><p><b>Assertion (A):</b>  A large negative feedback is deliberately introduced in an amplifier to make its gain independent of variation is in parameters of active device and other components.</p><p><b>Reason (R):</b>  A large negative feedback results in a high value of return difference compared to unity which makes the feedback gain inversely proportional to feedback factor.</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,A,
<p>In case of a transistor amplifier the emitter resistance R<sub>e</sub> is removed</p>,the gain of the amplifier will reduce,heat sink will not be required,Q-point will become unstable,base to emitter function will be less forward biased,,C,
<p>In oscillators class C operation is preferred because</p>,is most efficient,has frequency stability,gives larger output,it produces nearly square waves,,D,
<p>In a common emitter circuit all voltages are measured with respect to</p>,base,emitter,collector,base or collector,,B,
<p>A ripple in collector supply voltage of the output stage of amplifier causes noise.</p>,True,False,,,,A,
"<p>In a transistor I<sub>E</sub> = 10 mA, I<sub>CO</sub> = 0.5 μA and <span class=""symbol"">a</span> = 0.995. Then I<sub>CEO</sub> =</p>",100 μA,25 μA,10.1 mA,10.5 mA,,A,
"<p>As a compared to a CB amplifier, a CE amplifier has</p>",lower current amplification,higher current amplification,lower input resistance,higher input resistance,,B,
<p>The stray capacitance between the last stage and the first stage of an oscillator may cause</p>,unwanted low frequency oscillations,unwanted high frequency oscillations,unwanted oscillations at low and high frequencies,large feedback,,B,
<p>In a voltage regulator circuit using zener diode the load voltage is nearly constant only if</p>,zener current is very small,zener current is very large,zener current is neither small nor large,None of the above,,A,
"<p>Symbol shown in figure represents a<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/346-751-1.png""/></p>",P-channel DMOSFET,N-channel DMOSFET,UJT with P-type base,UJT with N-type base,,A,
"<p>Figure shows basic Hartley oscillator configuration. Do you think the polarities marked for the split coiled are correct?<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/353-918-1.png""/></p>",yes they are,no they are not,it really doesn't matter,none of the above,,B,
"<p>If the Q of a single-stage single-tuned amplifier is doubled, then its bandwidth will</p>",remain same,become half,become doubled,become four times,,B,
<p>A boot strap generally incorporates</p>,CB configuration,CE configuration,emitter follower,none of the above,,C,
"<p>The common-drain amplifier, better known as the source follower, has a voltage gain __________ and the output signal is __________ with the input signal.</p>","approaching unity, in phase","approaching unity, out of phase","is very high, in phase","is very high, in reverse phase",,A,
<p>In CB amplifier the distortion of the input voltage waveform may occur due to</p>,very low input resistance of an amplifier,very high input resistance of the amplifier,improper biasing,ripples in power supply,,A,
"<p>As compared to full wave rectifier, a half wave rectifier</p>",has higher ripple factor,has lower ripple factor,may have higher or lower ripple factor,has same ripple factor,,A,
<p><p><b>Assertion (A):</b>  A self bias circuit is the most commonly used bias circuit for bipolar junction transistors</p><p><b>Reason (R):</b>  A self bias circuit limits the increase in collector or emitter current due to change in junction temperature.</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,A,
"<p>In an amplifier if conductor during the cycle is from 0 to 90° and again from 180° to 270°, the amplifier will be termed as</p>",class A,class B,class C,class AB,,B,
<p>A sine wave with slew rate distortion looks like</p>,step wave,square wave,triangular wave,cosine wave,,C,
"<p>In the case of the circuit shown in the figure, the collector current I<sub>C</sub> will be, if β = 100, V<sub>BE</sub> = 0.7 V, I<sub>CO</sub> = 0.1 βA at 20°C<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/337-584-1.png""/></p>",2.26 mA,1.85 mA,0.357 mA,0.185 mA,,A,
<p>A three-section RC phase shift oscillator has R = 10K ohms and C = 0.001 μF. The frequency of oscillations is</p>,1.1 kHz,2.5 kHz,3.3 kHz,6.5 kHz,,D,
"<p>The circuit of figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/319-260-1.png""/></p>",positive clipper,negative clipper,combination clipper,either (a) or (b),,C,
"<p><p><b>Assertion (A):</b>  Electric coupling, magnetic coupling and ground loop can cause unwanted high frequency oscillations.</p><p><b>Reason (R):</b>  Hartley oscillator uses a tapped inductor</p></p>",Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,B,
"<p>In figure V<sub>CE</sub> (sat) = 0.1 V. Then I<sub>C</sub> (sat) =<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/320-277-1.png""/></p>",10 mA,20 mA,30 mA,40 mA,,B,
<p>Power transistors are invariably provided with</p>,soldered connections,heat sink,metallic casing,none of the above,,B,
<p><p><b>Assertion (A):</b>  The ac load line is different from dc load line</p><p><b>Reason (R):</b>  The ac load resistance seen by collector and emitter is different from dc load resistance </p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,A,
<p>In a class C operation V<sub>CC</sub> = 40 V and V<sub>CE(sat)</sub> = 0.4 V. The efficiency is</p>,90%,49.5%,1%,0.5%,,A,
"<p>The circuit shown in figure will<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/354-934-1.png""/></p>",oscillate at 456 kHz,oscillate at 228 kHz,oscillate at microwave frequency,not oscillate,,D,
<p>The absolute values of pinch-off voltage and gate-source cut-off voltage are</p>,nearly zero,complementary to each other,never equal,equal,,D,
<p>A radio frequency choke permits an easy flow of __________ current and at the same time it offers a very impedance to __________ currents.</p>,"A.C., low frequency","A.C., high frequency","D.C., low frequency",D.C. high frequency,,D,
<p><p><b>Assertion (A):</b>  In an op-amp the gain bandwidth product equals <i>f</i><sub>finity</sub></p><p><b>Reason (R):</b>  The change in open loop gain of an amplifier has almost no effect on closed loop gain</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,B,
<p>Lower chip area requirements of MOS is advantage in</p>,low power circuits,high power circuits,repetitive operation circuits,large scale integration,,D,
"<p>For high frequency response of a transistor amplifier, suitable model to use is</p>",Kelvin network,Lattice network,"Hybrid <span class=""symbol"">p</span>",T-network,,C,
"<p>A transistor with <span class=""symbol"">a</span> = 0.98 then β will be</p>",49,50,47,48,,A,
<p>Harmonic distortion in CB amplifier may be least when the load resistance is</p>,negligible,very low,very high,infinite,,C,
"<p>If a common emitter amplifier with an emitter resistance R<sub>C</sub> has an overall transconductance gain of 1 m A/V, a voltage gain of - 4 and desensitivity of 50, then the value of the emitter resistance R would be</p>",50 kΩ,0.98 kΩ,50 Ω,0.98 Ω,,B,
"<p>Turn on time of a transistor switch is equal to sum of (where <i>t</i><sub><i>r</i></sub> is rise time, <i>t</i><sub><i>d</i></sub> is delay time)</p>",<i>t</i><sub><i>s</i></sub> - <i>t</i><sub><i>r</i></sub>,<i>t</i><sub><i>s</i></sub> - <i>t</i><sub><i>f</i></sub>,<i>t</i><sub><i>d</i></sub> + <i>t</i><sub><i>r</i></sub>,2<i>t</i><sub><i>r</i></sub>,,C,
"<p>For the circuit shown in the figure, the capacitor C is initially uncharged. At <i>t</i> = 0, the switch S is closed. The voltage V<sub><i>c</i></sub> across the capacitor at <i>t</i> = 1 millisecond is (In the figure shown above, the op-amp is supplied with ± 15 V and the ground has been shown by the symbol)<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/334-528-1.png""/></p>",0 V,6.3 V,9.45 volts,10 volts,,D,
"<p>In amplifiers, the parasitic oscillation result due to</p>",transistor inter junction capacitance,push pull operator,negative feedback,poor inter-stage coupling,,A,
