question,A,B,C,D,E,answer,explanation
<p>If a signal voltage V<sub><i>s</i></sub> is accompanied by a noise voltage V<sub><i>n</i></sub> the signal to noise ratio is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/501-130-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/501-130-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/501-130-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/501-130-4.png""/>",,A, <p>Power is proportional to V<sup>2</sup>.</p> 
<p>Video signals are transmitted through</p>,amplitude modulation,frequency modulation,either amplitude or frequency modulation,neither amplitude nor frequency modulation,,A," <p>Because of large bandwidth requirement, modulation of video signals is possible only by amplitude modulation.</p> "
<p>A TV receiver has 20 kV EHT supply and total beam current (for 3 electron guns) of 1500 μA. The power handled by IHVT is</p>,3 W,30 W,300 W,0.3 W,,B, <p>P = 20 x 10<sup>3</sup> x 1500 x 10<sup>-6</sup> = 30 W.</p> 
"<p>Some possible disadvantages of high level modulation in TV transmitters are <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Video monitor has to supply high video voltages upto several hundred volts into highly capacitive loads drawing high current at video frequencies</li><li style=""padding-top:10px;"">The grid modulated stage presents a varying load to its driver</li><li style=""padding-top:10px;"">The linearity and high video driving power present design problems</li></ol> Out of above which are true?</p>",1 only,1 and 2 only,"1, 2 and 3",2 and 3 only,,C, <p>All these are true.</p> 
<p>Beam width of an antenna is expressed in</p>,metres,degrees,ratio of two powers,ratio of two angles,,B, <p>Beam width is the angular separation between the two half power points on the power density radiation pattern. It is expressed in degrees.</p> 
"<p>In broadcast television, the number of lines per frame is chosen to be odd number to</p>",reduce the required bandwidth,improve resolution,reduce peak power requirement,make interlacing easier,,D, <p>Odd number of lines per frame makes interlacing easier.</p> 
"<p>In a picture tube, the video signal is applied to</p>",cathode,grid,any anode,either cathode or grid,,A, <p>Video signal is applied to cathode.</p> 
"<p>If frames are repeated at 60 Hz and each frame has 525 lines, the time for scanning one horizontal line (for progressive scanning and no interlacing) is about</p>",320 μs,32 μs,3.2 μs,0.32 μs,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/551-329-1.png""/>.</p> "
<p>Full duplex operation</p>,requires modems at both ends of circuit,requires two pairs of cables,can transfer data in both directions simultaneously,all of the above,,D, <p>Full duplex system has all these features.</p> 
<p>In a tape recorder the erase head is</p>,engaged during playback but disengaged during recording,engaged both during recording and playback,disengaged both during recording and playback,engaged during recording but disengaged during playback,,D, <p>It is engaged during recording to erase the previous matter.</p> 
"<p>Consider the following statements as regards advantages of CCD sensors as camera pick up tube <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">High sensitivity</li><li style=""padding-top:10px;"">Good spectral response</li><li style=""padding-top:10px;"">Image lag absent</li></ol> Out of the above which are correct</p>","1, 2, 3","1, and 2 only",1 and 3 only,2 and 3 only,,A, <p>CCD (charged coupled device) sensors have all these advantages.</p> 
"<p>Some desirable features of a computer communication network are <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">It should accept an intended transmission without excessive delay</li><li style=""padding-top:10px;"">The data arriving at a receiving point should be processed rapidly</li><li style=""padding-top:10px;"">When a transmission calls for a response, the delay of response should be minimum.</li></ol> Which of the above are true?</p>",1 and 2 only,1 and 3 only,"1, 2, 3",2 and 3 only,,C, <p>All the three features are necessary.</p> 
<p>Television transmission is by</p>,ground waves,sky waves,space waves,all of the above,,C, <p>The reception of signals by space waves is governed by line of sight range limited to about 75 kms or so. For frequencies above 30 MHz (generally used for television) communication is through space waves.</p> 
"<p>In the television system in India, the aspect ratio is</p>",4 : 3,3 : 4,5 : 4,4 : 5,,A," <p>Aspect ratio is the width/height ratio of TV receiver. It is <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/56-3.94-5.png""/>.</p> "
"<p>In high power radars, which of the following are used for switching?</p>",Power diode,Power BJT,Power MOSFET,Thyristor,,D, <p>For high power switching thyristor is the most suitable device.</p> 
<p>A remote control for TV uses</p>,LED in receiver and photodiode in transmitter,LED in transmitter and photodiode in receiver,LED in both transmitter and receiver,Photodiode in both transmitter and receiver,,B, <p>Infrared LED transmits the pulse. At receiver photo diode converts infrared signals into electrical signals.</p> 
"<p>In the FM wave described by equation <i>v</i> = 15 sin (4 x 10<sup>8</sup> <i>t</i> + 3 sin 1100 <i>t</i>), the carrier frequency and signal frequency respectively are</p>",63.66 MHz and 175 Hz,4 x 10<sup>8</sup> Hz and 1100 Hz,175 Hz and 63.66 MHz,1100 Hz and 4 x 10<sup>8</sup> Hz,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/552-519-1.png""/>.</p> "
"<p>A sequence <i>x</i>(<i>n</i>) with the <i>z</i> transform X(<i>z</i>) = <i>z</i><sup>4</sup> + <i>z</i><sup>2</sup> - 2<i>z</i> + 2 - 3<i>z</i> - 4 is applied as an input to a linear, time invariant system with the impulse response <i>h</i>(<i>n</i>) = 2δ(<i>n</i> - 3) where <br/><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/535-938-1.png""/> <br/>The output at <i>n</i> = 4 is</p>",- 6,zero,2,- 4,,B," <p>Y(Z) = X(Z) x H(Z)</p>
<p>= 2 x (Z<sup>4</sup> + Z<sup>2</sup> - 2Z + 2) x Z<sup>-3</sup> </p>
<p>Y(<i>n</i>) = 2[δ(<i>n</i> + 1) - δ(<i>n</i> - 1) - 2(<i>n</i> - 2) + 2δ(<i>n</i> - 3) - 3δ(<i>n</i> - 7)] </p>
<p>at <i>n</i> = 4, Y(4) = 0.</p> "
<p>Which of the following amplifiers is used for impedance matching?</p>,CE,CC,CB,Push pull,,B, <p>CC connection has low output impedance and is suitable for impedance matching.</p> 
<p>Which of the following amplifiers has highest output impedance?</p>,CE,CB,CC,Push pull,,B, <p>CB connection has high output impedance and is used for radio frequency isolation.</p> 
"<p>In a superheterodyne receiver, having no RF amplifier, the IF is 455 kHz. The image frequency at 1000 kHz is</p>",1455 kHz,545 kHz,1910 kHz,90 kHz,,B, <p>Image frequency = 1000 - 455 = 545 kHz.</p> 
<p>Audio tapes have two tracks each 2.5 mm wide.</p>,True,False,,,,B, <p>Deck is much superior to tape recorder.</p> 
<p>Which of the following amplifiers has a voltage gain of less than 1?</p>,CE,CC,CB,CE or CB,,B, <p>CC circuit has voltage gain of less than 1 and is used for impedance matching.</p> 
