question,A,B,C,D,E,answer,explanation
"<p>For an RC low pass filter, the relation between noise bandwidth B<sub>N</sub> and 3-dB bandwidth B<sub>3dB</sub> is</p>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/502-153-1.png""/>",B<sub>N</sub> = B<sub>3-dB</sub>,"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/502-153-2.png""/>","B<sub>N</sub> = <span class=""symbol"">p</span> B<sub>3-dB</sub>",,A,
<p>In FM and AM the ratio of signal to noise ratio at the detector output least depends upon</p>,bandwidth,transmission,carrier frequency,modulating frequency,,C,
<p>Which of the following can provide two or more voice circuits with the same carrier?</p>,SSB,Carrier reinsertion,Lincompex,Independent side band system,,B,
<p>A linear diode detector uses RC filter. As modulation index increases the maximum permissible value of time constant RC</p>,increases,decreases,remains constant,either (a) or (c),,B,
"<p>In SSB generation, the most commonly used filter is</p>",low pass,RC,LC,mechanical,,D,
<p>The FM broadcast band is from</p>,550 to 1600 kHz,88 to 108 kHz,88 to 108 MHz,1600 kHz to 59.75 MHz,,C,
"<p>If <i>k</i> is Boltzmann's constant, T<sub>0</sub> is standard ambient temperature, δ<i>f</i> is bandwidth of receiver, F is noise figure, the minimum receivable signal in a radar receiver is given by</p>",<i>k</i> T<sub>0</sub>(δ<i>f</i>)(F),<i>k</i> T<sub>0</sub>(δ<i>f</i>)(F - 1),"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/524-659-1.png""/>",none of the above,,B,
<p>The purpose of source coding is to</p>,increase the information transmission rate,"decrease <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/512-368-1.png""/> ratio",decrease the information transmission rate,decrease probability of error,,B,
"<p>If a source of information generates messages at the rate of <i>r</i> messages per second and H is entropy, the information rate is</p>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/516-467-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/516-467-2.png""/>",<i>r</i>H,"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/516-467-3.png""/>",,C,
<p>The noise generated by a resistor depends upon</p>,its operating temperature,its resistance value,both (a) and (b),bandwidth,,B,
"<p>A source has two symbols <i>x</i><sub>1</sub> and <i>x</i><sub>2</sub> with probabilities <i>p<sub>i</sub></i> and <i>p<sub>r</sub></i>. If a new source with four symbols is generated from the above source, the new symbol probabilities will be (∈ is a number such that 0 &lt; ∈ &lt; 1)</p>","<i>p</i><sub>1</sub>, <i>p</i><sub>2</sub>, <i>p</i><sub>1</sub>, <i>p</i><sub>2</sub>","<i>p</i><sub>1</sub>, <i>p</i><sub>1</sub>, <i>p</i><sub>2</sub>, <i>p</i><sub>2</sub>","(1 - ∈)<i>p</i><sub>1</sub>, (1 - ∈) <i>p</i><sub>2</sub>, <i>p</i><sub>1</sub>, <i>p</i><sub>2</sub>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/511-367-1.png""/>",,C,
<p>Coupling and bypass filters can be a source of</p>,low-frequency parasitics,high-frequency parasitics,carrier frequency parasitics,none of the above,,B,
<p><p><b>Assertion (A):</b>  SSB transmitter is generally smaller than AM transmitter </p><p><b>Reason (R):</b>  SSB systems mostly use combined transmitter receiver.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,D,
"<p>The VLF, LF and MF antennas are</p>",horizontally polarized,vertically polarized,non linearly polarized,either (a) or (b),,B,
