question,A,B,C,D,E,answer,explanation
"<p>The intermediate frequency of a superheterodyne receiver is 450 kHz. If it is tuned to 1200 kHz, the image frequency will be</p>",750 kHz,900 kHz,1600 kHz,2100 kHz,,D,
<p>In the above case the modulation index will be</p>,9.6,28.8,57.6,100,,D,
<p>Which of the following statement regarding single-sideband (SSB) transmission is not correct?</p>,"In such transmission only or sideband is transmitted, leaving of the other sideband and the carrier",It has gained general acceptance of use in home-entertainment equipment,It is generally reserved for point-to-point communication,The amount of power and bandwidth necessary to be transmitted for a given amount of information are appreciable reduced,,B,
<p>For demodulating PCM; it is first converted into</p>,PDM,PPM,PWM,PAM,,D,
<p>One of the advantages of base modulation over collector modulation in a class C transistor amplifier is</p>,higher efficiency,more linear operation,more power output per transistor,lesser requirement of modulating power,,D,
"<p>In an AM transmitter after the modulation stage, class C amplifier</p>",can be used,cannot be used,"may be used, but it has no use",can't be determine to use,,B,
<p>The maximum number of AM broadcast stations that can be accommodated in a 100 kHz bandwidth for the highest modulating frequency of 5 kHz will be</p>,100,20,10,1,,C,
<p>For a short dipole having an effective length less than half the wavelength the radiation resistance is</p>,proportional to length,proportional to square root of length,proportional to square of length,none of the above,,A,
"<p>In a low level amplitude modulated system, the amplifier modulated stage must be</p>",class C,linear,non linear,harmonic,,B,
"<p>A noise can be represented as superposition of spectral components. When this noise is passed through a narrow band filter, the output of filter should look like</p>",sinusoidal,rectangular,triangular,none of the above,,A,
<p>A narrow band noise show</p>,AM only,AM and FM,FM,PCM,,B,
<p>The upper and lower side frequencies for 3 kHz audio modulation with a 27 MHz carrier frequency will be</p>,30 and 24 MHz,27.3 and 26.7 MHz,27.3 and 26.97 MHz,27.3 and 26.97 MHz,,B,
"<p>Consider the following advantages of phase array radar <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">simple circuitry</li><li style=""padding-top:10px;"">ability to track and scan simultaneously</li><li style=""padding-top:10px;"">ability to track many targets together</li><li style=""padding-top:10px;"">very fast scanning</li></ol> Which of the above are correct?</p>","1, 2, 3","1, 3, 4","2, 3, 4","1, 4 only",,C,
"<p>In a two stage cascade amplifier the equivalent noise temperatures are T<sub><i>e</i>1</sub> and T<sub><i>e</i>2</sub>. If the gains of the two stages are G<sub>1</sub> and G<sub>2</sub>, the overall noise temperature T<sub><i>e</i></sub> is</p>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/505-231-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/505-231-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/505-231-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/505-231-4.png""/>",,C,
<p>The modulation index of a narrowband FM signal is</p>,nearly equal to 0.3,much less than unity,nearly 0.5,much more than unity,,A,
<p>Which is a digital coding technique?</p>,PCM,DM,DPCM,All,,D,
<p>Which of the following noise sources is different from others?</p>,Cosmic,Solar,Atmospheric,Galactic,,C,
"<p>For the transmission of normal speech, the PCM channel needs a bandwidth of __________ kHz.</p>",2,4,16,32,,B,
<p>In VHS format width of audio track is</p>,5 mm,2 mm,1 mm,0.1 mm,,C,
"<p>In a plate modulated class C amplifier, the peak supply voltage is V. The maximum plate-cathode voltage can be</p>",1 V,1.5 V,2.5 V,4 V,,A,
"<p>In a single sideband suppressed carrier AM system, the modulation index is changed from 0 to 1, the power content of the signal</p>",will be quarter,will be doubled,will increase by 50 percent,will increase by 25 percent,,C,
<p>Neper is</p>,larger than a decibel,smaller than decibel,equal to 1 decibel,none of the above,,A,
"<p>A <span class=""symbol"">p</span> matching network for coupling the transmitter output of the antenna is shown in figure. <br/><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/542-1108-1.png""/> <br/>In this <i>C</i><sub>2</sub> should be tuned for</p>",minimum D.C. plate current,maximum D.C. plate current,maximum RF antenna current,specified value of the D.C. plate current,,B,
