question,A,B,C,D,E,answer,explanation
<p>Which of the following is a better recording medium?</p>,Ferric oxide,Ferrous oxide,Chromium di oxide,Either (a) or (b),,C, <p>Chromium di oxide has very good retentivity.</p> 
"<p>An angle modulated signal is given by <i>s</i>(<i>t</i>) = cos 2<span class=""symbol"">p</span> (2 x 10<sup>6</sup><i>t</i> + 30 sin 150<i>t</i> + 40 cos 150<i>t</i>). The maximum frequency and phase deviations of <i>s</i>(<i>t</i>) are</p>","10.5 kHz, 140<span class=""symbol"">p</span> rad","6 kHz and 80<span class=""symbol"">p</span> rad","10.5 kHz, 100<span class=""symbol"">p</span> rad","7.5 kHz, 100<span class=""symbol"">p</span> rad",,D," <p><i>s</i>(<i>t</i>) = cos 2<span class=""symbol"">p</span>(2 x 10<sup>+16</sup><i>t</i> + 30 sin 150<i>t</i> + 40 cos 150<i>t</i>)</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/555-933-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/555-933-2.png""/></p>
<p>Phase deviation = 100 <span class=""symbol"">p</span> </p>
<p>Frequency deviation = 7.5 kHz.</p> "
"<p>The PSD and the power of a signal <i>g</i>(<i>t</i>) are respectively S<sub><i>g</i></sub>(ω) and P<sub><i>g</i></sub>, the PSD and the power of signal <i>a</i>.<i>g</i>(<i>t</i>) are respectively</p>",<i>a</i>S<sup>2</sup><sub><i>g</i></sub> (ω) and <i>a</i><sup>2</sup>P<sub><i>g</i></sub>,<i>a</i>S<sub><i>g</i></sub><sup>2</sup> (ω) and <i>a</i>P<sub><i>g</i></sub>,<i>a</i>S<sub><i>g</i></sub> (ω) and <i>a</i><sup>2</sup>P<sub><i>g</i></sub>,<i>a</i>S<sub><i>g</i></sub> (ω) and <i>a</i>P<sub><i>g</i></sub>,,A,
"<p>In a 100% amplitude modulated signal, the power in the upper sideband when carrier power is to be 100 W and modulation system SSBSC, is</p>",100 W,66 W,50 W,25 W,,D," <p>Modulation index = 100% <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 1 </p>
<p>P<sub><i>c</i></sub> = 100 W</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/554-696-1.png""/> .</p> "
<p>The simplest method of suppression of unwanted side band in AM is</p>,filter method,phase shift method,third method,both (a) and (b),,A, <p>Unwanted frequency is removed by filtering.</p> 
<p>For attenuation of low frequencies we should use</p>,shunt capacitance,series capacitance,shunt inductance,series inductance,,B, <p>Series capacitance has high reactance for low frequencies.</p> 
<p><p><b>Assertion (A):</b>  A colour TV uses a SAW filter to give stable band pass response and high gain.</p><p><b>Reason (R):</b>  Devices using SAW principle are used in many systems.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B, <p>SAW means Surface Acoustic Wave. SAW filter is very commonly used in TV sets.</p> 
<p>At night the ionosphere can be considered to be consisting of</p>,"D, E, F<sub>1</sub> and F<sub>2</sub> layers","D, E, F<sub>1</sub> layers","D, E, F<sub>2</sub> layers",E and F<sub>2</sub> layers,,D, <p>During night D layer is almost absent. Moreover F<sub>1</sub> and F<sub>2</sub> layers merge to form single F<sub>2</sub> layer. Hence only D and F<sub>2</sub> layers at night.</p> 
<p>A balun transformer gives an impedance transformation of</p>,4 : 1,2 : 1,1 : 4,1 : 2,,A, <p>Balun gives 4 : 1 impedance transformation and can be used to interconnect twin wire feeder cable to coaxial cable.</p> 
<p>Which one of the following is true?</p>,Characteristic impedance of twin wire feeder and coaxial cable are nearly the. same,The characteristic impedance of coaxial cable is more than that of twin wire cable,The characteristic impedance of twin wire cable is more than that of coaxial cable,The characteristic impedance of a twin wire feeder may be more or less than that of coaxial cable,,C, <p>Z<sub>0</sub> for twin wire cable is about 300 ohms while that for coaxial cable is about 75 ohms.</p> 
<p>A 1000 kHz carrier wave modulated 40% at 40000 Hz is applied to a resonant circuit tuned to a carrier frequency and having Q = 140. What is the degree of modulator after transmission through the circuit?</p>,40%,20%,0.27,0.54,,C," <p><i>m</i><sub>0</sub> = <i>m</i>(1 + 4Q<sup>2</sup>δ<sup>2</sup>)<sup>1/2</sup></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/556-978-1.png""/>.</p> "
<p>The EHT voltage in a picture tube of TV is</p>,about 1000 kV,about 100 kV,about 15 kV,about 1 kV,,C, <p>EHT voltage is 1 kV for each diagonal inch of CRT screen.</p> 
<p>In cellular telephone each cell is designed to handle</p>,45 two way communications,90 two way communications,45 one way communications,180 two way communications,,A, <p>Each cell is designed for 45 two way conversations.</p> 
<p>A UPS contains</p>,rectifier,inverter,either rectifier or inverter,both rectifier and inverter,,D, <p>Rectifier is needed to charge the battery. Inverter is needed to feed the loads during power failure.</p> 
<p>A transmitter power of 10 W is increased by 30 dB. The effective radiated power is</p>,100 W,1000 W,10000 W,100000 W,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/551-336-1.png""/> or P = 10000 W.</p> "
<p>It is desired to couple a coaxial line to a two parallel wire line. It is best to use</p>,quarter wave transformer,balun,slotted line,directional coupler,,B, <p>Balun gives 4 : 1 impedance transformation and is suited for coupling a coaxial line to two wire line.</p> 
"<p>24 telephone channels are frequency division multiplexed using an SSB modulation. Assuming 3 kHz per channel, the required band width is</p>",8 kHz,27 kHz,21 kHz,72 kHz,,D," <p>Since SSB modulation is used, bandwidth = 24 x 3 = 72 kHz.</p> "
"<p>In an FM signal, the modulating frequency is 2 kHz and maximum deviation is 10 kHz. The bandwidth requirement is</p>",2 kHz,10 kHz,5 kHz,32 kHz,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/552-521-1.png""/></p>
<p>Bandwidth = 2(10 + 5) <i>j</i> 30 kHz. This is an approximate value. </p>
<p>Exact value is 32 kHz.</p> "
<p>The effective length of antenna is different from actual length due to</p>,top loading,end effects,both (a) and (b),none of the above,,C, <p>The effective length is more than actual length due to the effect of top loading and end effects.</p> 
"<p>In a TV receiver there is no raster, no picture and no sound. The most likely defective stage is</p>",power supply unit,video output circuit,horizontal oscillator,balun,,A," <p>If power supply is working, raster will exist.</p> "
<p>Noise can be measured by</p>,D.C. voltmeter,A.C. voltmeter,either of the above,none of the above,,B,
<p>A 100 + <i>j</i> 100 Ω load is to be matched to a line with Z<sub>0</sub> = 300 Ω to give SWR = 1. The reactance of stub is</p>,<i>j</i> 200 Ω,-<i>j</i> 200 Ω,<i>j</i> 100 Ω,-<i>j</i> 100 Ω,,B," <p>Z<sub>L</sub> = 100 + <i>j</i> 100</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/552-555-1.png""/></p>
<p>Susceptance of stub = <i>j</i> 0.005 mho. </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/552-555-2.png""/>.</p> "
"<p><p><b>Assertion (A):</b>  For satellites and space probes, PRF of a radar is pretty low.</p><p><b>Reason (R):</b>  PRF of a radar depends on the range of a radar.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B, <p>PRF means Pulse Repetition Frequency.</p> 
<p>An S/N ratio of 3 expressed in db is</p>,4.8 dB,2.4 dB,0.48 dB,0.24 dB,,A, <p>10 log<sub>10</sub> 3 = 4.8 .</p> 
<p>The material used for the magnet of moving coil cone type loudspeaker is</p>,steel alloy,soft iron,hard steel,Alnico,,D, <p>Alnico produces a strong magnetic field.</p> 
<p>CCIR system B employs</p>,625 lines,625 lines with 2 : 1 interlace,625 lines with 4 : 1 interlace,500 lines with 2 : 1 interlace,,B," <p>625 lines divided into odd and even fields, <i>i</i>.<i>e</i>., 2 : 1 interlace.</p> "
<p>The power to the base unit of a cordless telephone is supplied by</p>,battery,AC mains,both battery and AC mains,either battery or AC mains,,B, <p>Base unit is fed from ac mains and portable unit from battery.</p> 
"<p>If velocity of sound waves in air at 0°C is 330 m/s, the velocity at 40°C is about</p>",330 m/s,334 m/s,353 m/s,380 m/s,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/548-6-1.png""/> or <i>v</i> = 353 m/s.</p> "
<p>A 5000 W signal is attenuated by - 196 dB. The resultant signal strength is</p>,1.26 x 10<sup>6</sup> W,1.26 x 10<sup>-2</sup> W,1.26 x 10<sup>-8</sup> W,1.26 x 10<sup>-16</sup> W,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/551-335-1.png""/> or <i>P</i> = 1.26 x 10<sup>-16</sup> W.</p> "
"<p>In FM, as bandwidth increases</p>",distortion increases,distortion decreases,distortion remains unaffected,all,,B,
<p>A 400 W carrier is amplitude modulated with <i>m</i> = 0.75. If single side band suppressed carrier is used the total power in modulated wave is</p>,400 W,512 W,112 W,56 W,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/552-517-1.png""/>.</p> "
"<p>In TV transmitter, the function of duplexer is</p>",to amplify video signal,to remove distortions in audio signal,to combine outputs of visual and audio transmitters,to amplify audio signal,,C, <p>Duplexer combines video and audio signals so that they can be sent out by a common antenna.</p> 
<p>Microwave link repeaters are typically 50 km apart in TV transmission due to</p>,atmosphere attenuation,output power tube limitations,attenuation of surface wave,earth's curvature,,D," <p>Earth's curvature limits line of sight distance. Therefore, repeaters are needed.</p> "
<p><p><b>Assertion (A):</b>  The colour signal consists of only luminance signal</p><p><b>Reason (R):</b>  In India PAL colour signal system is used.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,D, <p>Colour signal consists of luminance and chrominance.</p> 
<p>To separate channels in FDM receiver we have to use</p>,integration,AND gate,band pass filter,differentiation,,C, <p>Band pass filter allows a band of frequencies to pass through and attenuates other frequencies.</p> 
<p>A device with input <i>x</i>(<i>t</i>) and <i>y</i>(<i>t</i>) is characterized by <i>y</i>(<i>t</i>) = <i>x</i><sup>2</sup>(<i>t</i>). An FM signal with frequency deviation of 90 kHz and modulating signal bandwidth of 5 kHz is applied to this device. The bandwidth of the output signal is</p>,370 kHz,190 kHz,380 kHz,95 kHz,,C," <p>If we square the signal, bandwidth will becomes double.</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> B.W. for <i>x</i>(<i>t</i>) = 2(90 + 5) = 190 kHz </p>
<p>for <i>x</i><sup>2</sup>(<i>t</i>) = 2 x 190 <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 380 kHz.</p> "
<p><p><b>Assertion (A):</b>  Bandwidth of a TV signal is 5 MHz.</p><p><b>Reason (R):</b>  TV systems use vestigial side band transmission.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
