question,A,B,C,D,E,answer,explanation
<p>An oscillator at 4.2 MHz is followed by two frequency doublers and two triplers. The output frequency will be</p>,84 MHz,112.4 MHz,151.2 MHz,303.4 MHz,,C,
<p>Over which frequency range the effect of atmospheric noise is significant?</p>,Over 35 MHz,Below 30 MHz,Between 30 MHz and 100 MHz,Between 100 MHz and 150 MHz,,D,
"<p>If B is channel bandwidth, S is signal power and N is the total noise within the channel bandwidth, the channel capacity C of a white band limited gaussian channel is</p>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/516-469-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/516-469-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/516-469-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/516-469-4.png""/>",,A,
<p>An amplifier of passband 450 kHz to 460 kHz will be named as</p>,video amplifier,audio frequency amplifier,tuned voltage amplifier,wideband amplifier,,C,
<p>Which of the following statement is false?</p>,A stationary process is always a ergodic process,A ergodic process is always a stationary random process,It is possible to have a stationary random,None of the above,,B,
"<p>In amplitude modulation, the magnitude of side bands is</p>","<i>ma</i>/2 times the carrier amplitude, E<sub><i>c</i></sub>","<i>ma</i> times the carrier amplitude, E<sub><i>c</i></sub>","2<i>ma</i> times the carrier amplitude, E<sub><i>c</i></sub>","4<i>ma</i> times the carrier amplitude, E<sub><i>c</i></sub>",,A,
"<p>For broadcasting purpose, full AM signal is preferred to SSB signal because</p>",it requires large bandwidth,generation of full AM is easier,detection of full AM is simpler,none of the above,,B,
"<p>If ω is the frequency of modulating voltage in FM, the modulation index is proportional to</p>",ω,1/ω,"<span class=""root"">ω</span>","1/<span class=""root"">ω</span>",,B,
<p>Which camera tube has gamma of almost unity?</p>,Vidicon,Plumbicon,New vicon,Saticon,,D,
<p>The baud rate is</p>,not equal to signalling rate,always equal to bit transfer rate,equal to twice the bandwidth of an ideal channel,equal to half the bandwidth of ideal channel,,C,
<p>In a tape recorder</p>,the width of air gaps of record and erase heads is almost equal,the air gap of record head is wider than the air gap of erase head,the air gap of erase head is wider than the air gap of record head,any of the two air gaps can be wider than the other,,C,
"<p>When satellite radio beam is aimed towards earth, it illuminates on the earth for an oval shaped area called</p>",foot print,beam area,satellite service area,radiated area,,A,
<p>Which of the following is invariably found in SSB?</p>,Tuned modulator,"Class B, RF amplifier","Class C, audio amplifier",All of the above,,A,
<p>In the spectrum of a frequency modulated wave</p>,carrier frequency cannot disappear,carrier frequency vanishes when modulation index is large,the number of significant sidebands depends upon modulation index,none of the above,,C,
<p>Which of the following pulse communication system is inherently immune to noise?</p>,PPM,PCM,PWM,PAM,,B,
"<p>In a PCM system, if we increase the quantization levels from 2 to 8, how do the relative bandwidth requirements vary?</p>",Get doubled,Get tripled,Remains same,Become eight times,,B,
<p>If the target area is small compared to wavelength of radar the situation is called</p>,resonance region,Rayleigh region,optical region,binomial region,,B,
