question,A,B,C,D,E,answer,explanation
<p>In a single tone AM the power of carrier is P and modulation index is <i>m</i>. The powers of each of the two side bands are</p>,"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/498-46-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/498-46-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/498-46-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/498-46-4.png""/>",,A,
"<p>If F(ω) is Fourier transform of <i>f</i>(<i>t</i>), then the Fourier transform of <i>f</i>(<i>t</i>) cos ω<i><sub>c</sub></i><i>t</i> is</p>",F(ω + ω<sub><i>c</i></sub>) + F(ω - ω<sub><i>c</i></sub>),"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/56-3.94-2.png""/> [F(ω + ω<sub><i>c</i></sub>) + F(ω - ω<sub><i>c</i></sub>)]",F(ω + ω<sub><i>c</i></sub>) - F(ω - ω<sub><i>c</i></sub>),"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/56-3.94-2.png""/> [F(ω + ω<sub><i>c</i></sub>) - F(ω - ω<sub><i>c</i></sub>)]",,B,
<p>In a TV receiver the raster is normal but there is no sound and quality of picture is poor. The defective part is</p>,power supply,loudspeaker,"AGC, video IF amplifier, RF amplifier",horizontal oscillator,,C,
"<p>If the plate supply voltage for a plate modulated class C amplifier is E, the maximum plate cathode voltage could be almost as high as</p>",E,2 E,3 E,4 E,,C,
"<p>If the carrier of a 100 percent modulated AM wave is suppressed, the percentage power saving will be</p>",50,"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/543-1116-1.png""/>",100,150,,A,
"<p>The characteristics of H and V sync pulses in a colour TV receiver are <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">H sync, pulses are narrow and have frequency of 15625 Hz</li><li style=""padding-top:10px;"">V sync, pulses are much wider and have frequency of 50 Hz</li><li style=""padding-top:10px;"">H and V pulses have almost the same size but frequencies of 15625 and 50 Hz respectively</li><li style=""padding-top:10px;"">V sync, pulses are very narrow but H sync, pulses are wide and their frequencies are 15625 Hz and 50 Hz respectively</li></ol> Which of the above are correct?</p>",1 and 2 only,1 only,3 only,4 only,,A,
"<p>Bandwidth for practical PCM system is (where <i>n</i> is no. of channels, N length of PCM codes)</p>",2<i>n</i> N <i>f<sub>m</sub></i> Hz,4<i>n</i> <i>f<sub>m</sub></i> Hz,2<i>n</i> <i>f<sub>m</sub></i>,(N + 1)<i>f<sub>m</sub></i>,,A,
"<p>Circuit switching, Message switching and Packet Switching Network belong to which of the following systems?</p>",Computer communication system,Electromechanical communication system,PBX system,EPBX system,,A,
<p>The Shannon-Hartley law</p>,refers to noise,defines bandwidth,describes signalling rate,refers to distortion,,A,
<p>In radar PRF depends on maximum range.</p>,True,False,,,,A,
<p>A frequency doubler has an FM signal input at 13 MHz with a deviation of 5 kHz. The output frequency of the carrier will be</p>,26 kHz,260 kHz,26 MHz,260 MHz,,D,
"<p>If <i>f<sub>h</sub></i>(<i>t</i>) is Hilbert transform of <i>f</i>(<i>t</i>), then Hilbert transform of <i>f<sub>h</sub></i>(<i>t</i>) is</p>",-<i>f</i>(<i>t</i>),+<i>f</i>(<i>t</i>),<i>f</i><sup>2</sup>(<i>t</i>),"<span class=""root""><i>f</i>(<i>t</i>)</span>",,A,
<p>Maximum undistorted power output of a transmitter is obtained when its modulation is __________ percent.</p>,more than 100,100,less than 100,50,,B,
<p>Which one of the following is not necessarily an advantage of the phase cancellation method of obtaining SSB over the filter method?</p>,It is possible to generate SSB at any frequency,SSB with lower audio frequencies present can be generated,Switching from one sideband to other is simpler,There are more balanced modulators; therefore the carrier is suppressed better,,D,
<p>Pulse modulation is used in</p>,radio navigation,automatic landing equipment,data communications,all of the above,,D,
"<p>In an amplitude modulated waveform, the amplitude of the sideband is</p>",independent of the carrier amplitude,independent of the modulation index,carrier amplitude x modulation index,1/2 carrier amplitude x modulation index,,D,
<p>In communication systems the frequency range used for voice is</p>,15 Hz to 150 Hz,30 Hz to 1000 Hz,100 Hz to 1500 Hz,300 Hz to 3800 Hz,,D,
<p>In a radio receiver with simple AGC</p>,the highest AGC voltage is produced between stations,an increase in signal strength produces more AGC,the audio stage gain is normally controlled by AGC,"the faster the time constant of AGC, more accurate the output",,B,
