question,A,B,C,D,E,answer,explanation
<p>The storage capacity of audio CD is 540 Mb per side.</p>,True,False,,,,A,
"<p>In case of a low level AM transmitter, the amplifier modulated stage must be</p>",class A,class B,class B (linear),class C,,C,
<p>The device most likely to be found in an SSB transmitter is</p>,class C audio amplifier,tuned modulator,class B RF amplifier,class A RF amplifier,,C,
<p>Point out the false statement</p>,impulse noise voltage does not depend on bandwidth,thermal noise is independent of frequency at which it is measured,industrial noise is mostly of impulse type,space noise is observable at frequencies in the range of 8 MHz and higher,,A,
"<p>In a low level AM system, the modulated amplifiers stage must be</p>",harmonic devices,non-linear devices,class C amplifier,linear devices,,D,
"<p>An angle modulated signal is expressed by <i>f<sub>a</sub></i>(<i>t</i>) = cos (2 x 10<sup>8</sup> <span class=""symbol"">p</span><i>t</i>) + 75 sin (2 x 10<sup>3</sup> <span class=""symbol"">p</span><i>t</i>). The peak frequency deviation of the carrier is</p>",1 kHz,7.5 kHz,75 kHz,100 MHz,,C,
<p>The amplitude of a modulated RF aerial current is 6 A on the peaks of modulation and 4 A on the troughs of modulation. The value of carrier amplitude is</p>,5,15,20,30,,A,
<p>In practical commercial AM system channel bandwidth is</p>,150 kHz,100 kHz,15 kHz,200 kHz,,C,
<p>The currents fed to the two dipoles of turnstile antenna are</p>,in phase,in quadrature,in phase opposition,either (a) or (c),,B,
"<p>The circuit of figure give an output which is <br/><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/514-435-1.png""/></p>",a frequency modulated signal,an amplitude modulated signal,a phase modulated signal,none of the above,,A,
<p>Which of the following microphones has lowest output impedance?</p>,Moving coil,Ribbon,Crystal,Condenser,,B,
<p>High frequency waves are</p>,absorbed by F<sub>2</sub> layer,affected by solar cycle,reflected by D layer,none of the above,,B,
<p>During fast forward operation of a tape recorder</p>,all heads are withdrawn,all amplifiers are shut off,tape is not pressed against capstan,all of the above,,B,
<p>Homodyne detection means</p>,coherent detection,non-coherent detection,asynchronous detection,none of the above,,A,
"<p>A radio station works at 800 kHz and uses AM. If this is a public broadcast system, it should transmit using</p>",parabolic reflector to transmit all round,turnstile antenna for the required land,half wave long horizontal wave,a vertical antenna less than quarter for practical reasons,,D,
"<p>In a superheterodyne broadcast receiver, the frequency of local oscillator is __________ the incoming signal frequency.</p>",higher than,lower than,equal to,not comparable to,,A,
<p>PAL stands for</p>,Phase Attenuation by Line,Phase Alternation by Line,Parabolic Alternation by Line,Picture Alternation by Line,,B,
"<p>In free space, line of sight propagation case, the transmission losses between transmitter and receiver increase with frequency (<i>f</i>) as</p>",<i>f</i>,<i>f</i><sup>2</sup>,<i>f</i><sup>4</sup>,<i>f</i><sup>1/2</sup>,,C,
"<p>A sinusoidal carrier voltage, having frequency 1000 Hz is amplitude modulated by a sinusoidal voltage of frequency 15 kHz. The frequency of upper and lower sidebands will be</p>",1015 kHz and 985 kHz,1030 kHz and 970 kHz,13 kHz and 17 kHz,14 kHz and 16 kHz,,D,
<p>PCM : Quantising Noise :: Transistor :</p>,Partition noise,Shot noise,Whirl,No noise,,A,
"<p>The antenna current of an AM transmitter is 8 A. When only the carrier is sent, but it increases to 8.93 A. when the carrier is sinusoidally modulated. The percentage modulation is nearly</p>",90%,80%,75%,70%,,D,
<p>In digital TV digital imaging standard comprises</p>,six profiles and four levels,four levels and six profiles,six profiles and six levels,four profiles and four levels,,A,
<p>The 2 out of 5 code has</p>,two 0s and three 0s in each code group,one 1s and four 0s in each code group,four 1s and one 0s in each code group,three 1s and two 0s in each code group,,A,
"<p>Consider the following statements as regards BPSK and QPSK: <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">In BPSK we deal individually with each bit of duration T<sub><i>b</i></sub></li><li style=""padding-top:10px;"">In QPSK we lump two bits to form a symbol</li><li style=""padding-top:10px;"">In both BPSK and QPSK signal changes occur at bit rate</li><li style=""padding-top:10px;"">In QPSK the symbol can have any one of four possible values</li></ol> Which of the above statements are correct?</p>","1, 2, 3, 4","1, 2, 3","1, 2, 4","2, 3, 4",,C,
"<p>In equally tampered musical scale, an octave is divided into</p>",12 intervals,10 intervals,7 intervals,5 intervals,,A,
<p>Entropy gives</p>,measure of Uncertainty,rate of Information,average information,probability of Information,,A,
<p>Quantization noise occurs in</p>,PAM,DM,PWM,PPM,,B,
<p>AC hum is picked up from power cables</p>,True,False,,,,B,
<p>PIL tube means</p>,Picture in Line Tube,Precision in Line Tube,Pairing in Line Tube,Pattern in Line Tube,,B,
<p>In an SSB transmitter one is most likely to find</p>,class C audio amplifier,tuned modulator,class B RF amplifier,class AB power amplifier,,C,
"<p>For a given data rate, the bandwidth β<sub><i>p</i></sub> of a BPSK signal and the bandwidth β<sub>0</sub> of the OOK signal are related as</p>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/538-1005-1.png""/>",β<sub><i>p</i></sub> = 2β<sub>0</sub>,"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/538-1005-2.png""/>",β<sub><i>p</i></sub> = β<sub>0</sub>,,D,
<p>A direct radiating cone type loudspeaker attenuates :</p>,medium range frequencies,very low frequencies,high frequencies,very low and high frequencies,,D,
<p>The advantage of pulse modulation is</p>,the transmitted power can be concentrated into short bursts,the time intervals between pulses can be filled with sample values from other message,pulse wave may obtain appreciable D.C. and low frequency content,all of the above,,D,
<p>Sparking affects amplitude modulation.</p>,True,False,,,,A,
<p>For low impedance SAW filter the most suitable material for substrate of SAW filter is</p>,PZT ceramics,ZnO,Lithium titanate,Lithium neobate,,A,
