question,A,B,C,D,E,answer,explanation
"<p>When the carrier is unmodulated, a certain transmitter radiates 9 kW when the carrier is sinusoidally modulated the transmitter radiates 10.125 kW. The modulation index will be</p>",0.1,10.15,0.4,0.5,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/557-1151-1.png""/>.</p> "
"<p>A signal <i>x</i>(<i>t</i>) = 100 cos (24<span class=""symbol"">p</span> x 10<sup>3</sup><i>t</i>) is ideally sampled with a sampling period of 50 μ sec and then passed through an ideal low pass filter with cut off frequency of 15 kHz Which of the following frequencies are present at the filter output?</p>",12 kHz only,8 kHz only,12 kHz and 9 kHz,12 kHz and 8 kHz,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/555-935-1.png""/> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/555-935-2.png""/> </p>
<p>Frequency pass by L.P.F. are, <i>f<sub>c</sub></i> <i>f<sub>s</sub></i> - <i>f<sub>c</sub></i> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 12 kHz, 8 kHz.</p> "
<p>A sinusoidal voltage of 2 kV peak value is amplitude modulated to give 20% modulation. The peak value of each side band term is</p>,400 V,200 V,100 V,800 V,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/551-386-1.png""/>.</p> "
"<p>Consider the following reasons for using antenna coupler <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">To prevent illegal radiation of spurious frequencies</li><li style=""padding-top:10px;"">To tune out reactive components of antenna impedance</li><li style=""padding-top:10px;"">To have correct value of load impedance for transmitter.</li></ol> Which of the above are correct?</p>","1, 2, 3","1, 2",1 only,"2, 3",,A, <p>All the three are correct.</p> 
<p>Which of the following is true in a tape recorder?</p>,Vow is due to variation in motor speed but flutter is due to some other reason,Both vow and flutter are due to variations in motor speed,Flutter is due to variation in motor speed but vow is due to some other reason,Neither vow nor flutter is due to variation in motor speed,,B, <p>Small variation (less than 6%) in motor speed causes vow and large variation (more than 6%) in motor speed causes flutter.</p> 
<p>In a high speed modem the data rate handled is about</p>,1000 bps,5000 bps,20000 bps,50000 bps,,B," <p>When data rate is in the range of 2400 to about 10800 bits per second, modem is designated as high speed.</p> "
<p>Trinitron is a monochrome picture tube.</p>,True,False,,,,B, <p>Frequency band for local programs is fixed.</p> 
<p>The first pulse in a TV remote control is</p>,start pulse,preliminary pulse,either start pulse or preliminary pulse,erase pulse,,B, <p>The first pulse is preliminary pulse followed by start pulse.</p> 
"<p>If the ratio of ac to dc load impedance of a diode detector is low, the result will be</p>",poor AGC operation,poor AF response,negative peak clipping,diagonal clipping,,C, <p>Negative peak will be clipped.</p> 
"<p>The minimum step size required for a Delta modulator operating at 36 samples/sec to track the signal (here <i>u</i>(<i>t</i>) is the unit step function) <i>x</i>(<i>t</i>) = 125<i>t</i> (<i>u</i>(<i>t</i>) - <i>u</i>(<i>t</i> - 1)) + (250 - 125<i>t</i>) (<i>u</i>(<i>t</i> - 1) - <i>u</i>(<i>t</i> - 2)) So that slope overload is avoided, would be</p>",2<sup>-10</sup>,2<sup>-8</sup>,2<sup>-6</sup>,2<sup>-4</sup>,,B," <p>To avoid slope overload</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> |<i>m(t)</i>| ≥ Δ . <i>f<sub>s</sub></i> or |<i>x(t)</i>| ≥ Δ . <i>f<sub>s</sub></i></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/556-964-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/556-964-2.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 125 ≤ Δ . 2<sup>5</sup> . 2<sup>10</sup> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 2<sup>7</sup> ≤ Δ . 2<sup>15</sup> Δ ≥ 2<sup>-8</sup>.</p> "
"<p>An FM signal with a deviation δ is passed through a mixer, and has its frequency reduced 5 fold. The deviation in the output of the mixer is</p>",5/δ,Intermediate,δ/5,δ,,D, <p>Deviation depend on amplified of signal not on frequency.</p> 
"<p>In PCM, if the number of quantization levels is increased from 4 to 64, then the bandwidth requirement will approximately be increased __________ times.</p>",8,16,3,32,,C," <p>Bandwidth for PCM system</p>
<p>= 2<i>n</i>N <i>f<sub>m</sub></i> Hz for N &gt;&gt; 1, n &gt;&gt; 1</p>
<p>where <i>n</i> is no. of channel, N is no. of bit.</p>
<p>B<sub>1</sub> = 2<i>n</i> N<sub>1</sub> <i>f<sub>m</sub></i> <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/554-886-2.png""/></p>
<p>B<sub>2</sub> = 2<i>n</i> N<sub>2</sub> <i>f<sub>m</sub></i></p>
<p>2<sup>N1</sup> = 4 <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> N<sub>1</sub> = log<sub>2</sub><sup>4</sup> <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> N<sub>1</sub> = 2 </p>
<p>2<sup>N2</sup> = 64 <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> N<sub>2</sub> = log<sub>2</sub><sup>64</sup> <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 6</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/554-886-1.png""/>.</p> "
<p>A tweeter should be fed from the input through a</p>,low pass filter,high pass filter,band pass filter,band stop filter,,B, <p>Tweeter is high frequency loudspeaker covering the range above 5000 Hz.</p> 
"<p>The modulation index is, if <i>f<sub>m</sub></i> = 500 Hz, Δ<i>f</i> = 2.25 kHz</p>",2.25,4.5,9,18,,B," <p>Δ<i>f</i> = 2.25 kHz, <i>f<sub>m</sub></i> = 500 Hz</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/554-760-1.png""/>.</p> "
"<p>If D is mouth diameter of a paraboloid reflector, its directivity is proportional to</p>",D,D<sup>2</sup>,"<span class=""root"">D</span>",D<sup>3</sup>,,B," <p>Directivity of parabolic reflector = <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/553-610-1.png""/>.</p> "
<p>A noiseless 3 kHz channel can't transmit binary bit at the rate</p>,12000 bps,1000 bps,6000 bps,3000 bps,,A," <p>Noiseless channel: Nyquist's Theorem - If the signal has V discrete levels over a transmission medium of bandwidth H, the  maximum data rate = 2H log<sub>2</sub> V bits/sec.</p>
<p>A noiseless 3-kHz channel cannot transmit binary signals at a rate exceeding 6000 bps (= 2 x 3000 log<sub>2</sub> 2).</p> "
"<p>In an AM wave the carrier and one of the side bands is suppressed. If <i>m</i> = 1, the percentage saving in power is</p>",25%,50%,66.6%,83.3%,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/552-509-1.png""/>.</p> "
<p><p><b>Assertion (A):</b>  An electronic tuner uses varactor diode</p><p><b>Reason (R):</b>  The capacitance of a varactor diode depends on the magnitude of reverse bias.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A, <p>A varactor diode has a variable capacitance which depends on reverse bias. It is a very convenient device for tuning.</p> 
"<p>A superheterodyne receiver is to operate in the frequency range 550 kHz - 1650 kHz, with the intermediate frequency of 450 kHz. Let <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/535-945-1.png""/> denote the required capacitance ratio of the local oscillator and I denote the image frequency (in kHz) of the incoming signal. If the receiver is tuned to 700 kHz, then</p>",R = 4.41 J =1600,R = 2.10 J =1150,R = 3.0 J =1600,R = 9.0 J =1150,,A," <p>Image frequency = 700 + 2 x 450 <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 1600 kHz</p>
<p><i>f</i><sub>max</sub> = 1650 + 450 <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 2100 kHz </p>
<p><i>f</i><sub>min</sub> = 550 kHz + 450 <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 1000 kHz</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/555-945-1.png""/></p>
<p>R = 4.41, I = 1600 kHz.</p> "
<p>In a tape recorder the output from RF oscillator is given to</p>,only erase head coil,only record head coil,coils of both erase head and record head,none of the above,,A, <p>RF waves (about 75 kHz frequency) are fed to erase head for erasing.</p> 
<p>A + 1.9 lens has a focal length of 25 mm. The diameter of lens is about</p>,13 mm,1.3 mm,130 mm,none of the above,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/551-330-1.png""/>.</p> "
<p>Which of the following terms are applicable to troposcatter propagation?</p>,Faradays rotation,SIOs,Fading,Atmospheric storms,,C, <p>Tropospheric scatter propagation is subject to two types of fading called Rayleigh fading (due to multipath propagation) and fading due to variations in atmospheric conditions along the propagation path.</p> 
"<p>If the amplitude of the voltage is kept constant, but its frequency is raised to 6 kHz, the new deviation will be for the modulation index is, if <i>f<sub>m</sub></i> = 500 Hz, Δ<i>f</i> = 2.25</p>",6 kHz,12 kHz,27 kHz,54 kHz,,C," <p>Δ<i>f</i> = β x <i>f<sub>m</sub></i> <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 4.5 x 6 kHz <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 27 kHz.</p> "
<p>In TV scanning sequence of lines is</p>,left to right,right to left,left to right for odd fields and right to left for even field,left to right for even fields and right to left for odd field,,A, <p>Scanning is always from left to right.</p> 
<p>Which of the following microphones works on the principle of Faraday's law?</p>,Carbon,Condenser,Moving coil,Electret,,C, <p>In moving coil microphone variations of sound pressure cause an emf to be induced in the moving coil.</p> 
"<p>In a CE amplifier connection, the emitter is at ground potential for</p>",AC quantities,DC quantities,all quantities,none of the quantities,,A, <p>X<sub>C</sub> for ac frequencies is very low and therefore emitter is nearly at ground potential.</p> 
"<p>In an AM wave with <i>m</i> = 1, the carrier is suppressed. The resulting power saving will be</p>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/56-3.94-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/56-3.94-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/128-6.72-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/56-3.94-6.png""/>",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/552-503-1.png""/>.</p> "
<p>Directive gain is</p>,a power ratio,a voltage ratio,a current ratio,a distance ratio,,A, <p>Directive gain is the ratio of power density radiated in a particular direction by the antenna to the power density that would be radiated by isotropic antenna.</p> 
<p>Which of the following sampling frequencies is considered adequate in voice telephony?</p>,4 kHz,8 kHz,16 kHz,32 kHz,,B," <p>Generally bandwidth of voice telephony is 4 kHz. </p>
<p>Sampling frequency should be twice this value.</p> "
"<p>In equally tampered scale, frequency of each tone equals the frequency of lower adjacent tone multiplied by</p>",(2)<sup>1/7</sup>,(2)<sup>1/12</sup>,(2)<sup>1/6</sup>,(2)<sup>1/5</sup>,,B," <p>Since these are 12 intervals in one octave, hence (2)<sup>1/12</sup>.</p> "
<p>A carrier is modulated by two modulating waves A and B having modulation indices of 0.6 and 0.8 respectively. The overall modulation index is</p>,1,0.7,0.2,1.4,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/549-114-1.png""/>.</p> "
"<p>A communication channel disturbed by additive white, Gaussian noise has a bandwidth of 4 kHz and SNR of 15. The highest transmission rate that this channel can support (in k bits/sec) is</p>",16,1.6,3.2,60,,A, <p>Channel capacity = 4000 log<sub>2</sub> (1 + 15) = 16000 bits/s.</p> 
<p>Which of the following microphones is used as a standard for calibration?</p>,Moving coil,Carbon,Condenser,Ribbon,,C, <p>Condenser microphone is taken as standard for calibration.</p> 
"<p>The reactance of coupling capacitor for AC signals in an amplifier, should be</p>",as low as possible,as high as possible,neither low nor high,either low or high,,A, <p>X<sub>C</sub> for ac signal should be low so that the attenuation is minimum.</p> 
