question,A,B,C,D,E,answer,explanation
"<p>In the television system in India, each frame is scanned</p>",100 times,50 times,20 times,10 times,,B, <p>Each frame is divided into odd and even fields. Each field is scanned 25 times so that each frame is scanned 50 times.</p> 
<p>Each kilometer of travel in electromagnetic radiation means a time delay of</p>,330 μs,33 μs,3.3 μs,0.33 μs,,C," <p>Since velocity of em waves is 300 m/ms, each kilometer means time delay of 3.3 μs.</p> "
<p>A video monitor is exactly similar to TV receiver.</p>,True,False,,,,B, <p>Trinitron is a colour picture tube.</p> 
<p>A RADAR can be used to</p>,aim a gun at an aircraft,to direct guided missiles,to search submarines,all of the above,,D, <p>Radar is used for all the three purposes.</p> 
"<p>In single tone AM modulation, the transmission efficiency for <i>m</i> = 1 is</p>",33.3%,50%,100%,16.65%,,A, <p>Since signal power = 0.5 P<sub>C</sub> and total power is 1.5 P<sub>C</sub> efficiency is 33.3%.</p> 
<p>AM amplifier having noise figure of 20 dB and available power gain of 15 dB is followed by a mixer circuit having noise figure of 9 dB. The overall noise figure as referred to input in dB is</p>,10.44,11.07,21.52,0.63,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/554-874-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/554-874-2.png""/>.</p> "
<p>Which one of the following is non-resonant antenna?</p>,Folded dipole,Broad side array,End fire array,Rhombic antenna,,D, <p>Rhombic antenna is a non-resonant antenna capable of operating over 3 to 30 MHz range.</p> 
"<p>If the oscillator output is modulated by audio frequencies upto 10 kHz, the frequency range occupied by the side bands will be</p>",711.9 kHz to 712.1 kHz,702 kHz to 722 kHz,692 kHz to 732 kHz,71.2 kHz to 71.20 kHz,,B, <p>Sideband frequencies will be <i>f<sub>c</sub></i> ± <i>f<sub>m</sub></i>.</p> 
<p>The efficiency of using a binary system for selection of 1 out of 13 equally probable events is</p>,100%,about 92%,about 83%,about 71%,,A," <p>log<sub>2</sub> 13 = 3.7 therefore, number of bits = 4. </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/553-619-1.png""/>.</p> "
"<p>The most suitable method for detecting a modulated signal <i>g</i>(<i>t</i>) = (3 to 6 cos 2<span class=""symbol"">p</span><i>f<sub>m</sub>t</i>) cos 2<span class=""symbol"">p</span><i>f<sub>c</sub>t</i> is</p>",envelope detector,synchronous detector,ratio detector,both a and b,,A, <p>Because it is an AM envelope.</p> 
"<p>The time required for horizontal blanking is 16% of that for each horizontal line. If horizontal time is 63.5 μs, the horizontal blanking time for each line is about</p>",1 μs,10 μs,100 μs,none of the above,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/551-328-1.png""/>.</p> "
"<p>When the number of quantising levels is 16 in PCM, the number of pulses in a code group will be</p>",3,4,8,16,,B," <p>2<i>n</i> = L <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> <i>n</i> = 4.</p> "
<p>A message signal with bandwidth 10 kHz is lower sideband SSB modulated with carrier frequency <i>f</i><sub><i>c</i>1</sub> = 10<sup>6</sup> Hz. The resulting signal is then passed though a narrow band frequency modulator with carrier frequency <i>f</i><sub><i>c</i>2</sub> = 10<sup>9</sup> Hz. The bandwidth of the output would be</p>,4 x 10<sup>4</sup> Hz,2 x 10<sup>6</sup> Hz,2 x 10<sup>9</sup> Hz,2 x 10<sup>10</sup> Hz,,B," <p>Bandwidth = 2Δ<i>f</i> + 2B </p>
<p>But for NBFM, B &lt; 1 </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> BW ≈ 2<i>f<sub>m</sub></i> <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 2<i>f</i><sub><i>c</i>1</sub> <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 2 x 10<sup>6</sup> Hz.</p> "
"<p>In a PCM system, if the code word length is increased from 6 to 8 bits, the signal to quantization noise ratio improves by the factor.</p>",8/6,12,16,8,,C," <p>Given <i>n</i><sub>1</sub> = 6, <i>n</i><sub>2</sub> = 8, </p>
<p>then (SNR)<sub>Q</sub> = 22<sup>(n<sub>2</sub> - n<sub>1</sub>)</sup> <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 16.</p> "
"<p>For 10 bit PCM system, the signal to quantization noise ratio is 62 dB. If the number of bits is increased by 2, then the signal to quantization noise ratio will</p>",increased by 6 dB,increased by 12 dB,decreased by 6 dB,decreased by 12 dB,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/556-1003-1.png""/></p>
<p>= (SNR)<sub>Q</sub> + 6.02 x 2 <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> (SNE)<sub>Q</sub> + 12 dB.</p> "
"<p>The video heads, in VCR, feed the other circuit</p>",directly windings,through a transformer having two rotating windings,through a transformer having two stationary windings,through a transformer having one stationary and one rotatory winding,,D," <p>Rotatory transformer, in VCR, has one stationary and one rotating winding.</p> "
<p>A high pulse repetition frequency in a radar</p>,increases the maximum range,decreases the maximum range,has no effect on the maximum range,either (a) or (b) depending on other factors,,C, <p>PRF does not have any effect on range of radar.</p> 
"<p>In PCM, the biggest disadvantage as compared to AM is</p>",larger bandwidth,larger noise,inability to handle analog signals,incompatibility with time division multiplex systems,,A, <p>PCM requires large bandwidth.</p> 
<p>Which of the following microphones is the cheapest?</p>,Moving coil,Condenser,Ribbon,Carbon,,D, <p>Carbon microphone has the least cost.</p> 
"<p>When the carrier is unmodulated, a certain transmitter radiates 9 kW when the carrier is sinusoidally modulated the transmitter radiates 10.125 kW. The modulation index will be</p>",0.1,10.15,0.4,0.5,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/554-702-1.png""/>.</p> "
"<p>If a line is terminated in characteristic impedance Z<sub>0</sub>, the input impedance measured at the input will be</p>",Z<sub>0</sub>,Z<sub>0</sub>/2,Zero,infinite,,A," <p>If line is terminated in Z<sub>0</sub>, the input impedance is Z<sub>0</sub>.</p> "
"<p>In a TV, the output from RF tuner is about</p>",1 μV,1000 μV,100 μV,0.5 μV,,B, <p>It is about 1 mV.</p> 
"<p>24 telephone channels, each band limited to 3.4 kHz, are to be time division multiplexed by using PCM, calculate the bandwidth of PCM system for 128 quantization levels and an 8 KHz sampling frequency</p>",192 kHz,2 MHz,1.299 MHz,1.54 MHz,,D," <p>Given, <i>n</i> = 24, <i>f<sub>m</sub></i> = 3.4 kHz</p>
<p>M = 128, </p>
<p>2<sup>N</sup> = 128 <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> <i>n</i> = 7</p>
<p>But <i>f<sub>s</sub></i> = 2<i>f<sub>m</sub></i>, here we will consider <i>f<sub>s</sub></i> (sampling) frequency </p>
<p>instead at 2<i>f<sub>m</sub></i> <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 2 x 3.4 kHz <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 6.8 KHz. </p>
<p>B.W. = [24(7 + 1)] 8 kHz = 1.54 MHz.</p> "
"<p>A signal is sampled at 8 kHz and is quantized using 8 bit uniform quantizer. Assuming SNR<sub><i>q</i></sub> for a sinusoidal signal, the correct statement for PCM signal with a bit rate of <i>R</i> is</p>","R = 32 KbPs, SNR<sub><i>q</i></sub> = 25.8 dB","R = 64 KbPs, SNR<sub><i>q</i></sub> = 49.8 dB","R = 64 KbPs, SNR<sub><i>q</i></sub> = 58.8 dB","R = 32 KbPs, SNR<sub><i>q</i></sub> = 49.8 dB",,B," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/556-950-1.png""/></p>
<p>where <i>n</i> is no. of bit, <i>f<sub>s</sub></i> is sampling frequency.</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/556-950-2.png""/></p>
<p>SNR = 1.76 + 6.02<i>n</i></p>
<p>= 1.76 + 6.02 x 8 <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 49.8 dB.</p> "
<p>Generally a VCR has</p>,four stationary video heads,two stationary video heads,four rotating video heads,two rotating video heads,,D, <p>VCR has two rotating leads about 180° apart.</p> 
<p>A remote control of TV uses a 10 bit word. The maximum number of total commands it can transmit is</p>,64,256,512,1024,,D, <p>2<sup>10</sup> = 1024.</p> 
<p>Telecine equipment in a TV studio consists of</p>,projector telecine,flying spot telecine,digital CCD telecine,none of the above,,D, <p>It may be any one of these.</p> 
<p>TV signal strength when expressed in dB m has the reference of</p>,10 μV/m,5 μV/m,2 μV/m,1 μV/m,,D," <p>TV signal strength has a reference of <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/549-155-1.png""/>.</p> "
<p>A sinusoidal voltage amplitude modulates a carrier of peak value 5 kV. Each side band has an amplitude of 500 V. The modulation index is</p>,0.1,0.2,0.4,0.8,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/551-387-1.png""/> .</p> "
<p>Kell factor is about</p>,5,3,0.7,0.2,,C, <p>Kell factor indicates reduction in vertical resolution and varies from 0.65 to 0.85.</p> 
<p>An antenna has a resistance of 50 Ω and an equivalent noise resistance of 30 Ω The noise figure in decibels is</p>,1.6 dB,2 dB,3.6 dB,6 dB,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/552-500-1.png""/>.</p> "
<p>An MTI radar operating at 5 GHz has a PRF of 800 pps. The lowest blind speed is</p>,48 m/s,96 m/s,192 m/s,24 m/s,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/553-680-1.png""/></p>
<p>Lowest blind speed = 800 x 0.06 = 48 m/s.</p> "
<p>For maximum output the width of air gap of audio head should be</p>,equal to wavelength,half the wavelength,one quarter the wavelength,very small as compared to wavelength,,B," <p>When width of air gap is 0.5 1, output is maximum.</p> "
<p>The simplest mixer circuit for public address system uses</p>,fixed resistances,variable resistances,inductances,capacitances,,B, <p>A mixer circuit has variable resistance in series with each microphone to control intensity of sound.</p> 
<p>PAM stands for</p>,Phase Angle Modulation,Phase Amplitude Modulation,Pulse Amplitude Modulation,Pulse Angle Modulation,,C, <p>PAM or pulse amplitude modulation is a system in which signal is sampled at regular intervals and each sample is made proportional to amplitude of the signal at the instant of sampling.</p> 
<p>In a perfect conductor the resistor noise is</p>,maximum,zero,very high,almost infinite,,B, <p>A perfect conductor does not generate noise.</p> 
<p>An RF carrier of 12 kV at 1 MHz is amplitude modulated by 1 kHz signal having peak value of 6 kV. The modulation pattern is seen on CRO screen. The voltage indicated will be</p>,18 kV,1.001 kV,6 kV,36 kV,,D, <p>Modulation pattern on CRO will show peak to peak value = 2 (12 + 6) = 36 kV.</p> 
"<p>In push pull amplifier, each transistor conducts for</p>",180°,360°,90°,45°,,A, <p>In push pull circuit each transistor conducts for 180° so that complete conduction for 360° occurs. Hence minimum distortion and maximum efficiency.</p> 
"<p>In the television system in India, each channel is allowed a bandwidth of</p>",20 MHz,12 MHz,7 MHz,3 MHz,,C, <p>Each channel is allowed a bandwidth of 7 MHz.</p> 
<p>A diode detector load consists of 0.01 μF capacitor in parallel with a 5 k ohms resistor. The maximum depth of modulation without diagonal clipping at modulating frequency of 1000 Hz and 10 kHz is</p>,"0.76, 0.24","0.95, 0.3","0.24, 076","0.3, 0.95",,B," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/556-979-1.png""/>.</p> "
