question,A,B,C,D,E,answer,explanation
"<p>In a modulator it is found that the amplitude spectrum consists a component at <i>f<sub>c</sub></i>, the carrier frequency and one component each at <i>f<sub>c</sub></i> - <i>f<sub>s</sub></i> and <i>f<sub>c</sub></i> + <i>f<sub>s</sub></i> where <i>f<sub>s</sub></i> is the modulating signal frequency. Then the modulator used is</p>",AM,AM or MBFM with modulation index 0.5,FM,PAM,,B,
<p>Frequency shift keying is used mostly in</p>,telephony,telegraphy,radio transmission,none of the above,,B,
<p>Troposphere is the portion of atmosphere</p>,nearest to ground,between 50 to 90 km above ground,between 110 to 220 km above ground,between 250 to 350 km above ground,,A,
<p>Earth's curvature affects the effective height of antenna.</p>,True,False,,,,A,
"<p>In PCM, the quantization noise depends on</p>",sampling rate,signal power,number of quantization level,signal energy,,C,
"<p>In high power AM transmission, modulation is done at</p>",IF stage,buffer stage,RF stage,oscillator stage,,D,
"<p>The noise sources shot noise, partition noise and thermal noise are associated with which component</p>",BJT,diode,resistor,capacitor,,A,
"<p>Consider the following statements as regards communication receiver <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Variable sensitivity is used to eliminate selective fading</li><li style=""padding-top:10px;"">A product demodulator can be used to receive Morse code</li><li style=""padding-top:10px;"">The noise limiter cuts off receiver output during a noise pulse</li><li style=""padding-top:10px;"">Double conversion is used to improve image rejection</li></ol> Which of the above statements are correct?</p>","1, 2, 3, 4","1, 2, 3","2, 3, 4","1, 3, 4",,C,
"<p>In a transmission line, losses due to dielectric heating are</p>",proportional to voltage and inversely proportional to Z<sub>0</sub>,proportional to voltage and proportional to Z<sub>0</sub>,proportional to current and proportional to Z<sub>0</sub>,proportional to current and inversely proportional to Z<sub>0</sub>,,A,
<p>The power rating of radio transmitters is around</p>,100 mW,10 W,10 kW,10 MW,,C,
<p>How can the quantizing noise be reduced?</p>,By using de-emphasis circuit,By using RF amplifier in the receiver,By increasing the number of quantization levels,By sending sloping pulses,,C,
<p>Audio systems use transverse recording.</p>,True,False,,,,A,
<p>In a CD player the laser uses</p>,silicon semiconductor,silicon/germanium semiconductor,aluminium gallium arsenide semiconductor,none of the above,,C,
<p>Leak type bias is used in a plate-modulated class C amplifier to</p>,prevent tuned circuit damping,prevent over modulation,increase the bandwidth,prevent excessive grid current,,B,
<p>FM broadcast is done using</p>,medium waves,short waves,VHF and UHF waves,microwaves,,C,
<p>A CW transmitter radiates</p>,modulated RF carrier,unmodulated RF carrier,both (a) and (b),none of the above,,A,
<p>The commonly employed filter in SSB generation is</p>,high pass filter,RC filter,LC filter,mechanical filter,,D,
<p>The storage capacity of a CD is</p>,360 k bytes per side,360 M bytes per side,540 k bytes per side,540 M bytes per side,,D,
<p>Which of the following pulse modulation is analog?</p>,PCM,Differential PCM,PWM,Delta,,C,
<p>Pulse stuffing is used in</p>,synchronous TDM,asynchronous TDM,Any TDM,All,,B,
<p>Household taperecorders generally use</p>,crystal microphone,moving coil microphone,condenser microphone,cardioid microphone,,A,
<p>In AM receiver the oscillator frequency is</p>,always equal to signal frequency,always equal to 455 kHz,always higher than signal frequency,always lower than signal frequency,,C,
"<p>The modulation index of an AM wave is measured using a CRO. The waveform is as shown in figure, the modulation index is nearly <br/><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/527-726-1.png""/></p>",43%,30%,23%,17%,,A,
<p>A photo diode converts light signals to binary.</p>,True,False,,,,A,
"<p>A three stage telephone switching structure is to have 128 input and 128 output terminals. It has been found that at peak time the utilization probability is 0.1. The number of intermediate links required for non-blocking configuration is 15. If the actual number of intermediate links is 5, the probability of blocking of call is</p>",1%,0.5%,0.2%,0.1%,,C,
"<p>In pulse code modulation, if the signal is sampled at the rate of <i>f</i> and the number of pulses in one code group is <i>p</i>, then the number of pulses per second will be</p>",<i>p</i>/<i>f</i>,<i>f</i>/<i>p</i>,1/<i>pf</i>,<i>pf</i>,,D,
<p>A narrow band FM does not have the following feature</p>,it has two sidebands,both sideband equal in magnitude,both sideband have same Phase Difference,it does not show Amplitude variation,,C,
"<p>When number of quantization levels are two, then the average transmission power in NRZ polar signalling is __________ that of NIRZ unipolar signalling.</p>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/56-3.94-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/56-3.94-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/539-1024-1.png""/>",None,,C,
<p>In telecast</p>,video and audio signals are frequency modulated,video signals are frequency modulated but audio signals are amplitude modulated,both audio and video signals are amplitude modulated,video signals are amplitude modulated and audio signals are frequency modulated,,D,
<p>A pulse width signal can be governed by</p>,free running multi-vibrator,monostable multi-vibrator,Schmitt trigger,JK flip-flop,,B,
"<p>In MTI radar, clutter means</p>",echos from moving targets,echos from stationary targets,atmospheric noise,thermal noise,,B,
"<p>A sinusoidal carrier voltage, having frequency 1000 Hz is amplitude modulated by a sinusoidal voltage of frequency 15 kHz. The frequency of upper and lower sidebands will be</p>",1015 kHz and 985 kHz,1030 kHz and 970 kHz,13 kHz and 17 kHz,14 kHz and 16 kHz,,D,
<p>Identical telephone numbers in different parts of a country are distinguished by their</p>,area codes,office codes,access digits,language codes,,A,
"<p>Consider the following statements as regards pulse repetition frequency <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Pulse interval should be as large as possible so that a pulse returns before next pulse is transmitted</li><li style=""padding-top:10px;"">Greater the number of pulses reflected from a target, greater is the probability of distinguishing it from the noise</li></ol> Which of the above are correct?</p>",1 only,2 only,both 1 and 2,neither 1 nor 2,,C,
<p>Which gives minimum probability of error?</p>,ASK,FSK,PSK,DPSK,,C,
<p>Which SNR denotes excellent picture quality in TV?</p>,50 dB,30 dB,15 dB,5 dB,,A,
<p>In amplitude modulation</p>,the amplitude of carrier varies in accordance with the amplitude of the modulating signal.,the modulating frequency lies in the audio range,the amplitude of the carrier remains constant,the amplitude of the carrier varies in accordance with the frequency of the modulating signal.,,B,
"<p>At <i>f</i> = 7 GHz, a 120 cm dish antenna gives a gain of about</p>",50,500,5000,50000,,D,
<p>PIL colour picture tube has the main advantage that</p>,it is cheap,it ensures purity in colour,it is self convergent,both (a) and (b),,C,
<p>What is the frequency of the modulated carrier wave?</p>,1000 Hz,2000 Hz,1000 kHz,2000 kHz,,D,
