question,A,B,C,D,E,answer,explanation
<p>The minimum viewing angle of resolution of human eye is (D is iris opening and λ is wavelength of light)</p>,"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/506-244-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/506-244-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/506-244-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/506-244-4.png""/>",,B,
"<p>In FM,</p>",there is a large decrease in noise and hence increase in the signal to noise ratio,there is a large increase in noise and hence decrease in the signal to noise ratio,there is a large increase in noise and hence increase in the signal to noise ratio,there is a large decrease in noise and hence decrease in the signal to noise ratio,,A,
<p>The power density spectrum of noise voltage of resistor R can be expressed as</p>,2 kTR,1 kTR,0.5 kTR,0.25 kTR,,A,
"<p>If <i>k</i> denotes Boltzmann's constant, the rms value of thermal noise voltage is proportional to</p>",<i>k</i><sup>2</sup>,<i>k</i>,"<span class=""root""><i>k</i></span>",(<i>k</i>)<sup>1/3</sup>,,C,
<p>The output of a battery eliminator is about</p>,110 V DC,110 V AC,45 V DC,6 V DC,,D,
<p>The sampling frequency in CD is 10 kHz.</p>,True,False,,,,A,
<p>Vestigial sideband is most commonly used in</p>,radio transmission,television transmission,telephony,all of the above,,B,
<p>An image uses 512 x 512 picture elements. Each element can take any of eight distinguishable levels. The maximum entropy in the above image will be</p>,2097152 bits,786432 bits,648 bits,144 bits,,B,
<p>The subcarrier frequency for transmission of colour difference signals in TV systems in India is</p>,9.47 MHz,4.43 MHz,2.06 MHZ,1.3 MHz,,D,
<p>A helical antenna is used for satellite tracking due to its</p>,good front to back ratio,broad bandwidth,circular polarization,both (a) and (b),,A,
<p>In filter system of sideband suppression the advantage of using mechanical filter is</p>,smaller size,good bandpass,good attenuation characteristics,all of the above,,D,
<p>Costa's receiver is used for</p>,coherent detection of AM-SC signal,asynchronous detection of AM-SC signal,amplitude modulation of signal,frequency modulation of signal,,A,
<p>What is typical bandwidths of a 2-wire telephone line?</p>,300 Hz to 3.4 kHz,20 Hz to 4 kHz,dc to 4 kHz,20 Hz to 20 kHz,,A,
"<p>In a television transmitter, the output stage is most likely to be</p>",screen modulated class C amplifier,plate modulated class C amplifier,grid modulated class A amplifier,grid modulated class C amplifier,,D,
"<p>Modulation index of a AM wave is measured using oscilloscope. The display on the CRO is as shown in figure it can be concluded that <br/><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/527-728-1.png""/></p>",the output wave is distorted,the output wave is under modulated,the modulation index is 100%,the modulation index is 50%,,A,
<p>TV receivers use flyback switched mode power supply because</p>,it can supply many voltage outputs,it does not require a filter choke and is cheap,it has very good regulation at all loads,both (a) and (c),,B,
<p>SSB stands for</p>,Single Side Band,Suppressed Side Band,Single Sound Band,Single Sky Band,,A,
"<p><p><b>Assertion (A):</b>  In SSB, carrier is suppressed by about 45 dB </p><p><b>Reason (R):</b>  SSB is standard form for radio communication</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
"<p>For a parallel two wire line with both conductors touching each other, the characteristic impedance is about</p>",300 Ω,200 Ω,80 Ω,24 Ω,,C,
<p>Tape recorders use</p>,cone type loudspeakers,horn type loudspeakers,either cone type or horn type loudspeakers,none of the above,,A,
"<p>If <i>f</i> is frequency and <i>d</i> is distance, path attenuation a between isotropic antennas is given by</p>","<span class=""symbol"">a</span> = 33 + 20 log <i>f</i> + 20 log <i>d</i>","<span class=""symbol"">a</span> = 100 + 33 log <i>f</i> + 33 log <i>d</i>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/508-289-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/508-289-2.png""/>",,A,
"<p>In a FM signal, the modulation index increases, then the power</p>",increases,decreases,remains constant,none of the above,,C,
<p>Higher order TDM levels are obtained by</p>,forming super master groups,using A law,using μ law,dividing pulse width,,D,
"<p><p><b>Assertion (A):</b>  In AM, use of SSB reduces the power and bandwidth requirement</p><p><b>Reason (R):</b>  A balanced modulator produces AM with carrier suppressed</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>Limiter is not essential in the following detector</p>,foster-Seeley,ratio detector,balanced,none of the above,,B,
<p>An FM signal is modulated by an 8 kHz sine wave and has maximum and minimum frequencies of 100.05 MHz and 99.95 MHz respectively. Its deviation frequency is</p>,100 kHz,100 MHz,500 kHz,108 kHz,,D,
<p><p><b>Assertion (A):</b>  RF tuner is called front end of TV receiver</p><p><b>Reason (R):</b>  RF tuner receives the TV signal and selects the required channel. </p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A,
"<p>In TV broadcast, UHF range is</p>",606 - 790 MHz,100 - 150 MHz,41 - 68 MHz,174 - 230 MHz,,A,
<p>The most commonly used microphone for public address systems is</p>,carbon,crystal,moving coil,condenser,,C,
<p>Pre-emphasis and De-emphasis is done by using R-C circuit.</p>,True,False,,,,A,
<p>Which of the following is Doppler effect not used?</p>,CW radar,FM radar,MTI system,Moving target plotting on PPI,,D,
"<p>If the AF voltage is raised to 10 V, while the AM is dropped to 200 Hz, what is the deviation?</p>",10 kHz,15 kHz,20 kHz,40 kHz,,C,
<p>In pulse code modulation when the maximum frequency in the signal is <i>f<sub>max</sub></i> the bandwidth required will be</p>,≤ <i>p</i>.<i>f<sub>max</sub></i>,≥ <i>p</i>.<i>f<sub>max</sub></i>,≤ (<i>p</i>.<i>f<sub>max</sub></i>)<sup>2</sup>,≥ (<i>p</i>.<i>f<sub>max</sub></i>)<sup>2</sup>,,B,
<p>The oscillator frequency is set for</p>,best picture,max. sound,min. sound,sound in picture,,A,
<p>The main advantage of DM over PCM is</p>,less bandwidth,less power,simple circuit,better S/N ratio,,C,
