question,A,B,C,D,E,answer,explanation
"<p>If the circumference of a spherical target is between 1 to 10 wavelength in a radar system, the situation is called</p>",resonance region,Rayleigh region,optical region,binomial region,,A,
<p>The complete video signal consists of</p>,video signal and synchronising pulses,"video signal, synchronising pulses and blanking pulses",video signal corresponding to picture information only,video signal and blanking pulses,,B,
<p>Which is most important subsystem for recovering and reconstructing signal in a TDM system?</p>,Envelope detector followed by a low pass filter,Synchronization ckt for proper timing,Bandpass filter to segregate channels,Coherent detector to ensure frequency and phase connection,,A,
<p>Which one of the following is an indirect way of generating FM?</p>,Armstrong modulator,Varactor diode modulator,Reactance FET modulator,Reactance bipolar transistor modulator,,A,
<p>Companding is used in PCM to</p>,reduce bandwidth,increasing S/N ratio,get almost uniform S/N ratio,increase bandwidth,,C,
"<p><p><b>Assertion (A):</b>  In AM the amplitude of carrier is made proportional to the instantaneous amplitude of modulating wave</p><p><b>Reason (R):</b>  In AM, frequency of side band = frequency carrier ± frequency of modulating wave.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>Pressing a key on telephone set generates two frequencies. The basis for selection of these frequencies is</p>,the harmonics of one frequency should not be mistaken for the other frequency,the audio input to the handset transmitter should not be mistaken for a key pressing,both (a) and (b),neither (a) nor (b),,C,
<p>The orbital period of a geostationary communication satellite is</p>,12 hours,24 hours,36 hours,48 hours,,B,
<p>Which of the following is not true as regards communication receiver?</p>,It is exactly same as radio receiver used in households,"It can be used, besides communication, for detection in high frequency bridges",It is designed to perform the task of low and high frequency reception better than in household receiver,Its tuning and operation are more complicated than those in household receiver,,A,
<p>Which of the following is the disadvantage of PDM and PPM?</p>,It requires pulses of larger widths,More samples are needed per second,More powerful transmitter is required,None of the above,,C,
<p>Frequency frogging is used in a carrier system to</p>,conserve frequencies,reduce distortion,reduce cross talk,none of the above,,C,
<p>TDM</p>,can be used with PCM only,interleaves pulses belonging to different transmissions,combines five groups into a super group,stacks 24 channels in adjacent frequency slots,,B,
<p>Which of the following oscillator is not in FM?</p>,Crystal oscillator,Hartley oscillator,Colpitts oscillator,All of the above,,B,
<p>The number of spectral component of impulse wave is</p>,1,0,2,∞,,D,
"<p><p><b>Assertion (A):</b>  If a carrier is modulated by three sine waves and <i>m</i><sub>1</sub>, <i>m</i><sub>2</sub>, <i>m</i><sub>3</sub> are the modulation indices, the total modulation index <i>m</i><sub><i>t</i></sub> is <br/><i>m<sub>t</sub></i> = (<i>m</i><sub>1</sub><sup>2</sup> + <i>m</i><sub>2</sub><sup>2</sup> + <i>m</i><sub>3</sub><sup>2</sup>)<sup>0.5</sup></p><p><b>Reason (R):</b>  An AM, higher the level of modulation, lower is the audio power required to produce modulation.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,C,
"<p>If <i>M</i> (jω) = £[<i>m(t)</i>] where £ denotes Fourier transform, then £[<i>m(t)</i> cos ω<sub>c</sub><i>t</i>] =</p>",M (<i>j</i>ω + <i>j</i>ω<sub><i>c</i></sub>),M (<i>j</i>ω - <i>j</i>ω<sub><i>c</i></sub>),M (<i>j</i>ω + <i>j</i>ω<sub><i>c</i></sub>) + M (<i>j</i>ω - <i>j</i>ω<sub><i>c</i></sub>),"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/56-3.94-2.png""/> [M (<i>j</i>ω + <i>j</i>ω<sub><i>c</i></sub>) + M (<i>j</i>ω - <i>j</i>ω<sub><i>c</i></sub>)]",,D,
<p>When a wave reaches the open circuited end of a line</p>,all the forward energy is reflected by the open circuit,all the forward energy is absorbed by the open circuit,a small portion of energy is radiated into atmosphere and the remaining energy is reflected,either (a) or (b),,C,
<p>A signal having uniformly distributed amplitude in the interval (- V to + V) is to be encoded using PCM with uniform quantization. The signal to quantization noise ratio is determined by</p>,dynamic range of signal,sampling rate,number of quantizing levels,power spectrum of signal,,B,
<p>Bipolar signalling uses the following bits</p>,"-1, +1","-1, 0, +1","0, 1","-1, 0",,B,
<p>The first geostationary satellite was named</p>,Intelsat I,Intelsat II,Intelsat III,Early bird,,D,
<p>Typical value of power consumption of TV transmitter is</p>,0.5 kVA,2 kVA,50 kVA,1000 kVA,,C,
"<p>In a colour TV receiver, which of the following incorporates colour saturation control?</p>",Chroma detector,Colour killer circuit,SAW filter,Chroma amplifier,,D,
