question,A,B,C,D,E,answer,explanation
"<p>If C is capacity of noisy channel, (bits/s), δ<i>f</i> is bandwidth Hz and S/N is signal to noise ratio, then</p>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/523-621-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/523-621-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/523-621-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/523-621-4.png""/>",,A, <p>This is Shannon-Hartley theorem.</p> 
"<p>As the frequency increases, the absorption of ground wave by earth's surface</p>",decreases,increases,remains the same,either (a) or (c),,B, <p>Because of this reason ground waves can be used for frequencies upto about 1600 kHz only.</p> 
<p>The velocity of sound waves in air</p>,is constant at all temperatures,varies directly as temperature,varies inversely as absolute temperature,varies directly as square root of absolute temperature,,D," <p><i>v</i> ∝ <span class=""root"">T</span>.</p> "
<p>The range of a cordless telephone is about</p>,1000 m,500 m,100 m,10 m,,C, <p>The range depends on quality of instrument and is about 100 m.</p> 
<p>An earth mat for a communication tower consists of</p>,one or two radials extending from base of tower at a depth of about 5 cm below ground,a large number of radials extending from base of tower at a depth of about 3 m,a large number of radials extending from base of tower at a depth of about 30 cm,none of the above,,C, <p>The number of radials is large and depth is about 30 cm.</p> 
<p>Degaussing in a picture tube means</p>,Adding magnetism in mask and mounting frame,"Removing residual magnetism in mask, shield etc...",Increasing resistance of coils to decrease time constant,Decreasing resistance of coils to increase time constant.,,B," <p>Since gauss is a unit of magnetic flux, degaussing means removal of magnetism.</p> "
<p>The rate at which information can be carried through a communication channel depends on</p>,carrier frequency,bandwidth,transmission loss,transmitted power,,B, <p>Rate of information depends on bandwidth.</p> 
<p>Some types of traps used in video IF amplifier of colour TV are</p>,shunt traps,series traps,absorption traps,all of the above,,D, <p>All these are used.</p> 
<p>Direct and reflected sound waves may interfere with each other.</p>,True,False,,,,B, <p>PAS use moving coil microphones.</p> 
<p>A carrier is simultaneously modulated by two sine waves having modulation indices of 0.4 and 0.3. The total modulation index will be</p>,0.1,0.7,0.5,0.35,,C," <p><i>m</i><sub>1</sub> = 0.4, <i>m</i><sub>2</sub> = 0.3</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/553-687-1.png""/>.</p> "
"<p>A 1000 kHz carrier is simultaneously modulated with 300 Hz, 800 Hz and 2 kHz audio sine waves. Which of the following frequency is least likely to be present in the output?</p>",1002 kHz,1000 kHz,999.2 kHz,998.0 kHz,,B," <p>Frequency present in the sidebands is equal to = <i>f<sub>c</sub></i> ± <i>f<sub>m</sub></i>, <i>f<sub>c</sub></i> ± 2<i>f<sub>m</sub></i> , <i>f<sub>c</sub></i> ± 3<i>f<sub>m</sub></i> .</p> "
<p>In standing wave pattern on a transmission line</p>,voltage and current nodes coincide,voltage and current antinodes coincide,voltage nodes and current antinodes as well as current nodes and voltage antinodes coincide,both (a) and (b),,C, <p>When standing wave is set up voltage maxima and current minima and voltage minima and current maxima coincide.</p> 
"<p>If the bandwidth is increased by 2, the γ<sub>FM</sub> γ<sub>AM</sub> (where γ is the ratio of SNR of output to SNR at input, FM is frequency modulation and AM is amplitude modulation) is increased by a factor of</p>",2,3,4,6,,C, <p>Doubling of frequency increase SNR in frequency modulation by 4. It has no effect in AM.</p> 
"<p>In the figure <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/534-934-2.png""/>, the output <i>y</i>(<i>t</i>) will be <br/><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/534-934-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/534-934-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/534-934-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/534-934-5.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/534-934-6.png""/>",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/555-934-1.png""/> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/555-934-2.png""/></p> "
<p>A carrier wave carries information.</p>,True,False,,,,B, <p>Carrier does not have any information.</p> 
<p>Frequency shift keying is used mostly in</p>,telegraphy,telephony,satellite communication,radio transmission,,A, <p>Frequency shift keying (FSK) is a system of frequency modulation used in telegraphy.</p> 
<p>It is desired that transmission line and load should match for a range of frequencies. The best method is</p>,to use a balun,to use a single stub of adjustable position,to use a double stub,to use a broad band amplifier,,C," <p>When matching over a range of frequencies is desired, double stub is necessary.</p> "
<p>Which of the following has the highest input impedance?</p>,CE,CB,CC,Push pull,,C, <p>CC connection has very high input impedance and low output impedance.</p> 
"<p>In a fascimile reproduction time to scan one line is 2 ms. If it has 4% blanking, the visible trace time is</p>",1.92 ms,2.08 ms,50 ms,0.08 ms,,A, <p>(2 ms) (1 - 0.04) = 1.92 ms.</p> 
"<p>Consider the following statements <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">The amplitude of an FM wave is constant</li><li style=""padding-top:10px;"">FM is more immune to noise than AM</li><li style=""padding-top:10px;"">FM broadcasts operate in upper VHF and UHF frequency ranges</li><li style=""padding-top:10px;"">FM transmitting and receiving equipments are simpler as compared to AM transmitting and receiving equipments</li></ol> Which of the above are correct?</p>","1, 2, 3, 4","1, 2, 3","2, 3, 4","1, 3, 4",,B, <p>FM equipments are complex as compared to AM equipments.</p> 
<p>Signal to noise ratio of microphone is defined as the ratio of output when the sound pressure is __________ to the output in the absence of any sound signal.</p>,0.5 Pa,0.2 Pa,0.1 Pa,0.01 Pa,,C, <p>0.1 Pa (= 0.5 x 10<sup>-4</sup> W/m<sup>2</sup>) is taken as standard sound pressure for defining S/N ratio of microphones.</p> 
<p>A generator is feeding power to a transmission line of characteristic impedance Z<sub>0</sub>. The line is terminated in impedance Z<sub>L</sub>. Standing waves will be set up if</p>,Z<sub>L</sub> = Z<sub>0</sub>,Z<sub>L</sub> &lt; Z<sub>0</sub>,Z<sub>L</sub> &gt; Z<sub>0</sub>,both (b) and (c),,D," <p>Both the case, <i>i</i>.<i>e</i>., Z<sub>L</sub> &gt; Z<sub>0</sub> and Z<sub>L</sub> &lt; Z<sub>0</sub> give rise to standing waves.</p> "
<p>In sound recording the degree of pre-emphasis is about 6 dB/ octave.</p>,True,False,,,,B, <p>It erases the matter already existing on the tape.</p> 
<p>Space wave may be a direct wave or wave reflected from earth.</p>,True,False,,,,B, <p>Strength of space wave depends on distance as it suffers attenuation.</p> 
<p>Radio broadcasts are generally</p>,amplitude modulation,frequency modulation,both amplitude and frequency modulation,neither amplitude nor frequency modulation,,B, <p>Frequency modulation gives noise free reception and is used for radio broadcasts.</p> 
"<p>If the frequency of a wave 20 Hz, the time period is</p>",20 secs,2 secs,0.2 secs,0.05 secs,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/548-2-1.png""/>.</p> "
<p>Which of the following is taken as reference antenna for directive gain?</p>,Half wave dipole,Elementary doublet,Isotropic,Infinitesimal dipole,,C, <p>Isotropic antenna is one which radiates equally in all directions. It is a standard reference antenna.</p> 
<p>Push pull amplifier is</p>,voltage amplifier,current amplifier,power amplifier,none of the above,,C, <p>Push pull is a power amplifier.</p> 
"<p>When the channel is noisy, producing a conditional probability of error <i>p</i> = 0.5; the channel capacity and entropy function would be, respectively,</p>",1 and 1,1 and 0.5,0.5 and 1,0 and 1,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/557-1004-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/557-1004-2.png""/>.</p> "
"<p>In CCIR-B system, the time between start of one H syn. pulse and next is</p>",64 μs,6.4 μs,640 μs,0.64 μs,,A," <p>The frequency of H pulses is 15625 Hz. </p>
<p>Hence <img src=""/_files/images/electronics-and-communication-engineering/communication-systems/551-331-1.png""/>.</p> "
<p>Counterpoise is used in coils having</p>,high resistivity,low resistivity,medium resistivity,both (b) and (c),,A, <p>Counterpoise is a horizontally buried wire used to provide low grounding resistance in high resistivity soils.</p> 
