question,A,B,C,D,E,answer,explanation
<p>The modulation index of wideband FM signal is</p>,less than unity,unity,greater than unity,nearly 0.67,,C,
<p>MTI stands for</p>,Moving Target Indicator,Microprocessor Tracking Index,Multiplexed Telemetry Index,Maximum Transmission Index,,A,
<p>The IF frequencies in a TV receiver</p>,38.9 MHz for video and 33.4 MHz for audio,38.9 MHz for both video and audio,33.4 MHz for both video and audio,33.4 MHz for video and 38.9 MHz for audio,,A,
<p>The most noise resistant modulation system is</p>,PCM,SSB suppressed carrier,FM,pulse position modulation,,A,
<p>Which of the following is the digital system?</p>,PWM,PAM,PPM,PCM,,D,
<p>Which of the following is an oscillator with best frequency stability?</p>,Crystal oscillator,Clapp oscillator,Phase shift circuit,Multivibrator,,A,
"<p>In FDM systems used for telephone, which modulation scheme is adopted?</p>",AM,DSB-SC,SSB-SC,FM,,D,
"<p>In the above case if another sine wave corresponding to 40% modulation is transmitted simultaneously, the total radiated power will be</p>",9.9 kW,10.15 kW,10.84 kW,18.4 kW,,C,
<p>A pre-emphasis circuit</p>,boosts base frequencies,pre amplifies the complete audio band,amplifies higher audio frequencies,converts FM into phase modulation,,C,
"<p>In orthogonal BFSK, the energy of information bearing term is</p>",the same as total transmitted energy,one-half of total transmitted energy,one-fourth of total transmitted energy,none of the above,,B,
<p>In a tape recorder</p>,both record and erase heads have high permeability core,the record head has high permeability core but the erase head has low permeability core,the record head has low permeability core but the erase head has high permeability core,both record and erase heads have low permeability core,,A,
<p>Reception through space wave is limited to line of sight distance.</p>,True,False,,,,A,
<p>A video transmission system transmits 625 picture frames per second. Each frame consist of a 400 x 400 pixel grid with 64 intensity levels per pixel. The data rate of the system is</p>,16 Mbps,100 Mbps,600 Mbps,6.4 Gbps,,C,
<p>Which of the following is a false statement about Armstrong modulation system?</p>,"The system is basically phase, not frequency, modulation","AFC is not needed, as a crystal oscillator is used",Equalization is unnecessary,Frequency multiplication must be used,,C,
<p>Which one is digital modulation technique?</p>,AM,PAM,PCM,None,,D,
"<p>Since noise phase modulated FM wave, as the noise sideband frequency approaches the carrier frequency, the noise amplitude</p>",is equalized,is increased,is decreased,remains constant,,C,
"<p>Consider the following statements as regards SAW filter <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">The centre frequency is determined by the pitch of IDT comb shaped electrodes</li><li style=""padding-top:10px;"">The response can be modified shaping the overlap of comb electrodes</li><li style=""padding-top:10px;"">The response is maximum when acoustic wave has its wavelength equal to pitch</li><li style=""padding-top:10px;"">When a number of identical electrodes are arranged at the same pitch, the frequency characteristics of the filter is expressed by (sin <i>x</i>)/<i>x</i></li></ol> Which of the above statements are correct?</p>","1, 2, 3, 4","1, 2, 3 only","1, 2, 4 only","2, 3, 4 only",,C,
"<p>In telephone, the dial tone has a frequency of</p>",5 Hz,15 Hz,33 Hz,233 Hz,,C,
<p>Companding is used</p>,to overcome quantising noise in PCM,in PWM receivers to reduce impulse noise,to protect small signals in PCM from quantising noise,none of the above,,B,
<p>For a good public address system the sound intensity at the farthest point should be at least</p>,20 dB over threshold of hearing,40 dB over threshold of hearing,80 dB over threshold of hearing,120 dB over threshold of hearing,,C,
<p>An ungrounded antenna near the ground</p>,is horizontally polarized,acts as an antenna array,acts as a single antenna of twice the height,is not likely to need an earth mat,,C,
<p>Which of the following circuits cannot be demodulate SSB?</p>,Product detector,Balanced modulator,Phase discriminator,BFO,,C,
"<p>Figure shows the arrangement of <br/><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/527-733-1.png""/></p>",FM,PM,AM-DSB,AM-SSB,,C,
<p>During day time ionosphere can be considered to be consisting of</p>,"D, E, F<sub>1</sub> and F<sub>2</sub> layers","D, E, F<sub>1</sub> layers","D, E, F<sub>2</sub> layers",D and E layers,,A,
<p>Baudot code is a six bit code.</p>,True,False,,,,A,
<p>PWM can be generated</p>,by a free running multivibrator,by integrating the signal,by a monostable multivibrator,by differentiating pulse position modulation,,C,
<p>Which of the following microphones has highest output impedance?</p>,Carbon,Ribbon,Crystal,Condenser,,D,
"<p>Consider the following statements about PCM <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">PCM is not noise resistant</li><li style=""padding-top:10px;"">PCM requires complex encoding and quantizing circuitry</li><li style=""padding-top:10px;"">PCM requires large bandwidth</li></ol> Which of the above are correct?</p>",1 only,"1, 2, 3","2, 3",1 and 3,,C,
"<p>In a television transmitter, the output stage is most likely to be</p>",screen modulated class C amplifier,plate modulated class C amplifier,grid modulated class A amplifier,grid modulated class C amplifier,,D,
<p>The number of bits of information required to indicate the correct selection of 3 independent consecutive events out of 75 equally probable events is</p>,6.23,18.69,10.46,24.92,,B,
<p>The efficiency of a direct radiating cone type loudspeaker is about</p>,5%,20%,50%,80%,,A,
