question,A,B,C,D,E,answer,explanation
<p>A monostable multivibrator is used to generate PWM because it can</p>,differentiator,integrator,voltage-to-frequency converter,generate pulses,,D,
"<p>Consider the following statements in amplitude modulation <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">The harmonic and intermodulation distortion may occur in audio and RF amplifiers</li><li style=""padding-top:10px;"">The sum and difference frequencies are present in the output of mixer</li><li style=""padding-top:10px;"">The diode detector has audio frequencies in its output</li><li style=""padding-top:10px;"">A balanced modulator cannot produce an AM with suppressed carrier</li></ol> Which of the above are true?</p>","1, 2, 3, 4","1, 2, 3","1, 2","3, 4",,B,
<p>A resistor R is in parallel with capacitance C. The rms noise voltage of resistor in the equivalent circuit can be written as</p>,"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/502-139-1.png""/>",<i>k</i>TC,"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/502-139-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/502-139-3.png""/>",,A,
<p><p><b>Assertion (A):</b>  In angle modulation the transmitted amplitude is constant.</p><p><b>Reason (R):</b>  Angle modulation has good immunity to noise and interference.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
"<p>A 1000 kHz carrier is simultaneously modulated with 300 Hz, 800 Hz and 2 kHz audio sine waves. The frequencies present in the output will be</p>",998 kHz and 1002 kHz,"998 kHz, 999.2 kHz, 1000.8 kHz, 1002.0 kHz","998 kHz, 999.2 kHz, 999.7 kHz, 1000.3 kHz, 1000.8 kHz and 1000.2 kHz",none of the above,,C,
<p>Each of the following equation expressing decibel gain is correct except</p>,"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/531-825-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/531-825-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/531-825-3.png""/>","db gain = 20 log<sub>10</sub> V/<span class=""root"">R<sub>1</sub></span>/V/<span class=""root"">R<sub>2</sub></span>",,B,
<p>The satellites used for intercontinental communication are called</p>,Comsat,Domsat,Marisat,Intelsat,,D,
<p>Armoured submarine cable is used</p>,to prevent insulation breakdown due to high voltage,to protect cable at great depths.,to prevent inadverent damage due to ploughing in,for the shallow shore ends of cable.,,D,
<p>The frequency deviation of a FM signal produced from PM is</p>,identical to that of FM signal produced by direct method,larger than that of a FM signal produced by direct method,directly proportional to the peak amplitude and the frequency of modulating signal,directly proportional to the peak amplitude of the modulating signal,,D,
<p>Good frequency stability can be available</p>,crystal oscillators,Hartley oscillators,colpitts oscillators,none of the above,,A,
"<p>In a colour TV receiver, PAL Dematrix consists of</p>",chroma detector to separate the three primary colours,delay line and PAL matrix to give U and V signals,delay line and PAL matrix to give RGB colours,none of the above,,B,
<p>A broadcast radio transmitter radiates 5 kW when the modulation percentage is 60. How much of this is carrier power?</p>,6.66 kW,5 kW,4.9 kW,4.23 kW,,D,
"<p>For a resistance of about 15 kΩ operating in a frequency range of a few MHz, the noise voltage is in the range of</p>",a few μV,about 100 μV,a few μV,a few volts,,A,
"<p>In a 50 cm TV tube, a path difference of 2 km between direct wave and interfering wave would mean a displacement between main image and ghost image equal to</p>",0.3 cm,3 cm,6 cm,9 cm,,A,
"<p>In a colour TV receiver, the sound intercarrier IF is generated in</p>",video detector,video IF amplifier,tuner mixer stage,limiter stage,,A,
<p><p><b>Assertion (A):</b>  In AM carrier component remains constant in amplitude and frequency.</p><p><b>Reason (R):</b>  In AM the two side bands are images of each other.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>In tape recorders the hissing noise is due to irregularities in magnetic coating on tape.</p>,True,False,,,,A,
<p>Waves travel on each of the line configurations in figure. In which case would the radiation be maximum</p>,"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/521-585-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/521-585-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/521-585-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/521-585-4.png""/>",,D,
<p>The main advantage of TDM over FDM is</p>,TDM requires more bandwidth than FDM,less complicated in hardware than FDM,better SNR,required filter,,C,
"<p>In FM reception, amplitude disturbances due to static change</p>",reduce the signal frequencies,increase the signal frequencies,disturb the signal frequencies,do not affect the signal frequencies,,D,
<p>The power consumption of a present day colour TV receiver is about</p>,8 W,80 W,200 W,400 W,,B,
"<p>Consider the following differences between QPSK and MSK <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">The side lobes in MSK are relatively much smaller in comparison to the main lobe</li><li style=""padding-top:10px;"">The spectrum of MSK has a main centre lobe which is 1.5 times as wide as the main lobe of QPSK</li><li style=""padding-top:10px;"">The waveforms of both MSK and QPSK exhibit phase continuity</li></ol> Which of the above statements are correct?</p>",1 only,1 and 2 only,"1, 2 and 3",2 and 3 only,,B,
<p>As per Hartley law</p>,redundancy is essential,it is necessary to use only binary codes,maximum rate of information transmission depends on the channel bandwidth,the maximum rate of information depends on depth of modulation,,C,
<p>The speeds used in recording audio programs in house hold recorders are</p>,38 cm/s and 9.5 cm/s,38 cm/s and 19 cm/s,9.5 cm/s and 4.75 cm/s,38 cm/s and 4.75 cm/s,,C,
"<p>During transmission over a communication channel, bit errors occur independently with probability P. If a block of <i>n</i> bits is transmitted, the probability of at most one bit error is equal to</p>",1 - (1 - P)<sup><i>n</i></sup>,P + (<i>n</i> - 1) (1 - P),<i>n</i>P (1 - P)<sup><i>n</i> - 1</sup>,(1 - P)<sup><i>n</i></sup> + <i>n</i>P (1 - P)<sup><i>n</i> - 1</sup>,,A,
"<p>In a pulsed RADAR, the transmitter is connected to the antenna</p>",during pulse interval,during interval between pulses,all the time,only during a fraction of pulse interval,,A,
"<p>In a CD, the depth and width of each pit is</p>",0.5 μm each,0.5 μm and 1 mm respectively,1 μm and 0.5 mm respectively,1 μm each,,C,
<p>Which type of modulator amplifier is used in AM transmitter?</p>,Class A,Class B,Classes AB,Class C with negative feedback,,D,
<p>A frequency multiplier stage should operate as</p>,class A,class B,class AB,class C,,B,
<p>A digital watch contains</p>,quartz crystal oscillator,RC oscillator,LC oscillator,either quartz or RC oscillator,,A,
<p>In AM increased depth of modulation increases __________ and in FM with increased depth of modulation __________ increases.</p>,"total transmitted power, bandwidth","bandwidth, bandwidth","bandwidth, total transmitted power","total transmitted power, sideband power",,A,
"<p>In a DM system, the granular noise occurs when modulating signal</p>",decrease Rapidly,increase,has high frequency component,change within step size,,C,
"<p>The figure shows a simple detector circuit for amplitude modulated wave <i>v</i>(<i>t</i>) = (1 + <i>m</i> cos ω<i><sub>m</sub>t</i>) cost ω<i><sub>c</sub>t</i>. If the detector is to follow the envelope of modulated wave at all times the extent of modulation <i>m</i> must be less than or equal to <i>m</i><sub>0</sub> where <i>m</i><sub>0</sub> is given by equation <br/><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/514-431-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/514-431-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/514-431-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/514-431-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/514-431-5.png""/>",,A,
<p>Huffman code is also known as redundancy code</p>,True,false,in some cases,depend upon efficiency,,A,
"<p>If each frequency component of <i>f</i>(<i>t</i>) is shifted by <span class=""symbol"">p</span>/2, the resulting signal is</p>",Hilbert transform of <i>f</i>(<i>t</i>),Inverse Hilbert transform of <i>f</i>(<i>t</i>),Laplace transform of <i>f</i>(<i>t</i>),Fourier transform of <i>f</i>(<i>t</i>),,A,
