question,A,B,C,D,E,answer,explanation
<p>Two resistances are : R<sub>1</sub> = 36 Ω ± 1.89 Ω and R<sub>2</sub> = 75 Ω ± 3.75 Ω. The sum R<sub>1</sub> + R<sub>2</sub> along with limiting error is</p>,111 Ω ± 1.8 Ω,111 Ω ± 3.75 Ω,111 Ω ± 5.55 Ω,111 Ω ± 1.95 Ω,,C," <p>36 + 75 = 111, 1.8 + 3.75 = 5.55. </p>
<p>Therefore, R<sub>1</sub> + R<sub>2</sub> = 111 ± 5.55 ohm.</p> "
<p>An instrument of accuracy class 1 can have an error equal to</p>,+ 1% of reading,± 1% of reading,± 1% of full scale deflection,+ 1% of full scale deflection,,C,
"<p>In bridge circuit of figure, equivalent resistance between A and B is <br/><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/237-203-1.png""/></p>",1 Ω,0.5 Ω,2 Ω,1.5 Ω,,A,
<p><p><b>Assertion (A):</b>  The scale a PMMC ammeter is linear.</p><p><b>Reason (R):</b>  The deflecting torque of PMMC is proportional to current in the coil.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A," <p>Since the deflecting torque is proportional to current, the scale is linear.</p> "
<p><p><b>Assertion (A):</b>  Moving iron instrument can be used on ac or dc.</p><p><b>Reason (R):</b>  In a moving iron instrument deflecting torque is proportional to square of current. </p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A,
<p>A land line telemetry system is suitable for distance upto</p>,about 1 km only,about 10 km only,about 100 km only,any of the above,,A,
<p>Use of high permeability core in moving iron instrument helps in</p>,reducing size of meter,increasing sensitivity,reducing temperature error,all of the above,,B,
<p>The resistance of series field winding is a low resistance.</p>,True,False,,,,A,
"<p><p><b>Assertion (A):</b>  Double Kelvin's bridge is used to measure low resistances.</p><p><b>Reason (R):</b>  In low resistance, the contact and lead resistances are very important.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A,
<p>Shaft encoder is used to measure</p>,angular position,linear position,linear velocity,linear acceleration,,A,
<p><p><b>Assertion (A):</b>  Hay's bridge in particularly suitable for measuring inductance having a comparatively low resistance.</p><p><b>Reason (R):</b>  In Hay's bridge the value of frequency supply must be known.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
<p>The device having highest photo sensitivity is</p>,photoconductive cell,photovoltaic cell,photodiode,phototransistor,,A,
<p>Which of the following closely represents the resistance-temperature characteristics of thermistor?</p>,R<sub>T</sub> = <i>a</i> R<sub>0</sub> e<sup><i>b</i>/<i>t</i></sup>,R<sub>T</sub> = <i>a</i> R<sub>0</sub> E<sup>-<i>b</i>/<i>t</i></sup>,R<sub>T</sub> = - <i>a</i> R<sub>0</sub> e<sup>-<i>b</i>/<i>t</i></sup>,R<sub>T</sub> = - R<sub>0</sub> e<sup><i>b</i>/<i>t</i></sup>,,A,
<p>For use at 50 Hz the range of scale of vibrating reed frequency meter is</p>,25 - 75 Hz,40 - 60 Hz,47 - 53 Hz,42 - 58 Hz,,C, <p>Generally the frequency does not fall below 47 Hz and does not exceed 53 Hz.</p> 
"<p>Consider the following statements about a moving iron instrument <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">It is an unpolarised instrument.</li><li style=""padding-top:10px;"">It has permanent magnet.</li><li style=""padding-top:10px;"">It has a fixed coil.</li><li style=""padding-top:10px;"">It has two iron vanes.</li></ol> Of these statements</p>","1, 2, 3 are correct","1, 2, 4 are correct","1, 3 and 4 are correct","2, 3, 4 are correct",,C, <p>It does not have a permanent magnet.</p> 
<p>The two pressure coils in a single phase power factor meter of turns</p>,the same dimension and the same numbers of turns,the same dimension but different number of turns,different dimension and different numbers of turns,different dimension but the same numbers of turns,,A,
<p>Piezoelectric effect can be used to measure</p>,force,strain,acceleration,all of the above,,D,
<p>A current of 3.18 A is flowing through resistance of 35.68 Ω. The voltage drop across resistance to the appropriate number of significant figures is</p>,113.4624 V,113.462 V,113.46 V,113 V,,D,
<p>A current of 3.25 A is flowing through a resistance of 34.98 Ω. The voltage drop across resistance to the appropriate number of significant figures is</p>,113.685 V,113.68 V,113.6 V,114 V,,D,
<p>The braking torque in single phase energy meter is proportional to speed of disc.</p>,True,False,,,,A,
<p>To measure a resistance by a dc potentiometer</p>,it is necessary to standardise the potentiometer,it is not necessary to standardise the potentiometer,it is necessary to use a volt ratio box,none of the above,,B,
"<p>In dc tacho generators used for measurement of speed of shaft, frequent calibration is necessary because</p>",contacts wear off,strength of permanent magnet decreases with age,armature current produces heating effect,there is back emf,,B,
<p>A multimeter can be used as ohmmeter.</p>,True,False,,,,A,
<p>A voltage of about 200 V dc can be measured</p>,directly by dc potentiometer,by dc potentiometer in conjunction with a volt ratio box,a dc potentiometer in conjunction with a known resistance,both (b) and (c),,B,
"<p>In a low power factor wattmeter, compensation for pressure coil current is provided.</p>",True,False,,,,A,
<p>De Sauty bridge is very widely used due to</p>,simplicity,perfect balance for imperfect capacitor,perfect balance for air capacitors,maximum sensitivity,,A,
<p>A Weston synchronoscope is a</p>,moving coils instrument,moving iron instrument,dynamometer instrument,induction instrument,,C,
"<p>In a dynamometer 3 phase power factor meter, the planes of the two moving coils are at</p>",60°,0°,120°,90°,,C,
"<p>A generated voltage is equally dependent on three resistances R<sub>1</sub>, R<sub>2</sub>, R<sub>3</sub> and its value is V = (R<sub>1</sub>R<sub>2</sub>)/R<sub>3</sub>. If tolerance of each resistor is 0.1%, the maximum error in voltage is</p>",0.3%,± 0.3%,0.1%,± 0.1%,,B, <p>The tolerances are additive.</p> 
"<p><p><b>Assertion (A):</b>  A thermocouple transducer is based on Seeback effect.</p><p><b>Reason (R):</b>  In a thermocouple transducer used for temperature measurement, the cold junction is usually kept in ice bath.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
<p>In an Anderson bridge the unknown inductance is measured in terms of</p>,known inductance and resistance,known inductance,known capacitance and resistance,known capacitance,,C,
<p>In a Ballistic galvanometer</p>,inertia is small and damping is also small,inertia is large and damping is critical,inertia is large and damping is small,both inertia and damping are large,,C,
<p>Which instrument needs creep compensation?</p>,Dynamometer wattmeter,Induction wattmeter,Energy meter,Both (b) and (c),,C,
"<p>When deflecting torque and braking torque in an energy meter are zero,</p>",the disc rotates at steady speed,the disc is stationary,the disc accelerates,the disc retards,,A,
<p>The sensitivity of a voltmeter using 0-5 mA meter movement is</p>,50 Ω/V,100 Ω/V,200 Ω/V,500 Ω/V,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/254-314-1.png""/>.</p> "
<p>Two meters X and Y require 40 mA and 50 mA for full scale deflection. Then</p>,X is more sensitive,Y is more sensitive,both are equally sensitive,it is not possible to determine from given data,,D,
<p>A dual trace CRO has</p>,one electron gun,two electron guns,one electron gun with one two pole switch,two electron guns with one two pole switch,,C,
<p>For measuring mutual inductance we can use</p>,Anderson bridge,Maxwell's bridge,Heaviside bridge,Either (a) or (b),,C,
