question,A,B,C,D,E,answer,explanation
"<p>In low power factor wattmeter, the pressure coil is connected</p>",to the supply side of current coil,to the load side of current coil,in either (a) or (b),across the mains,,B,
"<p>Figure shows the equivalent circuit of resistor. The resistor is non-inductive when <br/><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/245-335-1.png""/></p>",R = L/C,"LR = <span class=""root"">L/C</span>",L = CR<sup>2</sup>,C = LR<sup>2</sup>,,C,
<p>The signal to noise ratio in telemetry should be better than</p>,5 db,10 db,25 db,60 db,,D,
<p><p><b>Assertion (A):</b>  Electrodynamic instrument is not used as ammeter or voltmeter.</p><p><b>Reason (R):</b>  Electrodynamic instrument is more costly than PMMC and moving iron instrument.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A,
"<p>Consider the following statements regarding electro-dynamometer type indicating instrument <br/>It can be used for measuring <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Direct current</li><li style=""padding-top:10px;"">Alternating current</li><li style=""padding-top:10px;"">Direct voltage</li><li style=""padding-top:10px;"">Alternating voltage</li></ol> Of these statements</p>",1 and 2 are corect,3 and 4 are correct,1 and 3 are correct,"1, 2, 3, 4 are correct",,D,
<p>Magnetic flux can be measured by</p>,capacitive pick up,inductive pick up,resistive pick up,hall effect pick up,,D,
"<p>The damping ratio, in D'Arsonval galvanometer is equal to</p>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/232-68-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/232-68-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/232-68-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/232-68-4.png""/>",,B,
<p>Panel type instruments are used in</p>,power stations,automobiles,industries,all of the above,,D,
<p>Which of the following can be used for measuring capacitance?</p>,De sauty bridge,Maxwell's bridge,Anderson bridge,Hay's bridge,,A,
"<p><p><b>Assertion (A):</b>  In a CRT, grid is kept at negative potential with respect to cathode.</p><p><b>Reason (R):</b>  The function of grid in an electronic tube is to control the number of electrons.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A,
<p>For measuring current at a high frequency we should use</p>,moving iron instrument,electrostatic instrument,thermocouple instrument,moving coil instrument,,C,
<p>A moving iron instrument can be used for dc as well as ac.</p>,True,False,,,,A,
<p>Two wattmeter method of 3-phase power measurement can be used to find</p>,total active power,total active power and power factor,total active power and reactive power,"total active power, power factor, apparent power, and reactive power",,D,
<p>The multiplier resistance and meter coil in a voltmeter are in</p>,series,parallel,series-parallel,either (a) or (b),,A,
"<p>The adjustment of position of shading bands, in an energy meter, is done to provide</p>",friction compensation,creep compensation,braking torque,none of the above,,A,
<p>The numbers of accelerating anodes in a CRO is</p>,1,2,3,4,,B,
"<p>Consider the following statements regarding phase sensitive detector <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">The detector reads zero when phases of input signal and reference signal are different.</li><li style=""padding-top:10px;"">The detector acts as a linear rectifier.</li><li style=""padding-top:10px;"">The detector can be used as vector voltmeter.</li></ol> Of the above statements which are correct?</p>","1, 2, 3",1 and 2,2 and 3,1 and 3,,C,
"<p>In a Weston synchronoscope, the moving coil is connected across</p>",bus bar,incoming alternator,lamp,fixed coils,,A,
<p>The coding system generally used in digital telemetry is</p>,PPM (Pulse position modulation),PAM (Pulse amplitude modulation),PCM (Pulse code modulation),PDM (Pulse duration modulation),,C,
<p>The advantage of semiconductor strain gauge over resistance strain gauge is</p>,it is more sensitve,it is more linear,it is less temperature dependent,it is cheaper,,A,
<p>The advantage of LVDT over inductive bridge type transducer is that</p>,it gives high output for small changes in core position,it can be used over a temperature range of - 265°C to 600°C,it can measure displacement of moving object,the error due to stray magnetic field is less,,A,
<p>In a Weston synchronoscope the deflecting torque is zero when</p>,currents in fixed and moving coils are in phase,currents in fixed and moving coils are out of phase by 90°,currents in fixed and moving coils are out of phase by 60°,none of the above,,B,
<p><p><b>Assertion (A):</b>  Megger is used to check insulation resistance of cables. </p><p><b>Reason (R):</b>  Insulation resistance of cables is very high.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A,
<p><p><b>Assertion (A):</b>  A power factor meter operates on dynamometer principle. </p><p><b>Reason (R):</b>  A power factor meter does not have a control spring.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
"<p><p><b>Assertion (A):</b>  A radiation pyrometer is very suitable for high temperature measurement.</p><p><b>Reason (R):</b>  When temperature is high, a physical contact between hot body and thermometer is not desirable.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A,
