question,A,B,C,D,E,answer,explanation
<p>Ferrite have</p>,low copper loss,low eddy current loss,low resistivity,higher specific gravity compared to iron,,C," <p>Ferrite is a low density material of composition with Fe<sub>2</sub>O<sub>3</sub> x O, where x is a bivalent metal, such as Cobart, Ni, Mn. These magnetic materials having very low loss of current and used in high frequency circuit.</p> "
<p>In a <i>p</i> type material the Fermi level is 0.3 eV above valence band. The concentration of acceptor atoms is increased. The new position of Fermi level is likely to be</p>,0.5 eV above valence band,0.28 eV above valence band,0.1 eV above valence band,below the valence band,,B, <p>Addition of acceptor atom brings Fermi level closer to valence band.</p> 
"<p>In an <i>n</i>-<i>p</i>-<i>n</i> transistor, the majority carriers in the base are</p>",electrons,holes,both holes and electrons,either holes or electrons,,A, <p>Emitter is <i>n</i> type and emits electrons which diffuse through the base.</p> 
<p>An LED has a rating of 2 V and 10 mA. It is used along with 6V battery. The range of series resistance is</p>,0 to 200 Ω,200 - 400 Ω,200 Ω and above,400 Ω and above,,D," <p>R = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/75-268-1.png""/> = 400Ω. 
</p>
<p><i>R</i> must be at least 400Ω so that current in LED does not exceed 10 mA.</p> "
<p>The number of doped regions in PIN diode is</p>,1,2,3,1 or 2,,B, <p>A PIN diode has <i>p</i> and <i>n</i> doped regions separated by intrinsic layer.</p> 
<p>A transistor has two <i>p</i>-<i>n</i> junctions. The batteries should be connected such that</p>,both junctions are forward biased,both junctions are reverse biased,one junction is forward biased and the other is reverse biased,none of the above,,C, <p>Emitter-base junction is forward biased and base collector junction is reverse biased.</p> 
<p>A silicon (PN) junction at a temperature of 20°C has a reverse saturation current of 10 pico Ampere. The reverse saturation current at 40°C for the same bias is approximately.</p>,30 pA,40 pA,50 pA,60 pA,,B," <p>By increasing of temperature by 10°C, I<sub><i>o</i></sub> become double so by increasing temperature 20°C, I<sub><i>o</i></sub> become 4 time than initial value... and it is 40 PA.</p> "
<p>In a bipolar transistor the barrier potential</p>,0,a total of 0.7 V,0.7 V across each depletion layer,0.35 V,,C," <p>Since there are two <i>p</i>-<i>n</i> junctions, there are two depletion layers and 0.7 V across each layer.</p> "
<p>Recombination produces new electron-hole pairs</p>,True,False,,,,B, <p>Due to recombination the number of electron-hole pairs is reduced.</p> 
"<p>An amplifier without feedback has a voltage gain of 50, input resistance of 1 kΩ and output resistance of 2.5 kΩ. The input resistance of the current shunt -<i>ve</i> feedback amplifier using the above amplifier with a feedback factor of 0.2 is</p>",1/11 kΩ,1/5 kΩ,5 kW,11 kW,,A," <p>Input Resistance with feedback for current shunt, <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/76-401-1.png""/>.</p> "
"<p>As compared to an ordinary semiconductor diode, a Schottky diode</p>",has lower cut in voltage,has higher cut in voltage,lower reverse saturation current,both (b) and (c),,A, <p>Cut in voltage in Schottky diode is about 0.3 V as compared to 0.7 V in ordinary semiconductor diode.</p> 
"<p><p><b>Assertion (A):</b>  When a high reverse voltage is applied to a <i>p</i>-<i>n</i> junction the diode breaks down. 
</p><p><b>Reason (R):</b>  High reverse voltage causes Avalanche effect.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A, <p>Avalanche breakdown occurs at high reverse voltage.</p> 
"<p>As compared to an ordinary semiconductor diode, a Schottky diode</p>",has higher reverse saturation current,has higher reverse saturation current and higher cut in voltage,has higher reverse saturation current and lower cut in voltage,has lower reverse saturation current and lower cut in voltage,,C, <p>This is due to high electron concentration in metals.</p> 
<p>Crossover distortion behaviour is characteristic of</p>,class A O/P stage,class B O/P stage,class AB output stage,common pulse O/P state,,B," <p>It is a characteristics of class B output stage as the amplifier is biased in cut-off region.
</p>
<p>In class B amplifier, two transistor are operated in such a way that one is amplify the half cycle and second is amplify -ve half cycle.
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/76-381-1.png""/></p> "
"<p>If <span class=""symbol"">a</span><sub><i>ac</i></sub> for transistor is 0.98 then β<sub><i>ac</i></sub> is equal to</p>",51,49,47,45,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/74-160-1.png""/>.</p> "
"<p><p><b>Assertion (A):</b>  The conductivity of <i>p</i> type semiconductor is higher than that of intrinsic semiconductor.
</p><p><b>Reason (R):</b>  The addition of donor impurity creates additional energy levels below conduction band.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,B, <p>A refers to type semiconductor while R refers to <i>n</i> type semiconductor. Both A and R are correct but independent.</p> 
<p>In an <i>n</i>-<i>p</i>-<i>n</i> transistor biased for operation in forward active region</p>,emitter is positive with respect to base,collector is positive with respect to base,base is positive with respect to emitter and collector is positive with respect to base,none of the above,,C, <p>In forward active mode emitter base junction is forward biased and base collector junction is reverse biased.</p> 
<p>An increase in temperature increases the width of depletion layer.</p>,True,False,,,,B, <p>With increase in temperature width of depletion layer decreases.</p> 
<p>A zener diode is used in</p>,voltage regulator circuit,amplifier circuits,both voltage regulator and amplifier circuit,none of the above,,A, <p>Zener diode is used only in voltage regulator circuits.</p> 
"<p>A particular green LED emits light of wavelength 5490, Å, the energy bandgap of the semiconductor material used there is .. <i>h</i> = 6.6 x 10<sup>-34</sup> J sec.</p>",2.26 eV,1.98 eV,1.17 eV,0.74 eV,,A," <p>From Plank equation <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/76-400-1.png""/> joule 
</p>
<p>to convert it into electron volt it will be divided by 1.6 x 10<sup>-19</sup>.</p> "
<p>In a zener diode</p>,the forward current is very high,sharp breakdown occurs at a certain reverse voltage,the ratio <i>v</i>-<i>i</i> can be negative,there are two <i>p</i>-<i>n</i> junctions,,B, <p>When reverse voltage equals breakdown value it starts conducting and voltage does not increase further.</p> 
<p>In a bipolar transistor which current is largest</p>,collector current,base current,emitter current,base current or emitter current,,C," <p>Emitter current is larger, collector current is slightly less than emitter current and base current is very small.</p> "
"<p>The <i>v</i>-<i>i</i> characteristics of a FET is shown in figure. In which region is the device biased for small signal amplification<br/><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/49-301-1.png""/></p>",AB,BC,CD,BD,,B, <p>Small signal amplifier operation is in constant current region of characteristics.</p> 
<p>Secondary emission is always decremental.</p>,True,False,,,,B, <p>Sometimes it can be useful also.</p> 
"<p>In a degenerate <i>n</i> type semiconductor material, the Fermi level,</p>",is in valence band,is in conduction band,is at the centre in between valence and conduction bands,is very near valence band,,B, <p>This is due to high level of doping.</p> 
<p>The types of carriers in a semiconductor are</p>,1,2,3,4,,B, <p>Holes and electrons.</p> 
<p>A potential of 7 V is applied to a silicon diode. A resistance of 1 K ohm is also in series with the diode. The current is</p>,7 mA,6.3 mA,0.7 mA,0,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/74-91-1.png""/></p> "
"<p><p><b>Assertion (A):</b>  The reverse saturation current in a semiconductor diode is 4nA at 20°C and 32 nA at 50°C.
</p><p><b>Reason (R):</b>  The reverse saturation current in a semiconductor diode doubles for every 10°C rise in temperature.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A," <p>At 20°C, 4 <i>n</i>A, at 30°C, 8 <i>n</i>A, at 40°C, 16 <i>n</i>A, at 50°C, 32 <i>n</i>A.</p> "
"<p>Calculate the stability factor and change in I<sub>C</sub> from 25°C to 100°C for, β = 50, R<sub>B</sub>/ R<sub>E</sub> = 250, ΔI<sub>C0</sub> = 19.9 nA for emitter bias configuration.</p>","42.53, 0.85 μA","40.91, 0.58 μA","40.91, 0.58 μA","41.10, 0.39 μA",,A," <p>S<sub>I<sub>CO</sub></sub> = (1 + β).<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/76-420-1.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/1-sym-imp.gif""/> 51.<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/76-420-2.png""/> = 42.53
</p>
<p>ΔI<sub>C</sub> = (S<sub>I<sub>CO</sub></sub>).ΔI<sub>CO</sub>
</p>
<p>= 42.53 x 19.9 nA
</p>
<p>= 0.85 μA.</p> "
"<p>A periodic voltage has following value for equal time intervals changing suddenly from one value to next... 0, 5, 10, 20, 50, 60, 50, 20, 10, 5, 0, -5, -10 etc. Then rms value of the waveform is</p>",31 V,32 V,insufficient data,none of these,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/76-422-1.png""/>
</p>
<p>RMS value = <span class=""root"">965</span> = 31.064 Volt.</p> "
<p>Work function of oxide coated cathode is much lower than that of tungsten cathode.</p>,True,False,,,,A, <p>Therefore emission current from oxide coated cathode is more.</p> 
<p>The word enhancement mode is associated with</p>,tunnel diode,MOSFET,JFET,photo diode,,B, <p>MOSFET may be depletion mode or enhancement mode.</p> 
<p>In which region of a CE bipolar transistor is collector current almost constant?</p>,Saturation region,Active region,Breakdown region,Both saturation and active region,,B, <p>It is used as amplifier when it operates in this region.</p> 
<p>A <i>p</i>-<i>n</i> junction diode has</p>,low forward and high reverse resistance,a non-linear <i>v</i>-<i>i</i> characteristics,zero forward current till the forward voltage reaches cut in value,all of the above,,D, <p>A <i>p</i>-<i>n</i> Junction has all these features.</p> 
<p>Which of the following is true as regards photo emission?</p>,Velocity of emitted electrons is dependent on light intensity,Rate of photo emission is inversely proportional to light intensity,Maximum velocity of electron increases with decreasing wave length,Both holes and electrons are produced,,C," <p>As wavelength decreases, frequency increases and maximum velocity of electron increases.</p> "
<p>The power dissipation in a transistor is the product of</p>,emitter current and emitter to base voltage,emitter current and collector to emitter voltage,collector current and collector to emitter voltage,none of the above,,C, <p>Maximum power dissipation occurs at collector junction.</p> 
<p>The normal operation of JFET is</p>,constant voltage region,constant current region,both constant voltage and constant current regions,either constant voltage or constant current region,,B, <p>In major portion of drain characteristics I<sub>D</sub> is constant.</p> 
<p>The minority carrier life time and diffusion constant in a semiconductor material are respectively 100 microsecond and 100 cm<sup>2</sup>/sec. The diffusion length is</p>,0.1 cm,0.01 cm,0.0141 cm,1 cm,,A," <p>Diffusion length = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/77-477-1.png""/>.</p> "
