question,A,B,C,D,E,answer,explanation
"<p>Figure represents a<br/><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/68-683-1.png""/></p>",Tunnel diode,PNP transistor,Photo sensitive diode,Photo emissive diode,,A,
"<p>If the energy gap of a semiconductor is 1.1 eV, then it would be.</p>",opaque to the visible light,transparent to the visible light,transparent to the ultraviolet radiation,opaque to the infrared radiation,,A,
<p>The primary reason for the widespread use of Si in semiconductor device technology is</p>,abundance of Si on the surface of earth,larger band gap of Si in comparison to Ge,favourable properties of Silicon-dioxide (SiO<sub>2</sub>),lower melting point,,C,
"<p>If the conductivity of pure germanium is 1.54 siemens/metre, its resistivity in ohm-metre will be nearly</p>",65,6.5,0.65,0.065,,B,
<p>Reluctivity is analogous to</p>,permeability,conductivity,resistivity,retentivity,,C,
<p>The <i>v</i>-<i>i</i> characteristics of a diode may be linear or non linear.</p>,True,False,,,,B,
<p>If a coil has diameter '<i>d</i>' number of turns 'N' and form factor F then the inductance of the coil is proportional to</p>,N<sup>2</sup><i>d</i>F,N<i>d</i><sup>2</sup>F,"<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/57-451-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/57-451-2.png""/>",,D,
"<p>Under low level injection assumption, the infected minority carrier current for an extrinsic semiconductor is essentially the</p>",diffusion current,drift current,recombination current,induced current,,A,
"<p>As the reverse voltage is increased, the depletion layer</p>",becomes narrow,widens,remains the same,reduce to zero,,B,
<p>The cascade amplifier is a multistage configuration of</p>,CC-CB,CE-CB,CB-CC,CE-CC,,B,
<p>The light output of LED varies as (current)<sup><i>n</i></sup>. The value of <i>n</i> is about</p>,0.5,1,1.3,2.1,,C,
"<p>If an electron move through a potential difference of 500 V, the energy possesses by it will be</p>",500 ergs,500 joules,500 eV,500 mV,,C,
<p>In which of the following does a negative resistance region exist in the <i>v</i>-<i>i</i> characteristics?</p>,PIN diode,Schottky diode,Tunnel diode,Zener diode,,C,
<p>The intrinsic resistivity of silicon at 300 K is about</p>,1 Ω-cm,400 Ω-cm,10000 Ω-cm,230000 Ω-cm,,D,
<p>What happens when forward bias is applied to a junction diode?</p>,Majority carrier current is reduced to zero,Minority carrier current is reduced to zero,Potential barrier is increased,Potential barrier is decreased,,D,
<p>A differential amplifier is invariably used in the I/P stage of all OP-amps. This is done basically to produce the OP-amp with a very high.</p>,CMRR,bandwidth,slew rate,open-loop gain,,D,
<p>The addition of impurity in extrinsic semiconductor is about 1 part in 10<sup>8</sup> parts.</p>,True,False,,,,A,
<p>Hall effect can be used</p>,to find type of semiconductor (whether <i>p</i> or <i>n</i>),to find carrier concentration,to measure conductivity,all of the above,,D,
"<p>The <i>v</i>-<i>i</i> characteristic of an element is shown in below figure the element is<br/><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/58-473-1.png""/></p>","non-linear, active, non-bilateral","linear, active, non-bilateral","non-linear, passive, non-bilateral","non-linear, active, bilateral",,D,
"<p>Diffusion constants <i>D</i><sub><i>p</i></sub>, <i>D</i><sub><i>n</i></sub> mobility μ<sub><i>p</i></sub>, μ<sub><i>n</i></sub> and absolute temperature T are related as</p>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/37-42-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/37-42-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/37-42-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/37-42-4.png""/>",,A,
<p>The probability giving distribution of electrons over a range of allowed energy levels is known as</p>,Maxwell's Distribution,Fermi-Dirac Distribution,Richardson Dushman Distribution,none of the above,,B,
<p>Hall coefficient is reciprocal of charge density.</p>,True,False,,,,A,
<p>It is required to trace the output characteristics of a CE bipolar transistor on a CRO screen. The proper method is</p>,"apply the voltage drop across collector resistance to Y input, disconnect sweep generator and apply V<sub>CE</sub> to X input",apply voltage drop across collector resistance to Y input,apply V<sub>CE</sub> to X input,"apply V<sub>CE</sub> to Y input, disconnect the sweep generator and apply voltage drop across collector resistance to X input",,A,
<p>Atomic number of germanium is</p>,24,28,32,36,,C,
<p>The resistivity of ferrites is</p>,very much lower than that of the ferromagnetic metals,slightly lower than that of the ferromagnetic materials,slightly higher than that of the ferromagnetic metals,very much higher than that of the ferromagnetic metals,,D,
<p>A JFET</p>,is current controlled device,has low input resistance,has high gate current,is a voltage controlled device,,D,
<p>In monostable multivibrator</p>,has no stable state,has one stable state,has two stable states,switches automatically from one state to other state,,B,
