question,A,B,C,D,E,answer,explanation
<p><p><b>Assertion (A):</b>  An amorphous material is obtained when mobility of atoms is inhibited during solidification. </p><p><b>Reason (R):</b>  Crystalline state is a natural state for most solids.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,B,
<p>An air cored inductance is a</p>,linear circuit element because its reactance varies linearly with voltage at a fixed frequency,linear circuit element because its current varies linearly with voltage at a fixed frequency,nonlinear circuit element due to saturation of core,"nonlinear circuit element because <i>v</i> = <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/267-1.png""/>",,A," <p>Because of air core, inductance is constant.</p> "
"<p>The number of turns in a coil is doubled. If initial time constant is T, the new time constant is</p>",T,2T,4T,"<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/229-1.png""/>",,B," <p>When N is doubled, resistance becomes twice and inductance becomes four times. </p>
<p>Since time constant is <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/25-229-1.png""/>, time contant become twice.</p> "
"<p>When a trivalent impurity is added, the semiconductor becomes</p>",<i>p</i> type,<i>n</i> type,intrinsic,neutral,,A,
<p>Iron has a body centred cubic structure.</p>,True,False,,,,A,
<p>The units of polarization of dielectric are</p>,"<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/47-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/47-2.png""/>",C<i>m</i>,"<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/47-3.png""/>",,A," <p>Polarization P = ∈<sub>0</sub>(∈<sub><i>r</i></sub> - 1)E. </p>
<p>Therefore units of Polarization = <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/24-47-1.png""/>.</p> "
"<p>When a potential is applied across an intrinsic semiconductor, holes flow</p>",towards positive terminal,away from positive terminal,in the external circuit only,none of the above,,B, <p>Holes are positively charged and move away from positive terminal.</p> 
<p>M = (μ<sub><i>r</i></sub> - 1)H.</p>,True,False,,,,A,
<p>Silicon and germanium are elements in the</p>,second column of periodic table,third column of periodic table,fourth column of periodic table,fifth column of periodic table,,C,
"<p>A sample of N type semiconductor has an electron density of 6.25 x 10<sup>18</sup>/cm<sup>3</sup> at 300 K. If intrinsic concentration of carriers in this sample is 2.5 x 10<sup>13</sup>/cm<sup>3</sup> at this temperature, the hole density is</p>",10<sup>6</sup> / cm<sup>3</sup>,10<sup>8</sup> / cm<sup>3</sup>,10<sup>10</sup> / cm<sup>3</sup>,10<sup>12</sup> / cm<sup>3</sup>,,B,
"<p><p><b>Assertion (A):</b>  In a conductor, current density remains constant in time as long as E is constant.</p><p><b>Reason (R):</b>  In a conductor, J = σE.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A, <p>In conductors constant E means constant current because conductivity is constant.</p> 
"<p>A specimen of metal has <i>n</i> valence electrons per m<sup>3</sup>. If <i>v</i><sub>x</sub> is the average velocity of these electrons, each having a charge <i>e</i>, the current density J is</p>",J = <i>ne</i> <i>v</i><sub><i>x</i></sub>,J = - <i>ne</i> <i>v</i><sub><i>x</i></sub>,"J = <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/98-1.png""/>","J = <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/98-2.png""/>",,B,
<p>Which of the following is used in temperature alarm circuits?</p>,Thermistor,Photoconductor,Transistor,Varistor,,A,
"<p>A metal has a large number of free electrons. If <i>e</i> is electronic charge and <i>m</i> is mass of electron and an electric field E is applied along (say) <i>x</i> direction, the electrons acquire a velocity having a component <i>v</i><sub><i>x</i></sub> is <i>x</i> direction. Then</p>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/97-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/97-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/97-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/97-4.png""/>",,C,
<p><i>n</i> type semiconductors</p>,are negatively charged,are produced when indium as impurity is added to germanium,are produced phosphorus as impurity is added to silicon,none of the above,,C, <p><i>n</i> type semiconductors are produced by adding pentavalent material like phosphorus to silicon.</p> 
<p>The most important primary force of attraction in the formation of solids is</p>,electromagnetic,electrostatic,quantum-electrostatic,quantum electromagnetic,,B,
<p>When two conductors carry currents in the same direction the force is repulsive.</p>,True,False,,,,B, <p>The force is attractive.</p> 
