question,A,B,C,D,E,answer,explanation
"<p><p><b>Assertion (A):</b>  A capacitor with imperfect dielectric can be represented by a capacitance in parallel with resistance.</p><p><b>Reason (R):</b>  For imperfect dielectrics, dielectric constant has real and imaginary parts.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A, <p>Imaginary part of dielectric constant is responsible for dielectric losses.</p> 
<p>An atom of a rare gas is placed is an electric field E. Then</p>,the nucleus will be shifted in the direction of E by an amount which is proportional to E.,the nucleus will not be shifted.,the nucleus will be shifted in the direction of E by an amount which is independent of E.,the nucleus will be shifted in a direction opposite to that of E.,,A, <p>For equilibrium nucleus is shifted in the direction of E by an amount which is proportional to <i>E</i>.</p> 
"<p>In van der walls crystals, there exists a high degree of stability of the outer electron shell.</p>",True,False,,,,A, <p>This is the reason for chemical inactivity in these crystals.</p> 
"<p>As per temperature limits, the number of categories of solid dielectrics are</p>",7,6,8,5,,A,
<p>At room temperature the number of conducting electrons in an intrinsic semiconductor</p>,is almost equal to the number of valence electrons,is about half the number of valence electrons,is small as compared to the number of valence electrons,is a very small fraction of the number of valence electrons,,D,
<p>A characteristic property of crystal is its periodicity of structure.</p>,True,False,,,,A,
"<p>If B<sub>max</sub> is the maximum flux density, hysteresis loss is proportional to</p>",B<sub>max</sub>,B<sup>1.6</sup><sub>max</sub>,B<sup>2</sup><sub>max</sub>,B<sup>3</sup><sub>max</sub>,,B,
<p>For making a capacitor it is better to have a dielectric having</p>,high permittivity,low permittivity,permittivity same as that of air,permittivity which is neither high nor low,,A, <p>Capacitance is directly proportional to permittivity.</p> 
"<p>In solid insulator materials having only one kind of atom, the types of polarization which exist are</p>",electronic only,electronic and ionic,"electronic, ionic and permanent",electronic and permanent,,A, <p>In elemental dielectrics only electronic polarization exists.</p> 
<p>Schrodinger wave equation is a</p>,linear equation,differential equation,partial differential equation,none of the above,,C,
<p>Debye temperature of metals is</p>,about 10 K,about 200 K,about 600 K,about 2 K,,B,
"<p>If B<sub>max</sub> is the maximum flux density, eddy current loss is proportional to</p>",B<sub>max</sub>,B<sup>1.6</sup><sub>max</sub>,B<sup>2</sup><sub>max</sub>,B<sup>3</sup><sub>max</sub>,,A,
"<p>As the viscosity of a liquid increases, the relaxation time</p>",remains constant,increases,decreases,first decreases then increases,,B, <p>Relaxation time increases with viscosity.</p> 
<p>A wire is carrying current <i>I</i>. The field intensity H at a distance <i>r</i> from the wire</p>,is directed towards wire,is directed away from wire,is tangential every where to a circle of radius <i>r</i>,none of the above,,C,
<p>The materials which become polarized on the application of mechanical stress are called piezoelectric.</p>,True,False,,,,A,
"<p>A vacuum parallel plate capacitor is charged. The field between the plates is 2 x 10<sup>4</sup> V/m. If the space between the plates is filled with a material having ∈<sub><i>r</i></sub> = 10, then the value of field in the dielectric will be</p>",2 x 10<sup>3</sup> V/m,"<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/273-1.png""/>x 10<sup>4</sup> V/m","2<span class=""root"">10</span> x 10<sup>4</sup> V/m",2 x 10<sup>5</sup> V/m,,A," <p>D ∝ ∈<sub><i>r</i></sub>E. The flux density is the same.</p>
<p>Since ∈<sub><i>r</i></sub> has become 10 times, E decreases by 10 times.</p> "
<p>Which inductor is linear?</p>,Air cored,Cast iron cored,Sheet steel cored,Iron alloy cored,,A," <p>For magnetic materials, permeability is not constant.</p> "
<p>The two conductors of a transmission line carry equal current I in opposite direction. The force on each conductor is</p>,proportional to I,proportional to I<sup>2</sup>,proportional to distance between the lines,proportional to I<sup>3</sup>,,B,
<p>Which inductor is used at high frequencies?</p>,Cast iron cored,Sheet steel cored,Iron alloy cored,Ceramic cored,,D," <p>Cast iron, sheet steel and iron alloy have very high hysteresis and eddy current losses at high frequencies.</p> "
<p>Magnetisation of a material is the magnetic dipole moment per m<sup>3</sup>.</p>,True,False,,,,A,
"<p>On the basis of the type of chemical bonds, solids may be classified into</p>",ionic crystals,ionic and valence crystals,"ionic crystal, valence crystals and metals","ionic crystals, valence crystals, metal and vander wall crystals",,D,
<p>The units for intrinsic strength of dielectric are</p>,kV,kV/m,A,A/m,,B, <p>Dielectric strength is expressed in volts (or kV) per unit distance (cm or mm).</p> 
<p>Specific resistance of silver is about</p>,0.16 x 10<sup>-8</sup> Ω-m,1.64 x 10<sup>-8</sup> Ω-m,16 x 10<sup>-8</sup> Ω-m,164 x 10<sup>-8</sup> Ω-m,,B,
"<p>The <i>v</i>-<i>i</i> relation for an arc is <i>v</i> = 44 + <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/182-1.png""/> . If <i>v</i> = 50 V, <i>i</i> =</p>",10 A,5 A,2 A,0.5 A,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/25-182-1.png""/>.</p> "
"<p><p><b>Assertion (A):</b>  If an electron having charge <i>e</i> is revolving in an orbit of radius R and with angular velocity ω, the magnetic dipole moment of orbit is 0.5 <i>e</i>ωR<sup>2</sup>.</p><p><b>Reason (R):</b>  Orbital angular momentum and magnetic dipole moment are always equal.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,C, <p>Orbital angular momentum and magnetic dipole moment are not equal.</p> 
<p>A leakage capacitor can be represented by a capacitance C and resistance R in parallel C.</p>,True,False,,,,A,
<p>Electric dipole moment is expressed in debye unit.</p>,True,False,,,,A,
<p>A vacant electronic state moves in the same direction as would a positive charge carrier.</p>,True,False,,,,A,
<p>Piezoelectricity means the slight change in dimensions of a specimen when an electric field is applied.</p>,True,False,,,,A,
<p>Many compounds also exhibit semiconducting properties.</p>,True,False,,,,A,
"<p>For magnetic shielding, we need a ferromagnetic material.</p>",True,False,,,,A,
"<p><p><b>Assertion (A):</b>  Electronic polarizability increases as atoms becomes larger.</p><p><b>Reason (R):</b>  For rare gas, ∈<sub>0</sub>(∈<sub><i>r</i></sub> - 1) E = N<span class=""symbol"">a</span><sub><i>e</i></sub>, where N is number of atoms/m<sup>3</sup> and <span class=""symbol"">a</span><sub><i>e</i></sub> is electronic polarizability of material.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,B,
"<p>In a metal, the valence electrons</p>",are not shared,are shared only between neighbouring atoms,are shared by all atoms,either (b) or (c),,C, <p>In a metal the valence electrons belong to all atoms.</p> 
<p>All magnetic materials exhibit the phenomenon of saturation.</p>,True,False,,,,A,
"<p>In <i>p</i> type semiconductor, the conductivity due to holes is (<i>e</i> = charge on hole, μ<sub><i>p</i></sub> = hole mobility, <i>p</i> = hole concentration)</p>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/253-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/253-2.png""/>",<i>pe</i>μ<sub><i>p</i></sub>,"<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/253-3.png""/>",,C,
