question,A,B,C,D,E,answer,explanation
<p>Material which lack permanent magnetic dipoles are known as</p>,paramagnetic,diamagnetic,ferromagnetic,ferrimagnetic,,B, <p>Diamagnetic materials have no permanent magnetic diploes.</p> 
"<p>A parallel plate capacitor has its length, width and separation doubled. It fringing effects are neglected, to keep the capacitance same, the dielectric constant must be</p>",halved,kept the same,doubled,made 4 times,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/25-251-1.png""/>. When dimensions are changed, A become four times and <i>d</i> becomes twice.</p>
<p>Since ∈<sub>0</sub> is constant, ∈<sub><i>r</i></sub> must be halved to keep C constant.</p> "
"<p><p><b>Assertion (A):</b>  In imperfect capacitors, the current does not lead the applied ac voltage by 90°.</p><p><b>Reason (R):</b>  When subjected to ac fields, the dielectric constant can be expressed as ∈<sup><i>'</i></sup><sub><i>r</i></sub> - <i>j</i>∈<sup><i>""</i></sup><sub><i>r</i></sub>.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A," <p>Imaginary part of ∈<sub><i>r</i></sub> gives rise to absorption of energy by the material from alternating field. </p>
<p>Hence current does not lead the voltage by 90°.</p> "
"<p>In atomic physics, a state with <i>l</i> = 0 is called <i>p</i> state.</p>",True,False,,,,B, <p>The state with <i>l</i> = 0 is called <i>s</i> state.</p> 
<p>If a sample of germanium and a sample of silicon have the same impurity density and are kept at room temperature</p>,both will have equal value of resistivity,both will have equal negative resistivity,resistivity of germanium will be higher than that of silicon,resistivity of silicon will be higher than that of germanium,,D, <p>Resistivity of silicon is more than that of germanium.</p> 
"<p>When an electric field E is applied to solid and liquid insulating materials, the internal field E<sub><i>i</i></sub> acting at the location of atom is such that</p>",E<sub><i>i</i></sub> = E,E<sub><i>i</i></sub> &gt; E,E<sub><i>i</i></sub> &lt; E,E<sub><i>i</i></sub> may be equal to or less than E,,B, <p>The actual field seen by an atom is larger than applied field.</p> 
<p>Which element exhibits the property of inertia?</p>,Resistance,Capacitance,Inductance,Both resistance and inductance,,C, <p>Inductance opposes rise and decay of current. Hence it has the property of inertia.</p> 
<p>For a permanent magnetic material</p>,the residual induction and coercive field should be large,the residual induction and coercive field should be small,area of hysteresis loop should be small,initial relative permeability should be high,,A," <p>Materials suitable for permanent magnet have large hysteresis loop.</p>
<p>Hence residual and coercive field are large.</p> "
"<p>In a coaxial cable, braided copper is used for</p>",conductor,shield,dielectric,jacket,,B, <p>Braided material is used for shield.</p> 
<p>The hysteresis phenomenon in ferromagnetic materials exists at all temperatures.</p>,True,False,,,,B, <p>Hysteresis phenomenon exists below ferromagnetic curie temperature.</p> 
"<p><p><b>Assertion (A):</b>  Magnetic susceptibility of diamagnetic materials is much less than that of paramagnetic materials.</p><p><b>Reason (R):</b>  For diamagnetic as well as paramagnetic materials, μ<sub><i>r</i></sub> is nearly equal to 1.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A," <p>Magnetic susceptibility = (μ<sub><i>r</i></sub> - 1)H. </p>
<p>For diamagnetic and paramagnetic materials magnetic susceptibility is very very small and μ<sub><i>r</i></sub> = 1.</p> "
<p>The attraction between the nucleus and valence electron of copper atom is</p>,zero,weak,strong,either zero or strong,,B," <p>The valence electron, in copper atom, can be easily detached from nucleus.</p> "
"<p>If the temperature of an extrinsic semiconductor is increased so that the intrinsic carrier concentration is doubled, then</p>",the majority carrier density is doubled,the minority carrier density is doubled,the minority carrier density becomes 4 times the original value,both the majority and minority carrier densities double,,D," <p>As the intrinsic carrier concentration is doubled, the concentration of both electrons and holes is doubled.</p> "
<p>There is no hysteresis phenomenon is any dielectric material.</p>,True,False,,,,B, <p>Hysteresis phenomenon exists in dielectic materials.</p> 
<p>The units of μ<sub>0</sub> and μ<sub><i>r</i></sub> are</p>,H/m for both,H/m for μ<sub><i>r</i></sub> and no units for μ<sub>0</sub>,H/m for μ<sub>0</sub> and no units for μ<sub><i>r</i></sub>,Wb/m for μ<sub>0</sub> and no units for μ<sub><i>r</i></sub>,,C, <p>μ<sub><i>r</i></sub> is only a numeric.</p> 
<p>In metals the valence electron wave functions are strongly perturbed by the presence of neighbouring atoms.</p>,True,False,,,,A, <p>In a metal valence electrons are shared by all atoms.</p> 
"<p>For a paramagnetic material, susceptiblity increases with increasing temperature.</p>",True,False,,,,B," <p>Susceptibility ∝ <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/27-419-1.png""/>.</p> "
<p>Hydrogen is used in</p>,large size transformers,MCB,large size generators,circuit breakers,,C, <p>Modem large size generators have hydrogen cooling.</p> 
"<p><p><b>Assertion (A):</b>  Ferroelectric materials have spontaneous polarization.</p><p><b>Reason (R):</b>  Above curie temperature, ∈ = <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/313-1.png""/> for ferro-electric materials.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,B, <p>Both A and R are correct. Spontaneous polarization vanishes above ferroelectric curie temperature.</p> 
"<p>If <i>e</i> is the charge of an electron, R is the radius of its orbit and ω is the angular velocity of electron, the magnetic dipole moment μ<sub><i>m</i></sub> of the orbit is |μ<sub><i>m</i></sub>| = <i>e</i>ωR<sup>2</sup>.</p>",True,False,,,,B, <p>1 μ<sub><i>m</i></sub> 1 = 0.5 <i>e</i>ω<sub><i>r</i></sub><sup>2</sup>.</p> 
"<p>If ∈<sub><i>r</i></sub><i>'</i> and ∈<sub><i>r</i></sub><i>""</i> are the real and imaginary parts of complex dielectric constant ∈<sub><i>r</i></sub>, and δ is the loss angle. Then</p>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/69-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/69-2.png""/>","tan δ = ∈<i>'</i>∈<i>""</i>",tan δ = 1 - ∈<i>'</i>,,B," <p>If ∈<sub><i>r</i></sub><sup><i>""</i></sup> = 0, δ = 0.</p> "
"<p><p><b>Assertion (A):</b>  At a temperature of 1000 K, thermionic emission current is about 0.1 A/cm<sup>2</sup> of surface.</p><p><b>Reason (R):</b>  Thermionic emission current is given by I<sub>th</sub> = SA<sub>0</sub> <i>T</i><sup>2</sup> <i>e</i><sup>-Ew/<i>k</i>T</sup>.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A, <p>If different values are substituted in the equation for I<sub>th</sub> the value of emission current comes out to be about 0.1 A/cm<sup>2</sup>.</p> 
"<p>At room temperature, the current in intrinsic semiconductor is due to</p>",holes,electrons,ions,holes and electrons,,D, <p>Both electrons and holes contribute to flow of current in semiconductors.</p> 
<p>Ferroelectric materials are those which</p>,cannot be polarized,have a permanent polarization,"have <span class=""symbol"">a</span><sub><i>e</i></sub> equal to zero",have μ<sub><i>p</i></sub> = 0,,B, <p>Ferroelectric materials have permanent polarization.</p> 
"<p><p><b>Assertion (A):</b>  Power loss in a conductor of resistance P = I<sup>2</sup>R.</p><p><b>Reason (R):</b>  When a conductor is carrying current with current density J as a result of applied field E, then heat developed/m<sup>3</sup>/ second = JE.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A, <p>Heat developed depends an power loss.</p> 
"<p><p><b>Assertion (A):</b>  For Diamond, μ<sub><i>r</i></sub> = 1</p><p><b>Reason (R):</b>  Diamond is a diamagnetic material.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A, <p>For diamagnetic materials μ<sub><i>r</i></sub> = 1.</p> 
"<p>If <i>n</i> denotes principal quantum number, the angular quantum number <i>l</i> = 0, 1... (n - 1).</p>",True,False,,,,A, <p>Angular quantum number determines the angular momentum of electron.</p> 
"<p><p><b>Assertion (A):</b>  In a perfect capacitor, the current density is given by ω ∈<sub>0</sub>E<sub>0</sub>∈<sup><i>'</i></sup><sub><i>r</i></sub>cos(ω<i>t</i> + 90°), where ∈<sub><i>r</i></sub><sup><i>'</i></sup> is real part of dielectric constant.</p><p><b>Reason (R):</b>  In a perfect capacitor, dielectric losses are zero.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A," <p>If dielectric losses are zero, the current in capacitor leads the applied voltage by 90°. </p>
<p>Also imaginary part of is ∈<sub><i>r</i></sub> is zero.</p> "
"<p><p><b>Assertion (A):</b>  For a solenoid having N turns, <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/323-1.png""/>.</p><p><b>Reason (R):</b>  For all magnetic materials, B increases linearly with I.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,C, <p>Increase of B with I is not linear. Hence R is false.</p> 
"<p><p><b>Assertion (A):</b>  From the slope of the line in Figure, we can find permanent dipole moment of the molecules.</p><p><b>Reason (R):</b>  Total polarization of a polyatomic gas is given by P = <i>N</i>(<span class=""symbol"">a</span><sub><i>e</i></sub> + <span class=""symbol"">a</span><sub><i>i</i></sub> + μ<sup>2</sup><sub><i>p</i></sub> / 3<i>k</i>T)E. <br/> <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/305-1.png""/></p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A," <p>The slope of the line in figure is <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/26-306-1.png""/>. </p>
<p>Since the total polarization is as given by the expression, we can find the permanent dipole moment of the molecules from the slope.</p> "
"<p><p><b>Assertion (A):</b>  If E is available energy state eV and E<sub>F</sub> is Fermi level, then probability of energy state E being occupied = 0.5.</p><p><b>Reason (R):</b> <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/343-1.png""/>.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,B," <p>E = E<sub>F</sub>, <i>f</i>(E) = 0.5.</p> "
<p>If a piece of wood is placed in a magnetic field</p>,the magnetic field will not be affected,the magnetic lines of force will bend towards the piece,the magnetic lines of force will bend away from the piece,the flux may increase or decrease,,A, <p>Wood is non-magnetic.</p> 
<p>The apparent capacitance at a high angular frequency ω of an air cored capacitor having capacitance C and inductance L is given by</p>,"<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/238-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/238-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/238-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/238-4.png""/>",,B," <p>The combination can be represented as L and C in series.</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/25-238-1.png""/>.</p>
<p>Therefore, <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/25-238-2.png""/>.</p> "
<p>The number of valence electrons in donor impurity are</p>,5,4,3,1,,A," <p>Donor impurity has 5 valence electrons (while silicon has 4 valence electrons).</p>
<p>Hence donor impurity can donate electrons.</p> "
"<p>In a true valence crystal, the bonding between the atoms is accomplished by the sharing of valence electrons.</p>",True,False,,,,A, <p>Sharing of valence electons is a characteristic of true valence crystal.</p> 
"<p>Which of the following are donor impurities? <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Gold</li><li style=""padding-top:10px;"">Phosphorus</li><li style=""padding-top:10px;"">Boron</li><li style=""padding-top:10px;"">Antimony</li><li style=""padding-top:10px;"">Arsenic</li><li style=""padding-top:10px;"">Induim</li></ol> Select the correct answer using the following codes</p>","1, 2, 3","1, 2, 4, 6","3, 4, 5, 6","2, 4, 5",,D, <p>Donor impurities have five valence electrons.</p> 
