question,A,B,C,D,E,answer,explanation
"<p>For a photoconductor with equal electron and hole mobilities and perfect ohmic contacts at the ends, an increase in intensity of optical illumination results in</p>",a change in o.c voltage,a change in s.c current,decrease in resistance,increase in resistance,,C, <p>It is the characteristic of a photoconductor that its resistance decreases with increase in illumination.</p> 
<p>A permeable substance is one</p>,which is strong magnet,which is a weak magnet,which is a good conductor,through which magnetic lines of force can pass easily,,D,
"<p>When subjected to alternating stresses, an insulating material is characterised by complex dielectric constant ∈<sup><i>'</i></sup><sub><i>r</i></sub> - <i>j</i>∈<sup><i>""</i></sup><sub><i>r</i></sub> . In such materials, the dielectric losses under alternating stress is proportional</p>","∈<sup><i>""</i></sup><sub><i>r</i></sub>","both ∈<sup><i>'</i></sup><sub><i>r</i></sub> and ∈<sup><i>""</i></sup><sub><i>r</i></sub>",∈<sup><i>'</i></sup><sub><i>r</i></sub>,"(∈<sup><i>""</i></sup><sub><i>r</i></sub>)<sup>2</sup>",,A, <p>The imaginary part of ∈<sub><i>r</i></sub> gives rise to absorption of energy.</p> 
<p>The classes of solid dielectrics are</p>,"A, B, C, D, E, F, H",A E B F H C D,Y A E B F H C,A E B F H C,,C,
"<p>A 200 turn coil has a self inductance of 10 mH. If the number of turns is doubled, all other quantities remaining the same, the self inductance will be</p>",2.5 mH,5 mH,20 mH,40 mH,,D, <p>Inductance is proportional to square of number of turns.</p> 
<p>A material which is lightly repelled by a magnetic field is known as</p>,diamagnetic material,non-magnetic material,ferromagnetic material,paramagnetic material,,A,
<p>Which of the following is the poorest conductor of electricity?</p>,Aluminium,Nichrome,Copper,All of the above,,B,
<p>The magnetic moment in units of Bohr magneton of a ferrous ion in any ferrite is</p>,zero,2,4,6,,C,
<p>The relationship of hysteresis loss to maximum flux density was first determined by</p>,C. Steinmetz,G.R. Kirchoff,Mr. Laplace,Mr. Ampere,,A,
"<p>In metals the thermal conductivity <i>K</i> and electrical conductivity σ are related as (K/σT) = L, L is known as</p>",Lattice constant,Lorentz number,Lanevin function,Larmor number,,B,
"<p><p><b>Assertion (A):</b>  If W<sub>F</sub> is Fermi energy, <i>v</i> is velocity of electron and <i>m</i> is mass of electron, then <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/339-1.png""/>.</p><p><b>Reason (R):</b>  Conductivity of a metal depends on temperature and impurity concentration.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,B,
<p>Dielectric constant of transformer oil is about</p>,1,4,10,20,,B,
"<p><p><b>Assertion (A):</b>  When an electron is revolving in its orbit and magnetic field is also present, the angular frequency of electron will be affected by the magnetic field.</p><p><b>Reason (R):</b> In the case of electron revolving in its orbit in the presence of magnetic field, the orbital magnetic dipole moment is not affected by the presence of magnetic field.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,C, <p>Orbital magnetic moment is equal to (-<i>e</i>/2<i>m</i>).</p> 
"<p>In carbon resistor colour code, the third band is red. It indicates</p>",two zeros,three zeros,multiplier is 0.01,multiplier is 0.1,,A,
<p>Rochelle salt is a ferroelectric material.</p>,True,False,,,,A,
<p>Paramagnetic materials have permanent magnetic dipoles but interaction between neighbouring dipoles is negligible.</p>,True,False,,,,A,
"<p><p><b>Assertion (A):</b>  If difference between static and optical dielectric constant is high, the mechanical compressiblity of that material is also high.</p><p><b>Reason (R):</b>  For soft ions, ionic polarization per unit field is higher than that of hard ions.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A,
"<p><p><b>Assertion (A):</b>  In Figure, the intercept of the line on <i>y</i>-axis is equal to <i>N</i> (<span class=""symbol"">a</span><sub><i>e</i></sub> + <span class=""symbol"">a</span><sub><i>i</i></sub>), where <i>N</i> is number of atoms/m<sup>3</sup>, <span class=""symbol"">a</span><sub><i>e</i></sub> is electronic polarizability and <span class=""symbol"">a</span><sub><i>i</i></sub> is ionic polarizability.</p><p><b>Reason (R):</b> <span class=""symbol"">a</span><sub><i>e</i></sub> and <span class=""symbol"">a</span><sub><i>i</i></sub> are independent of temperature. <br/><img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/305-1.png""/></p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A," <p>The intercept on <i>y</i>-axis equals N (<span class=""symbol"">a</span><sub><i>e</i></sub> + <span class=""symbol"">a</span><sub><i>i</i></sub>). </p>
<p>This intercept is constant because <span class=""symbol"">a</span><sub><i>e</i></sub> and <span class=""symbol"">a</span><sub><i>i</i></sub> are independent of temperature.</p> "
"<p><p><b>Assertion (A):</b>  The optical dielectric constant (i.e., ε<sub><i>r</i></sub> at optical frequencies)of ionic dielectrics is less than static dielectric constant. </p><p><b>Reason (R):</b>  At optical frequencies, P<sub><i>i</i></sub> = 0.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>A piece of iron is placed in a magnetic field</p>,the magnetic field will not be affected,the magnetic lines of force will bend to pass through the piece,the magnetic lines of force will bend away from the piece,any of the above depending on type of iron,,B,
<p><p><b>Assertion (A):</b>  Magnetism can be explained by the theory of magnetic domains.</p><p><b>Reason (R):</b>  The existence of magnetic domains is evident from the Bitter powder patterns.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,B,
<p>Ferromagnetic materials</p>,shows spontaneous magnetisation below a certain temperature,have resistivity very high as compared to that of iron,can be used even at microwave frequencies,all of the above,,D,
"<p>In a specimen of ferromagnetic material, as the flux density is increased from zero to 2.5 T, µ<sub><i>r</i></sub> will</p>",increase,decrease,first decrease then increase,first increase then decrease,,D,
"<p><p><b>Assertion (A):</b>  Relaxation time and mean time between collisions are equal when scattering is isotropic.</p><p><b>Reason (R):</b>  Mean free path of an electron λ, velocity of electron <i>v</i> and mean time between collisions <span class=""symbol"">t</span><sub><i>c</i></sub> are related as λ = <i>v</i>T<sub><i>c</i></sub>.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,B,
<p><p><b>Assertion (A):</b>  Copper is a monoatomic solid.</p><p><b>Reason (R):</b>  In a metal the valence electrons belong to all atoms.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,B,
<p>The heat developed per m<sup>3</sup> per second (W) in a conductor having a conductivity σ and a field E is</p>,W = σE<sup>2</sup>,W = σE,"W = <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/106-1.png""/>",W = (σE)<sup>0.5</sup>,,A,
<p>The number of valence electrons in acceptor impurity are</p>,5,4,3,1,,C,
"<p>If <i>q</i> is charge on an electron, R is radius of electron orbit and ω is angular velocity of electron rotation, the magnetic dipole moment of electron in orbit is</p>",0.5 <i>q</i>ωR,0.5 <i>q</i><sup>2</sup>ω<sup>2</sup>R<sup>2</sup>,0.5 <i>q</i>ωR<sup>2</sup>,0.5 <i>q</i>ω<sup>2</sup>R,,C,
