question,A,B,C,D,E,answer,explanation
<p>Spontaneous polarization occurs in ferroelectric materials.</p>,True,False,,,,A,
"<p>For a given value <i>(n)</i> of principle quantum number, the number of possible electronic states are</p>",<i>n</i>,<i>n</i><sup>2</sup>,<i>n</i><sup>3</sup>,"<span class=""root""><i>n</i></span>",,B," <p>The total number of states corresponding to a given value of <i>n</i> is equal to </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/24-36-1.png""/>(2<i>l</i> + 1) = 1 + 3 + .... + [2(<i>n</i>-1) + 1] = <i>n</i><sup>2</sup>.</p> "
<p>Electrical conductivity of metals expressed in ohm<sup>-1</sup> m<sup>-1</sup> is of the order of</p>,10<sup>10</sup>,10<sup>5</sup>,10<sup>-4</sup>,10<sup>-6</sup>,,B," <p>Conductivity is reciprocal of resistivity. Since resistivity of metals is around 10<sup>-7</sup> ohm-m, conductivity is about 10<sup>7</sup> ohm<sup>-1</sup> m<sup>-1</sup>. So 10<sup>5</sup> is the nearest value.</p> "
<p>In a metal the probability of a state 0.1 eV below Fermi level being occupied</p>,is more than the probability of state 0.1 eV above Fermi level being occupied,is the same as the probability of state 0.1 eV above Fermi level being occupied,is less than the probability of state 0.1 eV above Fermi level being occupied,may be equal to or more or less than the probability of state 0.1 eV above Fermi level being occupied,,A,
"<p>An homogeneous dielectric material is subjected to an electric field E. If a small cavity is made inside the material, the electric field intensity inside and outside the cavity are different.</p>",True,False,,,,B, <p>The electric field intensity inside and outside the cavity are equal.</p> 
<p>A dielectric is subjected to alternating field. The dielectric losses are potential to</p>,real part of dielectric constant,imaginary part of dielectric constant,both real and imaginary parts of dielectric constant,either real or imaginary part of dielectric constant,,B, <p>Absorption of energy is proportional to imaginary part of complex dielectric constant.</p> 
<p>Semiconductors have a positive temperature coefficient of resistivity.</p>,True,False,,,,B, <p>In semiconductors the temperature coefficient of resistivity is negative.</p> 
"<p>From a homogeneous and isotropic dielectric material of dielectric constant ∈<sub><i>r</i></sub>, a small volume element is taken out creating a cavity. The field can be kept homogeneous if D<sub>i</sub>. (i.e., electric flux density inside the cavity) and D<sub>0</sub> (i.e., electric flux density outside the cavity) are such that</p>",D<sub>0</sub> = D<sub>i</sub>,"<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/44-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/44-2.png""/>",either (a) or (b),,B," <p>Since the field is homogeneous <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/24-44-1.png""/>.</p> "
<p>An electrolytic capacitor can be used for</p>,ac only,dc only,both ac and dc,high frequency ac,,B,
"<p>Figure shows a composite capacitor. If C<sub>A</sub>, C<sub>B</sub>, C<sub>C</sub> are the capacitances of capacitors A, B, C, the overall capacitance C is <br/> <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/207-1.png""/></p>",C = C<sub>A</sub> + C<sub>B</sub> + C<sub>C</sub>,C = (C<sub>A</sub> + C<sub>B</sub>) C<sub>C</sub>,"C = <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/207-2.png""/>","C = <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/207-3.png""/>",,C, <p>B and C are in series and A is in parallel with this combination.</p> 
<p>As regards ferromagnetic Curie temperature Q<i><sub>f</sub></i> and paramagnetic curie temperature θ</p>,Q<i><sub>f</sub></i> &gt; θ,θ &gt; Q<i><sub>f</sub></i>,θ equal to or less than Q<i><sub>f</sub></i>,θ may be equal to less than or more Q<i><sub>f</sub></i>,,B,
"<p>If there are no permanent dipoles in a dielectric material, the dielectric constant is independent of temperature.</p>",True,False,,,,A,
<p><p><b>Assertion (A):</b>  Magnetic susceptibility of copper is -0.5 x 10<sup>-5</sup>.</p><p><b>Reason (R):</b>  Copper is diamagnetic material.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A," <p>If magnetic susceptibility is very low μ, is nearly equal to 1 and the material is diamagnetic.</p> "
<p>An electron shell corresponding to principal quantum number <i>n</i> can contain a maximum of</p>,<i>n</i><sup>2</sup> electrons,2<i>n</i><sup>2</sup> electrons,2<i>n</i> electron,<i>n</i><sup>3</sup> electron,,B, <p>The electron shell corresponding to the principal quantum number can contain no more than 2<i>n</i><sup>2</sup> electrons.</p> 
<p>A sheet of bakelite is inserted between the plates of an air capacitor. The capacitance will</p>,increase,decrease,remain the same,may increase or decrease,,A, <p>Bakelite has higher permittivity than air.</p> 
"<p>The spin angular momentum along a given direction is either <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/418-1.png""/> or <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/418-2.png""/>.</p>",True,False,,,,A,
<p>Lines of magnetic field cannot intersect.</p>,True,False,,,,A,
"<p><p><b>Assertion (A):</b>  Dielectric losses are proportional to tan δ.</p><p><b>Reason (R):</b>  tan δ = <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/321-1.png""/> where ∈<sub><i>r</i></sub><sup><i>'</i></sup> and ∈<sub><i>r</i></sub><sup><i>""</i></sup> denote the real and imaginary parts of ∈<sub><i>r</i></sub>.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A,
"<p>At T = 0, the resistivity of a perfect single crystal of a metal is</p>",0,low,high,finite,,A, <p>At absolute zero temperature resistivity of metals is zero.</p> 
"<p>In a polyatomic gas, the types of polarization which exist together are</p>",electronic and orientational,electronic and ionic,ionic and orientational,"electronic, orientational and ionic",,D, <p>All the three types of polarization exist in polyatomic gases.</p> 
"<p><p><b>Assertion (A):</b>  Metals are better heat conductors than insulators.</p><p><b>Reason (R):</b>  If <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/342-1.png""/> is temperature gradient, Q is heat flow density and K is thermal conductivity, then Q = - K (<i>d</i>T/<i>dx</i>).</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,B,
<p>The number of tightly bound electrons in silicon atom are</p>,14,10,6,4,,B, <p>Silicon has 14 electons and 4 valence electrons. The 10 electrons in the inner orbits are tightly bound.</p> 
"<p>Electric dipole moment is usually expressed in debye units. Here, 1 debye unit equals</p>",3.33 x 10<sup>-30</sup> C-<i>m</i>,3.33 x 10<sup>-30</sup> C-<i>m</i><sup>2</sup>,3.30 x 10<sup>-10</sup> C-<i>m</i>,3.33 x 10<sup>-10</sup> C-<i>m</i><sup>2</sup>,,A,
<p>A particle of charge Q coulombs is bound elastically to an equilibrium position with a force constant of <i>f</i> newton per metre. The polarizability of the system is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/60-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/60-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/60-3.png""/>",Q<i>f</i>,,B,
"<p>1 Bohr magneton = <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/405-1.png""/>.</p>",True,False,,,,A,
"<p>An electron (charge -<i>e</i>) is rotating in a circular orbit of radius R, around a proton with charge +<i>e</i> at a constant angular velocity ω. The orbital magnetic dipole moment is</p>",0.5 <i>e</i>ω R<sup>2</sup>,<i>e</i>ω R<sup>2</sup>,2 <i>e</i>ω R<sup>2</sup>,0.5 <i>e</i>ω R<sup>3</sup>,,A,
"<p>In a virgin specimen of iron, the direction of spontaneous magnetisation varies from domain to domain.</p>",True,False,,,,A,
<p>Which of the following is used in lightning arresters?</p>,Thermistor,Photoconductor,Transistor,Varistor,,D,
<p>High frequency inductors and capacitors are commonly plated with silver. The main purpose of this is to</p>,reduce dc resistance,reduce ac resistance,increase dc resistance,increase ac resistance,,B,
"<p>In its lowest state, the electron is bound to the field of proton by an energy equal to</p>",100.5 eV,51.2 eV,13.6 eV,0.2 eV,,C, <p>13.6 eV is required to ionize hydrogen atom.</p> 
"<p>In a ferromagnetic material, the internal field seen by a dipole is</p>",equal to applied field,equal to applied field minus a contribution from neighbouring dipoles,equal to applied field plus a contribution from neighbouring dipoles,equal to or less than applied field,,C,
<p>The iron core of a coil is removed so that it becomes an air cored coil. Its inductance will</p>,increase,decrease,remain the same,may increase or decrease,,B, <p>Because magnetic flux will decrease.</p> 
<p>A circular sphere mile is the area of cross-section of a wire</p>,having a diameter equal to 1 miles,having a radius equal to 1 miles,having a circumference equal to 1 miles,none of the above,,A,
"<p>In an hydrogen atom, an electron moves in the field of a proton. The stability of orbit requires equilibrium between coulomb's force and centrifugal force.</p>",True,False,,,,A, <p>Orbit is stable only if the two forces are equal and opposite.</p> 
"<p>For small size high frequency coils, the most common core material is</p>",air,ferrite,powdered iron,steel,,A,
<p>The orientation polarization of a polyatomic gas is inversely proportional to absolute temperature.</p>,True,False,,,,A,
