question,A,B,C,D,E,answer,explanation
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq6_1005_1.gif""/></p>
<p>What is the total resistance of the given circuit?</p></p>","92 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>","288 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>","17.7 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>","128 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>",,A,
"<p>What are the branch currents I2 and I3?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq5_1008_1.gif""/></p>","I2 = 4 mA, I3 = 2 mA","I2 = 4.5 mA, I3 = 2.5 mA","I2 = 2.5 mA, I3 = 1.5 mA","I2 = 5.5 mA, I3 = 3.5 mA",,C,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq6_1001_1.gif""/></p>
<p>If the load in the given circuit is open, what is the unloaded output voltage?</p></p>",0 V,4 V,16 V,20 V,,C,
"<p>What is the total resistance?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq5_1006_1.gif""/></p>","2.2 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","3.2 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","4.2 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","5.2 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,B,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq6_1005_1.gif""/></p>
<p>How much voltage is dropped across R<sub>3</sub> in the given circuit?</p></p>",46 V,34 V,23 V,12 V,,D,
"<p>When placed into a circuit, how are electronic components usually connected?</p>",positive terminal to positive terminal,in parallel,as a combination of series and parallel,in series,,C,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq6_1001_1.gif""/></p>
<p>If the load in the given circuit is 12 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> , what is the loaded output voltage?</p></p>",5.88 V,14.12 V,16 V,17.14 V,,B,
"<p>If a Wheatstone bridge is balanced, a voltmeter in the center of the bridge will read:</p>",the same as the source voltage,half the source voltage,zero volts,twice the source voltage,,C,
"<p>What is the voltage to the load?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq5_1007_1.gif""/></p>",11.4 V,12.4 V,13.4 V,15.4 V,,D,
<p>The first goal to accomplish in analyzing a complex series-parallel circuit is to</p>,equate all parallel components,equate all series components,solve for all the voltage drops,solve for the total current and resistance,,D,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq6_1009_1.gif""/></p>
<p>Which circuit fault do the meter readings in the given figure indicate?</p></p>","The 1 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> resistor is open.","The 4.7 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> resistor is open.","The 2.2 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> resistor is open.","The 3.3 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> resistor is open.",,B,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq6_1005_1.gif""/></p>
<p>How much current is flowing through R<sub>1</sub> in the given circuit?</p></p>",0.3 A,0.15 A,0.5 A,0.68 A,,C,
"<p>If R<sub>1</sub> is in series with parallel connected to R<sub>2</sub> and R<sub>3</sub>, what happens to total current if R<sub>2</sub> opens?</p>",increases,decreases,remains the same,cannot tell,,B,
<p>The first goal(s) to accomplish in analyzing a complex series–parallel circuit is to:</p>,equate all parallel components,equate all series components,solve for all the voltage drops,solve for the total current and resistance,,D,
"<p>If a series–parallel circuit has all 30-ohm resistors, what is the total resistance when R<sub>1</sub> is in series with a parallel circuit consisting of R<sub>2</sub> and R<sub>3</sub>?</p>",10 ohms,20 ohms,45 ohms,90 ohms,,C,
"<p>Components or combinations of components with common currents, in a series–parallel circuit, are in:</p>",parallel with each other,series with each other,either series or parallel with each other,none of the above,,C,
"<p>What determines if resistor connections are in series, parallel, or series–parallel?</p>",the voltage source,the power source,resistance,current flow,,D,
"<p>What is the total resistance?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq5_1005_1.gif""/></p>","800 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","1.2 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","1.6 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","1.8 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,D,
"<p>If <i>R</i><sub>1</sub> is in series with a parallel combination of <i>R</i><sub>2</sub>, <i>R</i><sub>3</sub>, and <i>R</i><sub>4</sub>, when the resistance value of <i>R</i><sub>2</sub> increases, the voltage across <i>R</i><sub>3</sub> will</p>",increase,decrease,remain the same,Cannot tell,,A,
<p>A Wheatstone bridge can be used to determine an unknown</p>,current,resistance,power,voltage,,B,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq6_1010_1.gif""/></p>
<p>Which circuit fault do the meter readings in the given figure indicate?</p></p>","The 1 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> resistor is shorted.","The 4.7 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> resistor is shorted.","The 2.2 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> resistor is shorted.","The 3.3 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> resistor is shorted.",,D,
"<p>In a series–parallel circuit consisting of R<sub>1</sub> and R<sub>2</sub> in series and connected in parallel with R<sub>3</sub>, if R<sub>1</sub> opens, then R<sub>2</sub>'s voltage will:</p>",increase,decrease,remain the same,cannot tell,,B,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq6_1008_1.gif""/></p>
<p>In the given circuit, what is <i>R</i><sub>UNK</sub> equal to if <i>R<sub>V</sub></i> must be adjusted to 1,232 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> in order to balance the bridge?</p></p>","220 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>","6,899 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>","1,232 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>",More information is needed in order to find <i>R</i><sub>UNK</sub>.,,A,
"<p>With 6 V applied, what is the voltage across R<sub>2</sub> of a parallel combination of R<sub>2</sub> (1 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>), R<sub>3</sub> (2 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>), and R<sub>4</sub> (1 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>) in series with R<sub>1</sub>, whose value is 2 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>?</p>",1 V,3 V,5 V,6 V,,A,
"<p>What is the power dissipated by R1, R2, and R3?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq5_1009_1.gif""/></p>","P1 = 0.13 W, P2 = 0.26 W, P3 = 0.12 W","P1 = 0.26 W, P2 = 0.52 W, P3 = 0.23 W","P1 = 0.52 W, P2 = 0.92 W, P3 = 0.46 W","P1 = 1.04 W, P2 = 1.84 W, P3 = 0.92 W",,B,
