question,A,B,C,D,E,answer,explanation
"<p>For a beam, as shown in the below figure, when the load <i>W</i> is applied in the centre of the beam, the maximum deflection is <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/105-244-1.png""/></p>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-246-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-248-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-248-4.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-248-3.png""/>",,A,
<p>The point of contraflexure is a point where</p>,shear force changes sign,bending moment changes sign,shear force is maximum,bending moment is maximum,,B,
<p>The simply supported beam '<i>A</i>' of length <i>l</i> carries a central point load <i>W</i>. Another beam '<i>B</i>' is loaded with a uniformly distributed load such that the total load on the beam is <i>W</i>. The ratio of maximum deflections between beams <i>A</i> and <i>B</i> is</p>,5/8,8/5,5/4,4/5,,B,
<p>The maximum stress produced in a bar of tapering section is at</p>,smaller end,larger end,middle,anywhere,,A,
<p>The energy stored in a body when strained within elastic limit is known as</p>,resilience,proof resilience,strain energy,impact energy,,C,
"<p>In compression test, the fracture in cast iron specimen would occur along</p>",the axis of load,an oblique plane,at right angles to the axis of specimen,would not occur,,B,
<p>The bending stress in a beam is __________ section modulus.</p>,directly proportional to,inversely proportional to,,,,B,
"<p>When shear force at a point is zero, then bending moment is __________ at that point.</p>",zero,minimum,maximum,infinity,,C,
"<p>The maximum bending moment for the beam shown in the below figure, lies at a distance of __________ from the end <i>B</i>. <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/98-177-1.png""/></p>",<i>l</i>/2,<i>l</i>/3,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/99-181-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/99-181-2.png""/>",,D,
"<p>When a bar is cooled to - 5°C, it will develop</p>",no stress,shear stress,tensile stress,compressive stress,,C,
<p>The limit of eccentricity is based upon no tension condition.</p>,True,False,,,,A,
"<p>In order to know whether a column is long or short, we must know its slenderness ratio.</p>",True,False,,,,A,
<p>A composite shaft consisting of two stepped portions having spring constants <i>k</i><sub>1</sub> and <i>k</i><sub>2</sub> is held between two rigid supports at the ends. Its equivalent spring constant is</p>,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/113-325-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/113-325-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/113-325-3.png""/>",<i>k</i><sub>1</sub>+<i>k</i><sub>2</sub>,,D,
<p>Resilience is the</p>,energy stored in a body when strained within elastic limits,energy stored in a body when strained upto the breaking of the specimen,maximum strain energy which can be stored in a body,none of the above,,D,
"<p>If the depth is kept constant for a beam of uniform strength, then its width will vary in proportional to (where <i>M</i> = Bending moment)</p>",<i>M</i>,"<span class=""root""><i>M</i></span>",<i>M</i><sup>2</sup>,<i>M</i><sup>3</sup>,,A,
<p>A concentrated load is one which</p>,acts at a point on a beam,spreads non-uniformly over the whole length of a beam,spreads uniformly over the whole length of a beam,varies uniformly over the whole length of a beam,,A,
"<p>If the tearing efficiency of a riveted joint is 50%, then ratio of rivet hole diameter to the pitch of rivets is</p>",0.20,0.30,0.50,0.60,,C,
"<p>The rectangular beam '<i>A</i>' has length <i>l</i>, width <i>b</i> and depth <i>d</i>. Another beam '<i>B</i>' has the same length and depth but width is double that of '<i>A</i>'. The elastic strength of beam '<i>B</i>' will be __________ as compared to beam <i>A</i>.</p>",same,double,four times,six times,,B,
"<p>In a simple bending of beams, the stress in the beam varies</p>",linearly,parabolically,hyperbolically,elliptically,,A,
<p>A beam supported at its both ends is not a simply supported beam.</p>,True,False,,,,B,
"<p>The stress at which the extension of the material takes place more quickly as compared to the increase in load, is called</p>",elastic limit,yield point,ultimate point,breaking point,,B,
<p>The strain energy stored in a solid circular shaft subjected to shear stress (τ) is (where <i>C</i> = Modulus of rigidity for the shaft material)</p>,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/111-295-1.png""/> x Volume of shaft","<img src=""/_files/images/mechanical-engineering/strength-of-materials/111-295-2.png""/> x Volume of shaft","<img src=""/_files/images/mechanical-engineering/strength-of-materials/111-295-3.png""/> x Volume of shaft","<img src=""/_files/images/mechanical-engineering/strength-of-materials/111-295-4.png""/> x Volume of shaft",,D,
"<p>When two main plates are kept in alignment butting each other and riveted with cover plate on both sides of the main plates with two rows of rivets in each main plate, the joint is known as __________ double cover butt joint.</p>",single riveted,double riveted,,,,B,
"<p>Whenever a material is loaded within elastic limit, stress is __________ strain.</p>",equal to,directly proportional to,inversely proportional to,,,B,
<p>A load which is spread over a beam in such a manner that it varies uniformly over the whole length of abeam is called uniformly __________ load.</p>,distributed,varying,,,,B,
<p>Which of the following statement is correct?</p>,"The energy stored in a body, when strained within elastic limit is known as strain energy.",The maximum strain energy which can be stored in a body is termed as proof resilience.,The proof resilience per unit volume of a material is known as modulus of resilience.,all of the above,,D,
