question,A,B,C,D,E,answer,explanation
"<p>When a power diode is conducting, the voltage drop across it is about</p>",I V,5 V,20 V,50 V,,A,
"<p>In thermal ohm's law, temperature and power loss are analogous to</p>",V and I respectively of ohm's law,I and V respectively of ohm's law,R and V respectively of ohm's law,I and R respectively of ohm's law,,B,
<p>A string of series connected thyristors needs equalising circuit to</p>,ensure proper firing,ensure proper current division,ensure proper voltage division,none of the above,,C,
<p>A surge voltage</p>,has very high magnitude and very long duration,has very high magnitude and very small duration,has very high magnitude and very small duration and can be positive or negative,can be only positive,,C,
<p>The minimum gate current which can turn on SCR is called :</p>,trigger current,holding current,junction current,breakover current,,A,
"<p>The total number of leads in SUS, SBS and SCS respectively are</p>","3, 3, 4,","3, 3, 3","2, 3, 3","3, 3, 5",,A,
<p>Which of these devices can conduct in both directions?</p>,SCR,SUS,SBS,UJT,,C,
<p><p><b>Assertion (A):</b>  A half wave controlled rectifier has poorer efficiency and higher ripple factor than a full wave controlled rectifier.</p><p><b>Reason (R):</b>  The use of a freewheeling diode in half wave controlled rectifier circuit improves the waveform of load current and circuit power factor.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>A 3 phase dual converter consists of</p>,two 3 phase semiconverters connected in parallel,two 3 phase semiconverters connected in antiparallel,two 3 phase full converters connected in antiparallel,two 3 phase full converters connected in parallel,,C,
<p>Which inverter circuit uses coupled inductors?</p>,Modified McMurray full bridge inverter,McMurray Bedford half bridge inverter,Modified McMurray Bedford half bridge inverter,Both (b) and (c),,D,
"<p>When an SCR is in forward blocking mode, the applied voltage</p>",appears across only one junction,is equally shared by two junctions,is equally shared by three junctions,may appear across one or more junctions,,A,
<p>In sinusoidal PWM for inverters the width of different pulses are not the same.</p>,True,False,,,,A,
<p>A class D chopper</p>,can operate in first quadrant only,can operate in second quadrant only,can operate in either first or fourth quadrant,can operate in all the quadrants,,C,
"<p>The symbol in figure is for <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/272-158-1.png""/></p>",UJT,PUT,SCS,SBS,,B,
<p>The efficiency of a chopper circuit is about</p>,80% or more,around 50%,around 20%,around 5%,,A,
<p>If the frequency is less than the damped frequency in a series- inverter</p>,the distortion of output voltage waveform is low,the distortion of output voltage waveform is high,the distortion of output voltage may be high or low depending on the load impedance,none of the above,,B,
<p>The output frequency of a cycloconverter can be changed by changing the firing angle.</p>,True,False,,,,B,
<p>Mc Murray full bridge inverter uses</p>,4 thyristors and 2 diodes,4 thyristors and 4 diodes,8 thyristors and 4 diodes,8 thyristors and 8 diodes,,C,
<p><p><b>Assertion (A):</b>  A DIAC has four layers but only two terminals. </p><p><b>Reason (R):</b>  A DIAC can conduct in both directions.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
"<p>In a 3 phase full converter, the instantaneous output voltage can have negative part if</p>",firing angle is less than 60°,firing angle is less than 90°,firing angle is more than 60°,firing angle is more than 90°,,C,
"<p>In a single phase full wave ac regulator using two thyristors only, the gate circuits of the two thyristors</p>",must be isolated,may or may not be isolated,"should be preferably, isolated",should not be isolated,,A,
"<p>The circuit in figure is for <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/275-224-1.png""/></p>",resonant commutation,line commutation,auxiliary commutation,complementary commutation,,D,
"<p>A fully controlled bridge converter is feeding an RLE load. For some circuit conditions firing angle is 47°. If connections of battery are reversed, the firing angle is likely to be</p>",47°,less than 47°,more than 47°,either more or less than 47°,,C,
"<p>In a single phase half wave converter feeding resistive load and full wave converter (M - 2 connection) feeding a resistive load the circuit conditions are similar. The firing angle is <span class=""symbol"">a</span>. Then the waveshapes of voltages across thyristors</p>",are similar,are not similar,may be similar or dissimilar,"are similar only for some values of <span class=""symbol"">a</span>",,A,
"<p>In a 3 phase full converter feeding a highly inductive load, the average load current is 150 A. The peak current through thyristor is</p>",150 A,75 A,50 A,300 A,,A,
<p>A 3 phase bridge inverter is fed by 400 V battery. The load is star connected and has a resistance of 10 Ω per phase. The peak value of thyristor current is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-319-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-319-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-319-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-319-4.png""/>",,B,
<p>The main utility of SCR is due to</p>,gate triggering,high temperature triggering,"<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/265-2-1.png""/> triggering",high breakdown voltage,,A,
<p>In a single phase full wave ac regulator the firing angles during both half cycles are equal.</p>,True,False,,,,A,
"<p>In a 3 phase full wave regulator feeding a star connected resistance load, firing angle is 75°. Then the number of thyristors conducting at one time is</p>",1,2,3,4,,B,
"<p>The symbol in figure is for <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/272-157-1.png""/></p>",SUS,SBS,Shockley diode,UJT,,C,
"<p>The turn on characteristics of a power transistor can be assumed to be linear, as shown in the below figure . During turn on time T, voltage reduces linearly from V to 0 and current rises linearly from 0 to I. The energy loss during time T is <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/273-179-1.png""/></p>",VIT,"<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/273-179-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/273-179-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/273-179-4.png""/>",,D,
"<p>The circuit in figure is for <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/275-223-1.png""/></p>",resonant commutation,self commutation,load commutation,auxiliary commutation,,B,
<p>A single phase half bridge inverter required to feed R-L loads needs</p>,2 thyristors,4 thyristors,2 thyristors and two diodes,4 thyristors and 4 diodes,,C,
"<p>Typical values of <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/273-196-1.png""/> for an SCR are in the range of</p>",1 to 10,25 to 500,0.1 to 1,1000 to 2000,,B,
"<p>When a dc chopper feeds an RLE load, the load current, during steady state operation</p>",remains constant,varies between maximum and minimum values,may remain constant or vary,is constant if R is constant,,B,
