question,A,B,C,D,E,answer,explanation
<p>The leads in a TRIAC are denoted by</p>,"anode cathode, gate","T<sub>1</sub> T<sub>2</sub>, gate","T<sub>1</sub>, T<sub>2</sub>, anode","T<sub>1</sub>, T<sub>2</sub>, T<sub>3</sub>",,B,
"<p>A step down cycloconverter has an input frequency <i>f</i>. If it uses natural commutation, the output frequency</p>",must be a sub-multiple of input frequency,can be any frequency,must be an even sub-multiple of input frequency,must be an odd sub-multiple of input frequency,,A,
"<p>In a single phase full wave regulator, the rms current in each thyristors is I<sub><i>r</i></sub> The run load current is equal to</p>",2I<sub><i>r</i></sub>,"<span class=""root"">2</span> I<sub><i>r</i></sub>",I<sub><i>r</i></sub>,"<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/270-107-1.png""/>",,B,
<p>Lead mounting for SCR is used for</p>,rating less than mA,rating about 1 A or less,rating of 20 A or less than 20 A,rating 100 A or less,,B,
<p>A load commutated chopper circuit has</p>,one thyristor,two thyristors,four thyristors,six thyristors,,C,
<p><p><b>Assertion (A):</b>  The output voltage of an inverter can be controlled by PWM technique</p><p><b>Reason (R):</b>  In a current source inverter the input current is constant.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>A TRIAC is equivalent to</p>,two thyristors in series,two thyristors in parallel,one thyristor and one diode,one thyristor and one transistor,,B,
<p>Which of the following commutation methods is the overall circuit under damped?</p>,Class A,Class B,Class C,Both class A and Class B,,D,
"<p>In a half bridge inverter, the freewheeling diodes are needed</p>",even when load is resistive,only when load is inductive,only when load is inductive or capacitive,for all types of loads,,C,
"<p>When a thyristor is conducting, the voltage drop across it</p>",is absolutely constant,decreases with increase in load current,increases slightly with increase in load current,none of the above,,C,
<p>The advantage of modified series inverter with two inductors and two capacitors is</p>,the intermittent operation of battery is avoided,efficiency of circuit is more,the output frequency is low,all of the above,,A,
<p>An SUS is</p>,exactly similar to SCR but with higher rating,similar to UJT,PUT and avalanche diode connected in anti parallel,SCR and avalanche diode connected in parallel,,C,
<p>Which chopper circuit operates in quadrants 1 and 4?</p>,A,B,D,E,,C,
