question,A,B,C,D,E,answer,explanation
<p>What is the voltage across a capacitor after being charged from a 100 V source for a period of one time constant?</p>,37.8 V,38 V,63 V,101 V,,C,
"<p>What is the dc charging/discharging time constant for the circuit?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq7_1010_1.gif""/></p>",294 ps,13.5 ms,21.25 ms,2.16 Gs,,C,
<p>Power stored from the source and then returned to the source is called:</p>,apparent power,impedance power,reactive power,true power,,C,
<p>Capacitor value markings are usually:</p>,alphanumeric,color dabs,standard,white print,,A,
<p>A source voltage across a capacitor will:</p>,lead the current by 90 degrees,lead the current by 180 degrees,lag the current by 90 degrees,lag the current by 180 degrees,,C,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq9_1005_1.gif""/></p> <p>How long would it take the capacitor in the given circuit to completely charge if the switch was in position 1?</p></p>",22 ms,69 ms,345 ms,440 ms,,C,
<p>An 8 V power source is charging a capacitor. How many volts will be across the capacitor at the second time constant?</p>,1 volt,3 volts,5 volts,7 volts,,D,
<p>The material used between the plates of a capacitor is called its:</p>,insulation material,dielectric material,separation material,plate-divider material,,B,
"<p>When a circuit consists of a capacitor and a resistor in series with a voltage source, and the voltage across the resistor is zero, then the capacitor is:</p>",charging,discharging,fully charged,fully discharged,,C,
<p>Which material has the highest dielectric strength?</p>,Air,Paper,Mica,Oil,,C,
"<p>What is the circuit's impedance?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq7_1039_1.gif""/></p>","1192 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","843 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","723 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","511 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,A,
"<p>In an ac circuit, a capacitor and an output resistor are connected in series with an ac signal. What filter action will be the result?</p>",bandpass,low-pass,high-pass,band-stop,,C,
"<p>What is the impedance of this circuit?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq7_1034_1u.gif""/></p>","5928 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","2000 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","1902 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","1798 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,A," <p>Impedance Cannot be Directly Measured, We Need to find X<sub>c</sub> first.</p>
<p>So,</p>
<p>X<sub>c</sub> = 1/2πfC.</p>
<p>X<sub>c</sub> = 1/( 2 x 3.14 x 5000 x 0.01 x 10<sup>-6</sup> ).</p>
<p>X<sub>c</sub> = 3184.7.</p>
<p>Z = Sqrt( X<sub>c</sub><sup>2</sup> + R<sup>2</sup> ).</p>
<p>Z = Sqrt( 3184.7<sup>2</sup> + 5000<sup>2</sup> ).</p>
<p>Z = 5928 Ω.</p> "
"<p>What is the reactive power?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq7_1036_1.gif""/></p>",6.8 mW,9.8 mW,12.8 mW,15.8 mW,,B,
<p>A practical capacitor</p>,is a short to dc,looks like a capacitor in parallel with a resistor,is an open to ac,stores energy in a magnetic field,,B,
<p>Which of the following is the reference vector for parallel RC circuits?</p>,R,I,C,V,,D,
<p>What do variable capacitors use for dielectric?</p>,"ceramic, electrolytic, mica, or paper","air, ceramic, mica, or plastic","ceramic, paper, plastic, or mica","mica, ceramic, plastic, or electrolytic",,B,
"<p>If a charged capacitor is disconnected from a circuit, it will:</p>",immediately discharge,recharge,remain charged,leak the charge,,D,
"<p>What is the total current for a 5 MHz, 1 V<sub>ac</sub> circuit that consists of a 27 pF capacitor and a 1 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/> resistor connected in parallel?</p>","459 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>A","647 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>A",1.31 mA,1.85 mA,,C,
<p>What is the value of a capacitor that can store two coulombs of charge when 500 volts is applied across its plates?</p>,"4 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>F","250 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>F","4,000 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>F",250 F,,C,
<p>The strength of an electric field at a given point is proportional to the potential difference on the plates and inversely proportional to the:</p>,plate separation,negative plate only,field strength,charge difference,,A,
<p>How is ac current related to ac voltage in a purely capacitive circuit?</p>,AC current is 0.707 of the ac voltage.,AC current lags ac voltage.,AC current is 0.637 of the ac voltage.,AC current leads ac voltage.,,D,
"<p>What is the voltage across the capacitor?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq7_1033_1.gif""/></p>",7.07 V,1.11 V,111 mV,7.07 mV,,C,
"<p>For a given charge difference, electrostatic field strength varies according to:</p>",plate differential,plate area,plate distance,dielectric quantity,,B,
"<p>A capacitor has 25 V across its plates and a stored charge of 1500 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/>C. What is the capacitance value?</p>",60 pF,"60 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/>F",16.67 mF,37.5 mF,,B,
<p>A capacitor and an output resistor form a series circuit with a square wave applied. The circuit is:</p>,an integrator,a differentiator,a multiplier,a divider,,B,
<p>Capacitive reactance values connected in series offer</p>,an increase in total <i>X<sub>C</sub></i>,a decrease in total <i>X<sub>C</sub></i>,no change in total <i>X<sub>C</sub></i>,total opposition to voltage in the circuit,,A,
<p>The quantity that represents an ideal capacitor dissipating 0 W of power is</p>,instantaneous power,true power,reactive power,resistive power,,B,
"<p>If a capacitor is placed across a 20 V source, what will be the amount of charge after 5 tc?</p>",5.0 V,12.8 V,13.5 V,20 V,,D,
<p>What is the impedance of an ac RC parallel circuit if the resistance is 12 ohms and the capacitive reactance equals 5 ohms?</p>,0.2 ohms,3.5 ohms,4.6 ohms,13 ohms,,C,
"<p>What will a 1 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>F capacitor store?</p>",one coulomb of charge,6.24 x 10<sup>12</sup> electrons,one volt,"one <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>A of current",,B,
"<p>In an RC circuit, true power (P<sub>R</sub>) equals:</p>","<img src=""/_files/images/basic-electronics/complete/mca7_1003a1.gif""/>",V<sub>S</sub> × I,I<sup>2</sup>R,V<sub>T</sub> × R<sub>T</sub>,,C,
"<p>What is the power factor if the apparent power of a circuit is 5 W, while the true power is 4 W?</p>",0.0 W,0.8 W,1.0 W,1.25 W,,B,
"<p>If the reactive power of a circuit is 50 mW while the apparent power is 64 mW, then what is the true power of the circuit?</p>",14 mW,36 mW,40 mW,114 mW,,C,
