question,A,B,C,D,E,answer,explanation
<p>The viscosity of water is __________ than that of mercury.</p>,higher,lower,,,,A,
"<p>The velocity at which the laminar flow stops, is known as</p>",velocity of approach,lower critical velocity,higher critical velocity,none of these,,B,
"<p>When a cylindrical vessel, containing some liquid, is rotated about its vertical axis, the liquid surface is depressed down at the axis of its rotation and rises up near the walls of the vessel on all sides. This type of flow is known as</p>",steady flow,turbulent flow,vortex flow,uniform flow,,C,
<p>The Newton's law of resistance is based on the assumption that the</p>,planes of the body are completely smooth,space around the body is completely filled with the fluid,fluid particles do not exert any influence on one another,all of the above,,D,
<p>The Euler's equation for the motion of liquids is based upon the assumption that</p>,"the fluid is non - viscous, homogeneous and incompressible",the velocity of flow is uniform over the section,"the flow is continuous, steady and along the stream line",all of the above,,D,
<p>A weir is usually made of masonry or concrete.</p>,Yes,No,,,,A,
<p>The shear stress-strain graph for a newtonian fluid is a</p>,straight line,parabolic curve,hyperbolic curve,elliptical,,A,
"<p>If a pitot tube is placed with its nose upstream, downstream or sideways, the reading will be the same in every case.</p>",True,False,,,,B,
"<p>A flow in which each liquid particle does not have a definite path and the paths of individual particles also cross each other, is called turbulent flow.</p>",Agree,Disagree,,,,A,
<p>A flow in which the viscosity of fluid is dominating over the inertia force is called</p>,steady flow,unsteady flow,laminar flow,turbulent flow,,C,
<p>An air vessel is provided at the summit in a syphon to</p>,avoid interruption in the flow,increase discharge,increase velocity,maintain pressure difference,,A,
"<p>If a body floating in a liquid does not return back to its original position, and heels farther ""away when given a small angular displacement, the body is said to be in neutral equilibrium.</p>",Yes,No,,,,B,
<p>The length of the divergent cone in a venturimeter is __________ that of the convergent cone.</p>,equal to,double,three to four times,five to six times,,C,
<p>A flow through a long pipe at constant rate is called</p>,steady uniform flow,steady non-uniform flow,unsteady uniform flow,unsteady non-uniform flow,,A,
<p>The volume per unit mass of a liquid is called specific volume.</p>,Yes,No,,,,A,
"<p>In an external or internal mouthpiece, the absolute pressure head at vena contracta is zero when atmospheric pressure head is 10.3 m of water.</p>",Correct,Incorrect,,,,A,
