question,A,B,C,D,E,answer,explanation
<p>The term hold always means ________.</p>,"<img align=""center"" src=""/_files/images/digital-electronics/digital-systems/fba5_1016a1.jpeg""/>","<img align=""center"" src=""/_files/images/digital-electronics/digital-systems/fba5_1016b1.jpeg""/>","<img align=""center"" src=""/_files/images/digital-electronics/digital-systems/fba5_1016c1.jpeg""/>",no change,,D,
<p>A gated S-R flip-flop goes into the CLEAR condition when ________.</p>,<i>S</i> is HIGH; <i>R</i> is LOW; <i>EN</i> is HIGH,<i>S</i> is LOW; <i>R</i> is HIGH; <i>EN</i> is HIGH,<i>S</i> is LOW; <i>R</i> is HIGH; <i>EN</i> is LOW,<i>S</i> is HIGH; <i>R</i> is LOW; <i>EN</i> is LOW,,B,
<p>What type of multivibrator is a latch?</p>,Astable,Monostable,Bistable,It depends on the type of latch.,,C,
"<p>If an input is activated by a signal transition, it is ________.</p>",hair-triggered,line-triggered,pulse-triggered,edge-triggered,,D,
<p>An astable multivibrator is a circuit that ________.</p>,has two stable states,is free-running,produces a continuous output signal,is free-running and produces a continuous output signal,,C,
"<p>The inputs on a 7474 D flip-flop are <i>S</i>, <i>R</i>, <i>D</i>, and <i>CLK</i> ________ is/are synchronous.</p>",Only <i>S</i>,<i>S</i> and <i>R</i>,Only <i>D</i>,All of the above.,,D,
<p>A flip-flop operation is described as a toggle when the result after a clock is ________.</p>,"<img src=""/_files/images/digital-electronics/digital-systems/fba5_1022a1.jpeg""/>","<img src=""/_files/images/digital-electronics/digital-systems/fba5_1022b1.jpeg""/>","<img src=""/_files/images/digital-electronics/digital-systems/fba5_1022c1.jpeg""/>","<img src=""/_files/images/digital-electronics/digital-systems/fba5_1022d1.jpeg""/> change to opposite states",,D,
<p>The asynchronous inputs on a J-K flip-flop ________.</p>,are normally not at the active level at the same time,take precedence over the J and K inputs,do not require a clock pulse to affect the output,all of the above,,D,
<p>A positive edge-triggered flip-flop will accept inputs only when the clock ________.</p>,is LOW,changes from HIGH to LOW,is HIGH,changes from LOW to HIGH,,D,
"<p>If data is brought into the <i>J</i> terminal and its complement to the <i>K</i> terminal, a J-K flip-flop operates as a(n) ________.</p>",S-C flip-flop,D flip-flop,gated S-C flip-flop,TOGGLE flip-flop,,B,
"<p>The point(s) on this timing diagram where the <i>Q</i> output of a D latch will be HIGH is/are ________.<br/><br/><img src=""/_files/images/digital-electronics/digital-systems/fbq5_1024_1.gif""/></p>",point 4,points 3 and 4,points 1 and 2,points 4 and 5,,A,
<p>The action of ________ a FF or latch is also called resetting.</p>,breaking,clearing,freeing,changing,,B,
"<p>The postponed symbol (<img src=""/_files/images/digital-electronics/digital-fundamentals/cuq7_00700.gif""/>) on the output of a flip-flop identifies it as being ________.</p>",a D flip-flop,a J-K flip-flop,pulse triggered,trailing edge-triggered,,C,
<p>The advantage of a J-K flip-flop over an S-R FF is that ________.</p>,it has fewer gates,it has only one output,it has no invalid states,it does not require a clock input,,C,
<p>The ________ is the time interval immediately following the active transition of the clock signal.</p>,hold time,setup time,over-time,hang-time,,A,
<p>A gated S-R flip-flop is in the hold condition whenever ________.</p>,the Gate Enable is HIGH,the Gate Enable is LOW,the <i>S</i> and <i>R</i> inputs are both LOW,the Gate Enable is HIGH and the <i>S</i> and <i>R</i> inputs are both LOW,,D,
<p>The toggle mode is the mode in which a(n) ________ changes states for each clock pulse.</p>,logic level,flip-flop,edge-detector circuit,toggle detector,,B,
