question,A,B,C,D,E,answer,explanation
"<p>Consider the following DO statement in FORTRAN 77 <code><br/><br/>DO 25 J = 1, 7<br/><br/></code> The number of DO loop executions in the above statement is</p>",7,6,1,8,,A," <p>Do statement is executed when J = 1, 2, 3, 4, 5, 6, 7, i.e., a total of 7 times.</p> "
"<p>Initially the number decimal 8 is stored. If instruction <code>RAL</code> is executed twice, the final number stored will be</p>",decimals 8,decimal 16,decimal 32,decimal 2,,C, <p>If instruction RAL is executed once the number gets doubled.</p> 
<p>In Java 31% gives an answer</p>,3,4,3 / 4,4 / 3,,B, <p>Modulus operator gives the remainder of division as answer.</p> 
"<p>For the expression <img src=""/_files/images/electronics-and-communication-engineering/microprocessors/28-287.png""/> <code>cos (ω<i>t</i> + 0)</code> the correct Pascal equivalent is</p>",<code>BETA * JCOS (OMEGA * <i>T </i> + THETA) / SQRT (SQR (BETA) + SQR (OMEGA))</code>,<code>BETA COS (OMEGA * <i>T</i> + THETA) / SQRT [SQR (BETA) + SQR (OMEGA)]</code>,<code>BETA COS (OMEGA T + THETA) / SQRT [SQR (BETA) + SQR (OMEGA)]</code>,None of the above,,A, <p>Operator * must be written explicitly in Pascal.</p> 
"<p>Consider the following features of 'structures' in C? <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">The values of a structure variable can be assigned to another structure variable of the same type using the assignment operator.</li><li style=""padding-top:10px;"">One structure can be nested within another structure.</li><li style=""padding-top:10px;"">A variable structure can also be passed to a function.</li></ol> Which of the above are correct?</p>",All,1 and 2 only,1 and 3 only,2 and 3 only,,A, <p>All are correct.</p> 
<p><p><b>Assertion (A):</b>  In 8085 SP and PC are 8 bit each.</p><p><b>Reason (R):</b> 8085 is an 8 bit microprocessor.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,D, <p>SP and PC are 16 bit each in 8085.</p> 
<p>Which of the following is not a valid real variable in FORTRAN 77?</p>,<code>ANUT</code>,<code>MONEY</code>,<code>A MONEY</code>,<code>BS</code>,,B, <p>It starts with M and hence it is not a real variable.</p> 
<p>Let JCOKE = 3 and LPEPSI = 5. Consider the statement <code><br/><br/>IF (3 * JCOKE. EQ. LPESPSI)<br/>JCOKE = JCOKE + 2 <br/>JCOKE = JCOKE + 5<br/><br/></code> What will be the final value of JCOKE after the above statement is executed?</p>,8,1,15,10,,A," <p>The logical IF statement means that IF (3 x J COKE) is equal to (L PEPSI), J COKE = 3 + 2 = 5 otherwise J COKE = 3+5 = 8 Since (3 x J COKE) is more than (L PEPSI), the result is 8.</p> "
<p>Diskette can be used for primary storage as well as secondary storage in a computer.</p>,True,False,,,,B, <p>Diskette is a secondary storage.</p> 
"<p>Read the following statements <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Magnetic tape is a sequential device.</li><li style=""padding-top:10px;"">Magnetic disc is a direct access device.</li><li style=""padding-top:10px;"">Magnetic tape and disc are both sequential devices.</li><li style=""padding-top:10px;"">Magnetic tape and disc are both direct access devices.</li></ol> Which of the above statements are correct?</p>",1 and 2 only,1 and 3 only,2 and 4 only,"1, 2 and 3 only",,A, <p>Both 1 and 2 are correct but 3 and 4 are wrong.</p> 
<p>A memory chip has 65536 cells in it. Then</p>,time required to access cell is same as that to access cell 65536,time required to access cell is less than that required to access cell 65536,time required to access cell is more than that required to access cell 65536,either (a) or (b),,A, <p>Time required to access different cells is the same.</p> 
<p><p><b>Assertion (A):</b>  Mnemonics are used in assembly level program. </p><p><b>Reason (R):</b> Computer cannot understand mnemonics.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,B, <p>Both are correct but independent. Computers work in binary only.</p> 
<p>Which of the following is a valid real variable in FORTRAN 77?</p>,<code>KPR</code>,<code>LINE</code>,<code>JOB</code>,<code>RATE</code>,,D," <p>A real variable should not start with I, J, K, L, M, N.</p> "
<p>Consider the following logical IF statement in FORTRAN 77 <code><br/><br/>IF (SALT. GE. PEPPER) GOTO 11<br/>GOTO 13<br/><br/></code> The above statement using arithmetic IF statement would be</p>,"IF (SALT - PEPPER) 11, 11, 13","IF (SALT - PEPPER) 13, 11, 13","IF (SALT - PEPPER) 13, 11, 11","IF (SALT - PEPPER) 11, 13, 13",,C," <p>The given statement is logical IF statement. If SALT greater than or equal to PEPPER control goes to statement 11 otherwise control goes to statement 13 Same is true of arithmetic IF statement (c). If (SALT - PEPPER) is negative, control goes to statement 13 and otherwise control goes to statement 11.</p> "
<p><p><b>Assertion (A):</b>  Microprocessor 8085 can address 65536 memory locations.</p><p><b>Reason (R):</b> Microprocessor 8085 has 16 address lines.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,A, <p>2<sup>16</sup> = 65536.</p> 
"<p>If initial value of <code>PROD</code> is zero and a program adds X to <code>PROD</code>, Y times we get the result</p>",X + Y,XY,X / Y,X - Y,,B," <p>Adding X to PROD, Y times evidently gives the product XY.</p> "
<p>Which of the following conditional statements is not valid in Pascal?</p>,If A &gt; = B then B : = C + D + X,If (N = 45) THEN X : = X + 2 ELSEX : = 0,If A &lt; = B then A : = C * D,If (A &gt; = B) X : Y else X : = Z,,D, <p>'then' is missing.</p> 
"<p>A computer program is used to read N and compute N !. IF N = 6, the result will be</p>",6,12,720,1040,,C, <p>6! = 6 x 5 x 4 x 3 x 2 x 1 = 720.</p> 
"<p>Consider the following statement in Basic<br/><br/> <code>15 INPUT X, Y, Z<br/>20 IF Y &gt; X THEN 25<br/>21 IF Z &gt; Y THEN 30<br/>25 PRINT Y<br/>30 PRINT Z, X<br/>35 END</code><br/><br/> IF X, Y, Z are 150, 200, 250 then the output will be</p>","200, 250, 150 respectively","150, 200, 250 respectively","250, 200, 150 respectively","200, 150, 250 respectively",,A," <p>In this case Y &gt; X , so the control goes to 25. The output is Y , Z , X which are 200 , 250 , 150.</p> "
<p>The port of PC to which mouse is connected is called</p>,serial port,parallel port,input port,scanner port,,A, <p>Mouse is connected to serial port.</p> 
"<p>FORTRAN expression for <span class=""root"">3<i>b</i><sup>2</sup>-5<i>a</i><sup>2</sup></span> is</p>",SQRT (3 * B ** 2 - 5 * A ** 2),SQRT 3 * B ** 2 - 5 * A ** 2,SQRT (3 * b ** 2 - 5 * a ** 2),SQRT (3 * B ** 2) - SQRT (5 * A **2),,A, <p>It is the only expression with correct symbols.</p> 
"<p>If J = 12 and X = 24.4 the result of the following FORTRAN 77 program will be <code><br/><br/>READ *, J, X<br/>K = J ** 2<br/>Z = 3 * X<br/>Print *, J, K, Z</code></p>","12, 144, 73.2","15.0, 144.0, 73.2","15.0, 144.0, 73",15. 144. 73,,A," <p>J = 12, K = 12<sup>2</sup> = 144, Z = 3 x 24.4 = 73.2 In the result J and K will be without decimal point.</p> "
"<p>Consider the following about 'arrays' in C <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">An array is a collection of similar elements.</li><li style=""padding-top:10px;"">An array can not have 10 numbers 5 of which are ints and 5 are floats.</li><li style=""padding-top:10px;"">An array can have ints and chars in the same array.</li></ol> Which of the above are correct?</p>",All,1 and 2 only,1 and 3 only,2 and 3 only,,B, <p>An array can have all int or all floats or all chars.</p> 
"<p>A computer program is used to read M and print the sum 2 + 4 + 6 + 8 +.........+ 2M. If M = 9 , the print out will show the number</p>",9,18,90,100,,C, <p>SUM = 2 + 4 + 6 + 8 + 10 + 12 + 14 + 16 + 18 = 90.</p> 
"<p>Read the following rules for scanning Boolean expressions in Pascal <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">The expressions are scanned from left to right.</li><li style=""padding-top:10px;"">The operations are scanned in the order NOT, AND, OR.</li><li style=""padding-top:10px;"">All operators (<i>i.e., </i> NOT, AND and OR) are scanned together.</li><li style=""padding-top:10px;"">In one scanning all the operators of only one type are scanned.</li></ol> Which of the above are correct?</p>",All,"1, 2 and 3 only","1, 2 and 4 only","2, 3 and 4 only",,C," <p>All Boolean operators are not scanned together. The order is NOT, AND, OR.</p> "
<p>IC 74181 performs arithmetic operations when M = 1.</p>,True,False,,,,B," <p>When M = 1, IC 74181 performs logic operations.</p> "
<p>Which of the following is not a data base function?</p>,DAVERAGE,MAX,DCOUNT,DSTDEV,,B, <p>MAX is not data base function.</p> 
"<p>Consider the following statements about Infix and Post fix notations in Pascal <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">In Infix notation operators appear between the operands on which they operate.</li><li style=""padding-top:10px;"">In Post fix notation operators appear after the operand.</li><li style=""padding-top:10px;"">The Infix expression A + B - C + D will appear as AB + C - D + in post fix notation.</li></ol> Which of the above are correct?</p>",All,1 and 2 only,1 and 3 only,2 and 3 only,,A, <p>All are correct.</p> 
<p>Which of the following statement number is not valid in Basic</p>,12,521,662512,99999,,C, <p>Statement number is basic should have only 5 digits.</p> 
"<p>Consider the following in object oriented programming <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">An object is a self contained element of a computer program which represents a related group of interests.</li><li style=""padding-top:10px;"">Each object has a specific role in a program.</li><li style=""padding-top:10px;"">All objects can work with other objects in defined ways.</li><li style=""padding-top:10px;"">Objects are also called instances</li></ol> Which of the above are correct?</p>",All,"1, 2 and 3 only",1 and 2 only,"1, 2 and 4 only",,A, <p>All are correct.</p> 
<p><p><b>Assertion (A):</b>  In C a character constant is either a single alphabet or digit or special symbol enclosed within single inverted commas.</p><p><b>Reason (R):</b> In C the maximum length of a character constant can be 2 characters.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,C, <p>A character constant is a single alphabet or digit or special character enclosed within single inverted comma.</p> 
"<p>If INT = 50 and LOOT = 30, the result of assignment statement <code>SAL = INT + LOOT</code> is</p>",50,80,8.0,5.0,,B, <p>The result should be sum of 50 and 30 and decimal must be added.</p> 
"<p>Consider the following in C <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Arithmetic operations can be performed on ints.</li><li style=""padding-top:10px;"">Arithmetic operations can be performed on floats.</li><li style=""padding-top:10px;"">Arithmetic operation can be performed on chars</li></ol> Which of the above are correct?</p>",All,1 and 2 only,1 and 3 only,2 and 3 only,,A," <p>In C arithmetic operations can be performed on ints, floats and chars.</p> "
<p>Which of the following is the software for financial accounting?</p>,COBOL,MS WORD,Page maker,DB III plus,,D, <p>dB III plus is DBMS and not for financial accounting.</p> 
<p>8085 needs + 10 V supply.</p>,True,False,,,,B, <p>8085 needs +5 V supply.</p> 
