question,A,B,C,D,E,answer,explanation
<p><p><b>Assertion (A):</b>  A two byte instruction of 8085 has an operation code in first byte and operand / address in the second byte.</p><p><b>Reason (R):</b> If an instruction is too long it is possible to reduce its length by a number of methods.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,B,
<p>In computers the size of secondary memory is usually much larger than that of primary memory.</p>,True,False,,,,A,
<p>In 8085</p>,all operations are on 8 bit data,majority of operations are on 8 bit data,all operations are on 8 bit or 4 bit data,either (a) or (c),,B,
<p>Which of the following directives in 8085 causes two bytes to be reserved in the memory?</p>,D S,D B,D W,E Q U,,C,
<p>In 8086 the flag which enables or disables external interrupts is</p>,IF,DF,TF,CF,,A,
<p>The language PL / I has</p>,one character set having 60 characters,one character set having 48 characters,one character set having 60 characters and another character set having 48 character,none of the above,,A,
<p>DOS has a command named ' DIRECTORY '.</p>,True,False,,,,B,
<p>In floating point representation decimal number 13.5 is</p>,1101.1,1.1011 x 2<sup>3</sup>,0.11011 x 2<sup>4 </sup>,11.011 x 2<sup>2</sup>,,C,
"<p>Assume that <i>x</i> = 7, the Java operation <i>x</i> = <i>x</i> - means that final value of <i>x</i> is</p>",7,-1,6,-6,,B,
<p>For most static RAM the write pulse width should be at least</p>,10 <i>ns</i>,60 <i>ns</i>,300 <i>ns </i>,1 μ<i>s</i>,,B,
<p>The chip 8257 is a</p>,programmable interrupt controller,programmable DMA controller,programmable peripheral interface,none of the above,,B,
<p>Both ROM and RAM can be accessed randomly.</p>,True,False,,,,A,
<p>Windows have a user friendly program called 'Front Page Express' for creating web pages.</p>,True,False,,,,A,
<p>The number of pins in microprocessor 8086 is</p>,30,40,50,60,,B,
<p>The input to ALU are the contents of accumulator and temporary register.</p>,True,False,,,,A,
<p>In super computers the extra level of primary memory is generally called</p>,Solid state device,Single stage device,Digital state device,Surface stage device,,A,
<p>Parity means the same as positive or negative number.</p>,True,False,,,,B,
<p>In memory mapped I/O means that</p>,an input or output device is treated by the microprocessor as one memory location,input or output devices are treated as distinct,an address on the address bus may refer either to a memory location or to an I/O device,none of the above,,A,
"<p>Consider the following symbols for arithmetic operators for integers <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">+</li><li style=""padding-top:10px;"">div</li><li style=""padding-top:10px;"">mod</li><li style=""padding-top:10px;"">/</li></ol> Which of the above are used in Pascal?</p>","1, 2 and 4 only",All,"1, 2, 3 only",1 and 4 only,,B,
<p>Which of the following READ statements is correct in FORTRAN 77?</p>,"<code>READ *, HONEY (I), I = 1, 5 </code>","<code>READ *, (HONEY (I), I = 1, 5)</code>","<code>READ * HONEY I, I = 1, 5</code>","<code>READ HONEY I, I = 1, 5</code>",,B,
<p>Which of the following is a valid integer variable in Fortran 77?</p>,KM,K M - 1,DELHI,$ 318,,A,
"<p>8255 A has three 8 bit ports A, B, C for peripheral data transfer. For programming 8255 A, these ports are grouped as</p>",Port A with Port B,"Port A with 4 most significant ports of C, port B with 4 least significant ports of C",Port A with Port C,none of the above,,B,
<p>'WRITE' is a</p>,Word processor,Line editor,Text editor,Column editor,,A,
<p>The number of key words in C is</p>,4,8,16,32,,D,
<p>In which of the following 8085 instructions no condition flags are affected?</p>,<code>INX <i>rp </i></code>,<code>INR <i>r</i></code>,<code>SBI data</code>,<code>INR M</code>,,A,
"<p><p><b>Assertion (A):</b>  In register indirect addressing mode of 8085, the address of operand is in the specified register.</p><p><b>Reason (R):</b> An example of register indirect addressing mode is <code>MOV, A, M.</code>.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,B,
<p>A high level language is less efficient than machine language.</p>,True,False,,,,A,
"<p>In the dimension statement DIMENSION A (50, 50), K (100, 100) the total number of locations reserved will be</p>",2500,100000,125000,250000,,C,
"<p>If I = J = K = 13, then in Fortran 1 = 10 - (1 / 10) * 10 + (J / 5) * 4 + K ** (- 2) is equal to</p>",8,7,6,5,,A,
<p>The first row of the window is called ' Title bar '.</p>,True,False,,,,A,
