question,A,B,C,D,E,answer,explanation
<p>For 8 bit representation the minimum positive and minimum negative numbers are</p>,2<sup>-128</sup> each,2<sup>-28</sup> and 2<sup>-127</sup>,2<sup>-127</sup> and 2<sup>-128</sup>,2<sup>-127</sup>each,,A,
<p>In which of the following 8085 instructions are all condition flags except <code>CY</code> affected?</p>,<code>INR <i>r</i></code>,<code>SEE M</code>,<code>ACI data</code>,<code>ADC<i> r</i></code>,,A,
<p>One T state is precisely equal to one clock period.</p>,True,False,,,,A,
"<p><p><b>Assertion (A):</b>  A good algorithm should be fast, require minimal computer memory and time.</p><p><b>Reason (R):</b> Many times an algorithm is prepared in the form of a flow chart.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,B,
"<p>Programs like compilers, assemblers etc. are stored in a mircocomputer in</p>",registers,cache memory,primary memory,mass storage,,A,
"<p>When performing numerical calculations in floating point arithmetic <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Error may occur due to finite representation of numbers.</li><li style=""padding-top:10px;"">Error may occur due to rounding.</li><li style=""padding-top:10px;"">Error may occur due to finite representation of inherently infinite process.</li></ol> Which of the above are correct?</p>",All,1 and 2 only,1 and 3 only,2 and 3 only,,A,
<p>The number of registers and flags in 8086 are</p>,13 and 5 respectively,9 and 5 respectively,13 and 9 respectively,9 and 9 respectively,,C,
<p><code>ALU 1C 74181</code> can accept two words each having</p>,2 bits,4 bits,8 bits,16 bits,,B,
<p>Which of the following is not a legal subscript?</p>,J + 2,JA - 4,-3,3<sup>*</sup> IA - 2,,C,
"<p>The instruction <code>MOV M, <i>r</i></code> in 8085</p>","causes content of register <i>r</i> to be moved to memory location whose address is in register H, L and uses register indirect addressing mode","causes the content of memory location whose address is in register H, L to move to register <i>r</i> and uses register indirect addressing mode","causes the content of register <i>r</i> to be moved to memory location whose address is in register H, L and uses immediate addressing mode","causes the content of memory location whose address is in register H, L to move to register <i>r</i> and uses immediate addressing mode",,A,
<p>Which of the following characters is allowed in variable names in C?</p>,comma,dot,blank,underscore,,D,
<p>The standard FORTRAN exponential form of decimal number - 0.000000023 is</p>,2.3 E - 8,-2.3 E - 8,2.3 E - 7,-2.3 E - 7,,B,
"<p>Consider the following program for 8085 <code><br/><br/>MOV A, D<br/>RAL<br/>MOV D, A<br/><br/></code> If initial contents of register D is decimal number 20, the final content of register D is</p>",decimal 20,decimal 40,decimal 10,none of the above,,B,
<p><p><b>Assertion (A):</b>  In C a variable name can have upto 8 characters and special symbols can also be part of variable name.</p><p><b>Reason (R):</b> In C a type declaration at the beginning of program indicates the type of variable name used in the program.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,D,
<p>A string constant in basic is</p>,"a string of capital alphabets A to Z, included in question mark",a string of capital alphabets A to Z and digits 0 to 9 included in question mark,"a string of capital alphabets A to Z, digits 0 to 9 and special characters","a string of capital alphabets A to Z, digits 0 to 9 and special characters included in question mark",,D,
<p><p><b>Assertion (A):</b>  In 8085 when RESET OUT goes low processing begins. </p><p><b>Reason (R):</b> CPU remains reset till RESET IN signal goes high.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,B,
<p>In microprocessor 8088</p>,8 data bits are multiplexed with 8 least significant bits of address bus,8 data bits are multiplexed with 8 most significant bits of address bus,16 data bits are multiplexed with 16 bits of address bus,none of the above,,A,
<p>In 8085</p>,RST 6.5 and RST 5.5 are high level sensitive interrupts,RST 6.5 and RST 5.5 are low level sensitive interrupts,RST 5.5 is low level sensitive interrupt but RST 5.5 is high level-sensitive interrupt,RST 5.5 is low level sensitive interrupt but RST 6.5 is high level sensitive interrupt,,A,
<p><p><b>Assertion (A):</b>  Microprocessor 8085 has an 8 bit register called accumulator which stores intermediate answers during a computer operation.</p><p><b>Reason (R):</b> Accumulator can send or receive data.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,B,
<p><p><b>Assertion (A):</b>  Interfacing means synchronisation of digital information transmission between input output devices and computer.</p><p><b>Reason (R):</b> A computer with higher bit word size executes programs at a faster rate.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,B,
<p>IC 74181 is a 4 bit device.</p>,True,False,,,,A,
<p>Which of the following instructions in 8085 does not belong to data transfer group?</p>,"<code>L X I <i>rp</i>, data 16</code>","<code>MOV M, <i>r</i></code>","<code>MVIM, data</code>",<code>ADC M</code>,,D,
<p>Which of the following buses does not exist in 8085?</p>,Data bus,Address bus,Control bus,Exchange bus,,D,
<p>The sign of a floating point number depends on</p>,only the sign of mantissa,only the sign of exponent,the sign of both mantissa and exponent,either (a) or (b),,A,
<p><p><b>Assertion (A):</b>  A higher level language is less efficient that machine language but more efficient than assembly language.</p><p><b>Reason (R):</b> It is easier to learn and use higher level language than machine language.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,D,
<p>The accumulator drives the ALU.</p>,True,False,,,,A,
<p>System bus is the communication channel between microprocessor and peripherals.</p>,True,False,,,,A,
<p><p><b>Assertion (A):</b>  A dynamic RAM chip has much smaller cell than a static RAM chip.</p><p><b>Reason (R):</b> In dynamic RAM one bit of information is stored as the charge on a capacitor.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,A,
<p>Which of the following produces very wide drifts in clock frequency?</p>,Crystal,RC circuit,LC resonant circuit,Crystal and RC circuit,,B,
"<p>For decimal numbe'r 13.5, the floating point representation in 4 byte excess 128 code is</p>",01101100 00000000 00000000 10000100,00000000 01101100 00000000 10000100,00000000 01101100 10000100 00000000,01101100 00000000 10000100 00000000,,A,
"<p>Read the following statements: <ol style=""list-style-type: upper-alpha; padding-bottom:10px;""><li style=""padding-top:10px;""> A μP generally interfaced to several memory chips and I/O devices</li><li style=""padding-top:10px;"">Address space provided by μP is partitioned into sub sets of addresses</li><li style=""padding-top:10px;"">Address map and address partition refer to different terms in address space</li></ol> Which of the above are correct?</p>",All,1 and 2 only,2 and 3 only,"1, 3 only",,B,
<p>The register set and instruction set of 8088 is similar to that of</p>,8085,8086,partly 8085 and partly 8086,none of the above,,B,
<p><p><b>Assertion (A):</b>  In direct addressing the address of operand is specified in the instruction.</p><p><b>Reason (R):</b> Direct addressing is also called absolute addressing.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,B,
"<p><p><b>Assertion (A):</b>  In Fortran 77 the statement <code>IMPLICIT INTEGER (A - E)</code> identifies all variable name which begin with A, B, C, D, or E as being of integer type.</p><p><b>Reason (R):</b> <code>IMPICIT</code> statement in Fortran 77 is an improvement over earlier versions of Fortran.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,B,
<p>Which of the following assembler directives in 8085 does not cause any memory location to be used μp?</p>,D S,D B,D W,E Q U,,D,
<p>The storage capacity of DSDD disk and DSHD disk are</p>,1.2 MB each,360 KB each,1.2 MB and 360 KB respectively,360 KB and 1.2 MB respectively,,D,
<p>Which of the following is also called Non volatile RAM?</p>,Shadow RAM,UVEPROM,EEPROM,Both (b) and (c),,A,
