question,A,B,C,D,E,answer,explanation
<p>The timing difference between a slow memory and fast processor can be resolved if</p>,processor is capable of waiting,external buffer is used,either (a) or (b),neither (a) nor (b),,C,
<p>In 8086 the number of bytes which can be addressed directly is about</p>,1000,10000,100000,one million,,D,
"<p>Consider the following statements about DRAM <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Page mode read operation is faster than <span style=""text-decoration:overline;"">RAS</span> read</li><li style=""padding-top:10px;""><span style=""text-decoration:overline;"">RAS</span> input remains active during column address strobe</li><li style=""padding-top:10px;"">The row and column addresses are strobed into the internal buffers using <span style=""text-decoration:overline;"">RAS</span> and <span style=""text-decoration:overline;"">CAS</span> inputs respectively</li></ol> Which of the above statements are correct?</p>",1 and 3 only,All,1 and 2 only,2 and 3 only,,B,
<p>In Fortran 77 a variable name can contain special characters.</p>,True,False,,,,B,
"<p>Consider the following statements <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">EEPROM has the problem of high write time.</li><li style=""padding-top:10px;"">EEPROM has the problem of limited number of write cycles.</li><li style=""padding-top:10px;"">Shadow RAM has the problem of high write time.</li></ol> Which of the above statements are correct?</p>",All,1 and 2 only,1 and 3 only,2 and 3 only,,B,
<p>Which of the following is not a general purpose peripheral?</p>,I/O port,Programmable interrupt controller,Programmable CRT controller,Programmable interval timer,,C,
"<p>Each instruction in assembly language program has the following fields: <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Lable field</li><li style=""padding-top:10px;"">Mnemonic field</li><li style=""padding-top:10px;"">Operand field</li><li style=""padding-top:10px;"">Comment field</li></ol> The correct sequence of these fields is?</p>","1, 2, 3, 4","1, 2, 4, 3","2, 1, 3, 4","2, 1, 4, 3",,A,
<p>In one's complement 8 bit representation 11111111 represents</p>,+0,-0,+1,-1,,B,
<p>The operating modes of 8255 A are called</p>,mode 0 and mode 1,"mode 0, mode 1 and mode 2",mode 0 and mode 2,"mode 0, mode 2 and mode 3",,B,
<p>Which of the following is type declaration statement in C?</p>,int bar,<i>s</i> = <i>s</i> + 1,king = horse + 1,prin = prin * prin,,A,
<p>Internet is a worldwide network of computers where most of the information is freely available.</p>,True,False,,,,A,
<p>A 37 bit mantissa has an accuracy of</p>,6 decimal places,8 decimal places,10 decimal places,11 decimal places,,D,
"<p>In a C expression using assignment operators, relational operators and arithmetic operators, the hierarchy of operations (in the absence of parenthesis) is</p>","assignment, relational, arithmetic","relational, assignment, arithmetic","arithmetic, assignment, relational","arithmetic, relational, assignment",,D,
"<p>In 8085, the pins for SID and SOD are</p>",4 and 5 respectively,5 and 4 respectively,3 and 4 respectively,4 and 3 respectively,,B,
<p><p><b>Assertion (A):</b>  Each memory chip has its own address latch.</p><p><b>Reason (R):</b> ALE signal comes out of microprocessor 8085 and goes to memory chip.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,D,
<p>Consider the statement <br/><code><br/>20 X = A + B/C + D * Y<br/></code><br/> Which of the following formulae does the above statement represent?</p>,"<img src=""/_files/images/electronics-and-communication-engineering/microprocessors/35-405-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microprocessors/35-405-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microprocessors/35-405-3.png""/>",None of the above,,B,
<p>The number of categories in which registers are classified in μP are</p>,2,3,4,5,,B,
<p>In the expression <i>b</i> = 2.1 / 1.2 * 3.1 + 3 / 7.1 * 6 which operation would have the first priority in C?</p>,2.1 / 1.2,1.2 * 3.1,2.1 / 1.2 * 3.1,3 / 7.1,,A,
"<p>Consider the instructions <code><ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">MOV M, B</li><li style=""padding-top:10px;"">OUT 4</li><li style=""padding-top:10px;"">LDAX</li></ol></code> Which of the above require memory write cycle?</p>","1, 2, 3",1 and 2 only,1 and 3 only,2 and 3 only,,C,
"<p>Read the following statements about address space in microprocessors <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">An address space is a set of all possible addresses which can be generated by a microprocessor.</li><li style=""padding-top:10px;"">Each address in the address space allows a designer to provide at least one memory or I/O location in the system.</li><li style=""padding-top:10px;"">Two types of address spaces are memory and I/O address space.</li><li style=""padding-top:10px;"">Some micro processors have only one type of address space.</li></ol> Which of the above are correct?</p>",All,"1, 2, 3 only","1, 2, 4 only","1, 3, 4 only",,A,
"<p>Read the following statement <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Multi-processing operation permits highly efficient parallel processing at several levels.</li><li style=""padding-top:10px;"">Multi processing involves use of several processing units jointly on a common program and severally on different programs.</li><li style=""padding-top:10px;"">In multi-processing the assignment of facilities to tasks, loading of programs and monitoring of I/O activity is taken care of by operating system.</li></ol> Which of the above are correct?</p>",All,1 and 2 only,1 and 3 only,2 and 3 only,,A,
"<p>The correct hierarchy of operations for the operators &amp; &amp;, = = , = , * is</p>","&amp; &amp; , = = , = , *","* , = = , &amp; &amp; , =","* , &amp; &amp; , = = , =","= , &amp; &amp; , = = , *",,B,
<p>Which one of the following is valid integer variable in FORTRAN 77?</p>,<code>BRG</code>,<code>IBRG</code>,<code>VS</code>,<code>PEC</code>,,B,
<p>An e-mail message can be sent to many recipients.</p>,True,False,,,,A,
<p>In C the keywords are also called</p>,special words,reserved words,class words,character words,,B,
<p>The character set of Fortran 77 includes lower case alphabets a to z.</p>,True,False,,,,B,
"<p>Which memory has read operation, byte erase, byte write and chip erase?</p>",RAM,UVEPROM,EEPROM,both (b) and (c),,C,
<p>The forms of IF statements in FORTRAN 77 are called</p>,logical IF and Block IF,"logical IF, block IF and arithmetic IF","logic IF, block IF, arithmetic IF and negate IF",logical IF and arithmetic IF,,B,
<p>The command ^C in MS WORD</p>,copies the text in clip board,copies the text in secondary storage device,copies the text in file,None of the above,,A,
<p>The signals in 8086 are in maximum mode when</p>,"MN / <span style=""text-decoration:overline;"">MX</span> pin is tied to V<sub>cc </sub>","MN / <span style=""text-decoration:overline;"">MX</span> Pin is grounded","MN / <span style=""text-decoration:overline;"">Mx</span> pin is left open",none of the above,,B,
<p>In 8085</p>,P flag is set when the result has even parity,P flag is set when the result has odd parity,P flag is reset when the result has odd parity,P flag is reset when the result has even parity,,A,
"<p>Some words like READ, WRITE, STOP etc. cannot be used as variable names in Fortran 77.</p>",True,False,,,,A,
<p>Which of the following 8085 instructions do not effect <code>CY</code> flag?</p>,<code>SEE M</code>,<code>SEE R</code>,<code>DCRM</code>,<code>ADC M</code>,,C,
<p>A compiler converts a high level computer program into machine language program.</p>,True,False,,,,A,
"<p>In 8085, the pairing of registers B, C, D, E, H, L is</p>","B - C, D - E, H - L","B - D, C - E, H - L","B - C, D - L, H - E","B - H, D - E, C - L",,A,
<p><p><b>Assertion (A):</b>  PC-XT is a personal computer.</p><p><b>Reason (R):</b> PC-XT uses a floppy drive and has a medium sized hard disc.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,A,
"<p>In Intel 8085, the integer range per word length is</p>",-128 to 127,-127 and 128,-64 and 63,-63 and 64,,A,
<p><p><b>Assertion (A):</b>  Structures are useful in DBMS.</p><p><b>Reason (R):</b> Structures are very large numbers of applications besides DBMS.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct R is wrong,A is wrong R is correct,,B,
<p>If the sign bit of mantissa is 0 and the exponent is increased from a positive to a more negative number the result is</p>,a larger floating point number,a smaller floating point number,either (a) or (b) depending on the actual number,a negative floating point number,,A,
<p>The use of microprocessor control in automobiles results in</p>,improved fuel economy,improved car control,advanced information system for driver,all of the above,,D,
