question,A,B,C,D,E,answer,explanation
"<p>Consider the following sets of values of E, R and C for the circuit in the given figure.<br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/12-157.png""/> <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">2 V, 1 Ω, 1.25 F</li><li style=""padding-top:10px;"">1.6 V, 0.8 Ω, 1 F</li><li style=""padding-top:10px;"">1.6 V, 1 Ω, 0.8 F</li><li style=""padding-top:10px;"">2 V, 1.25 Ω, 1 F</li></ol> Which of these of values will ensure that the state equation <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/12-157-1.png""/> is valid?</p>",1 and 4,1 and 2,3 and 4,2 and 3,,D,
"<p><p><b>Assertion (A):</b>  The conditions under which it is possible to write Fourier series of a periodic function are called Drichlet conditions. </p><p><b>Reason (R):</b> If <i>f</i>(<i>t</i>) = - <i>f</i>(- <i>t</i>), it is refereed to as odd symmetry.</p></p>",Both A and R are correct and R is correct explanation of A<br/>,Both A and R are correct but R is not correct explanation of A<br/>,"A is true, R is false<br/>","A is false, R is true",,B,
<p>Initial value theroem for sequence <i>x</i>[<i>n</i>] is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/19-320-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/19-320-2.png""/>",<i>a</i> and <i>b</i>,X(<i>z</i>)<sub>at z = 0</sub>,,C,
<p>L[<i>c</i><sub>1</sub><i>f</i><sub>1</sub>(<i>t</i>) + <i>c</i><sub>2</sub><i>f</i><sub>2</sub>(<i>t</i>)] =</p>,<i>c</i><sub>1</sub> F<sub>1</sub> (<i>j</i>ω) + <i>c</i><sub><sub>2</sub></sub> F<sub>2</sub>(<i>j</i>ω),<i>c</i><sub>1</sub> F<sub>1</sub> (<i>j</i>ω) - <i>c</i><sub><sub>2</sub></sub> F<sub>2</sub>(<i>j</i>ω),<i>c</i><sub>1</sub> F<sub>1</sub> (<i>j</i>ω) + <i>c</i><sub><sub>2</sub></sub> F<sub>2</sub>(<i>j</i>ω) + <i>c</i><sub>1</sub><i>c</i><sub>2</sub>,<i>c</i><sub>1</sub> F<sub>1</sub> (<i>j</i>ω) + <i>c</i><sub><sub>2</sub></sub> F<sub>2</sub>(<i>j</i>ω) + <i>c</i><sub>1</sub>/<i>c</i><sub>2</sub>,,A,
"<p>If a linear time invartant system is exicited by a pure random signal like white noise, the output of the linear system will have which of the following properties?</p>",Output will be a white noise,Output will be periodic,Output will be random,Output will be correlated or coloured noise,,C,
<p>The enery E associated with time function <i>f</i>(<i>t</i>) is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-198-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-198-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-198-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-198-4.png""/>",,B,
<p>A signum function is</p>,zero for <i>t</i> greater than zero,zero for <i>t</i> less than zero,unity for <i>t</i> greater than zero,2∪(<i>t</i>) - 1,,D,
"<p>Give that <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-164.png""/> is</p>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-164-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-164-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-164-3.png""/>",None of these,,B,
"<p>If <i>f</i>(<i>k</i>) ↔ F(<i>z</i>), then <i>k</i><i><sup>n</sup></i> <i>f<sub>k</sub></i> ↔</p>",[F(<i>z</i>)]<sup><i>n</i></sup>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-196-2.png""/>",[F(<i>z</i>)]<sup>1/n</sup>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-196-4.png""/>",,D,
"<p>If a number of even functions are added, the resultant sum is</p>",even function,odd funtion,either even or odd function,mixture of odd amd even functions,,A,
<p>For the differential equation (D<sup>3</sup> - D<sup>2</sup> + D -1) [<i>y</i>(<i>t</i>)] = 0 the root of auxiliary equation are<br/></p>,"-<i>j</i>, <i>j</i>, 1","-<i>j</i>, <i>j</i>, 2","1, 2, <i>j</i>","1, 2, -<i>j</i>",,A,
"<p>If F[<i>j</i>ω] is Fourier transform of <i>f</i>(<i>t</i>), then Fourier transform of <i>f</i>(- <i>t</i>) =</p>",- F(<i>j</i>ω),"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-169-2.png""/>",F*(<i>j</i>ω),"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-169-4.png""/>",,C,
<p>The auto correlation of a sampling function is a</p>,triangular function,gate function,signum function,none of the above,,B,
<p>The solution of state equations using Laplace transform is</p>,<i>x</i>(<i>t</i>) = φ(<i>t</i>) <i>x</i>(0) + L<sup>-1</sup> [φ(<i>s</i>) B<i>u</i>(<i>s</i>)],<i>x</i>(<i>t</i>) = φ(<i>s</i>) <i>x</i>(0) + L<sup>-1</sup> [φ(<i>s</i>) B<i>u</i>(<i>s</i>)],"<i>x</i>(<i>t</i>) = <i>e</i><sup>A<i>t</i></sup> <i>X</i>(0) + <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/05-42-3.png""/><i>e</i><i><sup>A</sup></i>(<i>t</i>-<span class=""symbol"">t</span>) B<i>u</i>(<span class=""symbol"">t</span>)<i>d</i><span class=""symbol"">t</span>",Both (a) and (b),,D,
"<p><p><b>Assertion (A):</b>  In order that <i>f</i>(<i>t</i>) is Laplace transformable, it is necessary that <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/27-452.png""/> for real positive σ<sub>1</sub> </p><p><b>Reason (R):</b> If <i>f</i>(<i>t</i>) is known we can find F(<i>s</i>) and vice versa.</p></p>",Both A and R are correct and R is correct explanation of A<br/>,Both A and R are correct but R is not correct explanation of A<br/>,"A is true, R is false<br/>","A is false, R is true",,B,
<p>A gate function which occurs at <i>t</i> = <i>t</i><sub>0</sub> and lasts for duration T can be written as</p>,<i>u</i> (<i>t</i> - <i>t</i><sub>0</sub> - T),<i>u</i>(<i>t</i> - <i>t</i><sub>0</sub>) = <i>u</i>(<i>t</i> - <i>t</i><sub>0</sub> - T),<i>u</i>(<i>t</i> - <i>t</i><sub>0</sub>) - <i>u</i>(<i>t</i> - <i>t</i><sub>0</sub> - T),<i>u</i>(<i>t</i> - <i>t</i><sub>0</sub>) - <i>u</i>(<i>t</i> - <i>t</i><sub>0</sub> + T),,C,
"<p><p><b>Assertion (A):</b>  The response of a network to an impluse is determined only by the parameters of the network.</p><p><b>Reason (R):</b> If <i>f</i>(<i>t</i>) is a unit parabolic function, its Laplace transform is 1/s<sup>3</sup></p></p>",Both A and R are correct and R is correct explanation of A<br/>,Both A and R are correct but R is not correct explanation of A<br/>,"A is true, R is false<br/>","A is false, R is true",,B,
<p><p><b>Assertion (A):</b>  δ(<i>t</i> - <i>b</i>) is an impulse occuring at <i>t</i> = <i>b</i></p><p><b>Reason (R):</b> Intergal of unit impulse gives unit step function.</p></p>,Both A and R are correct and R is correct explanation of A<br/>,Both A and R are correct but R is not correct explanation of A<br/>,"A is true, R is false<br/>","A is false, R is true",,B,
"<p>If a signal <i>g</i>(<i>t</i>) has energy E, then the energy of the signal <i>g</i>(2<i>t</i>) is equal to ...</p>",E/2,E/4,<i>E</i>,2E,,A,
<p>FIR filter Passes __________ Phase.</p>,non-linear phase,linear phase,variable phase,none,,A,
<p>A trigonometric series has</p>,single sided spectra,zero,sync function,undefined,,A,
"<p>If a number of odd functions are added, the resultant sum is</p>",even function,odd funtion,either even or odd function,mixture of odd amd even functions,,B,
<p>In what range should Re(<i>s</i>) remains so that Laplace transform of the function <i>e</i><sup>(<i>a</i> + 2)<i>t</i> + 5</sup> exists?</p>,Re(<i>s</i>) &gt; <i>a</i> + 2,Re(<i>s</i>) &gt; <i>a</i> + 7,Re(<i>s</i>) &lt; <i>a</i>,Re(<i>s</i>) &gt; <i>a</i> + 5,,A,
<p>Which one of the following rules determines the mapping of <i>s</i>-plane to <i>z</i>-plane?</p>,Right half of the s-plane maps into outside of the unit circle in <i>z</i>-plane,Left half of the <i>s</i>-plane maps into outside of the unit circle.,Imaginary axis in <i>s</i>-plane maps in to the circumference of the unit circle.,All of the above,,D,
