question,A,B,C,D,E,answer,explanation
<p>The yield point in static loading is __________ as compared to fatigue loading.</p>,higher,lower,same,,,A,
"<p>When two helical springs of equal lengths are arranged to form a cluster spring, then</p>",shear stress in each spring will be equal,load taken by each spring will be half the total load,all of the above,none of these,,C,
"<p>For a shaft diameter of 200 mm, the number of bolts in a marine flange coupling should be</p>",4,6,8,10,,C,
<p>The stress in the threaded part of the bolt will be __________ as compared to the shank.</p>,same,higher,lower,,,B,
<p>A shaft is a rotating machine element.</p>,Correct,Incorrect,,,,A,
<p>The dedendum circle diameter is equal to (where φ = Pressure angle)</p>,pitch circle diameter x cos φ,addendum circle diameter x cos φ,clearance circle diameter x cos φ,pitch circle diameter x sin φ,,A,
<p>Which one of the following is a positive drive?</p>,Crossed flat belt drive,Rope drive,V-belt drive,Chain drive,,D,
<p>Two closely coiled helical springs with stiffnesses <i>k</i><sub>1</sub> and <i>k</i><sub>2</sub> respectively are connected in series. The stiffness of an equivalent spring is given by</p>,"<img src=""/_files/images/mechanical-engineering/machine-design/592-432-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/592-432-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/592-432-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/592-432-4.png""/>",,A,
"<p>The period during which the cam follower remains at rest, when cam moves, is known as</p>",constant period,fixed period,dwell period,idle period,,C,
<p>The flank of the tooth is the</p>,surface of the top of the tooth,surface of the tooth above the pitch surface,surface of the tooth below the pitch surface,width of the tooth measured along the pitch circle,,C,
<p>The included angle for the British Association thread is</p>,29°,47.3°,55°,60°,,B,
<p>The contact ratio is the ratio of</p>,length of path of contact to the circular pitch,length of arc of contact to the circular pitch,length of arc of approach to the circular pitch,length of arc of recess to the circular pitch,,B,
"<p>The bearing characteristic number is given by (where <i>p</i> = Bearing pressure on the projected bearing area, <i>Z</i> = Absolute viscosity of the lubricant, and <i>N</i> = Speed of the journal)</p>","<img src=""/_files/images/mechanical-engineering/machine-design/596-474-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/596-474-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/596-474-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/596-474-4.png""/>",,D,
<p>The cracks in helical springs used in railway carriages usually start on the inner side of the coil because of the fact that</p>,it is subjected to a higher stress than the outer side,it is subjected to a higher cyclic loading than the outer side,it is more stretched than the outer side during the manufacturing process,it has a lower curvature than the outer side,,B,
"<p>In a marine flange coupling, the thickness of flange is taken as</p>",<i>d</i>/4,<i>d</i>/3,<i>d</i>/2,3 <i>d</i>/4,,B,
<p>The wire ropes make contact at</p>,bottom of groove of the pulley,sides of groove of the pulley,sides and bottom of groove of the pulley,anywhere in the groove of the pulley,,A,
"<p>A metal pipe of 1 m diameter contains a fluid having a pressure of 1 N/mm<sup>2</sup>. If the permissible tensile stress in the metal is 20 N/mm<sup>2</sup>, then the thickness of the metal required for making the pipe will be</p>",5 mm,10 mm,15 mm,25 mm,,D,
<p>A tangent key is provided in pairs at right angles and each key is to withstand torsion in one direction only.</p>,Agree,Disagree,,,,A,
"<p>When the speed of belt increases,</p>",the coefficient of friction between the belt and pulley increases,the coefficient of friction between the belt and pulley decreases,the power transmitted will decrease,the power transmitted will increase,,C,
"<p>According to law of gearing, the common normal at the point of contact between a pair of teeth must always pass through the pitch point.</p>",Correct,Incorrect,,,,A,
"<p>An involute pinion and gear are in mesh. If both have the same size of addendum, then there will be interference between the</p>",tip of the gear and flank of pinion,tip of the pinion and flank of gear,flanks of both gear and pinion,tip of both gear and pinion,,A,
