question,A,B,C,D,E,answer,explanation
"<p>What is the resonance frequency?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq9_1011_1.gif""/></p>",31.8 Hz,71 Hz,7.1 kHz,31.8 kHz,,B,
<p>What is the range between f<sub>1</sub> and f<sub>2</sub> of an RLC circuit that resonates at 150 kHz and has a Q of 30?</p>,100.0 kHz to 155.0 kHz,147.5 kHz to 152.5 kHz,4500 kHz to 295.5 kHz,"149,970 Hz to 150,030 Hz",,B,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq13_1004.gif""/></p><p>What is the bandwidth in the given circuit. If the winding resistance of the coil is 12 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>?</p></p>",6.4 kHz,47.2 kHz,53.7 kHz,60.2 kHz,,A,
"<p>At any resonant frequency, what net voltage is measured across the two series reactive components?</p>",Applied voltage,Reactive voltage,Zero voltage,<i>V<sub>L</sub></i> + <i>V<sub>C</sub></i> voltage,,C,
<p>If the bandwidth of a filter increases:</p>,Q decreases,the roll-off rate increases,the half-power frequency decreases,the center frequency decreases,,A,
<p>Series <i>RLC</i> impedance or voltage totals must always be calculated by</p>,adding values vectorially,graphing the angles,multiplying the values,subtracting the values,,A,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq13_1006.gif""/></p> <p>What is the current through the capacitor in the given circuit?</p></p>",3.5 mA,5.5 mA,9 mA,11.4 mA,,A,
"<p>What is the total impedance of a 60 Hz series RLC circuit when X<sub>L</sub> = 7.5 ohms, X<sub>C</sub> = 265.3 ohms, and R = 33 ohms?</p>",257.8 ohms,259.9 ohms,290.8 ohms,1989.75 ohms,,B,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq13_1008.gif""/></p><p>What is the total current for the nonideal circuit in the given circuit. If it is at resonance?</p></p>",0 A,"284 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/> A",3.3 mA,38.5 mA,,B,
<p>What is the high cutoff frequency for an RLC circuit that resonates at 2000 Hz and has a bandwidth of 250 Hz?</p>,2125 Hz,2250 Hz,1750 Hz,8.0 Hz,,A,
<p>Current in a series RLC circuit may always be used as:</p>,a leading vector,a reference,an angle,a lagging vector,,B,
"<p>What is the impedance of the circuit?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq9_1005_1.gif""/></p>","12.2 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","14.5 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","17.8 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","20.3 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,D,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq13_1004.gif""/></p><p>What is the resonant frequency in the given circuit?</p></p>",6.5 kHz,53.7 kHz,107.4 kHz,18.1 MHz,,B,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq13_1002.gif""/></p> <p>What is the impedance of the circuit in the given circuit?</p></p>","125.7 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>","297.6 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>","370.1 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>","423.3 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>",,C,
"<p>What is the approximate phase angle in a series RLC circuit when V<sub>C</sub> = 117 V, V<sub>R</sub> = 14.5 V, and V<sub>L</sub> = 3.3 V?</p>",–45.0 degrees,–82.7 degrees,–90.0 degrees,–172.7 degrees,,B,
<p>Which statement best describes reactance in a series <i>RLC</i> circuit?</p>,Capacitive reactance is always dominant.,Inductive reactance is always dominant.,Resistance is always dominant.,The larger of the two reactances is dominant.,,D,
<p>What is the band pass (F<sub>1</sub> – F<sub>2</sub>) of an RLC filter that resonates at 150 kHz and has a coil Q of 30?</p>,100.0 kHz to 155.0 kHz,147.5 kHz to 152.5 kHz,295.5 kHz to 4500 kHz,"149,970 Hz to 150,030 Hz",,B,
"<p>What is the power factor?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq9_1010_1.gif""/></p>",0.279,0.479,0.679,0.879,,D,
"<p>What is the phase angle?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq9_1009_1.gif""/></p>",61.4º,28.5º,-28.5º,-61.4º,,C,
<p>What would be the power factor for an RLC circuit that acts inductively?</p>,+90 degrees leading,one,zero,–90 degrees lagging,,C,
<p>Voltage lags current in an RLC circuit when it acts:</p>,capacitively,resistively,inductively,resonantly,,A,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq13_1008.gif""/></p><p>What is the bandwidth of the circuit in the given circuit?</p></p>",11.6 Hz,275.9 Hz,1.5 kHz,3.2 kHz,,B,
"<p>What is the voltage across R1, C1, and L1?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq9_1007_1.gif""/></p>","V<sub>R</sub> = 156 V, V<sub>C</sub> = 165 V, V<sub>L</sub> = 441 V","V<sub>R</sub> = 178 V, V<sub>C</sub> = 187 V, V<sub>L</sub> = 503 V","V<sub>R</sub> = 219 V, V<sub>C</sub> = 232 V, V<sub>L</sub> = 619 V","V<sub>R</sub> = 260 V, V<sub>C</sub> = 276 V, V<sub>L</sub> = 735 V",,A,
