question,A,B,C,D,E,answer,explanation
"<p><p><b>Assertion (A):</b>  A line of length slightly more than <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/25-341-1.png""/> and open circuited at far end is equivalent to an inductive reactance.</p><p><b>Reason (R):</b> A line of length slightly more than <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/25-341-2.png""/> and short circuited at far end behaves as a capacitive reactance.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p><i>TE</i><sub>01</sub> mode of propagation of electromagnetic energy</p>,is merely the TE<sub>10</sub> mode rotated 90°,is merely the TE<sub>10</sub> mode rotated 180°,is the same as TE<sub>10</sub> mode,either (b) or (c),,A,
<p><p><b>Assertion (A):</b>  Slotted line is frequently used for microwave measurements.</p><p><b>Reason (R):</b> The unknown impedance is mounted at the end of slotted line.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>Fibers have numerical aperture (<i>NA</i>) in the range of 0.15 to 0.4 Fibers with higher <i>NA</i> value would have</p>,reduced losses,high bandwidth,reduced losses and low bandwidth,more losses and low bandwidth,,D,
"<p>The following components are used to measure power output of a 2 kW TWT amplifier <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">TWT</li><li style=""padding-top:10px;"">Low pass/High pass filter</li><li style=""padding-top:10px;"">Low power 20 dB attenuator</li><li style=""padding-top:10px;"">40 dB directional coupler with matched load</li><li style=""padding-top:10px;"">Power meter.</li></ol> The correct sequence of connections of these components is:</p>","1, 4, 2, 3, 5","1, 3, 4, 2, 5","1, 2, 4, 3, 5","1, 4, 3, 2, 5",,B,
<p>Which part of radio spectrum is more crowded?</p>,Lower frequency part,Higher frequency part,Both (a) and (b),None of these,,D,
<p>As compared to their values in free space</p>,velocity of electric wave in dielectric is smaller but wave length of electric wave is more,both velocity and wave length of electric wave in dielectric are higher,both velocity and wave length of electric wave in dielectric are smaller,wave length of electric wave is less but velocity is more in dielectric,,C,
"<p>A 3 port circulator is in the given figure. Its scattering matrix is<br/><img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-174.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-174-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-174-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-174-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-174-4.png""/>",,A,
"<p>Characteristic impedance of a coaxial cable is inversely proportional to <span class=""root"">∈<i><sub>r</sub></i></span>.</p>",True,False,,,,A,
<p>A rectangular waveguide has a discontinuity in the form of reduced narrow dimension. In the equivalent circuit this discontinuity can be represented by</p>,a shunt capacitance at the discontinuity,a shunt inductance at the discontinuity,a shunt resistance at the discontinuity,none of the above,,A,
<p>Depth of penetration does not depend on frequency.</p>,True,False,,,,B,
<p><p><b>Assertion (A):</b>  Inter-digitated geometry is widely used for microwave transistors.</p><p><b>Reason (R):</b> Tuning at input and output of transistor uses MOS chip capacitors.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>For a 1 cm x 2 cm air filled rectangular waveguide the maximum frequency should be less than about</p>,1000 MHz,5000 MHz,14000 MHz,140000 MHz,,C,
<p>Hollow waveguides are used as transmission lines at frequencies</p>,above 1 GHz,above 5 GHz,above 10 MHz,above 1 MHz,,B,
"<p>If <span class=""symbol"">r</span><i><sub>v</sub></i> is reflection coefficient and VSWR is voltage standing wave ratio, then</p>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/09-32-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/09-32-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/09-32-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/09-32-4.png""/>",,B,
"<p>In the given figure the equivalent circuit of a <i>T</i> attenuator. If <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/19-229.png""/> the condition for matched attenuator is <br/><img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/19-229-0.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/19-229-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/19-229-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/19-229-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/19-229-4.png""/>",,A,
<p>The total power radiated from an antenna system is determined by imagining that the antenna is at the centre of a very large</p>,sphere,rectangle,square,ellipse,,A,
"<p>The AM, PM, and TV broadcast frequencies are</p>",of the same order as microwave range,much lower than microwave range,much higher than microwave range,either (a) or (c),,B,
<p><p><b>Assertion (A):</b>  For a reciprocal microwave junction the <i>S</i> matrix is symmetrical.</p><p><b>Reason (R):</b> In a symmetrical matrix <i>S<sub>ij</sub></i> = <i>S<sub>ji</sub></i>.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>In TE mode of waveguide E<i><sub>z</sub></i> = 0</p>,True,False,,,,A,
<p>The primary constants of a transmission line are</p>,R and L,"R, L and C",R and C,"R, L, G and C",,D,
