question,A,B,C,D,E,answer,explanation
<p>In a magnetron the magnetic flux density is of the order of</p>,1<i> mWb</i>/<i>s</i>,1 <i>Wb</i>/<i>m</i><sup>2</sup>,10<sup>6</sup> <i>m</i>/<i>s</i>,10<sup>12</sup> <i>m</i>/<i>s</i>,,A,
<p>For a directional coupler the power is in the ratio of</p>,40 dB,30 dB,20 dB,10 dB,,C,
<p>As regards rectangular and circular waveguides</p>,both have infinite set of TE and TM modes,rectangular waveguide has infinite TE and TM modes but not the circular waveguide,circular waveguide has infinite TE and TM modes but not the rectangular waveguide,none of the above,,A,
<p>In a high frequency coaxial line and the length of line characteristic impedance is a function of</p>,properties of insulating material only,inner and outer conductor radius only,both (a) and (b),neither (a) nor (b),,C,
"<p><p><b>Assertion (A):</b>  In TE<sub>10</sub> mode the cutoff frequency of rectangular waveguide is <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/26-372-1.png""/> where <i>a</i> is the broad dimension and <i>c</i> is velocity of light.</p><p><b>Reason (R):</b> TE<sub>10</sub> mode is the dominant mode in rectangular waveguide.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>The usable bandwidth of ridge wave guide</p>,is lower than that of rectangular waveguide,is higher than that of rectangular waveguide,is almost same as that of rectangular waveguide,is very small as compared to that of rectangular waveguide,,B,
<p><p><b>Assertion (A):</b>  In TE mode for rectangular waveguide.</p><p><b>Reason (R):</b> In TM mode for rectangular waveguide.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>The attenuation characteristics of a loaded line is similar to that of</p>,low pass filter,high pass filter,band pass filter,band stop filter,,D,
"<p>A microstrip line has ∈<i><sub>r</sub></i> = 9. The normalised wavelength <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/19-221.png""/> is about</p>",10,2,1,0.4,,D,
<p>If the repeller voltage in a klystron oscillator is increased the transit time of electron</p>,will be increased,will be decreased,will remain the same,either (a) or (b),,C,
<p>In which of the following devices can the operation be visualised in terms of a series feedback loops?</p>,TWT,Reflex klystron,Klystron amplifier,Backward wave oscillator,,D,
<p>The first and second subscripts in models of circular waveguides depict</p>,the number of full sine wave variations in circumference in direction and Bessel function variations in radial direction respectively,the Bessel function variations in radial direction and the number of full sine wave variations in circumference direction respectively,the Bessel function variations in circumference direction and number of full sine wave variations in radial direction respectively,none of the above,,A,
<p>In which mode of circular waveguide does the attenuation continuously decrease as frequency is increased?</p>,TE<sub>01</sub>,TE<sub>11</sub>,TE<sub>05</sub>,TE<sub>21</sub>,,A,
<p>In which mode of rectangular waveguide are all field components zero?</p>,TM<sub>00</sub>,TM<sub>11</sub>,TM<sub>01</sub>,TM<sub>10</sub>,,A,
<p>A microstrip line has dielectric having relative permittivity ∈<i><sub>r</sub></i>. The effective dielectric constant is</p>,more than ∈<i><sub>r</sub></i>,equal to 1,less than ∈<i><sub>r</sub></i>,either <i>a</i> or <i>b</i>,,C,
<p>The rotation of direction of E field of a linearly polarized wave passing through a magnetised ferric medium is called</p>,Lorentz rotation,Faraday rotation,Steinmitz rotation,Fleming's rotation,,B,
<p>If air pressure in a rectangular waveguide is increased the maximum power handling capacity</p>,is decreased,is increased,remains the same,may increase or decrease depending on pressure,,B,
<p>A directional coupler is used to determine</p>,"<span class=""symbol"">r</span><sub>v</sub>","<span class=""symbol"">r</span><sub>v</sub> and VSWR",L and C,wave velocity,,B,
"<p>A square waveguide carries TE<sub>11</sub> mode whose axial magnetic field is given by H<sub>z</sub> = H<sub>0</sub> <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/15-148.png""/>, <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/15-148.png""/> where the guide dimensions are in cms. The cut off frequency of the mode is</p>",5 GHz,7.5 GHz,6.5 GHz,8 GHz,,B,
<p>For air filled circular waveguides</p>,the attenuation due to imperfect conducting walls is negligible,the attenuation due to imperfect dielectric is negligible,both the attenuation i.e. due to imperfect conducting walls and due to imperfect dielectric are significant,the total attenuation is almost zero,,B,
<p>A short circuited stub is preferred to an open circuited stub because an open circuited stub</p>,is more difficult to fabricate and construct,is made of transmission line of different <i>Z</i><sub>0</sub>,is liable to radiate,is incapable of giving full range of reactance,,C,
"<p>If the peak transmitted power in a radar is increased by a factor 81, the maximum range is increased by a factor of</p>",3,9,27,81,,A,
<p>Radar is essentially an echo ranging system</p>,True,False,,,,A,
<p>In Gunn diode electrons are transferred from</p>,Ridge guide is essentially a form of capacitively loaded guide,low to high mobility energy bands,valley to domain formation,domain to valley formation,,A,
"<p>Consider the following statements about radar Beacon <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">It is also called transponder.</li><li style=""padding-top:10px;"">It includes pulse transmitter, receiver and antenna.</li><li style=""padding-top:10px;"">It replies with full power even when the signal receives is weak.</li></ol> Which of the above statements are correct?</p>",All,1 and 2 only,2 and 3 only,2 only,,A,
"<p>Consider the following statements about instrument landing system of aircraft <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">It ensures correct landing under conditions of low visibility.</li><li style=""padding-top:10px;"">It consists of runaway localizer, glide path equipment and marker beacons.</li><li style=""padding-top:10px;"">It is basically a blind landing system.</li></ol> Which of above statements are correct?</p>",All,1 and 2 only,1 and 3 only,2 only,,A,
<p>Effect of loading of line is</p>,"increase in Z<sub>0</sub>, <span class=""symbol"">a</span> and β","increase in Z<sub>0</sub> and β but decrease in <span class=""symbol"">a</span>","decrease in Z<sub>0</sub>, <span class=""symbol"">a</span> and β","decrease in Z<sub>0</sub> and β but increase in <span class=""symbol"">a</span>",,B,
<p>Which mode has the minimum cutoff frequency in rectangular wave guides?</p>,TE<sub>11</sub>,TE<sub>10</sub>,TE<sub>01</sub>,TE<sub>20</sub>,,B,
"<p>As compared to dimensions of most feeds, the skin depth at microwave frequencies is</p>",of the same magnitude,much larger,much smaller,either (b) or (c),,A,
<p>In microwave communication links the fading due to rain occurs. The methods to solve this problem include</p>,antenna replacement and feed correction,amplitude trimming and phase correction,polarization shifting and code diversity,path diversity and frequency diversity,,D,
<p>A microwave connector should have high SWR.</p>,True,False,,,,B,
<p><p><b>Assertion (A):</b>  A small section of high impedance line is equivalent to a series inductance.</p><p><b>Reason (R):</b> A small section of a low impedance line is equivalent to a series resistance.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,C,
<p><p><b>Assertion (A):</b>  Bolometer is frequently used in microwave power measurement.</p><p><b>Reason (R):</b> In a bolometer the input microwave power causes a change in resistance.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>The radiation resistance of a doublet antenna of length dl is proportional to</p>,δ <i>l</i>,(δ <i>l</i>)<sup>2</sup>,(δ <i>l</i>)<sup>3</sup>,(δ <i>l</i>)<sup>05</sup>,,B,
<p>Which of the following statements is not correct regarding modes of electromagnetic energy transmission?</p>,In TE mode the direction of electric field is always and everywhere transverse to the direction of propagation,In TM mode the magnetic field pattern is always and everywhere transverse to the direction of propagation,The subscripts is TE and TM designations denote the number of half sine wave variations of the field components in x and y directions respectively.,TM<sub>11</sub> is called the dominant mode.,,D,
<p>Oscillations are obtained from a reflex klystron only for combinations of anode voltage and repeller voltage that give a favourable transit time.</p>,True,False,,,,A,
"<p>In the given figure shows a 10dB directional coupler. If power input at port 1 is 100 mW, power output at port 3 is<br/><img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-175.png""/></p>",10 mW,15 mW,20 mW,25 mW,,A,
<p>The noise figure of klystron amplifier is about</p>,25 dB,3 dB,zero,1 dB,,A,
<p>Which one of the following is true for EM wave propagation through rectangular waveguide of cross-section 2<i>a</i> x <i>a</i></p>,critical wavelength for TE<sub>10</sub> mode is the same as that for TE<sub>02</sub> mode,critical wavelength for TE<sub>10</sub> mode is one half of that for TE<sub>10</sub> mode,critical wavelength for TE<sub>10</sub> mode is the same as that for TM<sub>10</sub> mode,critical wavelength for TE<sub>10</sub> mode is double that for TE<sub>01</sub>mode,,C,
"<p>In the given figure the line voltage after a number of reflections will be<br/><img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/18-193.png""/></p>",30 V,-30 V,10 V,-10 V,,C,
