question,A,B,C,D,E,answer,explanation
<p>In a rectangular waveguide cutoff wavelength for TE<sub>10 </sub>mode is 8 cm. Then cutoff wavelength for TE<sub>20</sub> mode is</p>,8 cm,6 cm,4 cm,2 cm,,C,
<p>In a coaxial line</p>,the characteristic impedance is less than that of two wire line,the wave velocity is less than that of two wire line,both (a) and (b),neither (a) nor (b),,C,
<p>If <i>a</i> and <i>b</i> are the width and height of rectangular wave-guide the cut off wavelength λ<sub>c</sub> for TE<sub>20</sub> mode is equal to</p>,<i>a</i>,<i>a</i> + <i>b</i>,<i>a</i> - <i>b</i>,"<span class=""root""><i>a</i><sup>2</sup> + <i>b</i><sup>2</sup></span>",,A,
<p>A TEM wave is incident normally on a perfect conductor. The E and H fields at boundary will respectively be</p>,minimum and maximum,minimum and minimum,maximum and minimum,maximum and maximum,,A,
<p>The scattering matrix of magic tee is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/15-159-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/15-159-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/15-159-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/15-159-4.png""/>",,A,
<p>Frequency range for satellite communication is</p>,1 kHz to 100 kHz,100 kHz to 10 MHz,10 MHz to 100 MHz,1 GHz to 30 GHz,,D,
<p>For a given operating frequency a waveguide has more power handling capacity than a coaxial line.</p>,True,False,,,,A,
<p>VSWR = E<i><sub>max</sub></i>/E<i><sub>min</sub></i>.</p>,True,False,,,,A,
<p>Power monitor and reflectometer use the principle of</p>,directional coupler,klystron amplifier,Gunn diode,TWT,,A,
"<p>A line slightly longer than <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/10-39.png""/> length and short circuited at far end behaves as</p>",an inductance,a capacitance,L and C in series,L and C in parallel,,B,
"<p>Compared to coaxial lines, the advantages of wave guides are</p>",higher power handling capacity,lower loss per unit length,cheaper and simple mechanical structure,all of the above,,D,
<p>Standard mismatches are used to calibrate SWR and impedance measuring equipments.</p>,True,False,,,,A,
"<p>As compared to LED, LASER has <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">higher emission efficiency</li><li style=""padding-top:10px;"">no tuning arrangement</li><li style=""padding-top:10px;"">narrow spectral width</li><li style=""padding-top:10px;"">provision for confinement</li></ol> Of these statements</p>","1, 2, 3 are correct","1, 2, 4 are correct",1 and 3 are correct,"1, 3, 4 are correct",,D,
<p>Microwaves are used for</p>,telephony,radio broadcast,TV systems,all of the above,,D,
<p>In a shield helix</p>,the spacing between adjacent turns is very large,the spacing between adjacent turns approaches zero,the spacing between adjacent turns approaches zero and wire thickness approaches zero,the spacing between adjacent turns is very large wire thickness approaches zero,,C,
"<p>Consider the following statements about hybrid ring <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Ports 1 and 2 are decoupled.</li><li style=""padding-top:10px;"">Port 3 and 4 are coupled.</li><li style=""padding-top:10px;"">A signal entering either port 1 or 2 splits equally between ports 3 and 4.</li><li style=""padding-top:10px;"">A signal entering either port 3 or 4 splits equally between ports 1 and 2.</li></ol> Which of the above are correct?</p>","1, 2, 3 and 4","1, 3 and 4",1 and 2,"2, 3 and 4",,B,
<p>TM<sub>01</sub> mode in circular waveguide is analogous to</p>,TM<sub>10</sub> mode in square waveguide,TM<sub>11</sub> mode in square waveguide,TM<sub>20</sub> mode in square waveguide,TM<sub>02</sub> mode in square waveguide,,B,
"<p>In microwave system, waveguide twists</p>",change the plane of polarization of a propagating wave,change the direction of a propagating wave,change the mode of a propagating wave,both (b) and (c),,A,
"<p>Guide wavelength (λ<sub>g</sub>), cutoff wavelength (λ<sub>c</sub>) and free space wavelength (λ<sub>0</sub>) of a waveguide are related as</p>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-166-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-166-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-166-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-166-4.png""/>",,A,
<p>A 'rat race' is a</p>,hybrid junction for microwaves,a microwave oscillator,a microwave amplifier,a microwave antenna,,A,
<p>A directional coupler is used</p>,to transmit microwave signals,to generate microwave signals,to measure amplitude and phase of a travelling wave,both (a) and (b),,C,
"<p><p><b>Assertion (A):</b> In rectangular waveguide TE<sub>01</sub> mode is just TE<sub>10</sub> mode rotated by 90°.</p><p><b>Reason (R):</b> When a rectangular waveguide is rotated by 90°, the broad and narrow dimensions get interchanged.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A,
"<p>Consider the following statements about a magic tee <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">The collinear arms are isolated from each other.</li><li style=""padding-top:10px;"">On of the collinear arms is isolated from E arm.</li><li style=""padding-top:10px;"">On of the collinear arms is isolated from H arm.</li><li style=""padding-top:10px;"">E and H arms are isolated from each other.</li></ol> Of the above statements</p>",1 and 2 are correct,1 and 3 are correct,1 and 4 are correct,2 and 3 are correct,,C,
"<p><p><b>Assertion (A):</b>  Hollow waveguides are frequently used as transmission lines at microwave frequencies.</p><p><b>Reason (R):</b> Waveguide has high power handling capacity, low loss and simple structure.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A,
"<p>In <span class=""symbol"">p</span> mode of operation of magnetron the spikes due to phase focussing effect rotate at an angular velocity corresponding to</p>",one pole/cycle,two pole/cycle,four pole/cycle,six pole/cycle,,B,
<p>Dielectric constant and conductivity of rocky soil and flat sandy soil are around</p>,10 and 20 mho/cm respectively,20 and 10 mho/cm respectively,2 and 5 mho/cm respectively,0.5 and 2 mho/cm respectively,,A,
<p>The main advantage of using micro waves for communications is</p>,large bandwidth,small bandwidth,low power,high power,,A,
"<p>A line of length less than <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/10-41.png""/> and open circuited at far end behaves as</p>",inductance L,capacitance C,L and C in series,L and C in parallel,,B,
<p>The beam of a radar should be</p>,very narrow,very wide,neither too narrow nor very wide,either (<i>b</i>) or (<i>c</i>),,A,
<p>TE<sub>10</sub> mode of propagation of electromagnetic energy in waveguides can be thought of as</p>,three TEM waves travelling along length of wave-guide,One TEM wave travelling along length of wave guide and one TEM wave propagation in the transverse plane,One TEM wave travelling along the length of wave guide and two TEM waves,none of the above,,C,
<p>Ridge waveguide is essentially a form of capacitively loaded guide.</p>,True,False,,,,A,
<p>In a rectangular waveguide</p>,the broad width is generally labelled '<i>a</i>' and height '<i>b</i>',the broad width is generally labelled '<i>b</i>' and height '<i>a</i>',any one of the dimensions may be labelled '<i>a</i>' and the other '<i>b</i>',the length is labelled as '<i>a</i>',,A,
<p>Which of the following modes cannot exist in rectangular resonant cavity?</p>,TE<sub>110</sub>,TE<sub>011</sub>,TM<sub>110</sub>,TM<sub>111</sub>,,A,
<p>In a Gunn diode oscillator drift velocity of electron is 10<sup>7</sup> cm/s and active region length is 10 x 10<sup>-4</sup> cm. The natural frequency of oscillation is</p>,1 MHz,10 MHz,1 GHz,10 GHz,,D,
<p><p><b>Assertion (A):</b>  An artificial transmission line can be used as a pulse generator.</p><p><b>Reason (R):</b> A pulse function is used very frequently in network analysis.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>A waveguide twist is used to change the plane of polarization.</p>,True,False,,,,A,
"<p>Consider the following statements about directional coupler shown in the figure<br/><img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/20-248.png""/> <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Ports 1 and 2 are decouple</li><li style=""padding-top:10px;"">Ports 3 and 4 are decoupled</li><li style=""padding-top:10px;"">Pots 1 and 3 are decoupled</li><li style=""padding-top:10px;"">Ports 1 and 4 are decoupled</li></ol> Which of the above statements are correct?</p>",1 and 2 only,3 and 4 only,"1, 2 and 3","2, 3 and 4",,A,
<p>In a multicavity klystron amplifier the electron velocity of the order of</p>,10 m/s,10<sup>3</sup> m/s,10<sup>6</sup> <i>m</i>/<i>s</i>,10<sup>12</sup> <i>m</i>/<i>s</i>,,C,
<p>At a frequency equal to cutoff frequency in a rectangular wave guide</p>,the flow of electromagnetic energy is zero,the flow of electromagnetic energy is infinite,the flow of electromagnetic energy is 50% of maximum,the flow of electromagnetic energy is 10% of maximum,,B,
"<p>Two identical hybrid tees are joined as shown in the given figure. If 16 mW power is fed into port 1, the power output at ports 2 , 3, 1', 2', 3' respectively is<br/><img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-162.png""/></p>","8, 4, 2, 2, 0 mW","0, 8, 4, 4, 0 mW","0, 8, 2, 2, mW","8, 2, 4, 2, 0 mW",,B,
<p>In a microwave resistor the wall thickness is made as small as possible to</p>,have high value of R,have low value of R,minimize capacitive effect,reduce inductance,,C,
<p>In a klystron amplifier the transit time of electron passing the gap in the cavity should be</p>,less than one cycle,less than half cycle,less than quarter cycle,more than quarter cycle,,C,
"<p>In a cable with ∈<i><sub>r</sub></i> = 4, the wave velocity is</p>",3 x 10<sup>8</sup> m/s,0.75 x 10<sup>8</sup> m/s,1.5 x 10<sup>8</sup> m/s,10<sup>8</sup> m/s,,C,
<p>In a backward wave oscillator the efficiency</p>,is much higher than in TWT,is much lower than in TWT,is almost the same as in TWT,either (a) or (b),,C,
"<p>Consider the following statements <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Fading of signals is generally greatest near radio horizon.</li><li style=""padding-top:10px;"">Fading of signals is generally greatest in shadow zone.</li><li style=""padding-top:10px;"">Fading is small when a good optical path is present.</li></ol> Which of the above statements are correct?</p>","1, 2 and 3",1 and 2 only,1 and 3 only,2 and 3 only,,A,
<p>The use of coaxial microwave line should be restricted to frequencies</p>,below cut off frequency of TE<sub>11</sub> mode,above cut off frequency of TE<sub>11</sub> mode,at frequencies much lower than cut off frequency of TE<sub>11</sub> mode,at frequencies much higher than cut off frequency of TE<sub>11</sub> mode,,A,
<p>Generally the wall thickness of rectangular waveguide is</p>,about 1-5 mils,about 40-100 mils,about 0.1 to 0.5 mils,about 500 mils,,B,
"<p>If Q<sub>L</sub> is loaded Q, Q<sub>E</sub> is external Q and Q<sub>U</sub> is unloaded Q of a microwave resonator, then</p>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/21-253-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/21-253-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/21-253-3.png""/>",Q<sub>L</sub> = Q<sub>E</sub> + Q<sub>U</sub>,,A,
