question,A,B,C,D,E,answer,explanation
"<p>The incidence from dielectric medium 1 (ε<sub>1</sub>) into dielectric medium 2 (ε<sub>2</sub>), Brewster angle θ<sub>B</sub> and the corresponding angle of transmission θ<sub><i>t</i></sub> for <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-246-1.png""/> will be respectively</p>",30° and 30°,30° and 60°,60° and 30°,30° and 60°,,C," <p>Brewster angle θ = tan<sup>-1</sup> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-245-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-246-1.png""/></p> "
"<p>A medium of relative permittivity ε<sub><i>r</i>2</sub> = 2 forms an interface with free space. A point source of EM energy is located in the medium at a depth of 1 meter from the interface. Due to the total internal reflection, the transmitted beam has a circular cross-section over the interface. The area of the beam cross section at the interface is given by</p>","2<span class=""symbol"">p</span> m<sup>2</sup>","<span class=""symbol"">p</span><sup>2</sup> m<sup>2</sup>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/182-9.51-1.png""/> m<sup>2</sup>","<span class=""symbol"">p</span> m<sup>2</sup>",,D," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-234-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-234-2.png""/></p> "
"<p>A transmission line of characteristic impedance <i>z</i><sub>0</sub> = 50 Ω. Phase Velocity = 2 x 10<sup>8</sup> m/sec, and length <i>l</i> = 1 m is terminated by a load <i>z</i><sub>1</sub> = (30 - <i>j</i> 40) ohms. The input impedance of the line for a frequency of 100 MHz will be</p>",(30 + <i>j</i> x 40) Ω,(30 - <i>j</i> 40) Ω,(50 + <i>j</i> x 40) Ω,(50 - <i>j</i> 40) Ω,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-242-1.png""/>.</p> "
"<p>A circular waveguide carries TE<sub>11</sub> mode whose radial electric-field is given by <br/>E<sub><i>r</i></sub> = E <sub>0</sub>J<sub>1</sub> (<i>r</i>) sin φ V/m <br/>where '<i>r</i>' is the radial distance in cm, from the waveguide axis. The cut-off wavelength of the mode is</p>",10 cm,"3<span class=""symbol"">p</span> cm","2<span class=""symbol"">p</span> cm",8 cm,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-175-1.png""/>.</p> "
<p>A uniform plane wave travelling in air is incident on the plane boundary between air and another dielectric medium with ε<sub>r</sub> = 4. The reflection coefficient for the normal incidence is</p>,zero,0.5 ∠180°,0.33 ∠0°,0.33 ∠180°,,D," <p>Reflection coefficient <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-217-1.png""/> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-217-2.png""/>.</p> "
<p>A transmission line has characteristics impedance of (75 + <i>j</i> 0.01) Ω and is terminated in a load impedance of (70 + <i>j</i> 50) Ω. The transmission coefficient will be</p>,1.70 - <i>j</i> 2.97,0.08 + <i>j</i> 0.32,1.32 + <i>j</i> 1.38,1.08 + <i>j</i> 0.32,,D," <p>Transmission coefficient <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-302-1.png""/>.</p> "
<p>Maximum effective aperture of an antenna which is operating at a wavelength of 3 meters and has a directivity of 100</p>,71.68 m<sup>2</sup>,716 m<sup>2</sup>,7.16 m<sup>2</sup>,71.6 m<sup>2</sup>,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-356-1.png""/>.</p> "
<p>The distance between maxima and minima of a standing wave is</p>,λ/4,λ/2,λ,2λ,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-95-1.png""/></p> "
<p>A TV. transmitting aerial is fixed on top of a 150 metre tower located on a mountain 1200 m height. The range of transmitter is</p>,51 km,152 km,152 m,51 m,,B," <p>1 = 1.44[<span class=""root""><i>h<sub>t</sub></i></span> + <span class=""root""><i>h<sub>t</sub></i></span>]</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-399-1.png""/></p> "
<p>A vertical wire of 1 meter length carries a current of 1 A at 10 MHz. The total radiated power is nearly</p>,0.13 W,0.88 W,7.3 W,73 W,,D," <p>P = I<sup>2</sup> . R <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> (1)<sup>2</sup> . 73 <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> 73 watt.</p>
<p>Here, vertical wire will be considered as dipole.</p> "
<p>The length of half-wave antenna is at 30 MHz</p>,2.5 meter,5 meter,10 meter,100 meter,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-359-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-359-2.png""/>.</p> "
"<p>For a 400 kHz transmission line having L = 0.5 mH/km, C = 0.08 mF and negligible R and G, the characteristic impedance will be</p>",14 Ω,28 Ω,39 Ω,79 Ω,,D," <p><i>f</i> = 400 kHz, L = 0.5 mH, C = 0.08 mF</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/218-587-1.png""/>.</p> "
"<p>Which one of the following statement is not a correct for a plane wave with <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/190-106-1.png""/> = 0.5<i>e</i><sup>-0.1<i>x</i></sup> cos (10<sup>6</sup><i>t</i> - 2<i>x</i>)<i>a<sub>z</sub></i> A/m?</p>",The wave frequency is 10<sup>-6</sup> r.p.s.,The wavelength is 3.14 m,The wave travels + <i>x</i> direction,Wave is polarized in the <i>z</i> direction.,,D," <p>P = E x H <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> P = EH, θ = 90°</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-276-1.png""/> η = 120<span class=""symbol"">p</span> = 377 Ω.</p> "
<p>Beamwidth (between first nulls) will be for an antenna at 3 MHz with directivity of 100</p>,140°,70°,210°,60°,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-362-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-362-2.png""/>.</p> "
"<p>If <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-223-1.png""/> and <br/> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-223-2.png""/> <br/>the time average Poynting vector is</p>",null vector,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-223-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-223-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-223-5.png""/>",,A," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-223-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-223-2.png""/></p> "
<p>Calculate the wave number in waveguide having dimensions 4 x 2 cm at 3 GHz</p>,6.28,62.8,8,0,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-199-1.png""/>.</p> "
"<p>For a transmission line with homogeneous dielectric the capacitance per unit length is '<i>c</i>', the relative permittivity of the dielectric is 'ε<sub><i>r</i></sub>' and velocity of light in free space is '<i>v</i>' the characteristic impedance <i>z</i><sub>0</sub> is equal to</p>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-254-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-254-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-254-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-254-4.png""/>",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-254-1.png""/>.</p> "
<p>The I/P impedance of a short circuited quarter wave long transmission line is</p>,purely reactive,purely resistive,depend on the characteristic impedance of the line,none of the above,,D," <p>Because for irrotational, ∇ x <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/192-153-1.png""/> = 0.</p> "
<p>A dipole antenna of λ/8 length has an equivalent total loss resistance of 1.5 Ω. The efficiency of the antenna is</p>,0.89159%,8.9159%,89.159%,891.59%,,C," <p>R<sub><i>r</i></sub> = 80<span class=""symbol"">p</span><sup>2</sup> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-427-1.png""/> , R<sub><i>e</i></sub> = 1.5 Ω, </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-429-1.png""/>.</p> "
"<p>Gain of an antenna with a circular aperture of diameter 4 meter at frequency of 10 GHz, with directivity 60</p>",60,100,30,90,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-357-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-357-2.png""/></p> "
"<p>If the electric field intensity is given by <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-216-1.png""/>, the potential difference between <i>x</i>(2, 0, 0) and <i>y</i>(1, 2, 3) is</p>",+1 volt,-1 volt,+5 volt,+6 volt,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-216-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-216-2.png""/></p> "
"<p>Medium 1 has the electrical permittivity ε<sub>1</sub> = 1.5 ε<sub>0</sub> farad/m and occupies the region to the left of <i>x</i> = 0 plane. Medium 2 has the electrical permittivity ε<sub>2</sub> = 2.5 ε<sub>0</sub> farad/m and the occupies the region to the right of <i>x</i> = 0 plane. If E<sub>1</sub> in medium 1 is <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-215-1.png""/> volt/m, then E<sub>2</sub> in medium 2 is</p>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-215-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-215-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-215-5.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-215-4.png""/>",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-215-1.png""/></p>
<p>According to boundary condition </p>
<p>hence, E<sub><i>z</i>1</sub> = E<sub><i>z</i>2</sub></p>
<p>E<sub><i>y</i>2</sub> = E<sub><i>y</i>1</sub></p>
<p>E<sub><i>t</i>1</sub> = E<sub><i>t</i>2</sub></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-215-2.png""/></p> "
<p>Polarization of a wave is</p>,direction of electric field,direction of magnetic field at some fixed point in space,either (a) or (b),none of the above,,A, <p>Direction of electric field is to be taken as reference.</p> 
<p>Calculate the critical frequency for the E layer if maximum ionic densities are 3 x 10<sup>6</sup></p>,15.58 x 10<sup>6</sup>,15.58 kHz,1.58 x 10<sup>3</sup>,None of the above,,B," <p><i>f<sub>c</sub></i> = 9<span class=""root"">N<sub>max</sub></span> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-325-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> 15.58 x 10<sup>3</sup> Hz.</p> "
"<p>Calculate the directivity of a given linear end fire, uniform array of 20 element, each separated by λ/3</p>",100,10,26.66,30,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-376-1.png""/> .</p> "
"<p>For a 400 kHz transmission line having L = 0.5 mH/km, C = 0.08 mF and negligible R and G, the velocity propagation will be</p>",15.8303 km/s,15.830 km/s,1.583 km/s,0.1583 km/s,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/207-493-2.png""/> m/sec.</p> "
"<p>Antenna efficiency of antenna is, if radiation resistance is 370 Ω and loss resistance is 100 Ω</p>",80%,87%,78%,21.27%,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-344-1.png""/>.</p> "
<p>At a particular time it is observed that the frequencies of F layer at Delhi is 3 MHz the maximum electron density is</p>,11 x 10<sup>10</sup>,1.1 x 10<sup>10</sup>,0.11 x 10<sup>10</sup>,11 x 10<sup>12</sup>,,A," <p><i>f<sub>c</sub></i> = 9<span class=""root"">N<sub>max</sub></span> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> 3 x 10<sup>6</sup> = 9<span class=""root"">N<sub>max</sub></span></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-324-1.png""/></p>
<p>N<sub>max</sub> = 0.11 x 10<sup>12</sup> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> 11 x 10<sup>10</sup>/m<sup>3</sup>.</p> "
"<p>The effective length of an λ/2 antenna (Given R<sub><i>r</i></sub> = 73 Ω and (A<sub><i>e</i></sub>)<sub>max</sub> = 0.13 λ<sup>2</sup> and η = 120 <span class=""symbol"">p</span> is __________ .</p>",0.6348 λ,0.317 λ,0.158 λ,0.371 λ,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-440-1.png""/>.</p> "
"<p>Calculate cut off frequency for dominant mode in rectangular waveguide if dimensions are <i>a</i> = 2, <i>b</i> = 1 cm.</p>",7.5 GHz,1.5 GHz,15 GHz,150 GHz,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-188-1.png""/></p>
<p>7.5 x 10<sup>9</sup> Hz <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> 7.5 GHz.</p> "
<p>The input impedance for a half dipole if radii of both the antenna is 4 and 8 meter respectively</p>,600 Ω,100 Ω,657 Ω,650 Ω,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-382-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> 657 Ω.</p> "
<p>A rectangular waveguide measures 3 x 4.5 cm internally and has a 10 GHz signal propagated in it. Calculate the guide wavelength for dominant mode.</p>,13.5 m,3 m,88/3 m,3/88 m,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-190-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-190-2.png""/>.</p> "
<p>A rectangular waveguide measures 3 x 4.5 cm internally and has a 10 GHz signal propagated in it. Calculate the cut off frequency for dominant mode.</p>,4 GHz,7.5 GHz,5 GHz,10 GHz,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-189-1.png""/>.</p> "
"<p>Find the flux crossing the plane surface defined by 0.5 ≤ <i>r</i> ≤ 3.5 m and 0 ≤ <i>z</i> ≤ 3 m. if <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/199-298-1.png""/></p>",0,255 W<i>b</i>,6.45 W<i>b</i>,none of the above,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-298-1.png""/>.</p> "
"<p>An isolated sphere in air has a radius equal to <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/196-238-1.png""/> meter, its capacitance is</p>","<span class=""symbol"">p</span>F",1F,"4<span class=""symbol"">p</span>F","1/4<span class=""symbol"">p</span>F",,B," <p>C = 4<span class=""symbol"">p</span> ε<sub>0</sub> . R.</p> "
<p>Find cut off wavelength for mode TE<sub>11</sub> in a circular waveguide having radius 2 cm. Assume K'<sub><i>a</i></sub> = 1.841</p>,4 cm,6.82 cm,8 cm,68.2 cm,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-196-1.png""/>.</p> "
"<p>The refractive index of E layer, if angle of incidence is 30°</p>",0.5,0.25,0,1,,A, <p>μ = sin <i>i</i></p> 
"<p>The sinusoidally time varying vector field <br/><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-249-1.png""/> is</p>",elliptically polarized,circularly polarized,linearly polarized,unpolarized,,D," <p>60° phase, same magnitude, it form.</p> "
<p>A transmission line having 50 Ω impedance is terminated in a load of (40 + <i>j</i> 30) Ω. The VSWR is</p>,<i>j</i> 0.033,0.8.+ <i>j</i> 0.6,1,2,,D," <p>Z<sub>C</sub> = 50 Ω, Z<sub>L</sub> = 40 + J30, <span class=""symbol"">r</span> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-243-1.png""/> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-264-1.png""/>.</p> "
