question,A,B,C,D,E,answer,explanation
"<p>In microwave communication, some times, microwave signals reach large distances by following the earth curvature. This phenomenon is called</p>",tropospheric scatter,faraday effect,ionospheric reflection,ducting,,D,
<p>An antenna is synonymous to a</p>,generator,transformer,regulator,reflector,,B,
<p>Alternating current can induce voltage because it has magnetic field which is</p>,constant,time varying,stronger field than D.C.,closed loop nature.,,B,
<p>Which of the following frequencies cannot be used for reliable beyond-the-horizon terrestrial communications without repeaters?</p>,25 kHz,15 MHz,750 MHz,12 GHz,,D,
<p>Maximum effective aperture (A<sub><i>e</i></sub>)max of short dipole antenna is</p>,1.119 λ<sup>2</sup>,0.119 λ<sup>2</sup>,1.19 λ<sup>2</sup>,1.919 λ<sup>2</sup>,,B,
<p>Beamwidth of an antenna depends upon</p>,shape of radiation pattern,dimensions,wavelength,all of the above,,D,
<p>Tropospheric mode of propagation is used in</p>,UHF,VLF,MF,HF,,A,
<p>The skip distance is</p>,same for each layer,independent of frequency,independent of the state of ionisation,independent of transmitted power,,D,
"<p>Polystyrene has a relative permittivity of 2.7. If the wave is incident at an angle θ<sub><i>i</i></sub> of 30° from air into polystyrene, the angle of transmission will be nearly</p>",0.2°,2°,18°,48°,,C,
<p>The radiation pattern of helical antenna (axial mode) is represented by</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/206-484-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/206-484-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/206-484-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/206-484-4.png""/>",,C,
<p>Antenna aperture efficiency is given by</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/207-489-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/207-489-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/207-489-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/207-489-4.png""/>",,C,
<p>Short-circuited stubs are preferred to open circuited stubs because the latter are</p>,more difficult to make and connect,incapable of giving a full range of reactances,made of transmission line with a different characteristic impedance,liable to radiate,,D,
<p>The induction field of short current element varies as</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/201-340-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/201-340-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/201-340-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/201-340-4.png""/>",,D,
<p>In binomial arrays the elimination of secondary lobes takes place</p>,at the cost of directivity,at the cost of gain,both (a) and (b),none of the above,,C,
<p>The characteristic equation of plane wave in E independent of two dimensions <i>y</i> and <i>z</i> is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/191-122-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/191-122-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/191-122-3.png""/>",none of the above,,A,
<p>Q-factor of a transmission line at resonance is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/188-41-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/188-41-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/188-41-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/188-41-4.png""/>",,A,
"<p>In a medium if ε, μ and σ are constant throughout the medium, then it is known as</p>",perfect vacuum,distributed medium,homogeneous medium,dielectric medium,,C,
"<p>The directivity of 20 turn helix having <span class=""symbol"">a</span> = 12° circumference equal to one wavelength, will be</p>",1.8 dB,6 dB,12 dB,18 dB,,D,
<p>The velocity factor of a transmission line</p>,mainly depends on the skin effect,is always higher for a solid dielectric than for air,mainly depends on the dielectric constant of the material used,increases the velocity along the transmission line,,C,
"<p>For TM waves in a parallel plate waveguide, the minimum attenuation arising from imperfect conductors would occur at a freq. of (<i>f<sub>c</sub></i> is the cut off frequency)</p>",3 <i>f<sub>c</sub></i>,"<span class=""root"">3</span> <i>f<sub>c</sub></i>",2 <i>f<sub>c</sub></i>,"<span class=""root"">2</span> <i>f<sub>c</sub></i>",,D,
<p>__________ acts as a depolarizer in a dry cell.</p>,ammonium chloride,carbon powder,manganese dioxide,zinc chloride,,C,
<p>An antenna couple is used due to all of the following reasons except</p>,to prevent reradiation of the local oscillator,to discriminate against harmonics,to make the antenna look resistive,to provide the output amplifier with the correct load impedance,,A,
<p>The advantage of Marconi antenna over the ungrounded antenna is that</p>,only one fourth of the height is required as compared to undergrounded antenna,one-half of the height is required as compared to undergrounded antenna,no capacitance required,none of the above,,B,
<p>What will be the propagation constant at 10 MHz?</p>,3.4 radians/km,34.4 radians/km,344 radians/km,3440 radians/km,,C,
<p>The reflection coefficient is generally a</p>,complex number,fraction,imaginary number,none of the above,,A,
<p>The absorption of radio waves by the atmosphere depends on</p>,the polarization of the waves,the polarization of the atmosphere,frequency of the waves,their distance from the transmitter,,C,
"<p>A broadside array is shown in figure in which the elements are placed at equal distances. The direction of maximum radiation is represented by <br/><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/209-558-1.png""/></p>",AA,BB,CC,DD,,A,
"<p>Which one of the following is correct expression. Where <span class=""symbol"">t</span> is torque, B magnetic field, M is the moment</p>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/200-311-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/200-311-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/200-311-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/200-311-4.png""/>",,C,
"<p>There is no radiation at right angles to the plane of the array, is end fire array.</p>",True,False,,,,A,
<p>Which of the following constitute the loss resistance of an antenna?</p>,Dielectric loss,Leakage loss in insulation,Loss in earth connections,All of the above,,D,
<p>The M.K.S. unit of magnetic field intensity is</p>,ampere,ampere/metre,volt,volt/metre,,B,
