question,A,B,C,D,E,answer,explanation
"<p>A line of characteristic impedance <i>z</i><sub>0</sub> ohms, phase velocity V<sub><i>P</i></sub> = 2 x 10<sup>8</sup> m/sec and length <i>l</i> = 2 m is terminated by a load impedance <i>z</i><sub><i>L</i></sub> Ohms. The reflection coefficients at the input end and load end are respectively <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-243-1.png""/> for a frequency of 50 MHz will be</p>",1,- 1,"<span class=""root"">-1</span>",2,,A," <p><span class=""symbol"">r</span><sub><i>i</i></sub> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-243-1.png""/>.</p> "
"<p>When a particular mode is excited in a waveguide, these appears an extra electric components in the direction of propagation. The resulting mode is</p>",Transverse electric,Transverse magnetic,Longitudinal,Transverse Electromagnetic,,B,
<p>An antenna has a gain of 44 dB. Assuming that the main beam of the antenna is circular in cross-section the beamwidth will be</p>,0.4456°,1.4456°,2.4456°,3.4456°,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-428-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-428-2.png""/>.</p> "
<p>The directive gain of an antenna is given by</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/209-541-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/209-541-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/209-541-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/209-541-4.png""/>",,C,
<p>In cellphone communication base antennas are connected to other base antennas in</p>,line of sight communication,ionospheric propagation,ground wave propagation,medium wave propagation,,A,
"<p>The I/P impedance of a <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/198-273-1.png""/> long short circuited section of a loss less transmission line is</p>",zero,inductive,capacitance,infinite,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-273-1.png""/></p>
<p>if Z<sub><i>i</i></sub> = -<i>j</i><i>k</i>Z<sub>0</sub> then capacitive = <i>jk</i>Z<sub>0</sub> the inductive.</p> "
<p>Which of the following relations is correct?</p>,"∇ . <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-7-1.png""/> = <span class=""symbol"">r</span>","∇ . <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-7-2.png""/> = <span class=""symbol"">r</span>","∇ . <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-7-2.png""/> = - <span class=""symbol"">r</span>","∇ . <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-7-1.png""/> = <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-7-3.png""/>",,B,
<p>For frequencies upto 1650 kHz __________ antenna is used</p>,yagi,grounded,turnstile,marconi,,A,
"<p>Due to which of the following reasons, the ground wave eventually disappears, as one moves away from the transmitter?</p>",Tilting,Loss of line-of-eight conditions,Interference from the sky wave,Maximum single hop distance limitation,,A,
<p>A loop antenna may be of</p>,square on triangular shape,hexagonal shape,circular shape,any of the above,,D,
<p>Velocity of the wave when it passes from air into sphere</p>,decreases,increases,same,no change,,B,
<p>The ratio of the directivity of an end fire antenna to that of a broadside antenna is</p>,2,3,4,5,,A," <p>In Broadside, D = 2<i>n</i><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-420-1.png""/></p>
<p>In End fire D = 4<i>n</i><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-420-1.png""/>.</p> "
"<p>If the electric field intensity associated with a uniform plane electromagnetic wave travelling in a perfect dielectric medium is given by <br/>E(<i>z</i>, <i>t</i>) = 10 cos (2<span class=""symbol"">p</span> x 10<sup>7</sup><i>t</i> - 0.1 <span class=""symbol"">p</span><i>z</i>) volt/metre, then the velocity of the travelling wave is</p>",3.0 x 10<sup>8</sup> m/sec,2 x 10<sup>8</sup> m/sec,6.28 x 10<sup>7</sup> m/sec,2 x 10<sup>7</sup> m/sec,,B," <p>E(<i>z</i>, <i>t</i>) = 10 cos (2<span class=""symbol"">p</span> x 10<sup>7</sup><i>t</i> - 0.1 <span class=""symbol"">p</span><i>z</i>)</p>
<p>f = 107 Hz, β = 0.1<span class=""symbol"">p</span> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-218-1.png""/></p> "
<p>The absorption of radio waves by atmosphere depends on</p>,their frequency,their distance from the transmitter,the polarization of atmosphere,the polarization of the waves,,A,
"<p>For transmission-line matching over range of frequencies, it is best to use a</p>",single stub of adjustable position,double stub,broadband directional coupler,balun,,B,
<p>Microwave signals transmitted towards the sky are</p>,strongly absorbed by the ionosphere,strongly reflected by the ionosphere,transmitted through the ionosphere,unable to reach the ionosphere because of strong absorption in the lower atmosphere,,C,
<p>Radiation intensity does not depend upon</p>,the antenna direction,antenna width,both (a) and (b),none of the above,,B,
"<p>Δ<sup>2</sup>V = - <span class=""symbol"">r</span>/E is known as __________ equation</p>",Poisson,Fourier,Laplace,Maxwell,,A,
<p>A vertical earthed antenna is resonant when its physical height is equal to</p>,λ,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/201-355-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/206-479-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/198-273-1.png""/>",,C,
<p>Which of the following is a vector quantity?</p>,Standing wave ratio,Reflection coefficient,Gain,All of the above,,B,
"<p>The <span class=""root"">L/C</span> has the dimension of</p>",time,capacitance,velocity,resistance,,D,
<p>The value of VSWR is taken as ∞ when the line is</p>,short-circuited,open-circuited,terminated with full load,terminated with load equal to the characteristic impedance of the load,,B," <p>For VSWR = ∞ , reflection coefficient must be 1 VSWR</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-62-1.png""/> if t = 1 VSWR = ∞</p>
<p>for <span class=""symbol"">t</span> = 1, Z<sub>L</sub> = ∞</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-62-2.png""/>.</p> "
<p>The wavelength of an electromagnetic wave after reflection at angle on a surface</p>,remains same as the wavelength perpendicular to the surface,remains same in the free space,increases in actual direction of propagation,decreases in actual direction of propagation,,B,
<p>A higher value of Standing Wave Ratio indicates</p>,least mismatch between line and load,greater mismatch between load and line,number of nodes is equal to the number of antinodes,none of the above,,B,
"<p>An end fire array consisting of several half-wave lengths of directive gain 40, then Find width of major lobe for broadside</p>",6°,5.73,51.25,0°,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-375-1.png""/>.</p> "
<p>A wavelength of 1 mm could be expected in</p>,VLF,HF,EHF,SHF,,C,
<p>The numerical value of directivity of current element of half-wave dipole is 1.76 and 2.15 dB respectively. The directive gain of half-wave dipole over current element will be</p>,3.91 dB,1.95 dB,0.39 dB,0.195 dB,,C, <p>2.15 - 1.76 = 0.39 db.</p> 
<p>The maximum effective aperture of an antenna which is operating at wavelength of 2 m and has directivity of 100 is</p>,15.92,31.84,2.18,3.184,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-441-1.png""/></p> "
<p>The waveguides compared to equivalent transmission lines at low frequency are</p>,able to carry more power,less noisy,having lower attenuation,all of the above,,D,
<p>The current distribution of a half wave dipole is</p>,uniform,sinusoidal,triangular,complex,,B,
<p>In case of static electric field Maxwell's divergence equation states that:</p>,"∇ . <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-12-1.png""/> = 1/<span class=""symbol"">r</span>","∇ . <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-12-1.png""/> = <span class=""symbol"">r</span>/ε<sub>0</sub>","∇ . <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-12-1.png""/> = ε<span class=""symbol"">r</span>","∇ . <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-12-1.png""/> = <span class=""symbol"">r</span>",,B,
"<p>For a reflection co-efficient of 0.5, the value of SWR is</p>",-1,1,2,3,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-16-1.png""/>.</p> "
<p>A rectangular waveguide having TE<sub>10</sub> mode as dominant mode is having a cut off frequency of 18 GHz for the TE<sub>30</sub> mode. The inner broad wall dimension of the rectangular waveguide is</p>,5/3 cm,5 cm,5/2 cm,10 cm,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-237-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-237-2.png""/></p> "
"<p>A 50 <span class=""symbol"">p</span> characteristic impedance line is connected to a load which shows a reflection coefficients of 0.268. If V<sub>in</sub> = 15 volt, then the net power delivered to the load will be</p>",0.139 W,1.39 W,0.278 W,2.78 W,,B," <p><span class=""symbol"">r</span> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-243-1.png""/> , P = <i>v</i><sup>2</sup>/Z<sub>L</sub>.</p> "
<p>1 dB is equal to __________ nepier</p>,8.6,6.8,8,0,,A,
<p>Cassergain feed is used with a parabolic reflector to</p>,increase the gain of the system,increase the beamwidth of the system,reduce the size of the main reflector,allow the feed to be placed at a convenient point,,D," <p>Cassergain is a type of feed, which is used to allow parabolic reflector to provide feed at a convenient point.</p> "
"<p>Voltage standing wave pattern in a loss less transmission line with characteristic impedance 50 Ω and a resistive load is shown in the figure. <br/><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/196-230-1.png""/> <br/>The value of load resistance is</p>",50 Ω,200 Ω,12.5 Ω,0 Ω,,B," <p>V<sub>max</sub> = 4, V<sub>min</sub> = 1, </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-230-1.png""/></p> "
"<p>For the same length of arrays, half power beam-width of binomial array</p>",is equal to that of uniform arrays,is less than that of uniform array,is more than that of uniform array,is negligible as compared to that of uniform array,,C,
<p>The effective electrical length of an antenna is __________ its physical length</p>,greater than,equal to,less than,none of the above,,A," <p>Physical length is geometrical length, Effective length is increased by method called loading.</p> "
<p>The direction in a Yagi Uda antenna is longer than the radiating element.</p>,True,False,,,,B,
