question,A,B,C,D,E,answer,explanation
<p>Virtual height of an ionospheric layer is always greater than its actual height.</p>,True,False,,,,A,
<p>In waveguides the existing waves are</p>,TE only,TM only,both (a) and (b),all of the above,,D,
<p>The term __________ applies to troposcatter propagation</p>,fading,Faraday rotation,SIDS,atmospheric storms,,B,
<p>Unit of e is __________ .</p>,coulomb/newton-metre,coulomb<sup>2</sup>/newton-metre,Farad/metre,Farad<sup>2</sup>/metre,,C,
<p>So-called 'grounded' antennas are often found insulated from the ground electrically.</p>,True,False,,,,A,
<p>End fire array is called a linear resonant dipole array.</p>,True,False,,,,A,
<p>Which of the following statements is incorrect regarding Balun transformer?</p>,It changes impedance like current transformer,It changes balanced to unbalanced line,It is used to couple a co-axial line to a parallel line wire,Any of the above,,A,
<p>The maximum usable frequency for the 'E' layer is 10 MHz.</p>,True,False,,,,A,
<p>In free space</p>,phase velocity is greater than light velocity,phase velocity is equal to group velocity,phase velocity is equal to light velocity,Both (b) and (c),,D,
<p>Laplacian of a scalar function V is</p>,gradient of V,gradient of the gradient of V,divergence of V,divergence of the gradient of V,,D,
<p>Which one is not correct for folded dipole antenna?</p>,High I/P impedance,Low I/P impedance,High bandwidth,Used as reactance compensation network,,B,
<p>For VLF antennas radiation resistance is usually of the order of</p>,less than one ohm,13 to 20 ohms,around 100 ohms,more than 200 ohms,,A,
<p>The attenuation factor in parallel plane guides is given by</p>,"<span class=""symbol"">a</span> = power lost/power transmitted","<span class=""symbol"">a</span> = 2 x power lost/power transmitted","<span class=""symbol"">a</span> = power lost per unit length/2 x power transmitted","<span class=""symbol"">a</span> is always constant",,C,
<p>Which of the following relations is <i>incorrect</i>?</p>,mmf x reluctance = 1,conductance x resistance = 1,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/192-142-1.png""/>",none of the above,,A,
<p>An antenna array pattern is to used for increasing</p>,gain,directivity,directive gain,all,,D,
<p>A unipole is also known as</p>,omnidirectional radiator,unidirectional radiator,line radiator,none of the above,,A,
<p>Microwave signals follow the curvature of the earth and the phenomenon</p>,tropospheric scatter,faraday effect,duct propagation,none,,C,
<p>Broadcasting antennas are generally</p>,omnidirectional type,vertical type,horizontal type,helical,,B,
<p>A transmission line has characteristics impedance of (75 + <i>j</i> 0.01) Ω and is terminated in a load impedance of (70 + <i>j</i> 50) Ω. The reflection coefficient will be</p>,0.08 + <i>j</i> 0.32,0.32 + <i>j</i> 1.38,0.70 - <i>j</i> 2.97,1.1 + <i>j</i> 0.32,,A,
<p>Which of the following term does not apply to the Yagi-Uda array?</p>,High gain,Folded dipole,Parasitic,Good bandwidth,,A,
<p>In a rectangular waveguide Z<sub>TE</sub> . Z<sub>TM</sub> is</p>,η<sub>0</sub><sup>2</sup>,1,1/ η<sub>0</sub><sup>2</sup>,η<sub>0</sub>,,A,
<p>Brewster angle is the angle for which there is</p>,no reflection and the incident wave is vertically polarized,reflection and the incident wave is horizontally polarized,no reflection and the incident wave is horizontally polarized,none of the above,,A,
<p>Surface waves can propagate on Piezoelectric substrates.</p>,True,False,,,,A,
<p>For an antenna radiation and induction fields are</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/200-327-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/200-327-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/200-327-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/200-327-4.png""/>",,B,
<p>A folded dipole antenna is conveniently connected to</p>,shielded line,two wire line,coaxial line,flat ribbon type transmission line,,D,
"<p>The ""boundary sphere"" between antenna region and free space region appears to ""opaque""</p>",along the dipole axis,along perpendicular direction,along the dipole axis as well as perpendicular direction,neither along the dipole axis nor along the perpendicular direction,,A,
<p>In a horizontal polarized wave</p>,magnetic field is perpendicular to ground,magnetic field component is parallel to ground,electric field component is perpendicular to ground,electric field is parallel to ground,,D,
"<p>For a uniform plane wave of frequency 10<sup>6</sup> Hz propagating in a good conductor, the field undergoes a change in phase by 2<span class=""symbol"">p</span> radius over a distance of 1 meter. The field is attenuated by a factor of 1/<i>e</i> at a distance of</p>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-250-1.png""/> m","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-250-2.png""/> m","<span class=""symbol"">p</span> m","2<span class=""symbol"">p</span> m",,A,
<p>T.V. broadcasting based on</p>,line of sight communication,ionospheric propagation,ground wave,medium wave,,B,
<p>Absolute permeability (μ) is given by __________ henry/metre</p>,"4<span class=""symbol"">p</span> x 10<sup>-12</sup>","4<span class=""symbol"">p</span> x 10<sup>-7</sup>",8.854 x 10<sup>-12</sup>,8.854 x 10<sup>-7</sup>,,B,
<p>The discone antenna is</p>,a useful direction finding antenna,used as a radar receiving antenna,useful as a UHF receiving antenna,circular polarized like other circularly antenna,,C,
<p>If a EM wave propagating in z direction then</p>,component of EM wave will exist in <i>z</i> direction,component of EM wave will not exist in <i>z</i> direction,component of EM wave will exist in <i>y</i> direction,component of EM wave will exist in <i>x</i> direction,,B,
<p>The thin parallel wires are carrying current along the same direction. The force experienced by one due to the other is</p>,parallel to the lines,perpendicular to the lines and attractive,perpendicular to the lines and repulsive,zero,,B,
<p>Mutual impedance is not depend upon</p>,magnitude of induced current,tuning condition,self impedance,phase relationship between induced and original currents,,C,
<p>The dimension of flux density is</p>,MT<sup>-1</sup>Q<sup>-1</sup>,MT<sup>-2</sup>,MT<sup>1</sup>Q<sup>1</sup>,MT<sup>-1</sup>Q<sup>-2</sup>,,A,
<p>An alternating current or voltage is that which</p>,changes in magnitude only,changes in direction only,both (a) and (b),has a random movement of electrons,,C,
"<p>When the magnetic vector is parallel to the boundary surface and electric vector is parallel to the place of incidence, the polarization is</p>",zero,vertical,perpendicular,horizontal,,B,
<p>The total electrical energy emitted overall space from an electron of charge <i>e</i> and radius <i>r</i> is</p>,<i>e</i>/ε<sub>0</sub><i>r</i><sup>2</sup>,<i>e</i><sup>2</sup>/ε<sub>0</sub><i>r</i>,"<i>e</i><sup>2</sup>/4<span class=""symbol"">p</span>ε<sub>0</sub><i>r</i><sup>2</sup>","<i>e</i><sup>2</sup>/8<span class=""symbol"">p</span>ε<sub>0</sub><i>r</i>",,D,
<p>In broadside array</p>,the principle direction radiation is perpendicular to the array axis and also to the plane containing the array elements,the principle direction radiation is parallel to the array axis and also to the plane containing the array elements,the principle direction radiation is parallel to the array axis and perpendicular to the plane containing the array elements,the principle direction radiation is perpendicular to the array axis and parallel to the plane containing the array elements,,A,
<p>Which of following antenna does not depend upon the frequency?</p>,Log-periodic,Parabolic,Conical,All of the above,,A,
