question,A,B,C,D,E,answer,explanation
<p>A wave is propagated in a waveguide at frequency of 9 GHz and separation is 2 cm between walls Calculate group velocity for dominant mode.</p>,1.8 x 10<sup>8</sup> m/sec,5 x 10<sup>8</sup> m/sec,3 x 10<sup>8</sup> m/sec,1.5 x 10<sup>8</sup> m/sec,,A," <p>V<sub><i>g</i></sub> . V<sub><i>p</i></sub> = C<sup>2</sup></p>
<p>where <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-193-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-193-2.png""/>.</p> "
<p>For F<sub>1</sub> layer the maximum ionic density is 2.3 x 10<sup>4</sup> electrons per cc. The critical frequency for this layer will be</p>,1.36 MHz,13.6 MHz,136 MHz,1360 MHz,,B," <p><i>f<sub>c</sub></i> = 9<span class=""root"">N<sub>max</sub></span> .</p> "
<p>Which one of the following does represents the electric field lines for the TE<sub>02</sub> mode in the cross section of a hollow rectangular metallic waveguide?</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-228-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-228-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-228-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-228-4.png""/>",,C," <p>TE<sub>02</sub> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> <i>m</i> = 0, <i>n</i> = 2</p>
<p>in <i>x</i> direction no propagation, only in <i>y</i>, and normal to the waveguide, tangential component is continuous.</p> "
<p>The velocity of electromagnetic wave in a good conductor is</p>,3 x 10<sup>8</sup> m/s,more than 3 x 10<sup>8</sup> m/s,very low,high,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-71-1.png""/> , for good conductor ε<sub>r</sub> &gt;&gt; 1.</p> "
"<p>Radiation intensity of a dipole depends strongly on frequency. If at a frequency <i>f</i>, the intensity of radiation is 'I'. Then at a frequency of <i>f</i>/2, the intensity will be</p>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/203-419-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/203-419-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/203-419-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/203-419-4.png""/>",,A, <p>I ∝ <i>f</i>.</p> 
"<p>Consider a 300 Ω, quarter wave long at 1 GHz transmission line as shown in figure. It is connected to a 10 V, 50 Ω source at one end is left open circuited at the other end. The magnitude of the voltage at the open circuit end of the line is <br/><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-222-1.png""/></p>",10 V,5 V,60 V,60/7 volt,,A," <p>γ = <span class=""symbol"">a</span> + <i>j</i>β <span class=""symbol"">a</span> = 0 <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> γ = <i>j</i>β</p>
<p>Propagating wave</p>
<p><i>v</i> = V<sub>I</sub> <i>e</i><sup>-rz</sup> + V<sub>R</sub> <i>e</i><sup>rz</sup></p>
<p>No change in the voltage at the open end it will same, </p>
<p><i>v<sub>r</sub></i> = 10 volt.</p> "
<p>The phase angle corresponding to λ/4 in a standing-wave pattern is</p>,30°,90°,135°,180°,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/218-610-1.png""/></p> "
"<p>A hollow rectangular waveguide has dimensions <i>a</i> = 2<i>b</i>. Calculate the amount of attenuation, if the frequency is 3 GHz, and <i>b</i> = 1 cm.</p>",49,47.33,50.33,50,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-187-1.png""/></p>
<p>Since, wave is attenuated hence β = 0</p>
<p>and <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-187-2.png""/> Take, dominant mode <i>m</i> = 1, </p>
<p><i>n</i> = 0</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-187-3.png""/> .</p> "
"<p>Calculate the directivity of an antenna for θ<sub>E</sub> = 30°, θ<sub>H</sub> = 60</p>",46,23,50,100,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-365-1.png""/>.</p> "
<p>Most antenna consisting of a 50 meter long vertical conductor operates over a perfectly conducting ground plane. It is base fed at a frequency of 600 kHz. The radiation resistance of the antenna in ohms is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/203-418-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/203-418-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/203-418-3.png""/>","20<span class=""symbol"">p</span><sup>2</sup>",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-418-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-418-2.png""/></p> "
<p>A (75 - <i>j</i> 40) W load is connected to a co-axial line of <i>z</i><sub>0</sub> = 75ω at 6 MHz. The load matching on the line can be accomplished by connecting</p>,a short circuit stub at the load,an inductance at the load,a short circuit stub at a specific distance from the load,a capacitance at a specific distance from the load,,B," <p>Z<sub>L</sub> = 75 - J . 40, Z<sub>C</sub> = 75 W, <i>f</i> = 6 mHz</p>
<p>Given Z<sub>L</sub> is capacitive, so proper matching, load must be inductive.</p> "
"<p>A plane wave is characterized by <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/194-210-1.png""/> the wave is</p>",linearly polarized,circularly polarized,elliptically polarized,unpolarized,,C," <p>Because, magnitude is different (0.5, 1) and phase is 90°</p> "
"<p>The electric field on the surface of a perfect conductor is 2V/m. The conductor is immersed in water with ε = 80 ε<sub>0</sub>. The surface charge density on the conductor is ((ε<sub>0</sub> = 10<sup>-9</sup>/36<span class=""symbol"">p</span>)F/m)</p>",0 c/m<sup>2</sup>,2 c/m<sup>2</sup>,1.8 x 10<sup>-11</sup> c/m<sup>2</sup>,1.14 x 10<sup>-9</sup> c/m<sup>2</sup>,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-212-1.png""/> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-212-2.png""/>.</p> "
<p>A wave is propagated in a waveguide at frequency of 9 GHz and separation is 2 cm between walls calculate the phase velocity for dominant mode.</p>,3 x 10<sup>8</sup> m/sec,5 x 10<sup>8</sup> m/sec,1.5 x 10<sup>8</sup> m/sec,9 x 10<sup>8</sup> m/sec,,B," <p>V<sub><i>g</i></sub> . V<sub><i>p</i></sub> = C<sup>2</sup></p>
<p>where <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-193-1.png""/>.</p> "
"<p>A plane electromagnetic wave travels in dielectric medium of relative permittivity 9. Relative to free space, the velocity of propagation in the dielectric is</p>",increased by a factor of 9,increased by a factor of 3,unchanged,reduced by a factor of 1/3,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/218-598-1.png""/>.</p> "
<p>Consider a loss less antenna with a directive gain of + 6 dB. If 1 mW of power is fed to it the total power radiated by the antenna will be</p>,4 mW,1 mW,7 mW,1/4 mW,,A," <p>6 dB = 10 log<sub>10</sub> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-415-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-415-1.png""/> = 10<sup>0.6</sup> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> 3.98</p>
<p>P<sub><i>r</i></sub> = 3.98 mW.</p> "
<p>A uniform plane wave is one in which</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-12-1.png""/> x <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/190-106-1.png""/> = 0","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-12-1.png""/> . <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/190-106-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-12-1.png""/> and <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/190-106-1.png""/> are perpendicular","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-12-1.png""/> and <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/190-106-1.png""/> lie in a plane",,D," <p>For uniform plane wave, E and H must be in a plane but perpendicular to each other.</p> "
"<p>The electric field of the incident wave is <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-244-1.png""/>, where ω = 3 x 10<sup>9</sup><span class=""symbol"">p</span> and β = 10 <span class=""symbol"">p</span>. The electric field of the transmitted wave E<sub><i>t</i></sub> is given by</p>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-244-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-244-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-244-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/197-244-5.png""/>",,C," <p>In, question, it is not mentioned, about medium; dielectric etc.</p>
<p>E<sub><i>i</i></sub> = E<sub><i>t</i></sub> + E<sub><i>r</i></sub> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> E<sub><i>t</i></sub> = E<sub><i>r</i></sub> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> E<sub><i>t</i></sub> = <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/56-3.94-2.png""/> E<i>i</i>.</p> "
"<p>A short circuited stub is shunt connected to a transmission line as shown in the figure is, if <i>z</i><sub>0</sub> = 500 ohms, the admittance <i>y</i> seen at the function of the stub and the transmission line is <br/><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/195-219-1.png""/></p>",(0.01 - <i>j</i> 0.02) mho,(0.02 - <i>j</i> 0.01) mho,(0.04 - <i>j</i> 0.02) mho,(0.02 + <i>j</i> 0) mho,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-219-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-219-2.png""/></p> "
<p>Which of the following should dominant wave have?</p>,Lowest cut off frequency,Highest cut off frequency,No attenuation,No phase shift,,A, <p>Lowest cut off frequency or highest wave-length in a waveguide gives dominant modes.</p> 
<p>Calculate the wave impedance for TM mode in rectangular waveguide for dominant mode at 3 GHz having</p>,"(120<span class=""symbol"">p</span>) Ω",377 Ω,226 Ω,629 Ω,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-197-1.png""/></p>
<p>η = 226 Ω.</p> "
<p>The divergence of the electric field intensity at any point equals</p>,"1/4 <span class=""symbol"">p</span>ε<sub>0</sub> times the volume charge density",l/ε<sub>0</sub> times the volume charge density at that point,ε<sub>0</sub> times the volume charge density at that point,the volume charge density at that point,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-141-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-141-2.png""/></p> "
"<p>For a 400 kHz transmission line having L = 0.5 mH/km, C = 0.08 mF and negligible R and G, the value of propagation constant P will be</p>",15.9 radians/km,31.8 radians/km,63.6 radians/km,105.4 radians/km,,A," <p>γ = <span class=""symbol"">a</span> + <i>j</i>β, <span class=""symbol"">a</span> = 0 β = ω<span class=""root"">LC</span>.</p> "
<p>The Depth of penetration of EM wave in medium having conductivity σ at a frequency of 1 MHz is 25 cm. The depth of penetration at a frequency of 4 MHz will be</p>,6.25 cm,12.50 cm,50 cm,100 cm,,B," <p>Skin depth <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-214-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-214-2.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> δ<sub>2</sub> = δ<sub>1</sub>/2 .</p> "
<p>What is the characteristic impedance at 10 MHz?</p>,547.7 Ω,54.7 Ω,5.47 Ω,.547 Ω,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/218-587-1.png""/>, not depend upon frequency.</p> "
"<p>The torque (in mm) acting on a circular current loop of radius 1 mm in the <i>xy</i> plane, connected at the origin and with current 0.1 A, flowing in the sense of increasing in a magnetic field <br/><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/196-240-1.png""/> is</p>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/196-240-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/196-240-3.png""/>","10<sup>-12</sup><span class=""symbol"">p</span>","- 10<sup>-12</sup><span class=""symbol"">p</span>",,B," <p><span class=""symbol"">t</span> = M x B</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/215-240-1.png""/></p> "
<p>Which one of the following potential does not satisfy Laplace's equations?</p>,<i>v</i> = 10 <i>xy</i>,"<i>v</i> = <span class=""symbol"">p</span> cos φ","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/199-289-1.png""/>",<i>v</i> = <i>f</i> cos φ + 10,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-289-1.png""/>.</p> "
<p>A rectangular waveguide measures 3 x 4.5 cm internally and has a 10 GHz signal propagated in it. Calculate the wave impedance for dominant mode.</p>,"130 <span class=""symbol"">p</span>","1.3 <span class=""symbol"">p</span>","120 <span class=""symbol"">p</span>","12 <span class=""symbol"">p</span>",,B," <p>Wave impedance <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-191-1.png""/> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-191-2.png""/>.</p> "
<p>Calculate wave impedance for TE mode</p>,(377)Ω,226 Ω,∞,629 Ω,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-198-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/214-198-2.png""/>.</p> "
"<p>In a 100 turn coil, if the flux through each turn is (<i>t</i><sup>3</sup> - 2<i>t</i>)<i>m</i>W<sub><i>b</i></sub>, the magnitude of the induced emf in the coil at a time of 4 sec is</p>",46 mV,56 mV,4.6 V,5.6 V,,C," <p>E = 100 (3<i>t</i><sup>2</sup> - 2) <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> 100(46) <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> 4600 mV</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> 4.6 V.</p> "
<p>A transmission line is feeding 1 watt of power to a horn antenna having a gain of 10 dB. The antenna is matched to the transmission line. The total power radiated by the horn antenna into the free space is</p>,10 watts,1 watt,0.1 watt,0.01 watt,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-415-1.png""/> = 10<sup>1</sup> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> P<sub><i>r</i></sub> = 10 watt.</p> "
"<p>A parallel polarized wave is incident from air into paraffin having relative permittivity 3, the value of its Brewster angle is</p>",0°,30°,45°,60°,,D," <p>Brewster angle θ = tan<sup>-1</sup> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/213-35-1.png""/>.</p> "
<p>In a conductor which of the following relations hold good?</p>,"∇ x D = <span class=""symbol"">r</span>","∇ . D = <span class=""symbol"">r</span>",∇ x D = 0,∇ . D = 0,,C," <p>Inside a conductor free charge is zero, hence, ∇ x D = 0.</p> "
<p>The radiation resistance of a λ/16 wire dipole in free space will be nearly</p>,1 Ω,3 Ω,13 Ω,30 Ω,,B," <p>R<sub><i>r</i></sub> = 80<span class=""symbol"">p</span><sup>2</sup><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-427-1.png""/>.</p> "
"<p>Two identical antennas are placed in the θ = <span class=""symbol"">p</span>/2 plane as shown in the figure. The elements have equal amplitude excitation with 180° polarity difference, operating of the far-zone resultant electric field strength normalized with that of a single element, both computed for φ = 0, is <br/><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/203-414-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/203-414-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/203-414-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/203-414-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/203-414-5.png""/>",,D," <p>Normalised array factor = <i>n</i> cos <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-414-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-414-2.png""/></p>
<p>where φ is the phase difference.</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> φ = (β<i>d</i> sin θ cos φ + θ<sub>1</sub>)</p>
<p>and θ = 90°, φ = 45° </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/217-414-3.png""/></p> "
<p>Find the noise factor for an antenna at 27°C with equivalent noise temperature 30°K</p>,20,100,300,1.1,,D," <p>T<sub><i>e</i></sub> = T<sub>0</sub>(F - 1)</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/216-364-1.png""/> .</p> "
"<p>The displacement flux density at a point on the surface of a perfect conductor is <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/187-7-2.png""/> = 2(<i>a<sub>x</sub></i> - <span class=""root"">3</span> <i>a<sub>z</sub></i>)c/m<sup>2</sup> pointing away from the surface. The charge density at that point c/m<sup>2</sup> will be</p>",2,- 2,4,- 4,,C," <p>∇ . D = <span class=""symbol"">r</span>.</p> "
"<p>Characteristic impedance of a transmission line is 50 Ω. Input impedance of the open circuited line. <br/>Z<sub><i>oc</i></sub> = 100 + J150 Ω. When transmission line is short circuited, then value of the input impedance will be</p>",50 Ω,100 + J150 Ω,7.69 + J11.54Ω,7.69 - J11.54 Ω,,D," <p>Z<sub>C</sub> = <span class=""root"">Z<sub>OC</sub> - Z<sub>SC</sub></span> <img src=""/_files/images/electronics-and-communication-engineering/electromagnetic-field-theory/1-sym-imp.gif""/> 50 = <span class=""root"">(100 + <i>j</i>150)(Z<sub>SC</sub>)</span> .</p> "
